龙套:蓟县!
直接给主角淘汰了
笑抽抽了
啊？迪达拉居然是女的？？
绿毛一般不会是主角
蝎和迪达拉是男的啊，你二臂吧？！
坏了 我竟然觉得很有道理
女性主角的动漫太少了
我没看过，但我找到他了，应该是左下角那个头发特别黑的，半张脸，眼睛看起来格外智慧的
可以，准确圈定
漫画上动漫时为了区分，会改配色
这个陷阱题，主角都没露全
乔巴是无性别啊什么女孩子
《三女》
想到一句话:城里的奶奶
左下角黑色蘑菇头
三女？？？？
啊？
死神  一户和井上
乙女向的n男一女呢？
后宫
6
约战：你说得对
后宫番:6
？
左下角的。锅盖
后宫番还要猜？就一男的你一眼看不出来吗
橙头发主角吧 画的精细
不像演的
后宫漫画怎么说
啊？
啊？？
有东西的
要不是我看过一拳超人我就信了黑色的是女的
给我笑喷了
五河士道：啊对对对
死亡笔记，月和L都是黑头发
符合原著
左下角半拉脸
啊？
笑死了
完啦
给你云玩了
我一个看过的都找了半天才看到主角人
孙悟空/贝吉塔
龙珠里的超级赛亚人
你怎么不说约会大作战？
草，现在才看到mb
他排完我看到左下角的主角半个头了
索尼克棺材板动了
龙套
倒水第二个，看到啦
丸辣！
gg
龙套就是主角
？
丸辣
幽默
回复术士的重来人生怎么算
开始笑了
Konosuba：啊对对对
主角就露了半个头
这不就是灵能百分百么
黑崎一护觉得很赞
哈哈哈
长的丑的不符合世界与作者对美的认知，除非作品不想火。
左下角的蘑菇头好像是马修吧
左下角那个蘑菇头虽然看起来很平凡 但却是全场画质最好的
约战：你说得对
蘑菇头豆豆眼
眼睛细节更是那个是吧
左下角的蘑菇头 ，
左下角锅盖头
真成路人了
美少女战士
故意的哈哈
老师，学会了能考编嘛
悟空和贝吉塔都是黑发
左下角
哈哈哈哈哈到这一步我还以为要猜对了
草
不是 哥们
不愧是龙套
后宫番，逆后宫番，bl番怎么说
？
晓这图就小南一个女的啊
丸辣
根据箭头画靶子了
要是后宫党争这方法就错啦
我才看到mob……
没看过铁定找不出来
迪达拉是女的？
什么矩估计
好好好，盐豆不带盐的
丸辣
《三女》
他是不是错了
感觉是橙色和那个半张脸的，因为他们的眼神炯炯有神
左下一半的锅盖头
你说了灵能百分百我才找到主角
甚至图片里面都没有主角
乔巴是男的
左下角
左下角露半个头的那个
哈哈哈哈哈哈哈哈中计辣！
《我觉得》
？
好了，我知道蝎长得很好看了
找到了哈哈哈哈黑色瓜皮
丸辣
3女哈哈哈哈哈哈哈哈
笑死了，丸辣
这排除法盲猜主角已经被淘汰了
左下
翻译：没人知道
我穿越了？那两个不都是男的的吗？
啊？
乙女呢
蘑菇头
左下，只有半个头那个。
右边栗子发色女的（瞎猜）
左下角半个头那位
我现在才看到主角，之前还纳闷在哪
是的，如果是后宫慢的话，男主会凸显的很明显。
看脸的精致度呀
黄头发小姐姐也是主角之一
6（笑哭）
开局把主角搬掉
灵能百分百，黄头发小姐姐是主角
丸辣
后宫漫虽然女的多，但不是主要角色女的多
看得出来他确实没看过
哈哈哈哈哈笑死我了
丸辣
啊？
我天好厉害。。。。
日向翔阳
666666666
怎么不可能，左上角那么帅像师匠（不）
完啦哈哈哈哈
完啦
看过但是找了半天
左下呀，好可爱
根据答案猜是吧
橙色女生，眼镜画的这么仔细？肯定是重要人物
咔
完了正确答案没了
蝎，迪达拉:6
没了
《剩余存活玩家》
顿一下这里笑死我了
没一个是主角啊？
琦满意的一集
这里面也没主角啊
完啦
左下角那个
666，盐豆不盐了
这可是锅盖头教教主！（）
省流:U
索尼克怎么不算男娘呢
后宫番和乙女番？
男主那头发化成灰我都知道
一护和那女的叫啥来着
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈左下角的锅盖
Byd笑死我了三女，也差不多其实
错了，大哥
nononono颜值判定呐！！！颜值你不管的啊！！！
《二分图》（bushi
索尼克：我怎么是女的啦(蛋碎了，声音也变得女性化了，保真)
三女。哈哈哈哈
三女 哈哈哈哈
坏了，好有道理
第一次听人叫航海王
都说是后宫漫了主角还需要猜？
迪达拉：我真想给 up 丢个派大星
海贼王商标被注册了，所以改名叫航海王了
笑死了找了半天没找见mob，up截出来才发现mob在现场
你不光思路奇特，你审美还挺牛逼。你是个人才。
要看眼睛，感觉应该是这个眼镜。
没看过，但是新番推荐视频里经常有，印象很深
太搓了，去掉中间的
丸啦
大块头的纹身不错
可能根本没发现mob
哈哈哈哈哈
是眼镜的那个吗
啊？
死神
已经开始流汗了
拿鸣人和水门举例子的抽象，水门是爸爸啊！
角都？？？？
新吧唧！！不！！！咳咳……
笑死，银魂串味了啊喂，谁说的新吧唧
《三女》
左下角半个脑袋
排除一個正確選項
看过的第一时间也没找到）
马萨卡
又一個三女
啊？三女？
这个不对哦，女生片看得少了
这不是灵能里的龙套吗
厨房酱油美味鲜晒足180天
骷髅头不是衣服装饰吗
原来是你，够离谱的竟然还有
《三女》
后宫漫笑了。。
水门不是主角啊，他是关键配角啊
我觉得是右下角的
mob
七龙珠
笑崩溃啦
其实那个半张脸是主角
笑死我了
哈哈哈哈
左下锅盖头
哥们帽子也算头发吗
角都：我是不是人啊，我到底是不是人啊
丸辣
哈哈哈三女
迪达拉：？
丸辣，猜错辣
边缘的是主角
哈哈哈
约战：你好
丸辣
还有一个没看见的哈哈哈哈哈哈哈哈
找到了，因为看过，但是除了灵能谁家主角只露半个脑袋啊
看到了，左下角半个脑袋
后宫番？
灵能百分百
鸭志田是吧
《迪达拉和蝎是女的》
龙珠：对对对
我觉得应该用颜值排除法，毕竟我是个颜狗，丑的是主角我也不认
上面的兩人髮色不同，花澤黃色，靈幻黃橘偏一點土黃
左下角那位肯定是!!!
来个恋爱后空翻看看
丸辣
仁济
你这样表示双主角
天才
笑死了
第一个先排除主角
还真是，难道是巴纳姆效应
蓟县辣
你别说还真是
天才
很明显那个眼神跟一拳超人一样的“不显眼啊”
我艹，我刚看到主角在哪，藏的真够隐蔽的
眼镜旁边的脸太路人了
索尼克:哪呢女的，哪呢？
迪达拉和蝎默默对视一眼
啊？
？
迪达拉不是女的！！！
后宫番：？
盐不带盐斗
下面左边第一个
？
达芬
上当了！
is怎么说
入济
看那个眼睛，这不是灵能百分百吧！
啊？你在说什么？！
乔鲁诺•乔巴那  杰洛•齐贝林：？
哈哈哈哈哈哈哈，死了吧！
这不是灵能百分百吗，修你牛魔修
左下
琦玉的智慧的眼神
别怕，看了的也得找半天
坏了，mob这眼睛一看还是很明显的
约战：六
丸辣
不完全归纳法，科学但准确率较低
新世纪福音战士
排除了正确答案
我一开始以为他是开玩笑说没看过，结果真没看过
索尼克没毛病
好像是左下角那个
索尼克:666碎蛋
左下角的主角。
都没有
感觉是橘色短发
角都：6
本来觉得这俩挺有潜力的233
丸辣
《主角》
这也不一样，差挺多的
颜值
右下黄毛？
《女》
噗完美排除主角
成功排除正确答案
鸣水父子，赛亚人统一变身有啥好说的
索罗斯:啊对对对
右下角往左数第二个
这角色和一拳超人里的主角一样……
艾伦，泉新一，金木研：真假
肤色
美少女战士
角都:老爷不男不女啊？
恭喜你！！！！！！！！！！！！！！！！！！！答错了
不是，我刚看mob
这不灵能吗哈哈哈哈哈哈哈
迪达拉、蝎：我吃柠檬
八男一女！！！
No no！ no！！！
三女
三女？
笑死我了真路人啊哈哈哈哈哈
左下角哈哈
我也没看过，但一眼猜出主角，特点明显而且和身边相比很正常，而且人物奔放就应该是搞笑番，那就更加坚定
mob
孙悟空
看到那副睁大的死鱼眼和锅盖头我就知道这部番是什么了
第一行只有半个头的是主角
错啦
啊？？？
没看过，感觉是蘑菇头那个，感觉他最白
找不同，半张脸那个，直接找到了
？？
丸辣
盲猜橘头发
丸辣
我去，给主角排除了
被他猜到了
左下
在左下角只有半张脸
角都:我是不是人啊？
颜值排除法
所以你有没考虑过主角颜值一般都很高
结果主角是左下角的边缘那一个
迪达拉是男的
龙珠
角都：？？
《三女》
海报他不搞常规
厉害，猜对了
哦不对灵能百分百是吧这不左下角那个吗
戴眼镜那个
不是
Mob
音速的索尼子
灵能百分百龙套
那秀逗魔导士怎么说？
那这个逻辑为什么不排除3个黑发？
那gal呢？
琦玉:拳头硬了
下次出个后宫番来
谁家主角就露个头啊
哈哈哈
啊？
成功排除主角
不是你举例也弄个女主角的啊
？
首先排除琦玉同款眼神
主角纯黑发型
看过的一眼就能认出来
盐豆不带盐了
《三女》
丸辣
不是哥们绿帽子也是绿
啊？
半个脑袋
确实
？
丸辣
不儿我mob就只有半张脸啊
蝎:啊？
就不吐槽三女里有两男，角都连人都算不上吗？
仁济
king啊
路人为啥穿女校服?
倒数第二个只有半张脸，一看就不是主角
三女哈哈哈哈
蝎：？
纯路人，左下角半脸吧
？
突然觉得蘑菇头是男主
丸辣！
有点草率
美少女战士
直接同发色对比
直接排除主角。。
人际
完啦
根据名字也差不多能猜吧
看见马桶盖就知道谁是主角了
那个歪嘴的是猪脚
崩不住了
主角左下露出上半个头
哈哈哈
你还别说，晓里边还没几个是人的
我一个看过的都找了半天才找到mob
你是不是脑子有问题，那是红色的。
三女？
省流:错了
我乔巴怎么了
？
公的
乔巴是女孩纸！
超级赛亚人？
左下角的半张脸哈哈
迪达拉：原来我是女的
笑死，三女
最黑的那个
第四排第一个
左下那个左下那个
下那个左下那个左下那个左下那个左下那个左下那个
这图其实挺作弊的…主角都快弄没了
差点没看到男主
迪达拉和蝎：？
看到这蚌埠住了
看过的都看了好久才找到
完辣
你怎么对他们的性别下结论呢？
看过的已经开始笑了
斩赤日之瞳怎么说
迪达拉不是男的吗？
左下角
绷不住
橙色蘑菇头
上钩了
哈哈哈哈哈
下面的那个马桶盖！
只有半个主角
是父子关系，另说吧
丸辣！
一眼就看到啦在左下角
丸辣
同色那不应该三个黑的也应该排掉吗？
666，“6男三女”
？？
？？？
丸辣
废话
丸辣
应该是八男一女，一个未定
一眼看见
案列太少不能算是规律，只是碰巧
哈哈哈哈哈哈
《一拳超人》
真是路人啊
三女。。。。
[ohhhhhhh]
不合理，闪光和假面不像吗？（doge）
角度略过了才是最难绷的哈哈哈哈哈
最下面
哪有主角被画成这样的
为啥选个人机脸？？最不可能就是这个吧！？
眼睛不同
发色饱和度高
左下半边脸
懂了，主观秒了
艹，就漏半个脸
蝎、迪达拉：无敌了
嘻嘻 错辣
异能百分百
黄毛排除
不还有俩黑吗，也该淘汰
mob
终于上当了
不找 过
能排除到这里已经能猜出谁是主角了，主角肯定是不可能长到眼歪嘴斜的。加上这么多黑发，一定是正经头发的
终于变成了我想看的样子hhhhh
首先这不是6男3女，其次这也不是主角团
那后宫咋办
省流：分析的非常好
鸣人：那个玩爆炸的算什么
角都、迪达拉、赤沙之蝎：……
哈哈哈哈哈哈哈好啊！
三女这事，迪达拉和蝎老爷没意见吗
灵能百分百，我猜是右2男
省流：错了
看眼神不就行了，分析个白痴
艺术就是爆炸！
chennel
对了，如对
mob好可爱
最左下角的那个锅盖头
鸣人，水门，迪达拉，重吾
6
那为什么不把MOB排除了？
这里面也没主角啊
丸 辣
坏了真要给他猜出来了
就一个女的吧
右上角那个或者最左边那女的
真的准诶
迪达拉:啊？
笑死了3女
错了
左下角那个强者双眼
丸辣
？？？
迪达拉， 蝎：亻尔女马
路人男主
丸辣
穿的不够暴露长得不够好看不够媚宅的女生全是路人
只要是出名的99%都是男性主角，压根不用猜
就问索尼克是不是美女吧
主角就只配露半个脸啊
龙珠
戴眼镜的是主角，我猜的
最底下那个锅盖头
左下
错了，举报了
光头怎么说
卤蛋哈哈哈
一眼灵能百分百
角落躲着一个黑头发
省流边缘排除法
GG
迪达拉是男的。。。
最后排除主角
up简直就是天才！
左下角半个头那个
左起最下排第一个，露眼睛的
看过的我也找了半天
乔巴：我不是人啊 我问你我是不是人
mob
右边倒数第二个
吴克！
难道是为了省颜料？
蚌
最下面那个就是
眼镜哥
就那个无敌的眼神，藏在角落记得就露一个头
完辣
光头呢光头呢？
你说水门跟鸣人非得说水门是主要角色，720级水门出场的时长能有20级吗？只能说是有用的，带信息的角色
晓怎么就是火影主角了？？？
你猜后宫番男主或者女主有几个
哈哈哈哈哈我知道了
你得先分辨动画类型，热血漫大概率是男主角
佩恩：6
你但凡选眼镜我都算你对一半
左下角
啊？最上面那个是女的啊
看过，所以一看找到。
能到这一步也不错了
就他了
只有黄色短发妹子眼睛不是个圆圈
我还以为真能找到呢
女艺术家二人组
倒果为因
右上角的男孩！
我刘海大婶凭什么不能算在内？
我看过都没能第一时间找出来（
后宫番只会有一个男的
好像有哪里不对
哈哈哈哈灵能
其实用路人超能百分百的这个名字可能会简单点
丸辣
逻辑瞎猜发
是的，你已经猜对了一半，他的番名就有100%
云
毫无下限可言手套都算
这不mob吗
哈哈哈哈哈
刀剑神域
后宫番用得着这定律吗？你的看不出来一堆女的站个男的主角是谁？
拳头也是头
可是这个图片里面都是路人啊 海报和动画截图又不一样
右下黄毛
约会大作战
上边缘也是边缘
如果后宫番呢
这个更没毛病嗷
蝎确实可爱
稳辣
丸辣
是怎么看出来这中间的是女的？
我觉得是中间戴眼镜黑头发的那个
亖辣！
丸辣
噗。。
橙色
主角就半个脸
哈哈，合理
约会大作战？
乔巴:我是男生
下面那个好像是龙套啊
应该把香肠嘴排除掉，香肠嘴主角有人看?
迪达拉和蝎都是男的啊
我竟然开始紧张了
你这扯犊子，火影那里就没有一个主角
迪达拉:你非要这样是吧
刀剑神域
红寸衣，黄毛？
越特殊的角色给的镜头展现效果越奇怪
主角怎么就露个小头啊？
索尼克应该性别未知
这个还只有半张脸啊
眼神
后宫or逆后宫画风都不一样好吧
还有个光头
嗯，不对呀，我看的都是一个男的，十几个女的，为什么是男性主角的？
乙女向？
最不靠谱的一集
左下角蘑菇头
怎么会有这么帅气的锅盖头，这还不明显吗
哈哈哈哈迪达拉和蝎是女的哈哈哈哈
美少女战士金星：你说什么
乐子up
你怎么确定它是男是女？
右边红发妹子吗
毫无逻辑的经验判断
首先排除半个头的锅盖头
后宫番笑了
眼镜哥哈哈
琦玉：确实
省流：没猜对
后宫番一眼就能看出来主角，全女就一男
后宫番了解一下
哈哈，我描要了三眼才看到
绷不住了
？？？
鸣人，迪达拉，眼睛瞳色都一样样的
第一波就排除了
这是在玩抽象吧
眼镜那个
左下角锅盖头
方法确实可行
c位必主角啊，这还猜
确实是女的都被戳爆了
首先排除左下角漏半个的锅盖头
后宫番？
校园风和热血风不一样
迪达拉：不是哥们？
所以是左下角半张脸那个
丸辣
黄色的爆炸头
左下角蘑菇头那个
下面的锅盖头
下面那个：非二次元性别
已经看到了
看不出是三女啊
看颜值吧，主角不可能这么丑
丸辣！
索尼克：666
抹布
还有一个蛋
那一堆热血番得出的结论也太片面了吧，你放后宫漫和乙女番试试
丸辣
鸣人：6
这个画风很难是后宫番
反了
我觉得是中间戴眼镜的男生和黄头发的女生。因为他们的脸部比较细致。
此言差矣，我没看的时候觉得乔巴是主角
迪达拉：哈？我男的！
后宫漫：？
乔巴是公的
md，我看过一点都找了半天
哪来的三女
哈哈哈哈
找部后宫番就老实了
天才
诚哥：那我怎么办？
索尼克好像也没毛病
迪达拉？
看画风
你怎么假定锅盖头是男孩子呢？万一人家是留着短发的女孩呢
你就露半个头，你认识你想找起来也有点困难啊
你如何假定阿飞的性别
左下蘑菇头
你说得对，但是你猜猜一拳超人为什么是光头
你
后宫番剧一男十几个女的不也明显吗。。。
锅盖头
不是只有一个女的吗
角都呢
我请问你看过火影吗
索尼克确实女主角
好了，我知道你一定看过了
只有他露了半脸
等会 什么王 你是行走的五十万吧
已经看到了
眼镜
大家去骂他
迪达拉，完了我成女的了
小图没出来一直没看到茂茂哈哈哈哈哈哈哈
一拳超人吗
换个思路，现在市面上女性主角的漫画基本可以说没有...
哈哈哈哈
我看左下角半张脸的那个很特别，就他了
丸啦
大哥没看过火影吗？就小南一个女的
我猜是右边这个女的
乔巴公的
琦玉：你是不是针对我
这个有点意思
左下半个头
索尼克哈哈哈哈哈
不是等会，迪达拉？蝎？
？？是只有一个女的吗
你猜主角叫什么
虽然没看过 但多少刷到过cos的 然后分享 只有一个人衣服不一样
百分百
省流：一本正经的胡说八道
蘑菇头是主角吧
强行推理，其实一点都不合逻辑
省流：就差一步
约战 五等分的花嫁
瓜皮头
看见主角了，才发现
后宫就不适用了
不太懂唉，我猜左下角露出差不多半个头的那男的
后宫番？
水门戏份有鸣人脚趾头多吗。。真别硬杠
火神和赤司
丸辣
完美避開正確答案
索尼克虽然蛋被锤了
迪达拉：我变性了
就漏了半个脑袋
后宫和逆后宫怎么办
先一手米奇与达利，再一手我推的孩子，
咦
你猜这部番为什么叫《路人灵能百分百》
看眼睛啊
你确实是没看过。。。。
正义的自行车…想不到，我是主角
等一下是不是把小嘞排除了
粉呢
左下锅盖头
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
乔巴男的
艾伦和兵长
好哈哈哈哈哈哈哈
哪三女啊哈哈哈哈哈哈哈哈哈哈
丸辣！！！
丸辣！！！
左下角那个吧
啊？不是，是在玩抽象吗嚯哈哈哈哈哈
三女
看过的，乍一看都没找到mob在哪hhhhhh
666这个入是桂
海贼王说你说的都对
约战
七龙珠
MoB根本难不倒我，左下半截脸的
？
你猜为什么叫斩赤红之瞳，主角肯定是赤瞳啊
因为主角是路人
好了换曲
太棒了你
啊？三女？啊？？？？？
例子也太少了
我还真以为能猜到
mob
哈哈哈哈哈哈
三女？？
很好用的技巧，奖励一张不吉波普不笑
？
似了
真是他呀！！666666
最后一个，最后一个
来了宝贝，一命速通
戴眼镜的
在左下角露了半边脸
一般来说是戴眼镜的
就一个女的啊，另两个是男的，其中一个已经是人傀儡了
哈哈哈哈哈哈哈哈哈
一眼左下
一拳：欺负人是吧
蝎大爷这个我真的是绷不住
等等！迪达拉……呃，这么说也没毛病
我怎么感觉这里面都是男的，这是男校
宫漫那不是一目了然
你就看过这仨动画是吧
哈哈哈哈
丸辣！
只有半个头怎么找
《三女》
《女》
省流: 香肠嘴
男主头发特别黑一眼看见……
丸辣，不应该用边缘排除法，而应该用颜值排除法
mikey：你好
左下角那半个头
出院
请看左下角     灵能百分百
后宫番:你再说一次?
但是如果没看过，一般C位概率最大
我去看过的我也找不到
索尼克还有一颗呢
丑的基本排除
闪光？
琦玉：你什么意思！
主角就漏半张脸啊
幸存者偏差
迪，蝎：？？？？
？
我推的孩子
他说的三女是谁？哈哈哈哈哈哈哈
。
角都不是人
成功排除正确答案
成功排除正确答案
左下那个肯定不是
卡卡罗特
角都：我是不是人啊   我到底是不是人啊
左下只漏半个脸那个
真正意义上在路人中找路人
右下角是黑崎一护对吗
日漫闭着眼睛都是90%男性主角，这步可以跳过了
你怎么右二的性别
我受不了《三女》
首先排除正确答案
后宫番:啊？
后宫找主角就很明显了啊
乔巴：？
有女主，男主不知道
左下
索尼子
索尼克：虽然我蛋碎了，但你不能这么侮辱我
迪达拉是男的
锅盖头
戴眼镜那个
什么根据答案出题
丸辣
左下角秒了
左下角半拉脑袋那个哈哈
灵能百分百
左下，蘑菇头，琦玉同款眼神那个
哈哈哈哈哈哈哈哈哈
约战了解一下
约会大作战了解一下
角都：“我到底是不是人啊！”
仁济
仁济
索尼克…
笑死我了
笑死我了
笑死，鸣人不在里边
索尼克：…？
发现都不准
灵能百分百也有很多女观众的
首先排除黄毛
一眼左下角
先开枪后画靶
后宫漫画风一般不会画成这样的
首先排除第一排的锅盔头
诶？
啊对对对 你就按这个看吧
啊 可是晓又不是主角团
这个黄色炸毛的和这个淡棕色头发的女孩绝对是主角团的
啊，爆炸是女的?
航海王?什么时候改名了？
才看见主角就半张脸 哈哈哈哈
半个头那里，是mob哈哈哈哈
完啦！直接排除正确答案
角都：我到底是不是人呢
戴眼镜那个肯定是主角
你排除了正确答案精准选择了错的
不是啊他怎么就这么忽略我们的主角呢最下面那个蘑菇头啊
这个问题我知道啊因为我看过解说
我觉得是左下角那个头发最黑的，就他头发那么黑，要是答对的话，我先说一下，没看过
找到最像人机的那个蘑菇头他是主角他叫路人
这过分了啊哈哈哈哈，我mob只有个锅盖头
啊？
索尼克某种意义上来说也算女的吧……？
右下角的黄毛
直接谷歌搜图判断吧。。
丸辣
哈哈哈哈 一本正经的胡说八道
他好像，还真没看过
《仨女的》
眼睛画的最好的是主角
这张图罗宾丑的没眼看
第一步就错了
就露出来半个脑袋
你是真不知道还是为了节目效果(dog)
那要是逆后宫向的咋办
丸辣
龙珠
黎明就在眼前
丸辣
完啦！
哆啦A梦？
不知道，盲猜左下角只有半张脸的蘑菇头
丸辣
主角只有半个头，我就说找半天没看到
秃子
参考全是热血番，怎么不参考后宫番呢？
等。。等一下。。
你看少了
才看见最下面
没看过还没见过宣传片吗
无蛋少年＝女性(合理)
乔巴：6
左下角主角，右边橙色头发女生也是这集重要角色
咚咚咚
？？
乔巴是男的
番名：灵能百分百（和一拳超人同一个作者）
倒果为因，好家伙
那个黑的锅盖和那个黄的吧，楼上的黄色头发的人
左下角露半个头的就是主角
灌篮高手黑子的篮球还有大剑
角度:我不是人吗？我到底是不是人呢啊！！！
哈哈哈哈哈哈哈
一开始我以为是死神，你给我整emo了
指红为橙
左下角露头那个
这不灵能百分百吗
迪卡拉是女的？
眼睛画的最好的是主角
我猜是左下那半个头
你是真没看过啊？
丸辣
黄毛
我猜全都是
左下角那半个头
他确实没看过
漂亮的秒了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
他简直是天才！
迪达拉：6
左下蘑菇头
完啦
笑死我了
笑死我了
关键前几个是封面，这个只是随手一截
角都：好好好，我都不配
索尼克蛋碎了
那说不定另一个黄毛是路人呢
索尼克：？？？？？
迪达拉，蝎：？？？？
这么看蓝色也多嘛
仨
你是硬凑啊，哈哈哈
琦玉：？
乔巴是男的！咋就未知了
看画风，不精细的排除
这部番很出名呐，one老师的作品
把主角排除了
就是他
心满意足
角都圈都不圈
哈哈哈哈哈哈
美战月亮金星都是金发，犬夜叉和他哥都是白发
也橙吧……
后宫番:huh？
这么一看龙套的素描还是比别的角色精致的
哈？
糖完了
角都呢
左下角，差点没看到
真的挺好奇没看过的人能不能指出哪个是主角 因为我看过 而且第一次看是切片（明显围绕这个人剪的）完全带入不了没看过的人的感觉
哈哈主角没了
然而主角的设定是边缘人
百分百的那个花泽也黄发
反正我直接，选择剩下一个那个绿头的，还有那个四眼睛后面那个就是只要不是抽象派嗯，这两个都得淘汰
公式化
我勒个三女
啊？
完了
完事，主角排掉了
对了
倒果为因，祸乱人心
左下角秒了
看到那半张脸 认出来了 这是灵能百分百！
发现了腿
但我看过！这个动漫的主角没看的很难猜到
迪达拉？
仁济
这不影山茂夫嘛
我看过都找了半天主角在哪......
还真有个黄头发的是主角
扯淡
云影忍者
后宫番恨不得每个女的都巨好看
只能说这是真没看过
左下角脸都没漏那个
mob？
就半个脑袋…
还是挺明显的
波风水门算什么主要角色？出场才几次啊？卡卡西纲手那种才算主要角色。
好了主角被你pass了
蓟县
边缘排除法，丸辣！
倒数第二不在同一图层
难绷
好好好
角都？
《3》
《五等分的花嫁 》
丸辣
逆后宫番怎么办
火影这里面也没主角啊
薄樱鬼封面呢
琦玉
丸辣
纲手
右1/3中间黄头发女的
步骤全对答案差一点，反正是错了
鸣人水门博人
666克罗诺斯是吧？
好家伙隔着考公务员呢
左下角吧
我差点以为他就能猜出来了
可以参考黑子的篮球
中间戴眼镜那个？
闪光大婶不是？
先排除正确答案
黑的那个
主角在左下角而且只有半张脸基本上很难判定
燃起来了
我本来也还以为你会猜对的，没想到把正确答案排除了
完了，他不会真猜对吧？
丸辣
悟空和贝吉塔怎么说
戴眼镜的那个
水门：下回就让你后悔过去
左下第一个
都爱染头（极答）
如果是后宫番呢？
出包王女
龙珠，黑/黄/光头
乔巴:我是公的。绝:我是植物。索尼克:我现在已经是公公了
哈哈哈哈哈哈三女
丸辣！！！！
火影图里有主角吗
哈哈哈哈
后宫番呢
哈哈哈
那后宫番怎么说
左下拿个
哈哈哈哈哈哈最后搞这么燃我还真怕你猜对
这不是灵能百分百?
赛亚人黄毛
不完全归纳法
索尼克的蛋早被琦玉打掉了。
完啦
晓组织就小南一个女的。
我都看到主角了，左下角，灵能
后宫番画这样的脸能火？
丸辣
不应该反一反吗？
哈哈哈哈哈
可是晓那一堆人不是主角。
这个画风肯定不是后宫番啊
但是这个画风肯定不是后宫番
这个up太搞笑了，要不是知道答案他这辈子都猜不出来的，害搁这儿分析呢
完了
后宫番里面的后宫，其实也算是主角，或者说主角团的人，最主角的那个一般也是主c位，很明显
能把这半张脸放进来，不是看过就是已经猜到了
后宫番得套别的公式
我还以为会说女性主角会以女性队友为主什么的
橙色头发的短发女生
最下面那个，有点熟悉，虽然没看过，没眼睛的肯定不是主角团
索尼克:你妈
看过 但找了半天才找到
美少女战士
锅盖头
3女？
看眼神
鸣人:你猜我的爸爸为什么头发也是黄的或者是你也猜我的头发为什么是黄的
