后面是放了一段视频，求职，一下就大火
这句话真是
啊？这用你认为吗？
国内也就这一个单机游戏吧
这就不得不讲冯骥小时候经历的那些事了
我想做一款国产好杀毒
腾讯
8月20
那不得在5A级景区里玩？
空气墙是真的难绷
星空
亢金龙都抄的鸣潮的
说实话...真不如鸣潮
什么叫奇形怪状的武器，在西方文化里很正常啊。然后这是西游记，也没有任何理由要用其他武器啊
这个复原模型哪有那么难
区别就是滑行，还是为了长远咬牙
现在也一样.   比如说类塔克夫的一大堆
大圣残躯是我打过的最好的BOSS
无论如何游戏已经做出来了，也是西游体裁最好的作品
一个怪都有数十种动作怎么可能做不出更丰富的武器，期待游戏科学的其他作品
所以这就是我在黑风山看着土地庙发呆的原因？
然后我就不玩了
讲讲杨奇
发型正确
流浪地球老外可没人看
客观也是最好的
我放云宫迅音过的大头
已经25亿啦！！！！
《早熟的》
六丁六甲一个大圣
让我想到了大话西游选服务器界面
大话西游bgm啊？
肯定是最好的。因为好的单机，因为国内好的单机就没几个。全整手游去了。
赌场理论原来还能用在游戏上
看这个头发就知道有多难了
不是是四个亿，是15个亿哦
经过那么多年本来都对国产单机真不报什么希望了。
已经证明了，真出了黑悟空这部佳作了，足够了
原来是他写。。难怪名字有点印象
原来是三和大神，难怪那么牛逼
二十年了
绍兴人看到“结棍”一下子笑噗了
mhy也是真的懂怎么让玩家相互仇视
不得不低头
他太会说了，泪目了
有一腔热忱没用  商业利益至上
这是真的天命人
生物医学 转投游戏
说的我想哭
寄人篱下的日子不好过啊
天命人
说的太对太好了
哭了
传奇，卖点卡，那年代真是这回事
剑三！！！！梦幻西游！！！出来挨打
强者的发型
强者的发型
原神
女儿国国王
感谢腾讯，让我们有黑神话玩
30岁人家就年薪百万。。。这特么有什么创业艰难吗
林动
文案满分
命运的齿轮开始转动
全是外国的游戏
这是34岁？
这些人都是为了做一个好游戏
只能妥协当腾讯的狗
@腾讯说你呢
正确的一针见血的
网瘾少年
流浪地球差的远了
印度是吧
强者发型
三国志战略版
卧槽！和我一年
泪目
这玩意儿就是欧美厂商针对日本厂商提出的概念，哪来的欧美日
别划走，给我老实看完
剩下四个都是免费的
米哈游
之一！
nb不是一个批判者，而是一个真正的英雄
废话
斗战神好游戏啊
一摸电视热的，挨打
国内之前有单机游戏吗？
不，我记住了女儿国国王
关羽：一刀一个
好玩
泪目！！！！！！！！！！！！！
哭了
真泪目了
所以说，不结婚屁事没有。该玩玩该爽爽！
嘻嘻
招安
就是
一塌糊涂 现在也是
这个我玩过
腾讯还好，mhy是完全对上了
经典生物专业输送各学科各领域人才
mhy，网易，腾讯等等
把觉得去了
流浪地球差远了在国外不是主流
还记得陈奕迅唱的斗战神主题曲
。
网易出来挨打
他做的黑神话不也是嘛，学以致用了
听说你带一营兵
《云宫迅音》
宣传片已经很无敌了
梭哈是一种勇气
讲的太好了，钻心
不用你个人认为
文案满分
资本网游下的盈利模式，永远也摘不下它那紧箍咒，所以只有3A这条出路。
卧槽！！！我找了好多年这个游戏！神作！
其实还是靠国人
说的我想哭
头真大
星星之火，可以燎原！
《不多》如数家珍？
我冲了好几百 玩到关服
百将行我最爱，可是～～～
泪目
弹幕呢
这不是中国区销量吗？
no game no life
白眉大侠
流浪地球在科幻圈啥都算不上吧
世界品质，中国故事
别骂了，已经火了，别给资本任何的机会
终于成功了
有点刘慈欣即视感
企鹅亲生丢掉，又爬回来捡
对于只能下班躲车里玩会游戏的我，只能期待出手游版了
毋庸置疑
企鹅垄断，从不做亏本的买卖
我砍了十几年传奇
泪目
凌虚子：这我熟
米哈游怎么就是了
我只记住了猴哥
根本不玩游戏的我都想买了
@网易游戏
泪目了
我也是女孩子啊
少了战神!
当年第一支pv我还以为是噱头 没想到是真的 泪目
支持
@米哈游
泪目了
这踏马是神作
梦幻西游，DNF，泡泡堂，CS1.5，红色警戒
我悟了！
节目做的真好。
117作为总策划游戏做成那样就是他的责任
13亿拉
我原神第一个不服
和当初球1的处境一模一样
感动
突然激动
原神刚出来的时候也是这么吹的
拉菲传人
强者发型
猿神，原神，元神，启动！给世界带来一点东方震撼！
文案满分
腾讯传统艺能
大足人在此！
现在也是
不容易
腾讯
117。。
郭帆学法律的
好文案
腾讯：希望你说的不是我
已经4亿美元了，卖出来1070万套
我的人民币啊，想起来就心疼
就是最好的
文案真的太强了
需要你认为吗？
文字的魅力
泪目了
文案绝了
个人认为
大足人报道
@米哈游
可爱捏
腾讯:别骂了别骂了，我就不改
半条命是真的好玩
快点出对对斯他！
一分钱难倒英雄汉
三A:AI文案，AI绘图，AI配图
我也想玩，没钱没电脑
我只记得个玉兔精
你币有了
一鸣惊人
三国杀
三国杀！
小小书童可笑可笑
白骨之后再无西游
放下责任心，拿掉紧箍咒
@米哈游
34不是正青年吗？
能借8000元，这大学室友真太够意思了
@米哈游
@米哈游
4m游戏
支持！！！
大家别走，后面文案炸裂！
太对了
小时候我妈都是摸电视机后盖
那可是孙大圣啊，齐天大圣孙悟空啊
我和媳妇一起玩，一起回忆
别说了，手脚已经不听使唤了
米啊米真的是
虽然天命人只有棍棒，但是其中的BOSS刀枪剑戟拳法腿法什么都有
强者发型
一语中的
三连了
我要支持游戏科学，支持冯骥
@腾讯@网易@米哈游
米哈游
废话，除了他也没别的啊
有些游戏是三A吗
这个真的好玩
散仙们
泪目了
神仙文案
我拔电源回卧室的速度可快了
哈哈哈哈哈哈哈哈哈
ELO机制魅力时刻
哎，寄人篱下活啊
真哭了
不止，流浪地球完全达不到，差太多
戏说不是胡说
秦殇才是真可以
女的也玩黑神话悟空
好好好
？？？
听哭啦
今年下半年 中美合拍
说打死不玩的也太逗了，这个这世界上没人希望你玩，别脏了游戏
没有电脑，就玩过超级玛丽，哭了
黑！子！说！话！
泪目
这个紧箍咒叫做：铁饭碗
家长：没出息
讲的真好
什么叫极限闪避啊（战术后仰）
实在没有币了下次给你补
突然就理解117了
明日之后
神的诞生（）
腾云而来，直面天命
如果黑神话悟空很失败，那么这期标题叫做
这不尤卡么
女玩家举手
文案无敌了
泪目
流浪地球在世界的科幻水平也排不上号啊？
币有了
流浪地球的水平排行低一些(¯―¯٥)……==
说骡子一样适用
当之无愧的
我很少三连，你这次有了
赤潮可惜了
才四个亿少了
杨教授：来♂！
天命人
蛇脸上了
原来赤潮是游戏科学做的呀
斯提米是啥？
笑死，你先做出来再说，还做好
早起《斗战神》太牛了，可惜啊
我是那爱吃的？
卧槽，天命人
冯骥是真的牛啊，游戏里好多歌都是他作的词
这不就是腾讯的套路
悟空传牛逼的
前面的，冯冀的斗战神可是腾讯大力支持的
暗区现状
女人也是呀
斗战神说的不是悟空，是王灵官
枪和矛就是棍的穿刺特化，槊就是劈砍特化
别说男人 身为一个acgn爱好者的女生也特别激动
斗战神说的不是悟空，是王灵官
传奇
仙剑你可长点心吧
说实话，流浪地球真一般，要说世界水平，还得是三体
我跑跑卡丁车不服
玩透。。。真的大神
比流浪地球强多了，地球真一般
斗战胜佛是最贴切的
踏平坎坷成大道，斗罢艰险又出发
34岁，还是一个小伙子呀！
全是如来的亲戚，悟空根本不敢下杀手
泪目
太精辟了
狗卡三国杀：你直接说我得了
故意的吧，这张照片哈哈哈哈
我也这样认为
腾讯：舍我其谁
腾讯：你再骂
星爷的含金量不断上升
天命人
齐天大圣！
陈国坤你好
有的没放下屠刀都能被原谅
坏了，燃起来了
不是只有一款吗？
爆
可别，浪球真没啥影响的
站着，把钱赚了
你猜猜腾讯这次给了多少投资？本人也不喜欢腾讯
不结婚就好了
啊？？？？？？这是他们的？？？？？
哈哈哈，赚钱你也赚，只是你不做这块而已
哈哈哈，不用你认为……
上一个天命人死在了白骨岭
确实
现在也一样不是吗
嘴替，俺也一样！
泪目了，能见证大圣大闹赛博天宫真是太幸运了，能生为国人真是太幸运了。
我也喜欢齐天大圣啊哈哈
铜墙铁壁
真是有志者事竟成啊哈哈
当时我姐说拍的假她都看到线了我还和她吵了一架（
特指腾讯
网易第五人格:你好
哈哈笑死
我哭了
我在等默认：简体中文文
哈哈哈哈笑死我了
确实开始挑刺了，全在喷剧情
似马米游
文案牛逼啊
冯奇英高（）
传奇，DNF，吃鸡，一直在引进从来没超越
大学室友8千块
小张太子：给你
国产游戏会越来越好！！
不用强调你个人
米哈游
讲真  这个国产3A  本应该是那些最赚钱的游戏公司做，可惜那些公司都去研究怎么让玩家氪金了。
强者的发型
女儿国国王
字字珠玑
大语文魅力时刻！
所以腾讯，网易，等等公司只知道榨干玩家
写的真好
117:这我熟
我读过今何在的小说，《未来》写的很不错
摸一摸电视机的温度就被破了
wower集合！
玩过
就像猴子学成归来  没有华丽盔甲的时候群妖都看不起他
校友
0针关有啥用，我爸那时候已经学会到家就摸电视后座热不热了
腾讯，网易，现在还要加一个米哈游
泪目
斗战胜佛！
强者发型
星星之火，可以燎原。
命运的齿轮开始转动
本女人不爱口红，正在支持黑神话
神金
DNA动了！！！！！！
@腾讯
古剑三好像也可以，只是没那么完美
马上三十了，现在还看
三连了 起立了
幸好我玩过刚公测的
逆天
籽岷
不买不行了
一个商业类游戏，一个艺术类游戏
《三     国     杀》
理想主义者万岁！
@企鹅
这文案写的真好  把我听哭了
不知道以后还会不会有人看电视
00后都有不少
理想主义者永远是这个世界的脊梁
米哈游至少真的有质量和内容的，腾讯和网易真的只是琢磨赚钱
错误的，现在还是 亦或是已成为主流
泪目了
前面的，米哈游哪一点不占？玩家对立可是米哈游玩的最6的
泪目了
缺钱缺技术，这根本算不上3a大作，但这是我们的国产游戏，3a大作这样的营销称呼配不上黑神话！！
@米哈游
第一难 金猴误拜假唐僧
（Xbox不要鱼目混珠）
三连了
细节发明的是“新词”，是一个概念
下坡路最顺利
文案泪目啊
意境升华了，泪目。
前无古人
文案无敌关注了
说得好啊
打破冥顽须悟空
刚开服是真的好玩，后面改成自走棋了，唉！
积极向上
泪目了
玩过
冷知识：黑猴的八月二十号是农历七月十七，正好是原著孙悟空的生日
弹幕有刷怪笼
3A就是花钱 花钱 花钱$_$
太经典了
腾讯
最后一段太真实了，想玩，没时间，没精力，老婆管，孩子也要管
眼睛湿了
感动了
tx
“我玩的游戏不多”
我记得白骨精
米忽悠:拉帮结伙，勿cue
当时？现在也是！
赞了
这不巧了嘛，我那会儿也习得了零帧起手
梦幻西游直呼内行
谁家公司这么爽啊。
pubg居然还有第二！
荣耀典藏·小兵皮肤
《Xbox不要鱼目混珠》
腾讯
全体起立！！！！！
太厉害了
米哈游
现在也是呢
院友！
太对了，哈哈哈哈哈
杜琪峰为了理想和活着也要拍大块头和大智慧
这句话，三连了
流浪地球第一部我认为在世界是顶尖水平 但黑神话悟空单论游戏性的话跟一些作品还有差距 个人认为
确实
男人至死
@腾讯，网易
然而悟空的最大股东是tx
流浪地球算了吧
哭了
现在也是
超级细胞！
可以跟三体比了
三个人？哈哈哈哈！
原神!启动
我这么多年了一听这个bgm还是会起鸡皮疙瘩泪目
@腾讯
牛!!!!!!!!!!!!
DNA动了
一开始是开玩笑的，火了之后老板真给放假了，所以是真的
腾讯：啊对对对
00后以前在老家经常看
真实
此刻，已成艺术！激动的我浑身鸡皮疙瘩起来了
10年后的也看过好几次
ALL in是一种魄力！
听哭了，游戏出来玩到的那一刻也感动
不是当时，而是一直！
还要把电风扇对着电视吹，就不会烫
流浪地球很一般，黑悟空确实是标杆
游戏界的钱学森
云宫迅音真的无敌好听
点名一款2字游戏
WC，他太会说了
广智救我
还有一个卡牌类三国
这头发初见端倪
流浪地球是个球
你还认为上了。歇会吧
我草
笑死，走楼梯的时候就已经在关了
真实了
否极泰来
文案牛逼走心了
泪目
那我先当好人，再当坏人不行吗？
文案绝了（泪目）
这个up牛逼
这文案写的真的好好
招安！
泪目
大圣！
因为同等没有竞技对手
感动
果然 我就说 一看到就想到悟空传了
不得不说  牛逼
把坠落当成台阶
但他现在真的证明了自己是清流
恭喜你发现了宝藏
"打完杨戬之后,还能有杨戬的方天画戟"
后续圈钱氪金点一出来我就退游了，氪不起
斗战神烂尾了
币有了
我鬼泣呢？我怪物猎人呢
谁知道呢
米哈游，腾讯，网易都干了
nonono，黑猴的质量相对流浪地球强太多了
一代人有一代人的使命，我们八零后发光发热了，后生们，跟上
别了 流浪地球真不配
好听，游戏界最好听的音乐之一
什么话？什么话？我10后也看过呀
泪目
别说了，太真实
实际上也不是不能接受，哈哈，想想就会觉得很搞笑
…
他帮我挥了棒，箍却得我自己摘
可惜我那时只想看动画片，但我爸妈看西游记，哈哈
卧槽难怪我们公司突然放假半天
这游戏回本都难
这游戏公司腾讯也有股呀
腾讯你看看你
完辣
南极剪除
原神不算单机，所以还是黑猴
ff14
我也没买要，在等新硬盘哈哈哈
历史总是惊人，清朝为何惨遭屠戮
司马腾讯
电视是烫的就废了
冯什么？
想起了窦唯
你用了枪也是用棍法，我个人觉得和棍子没区别
今何在啊
牢高幻视
三十而立
抄袭是腾换皮是米
现在也是！
OPPO a5那个笑死我了哈哈哈哈
看的我已经想玩黑神话了
这几天都是捧，过几天骂的就要跳出来挑刺博流量了
感觉游科都可以上市了
md，哭了
55555
又是欧美定义的唉，
仙剑是台湾的，不是内地的
就这一个，肯定最好
孙行者，者行孙，行者孙
《就这一个》
不不不往短了说等了八年
dnf
他做到了
流浪地球国外没人看
哎呦，说白了再找不到第三结局就要坐过山车了
腾讯：条条没说我，条条在说我
企鹅：怎么有点耳熟
？不是，你说这个有没有问过冯季他本人？别在这瞎吹
黄风大圣很强的
赛博华为见面会
现在不也是吗
有长枪
确实
请允许我腾讯比作黑神话悟空里的杨戬，虽然是反面形象，但是教会了冯骥如何赚第一桶金生存下去，也同样给了游戏科学投资
谁人写的这文案！？谁人策划的这视频！？
女玩家也有 还买了新设备 口红倒没有
mhy
腾讯
武汉的大学
确实国内最好的单机
女人也会 我们都是人
30而立
全玩过，唉，这回忆全出来了
热知识：冯骥和杨奇以前就是在腾讯底下干活的，做的也是西游游戏，开始很不错后来被腾讯搞黄了
腾讯：应该不是在说我
愿能百花齐放
我初中时期的黑暗西游启蒙
腾讯:别骂了
主角叫天命人了多少跟这有点关系
星爷！
这就是！
瓦里安和洛戈什~
有点过头了，还是有很多好的单机的，只是体量没那么大
3A大座
战争艺术：广智
瑞骚次难绷
这还需要个人认为？
啊。这34岁？
关注了
盲猜有dinner抬杠说它没看过
流浪地球配嘛？
眼里有泪光了
20年，抡圆了给所有当时的同行一个响亮的大比斗！！
点题两个结局
流浪地球跟三体比差距太大了
这技术与投入，腾讯连抄袭的资格都没有
王者荣耀
好对好对
一针见血
别瞎说，人家可没啥彻底沉迷之说。。。
说的是废话吗
真是一针见血啊，包括现在运营策划不都还是这五个终极目的
现在不是？
点赞
其他不说文案写的不错
2024年腾讯依然是这样
可惜了赤潮没了
现在也一样啊
原著党很失望【22000字解析：不聊黑神话，我想为西游记解读正本清源-哔哩哔哩】 https://b23.tv/YAgFUpb
当之无愧！
先生存才能谈理想
要不看它实机火了，腾讯会投钱？
终于可以哭了
泪目
说得热血沸腾
有原神的前车之鉴，这个圈子的玩家必须联合！黑子必死！
对马岛
啊这居然是他们做的
游戏公司：要不然怎么赚钱？
看这个发型我就知道他强的离谱
神经
没说错
警惕鹅厂抄袭
《师父》也是一款富有中国文化的外国游戏
还不忘用湿布抹抹散热
人也，兽也；佛也，妖也
恭喜你发现了宝藏
了不起，传奇再启
说得好
白骨之后再无西游
第九艺术
小时候跟爷爷奶奶看的，真是神作
百万文案
斗战神前三章无敌！
那个自走棋？
我出生了
我11年的也看过
我超爱百将行，后来关服了，奶奶的
有时候不明白某些人能接受648一非到低的抽卡抽盒，却觉得268，318玩3A贵，
所以我还是买了显卡
泪目
对恶心 白骨之后
斗战神游戏是真不错的
霹雳手段菩萨心肠，以恶制恶
这视频文案好，能一直听完看完！
已买
没事 玩家的挑刺是为了续作的挺近
我个人认为意大利面。。跑错片场了
不 应该和三体一个水平
暴雪！
老了呀
这文案写的不错，三连了
蛆爬开
这文案写的都能去高考了
生物医学工程和生物是两码事谢谢，生医工是工科
你好
点名鹅厂猪厂
卧槽旁边站着我们老板丹尼尔
观望中
那个小西天真的太帅了
那会还没有3A大作这个概念，3A是2010年以后慢慢普及的
赤潮牛逼
我见到听到 有生以来最好的文章和评述
我跟冯骥一般大，也是04年大学毕业。当年我跟他感受一样，也是烦死网游烦死盛大了。传奇我至今一次没玩过。哪怕是最火的时候。当时连多看一眼的心情都没有
自信点，把单机去掉
别说了，关注还不行吗？！！！
开辟新天地就要斗争
这还用你个人认为……
是的，当年我烦死网游了。传奇至今没玩过
卧槽，全中!
黑神话悟空的问世，也证明了冯骥终于熬出头了
强者发型
现在是买皮肤买武器
都玩魔兽了，怎么可能还是传奇。。。
04年毕业，跟我一样大啊
者行孙！！
怎么不从他爹小时候讲
不是认为明明就是
95后西游记刻在脑子里了
泪了
斗战神！
真好！
你泪了？
这不是手游EVE吗
还是齐天大圣更合适
3A大作
还有枪打完四将得的
悟空诞生了
大头娃娃死了52次打不过只能看人打
虎符咒
我妈问我为什么站起来看手机
还真是
也有女玩家
米哈游没抄这是我听过最好笑的笑话了
这下真的分不清游戏和现实了
值得尊敬
强者发型
cpu，显卡，内存
梦的开始
流浪地球就算了吧
前面的，说米氏株式会社没抄的，真的是笑死人了，米抄的外国游戏素材海了去了
腾讯司马了
10的我看过七八遍
黑悟空我偷偷买的玩的
笑死我了，mhy哪一点没占啊？
人是人，神是神，魔是魔
“部落冲突”
《一样》
文案确实不错
米哈游的手游质量全球巅峰？哥们可以重开啊，别瞎吹
117
太讽刺了国产游戏
现在不也是吗
2b游戏三国杀
群众的眼睛永远都是血亮的
必须看
太热血了
刻在中国人骨子里的旋律
只有一个哈哈哈哈
不多
玩得不少啊
啊啊啊啊实体版的意义就在这啊
这样的人历史上有很多很多，
游卡
我是仙剑开始的，到古剑，然后到流星蝴蝶剑，然后一些小国产
王者荣耀
国内买断制单机本来就没几个吧
《米哈游没抄》
可以说，我们给了他们最大的鼓励
只能说同类游戏最好的，毕竟不同类别游戏没有可比性，比如仙剑系列
这下听懂了
黑救星，广智
杨奇笑死我了哈哈哈哈哈
笑点解析：《虎扑》
这游戏也是神作啊
可是百将行美术也好看呐哈哈哈哈
米哈游出列
真经，真的有真经麽
终于把我杨奇大佬加上了
公司给报销吗
世界影响力
op
o
我说嘛 斗战神是吧
求你了说说杨奇吧，他俩是携手共赴的
米哈游哈哈哈哈笑死了林克也在笑
可惜的是到现在还要腾讯帮忙
悟空传 好看！
知道腾讯是这种公司为什么还要加入？矛盾
羞杀人啊
泪目了
火爆到死掉
男人至死是少年
学医救不了中国游戏，有本事的大多都是学医的哈哈哈哈
@腾讯
因为他之前就做这种类型的
卧槽这都藏
金箍棒真的很帅好吧
冯骥英高
不是最好的单机游戏，是最nb的中国游戏
开始正式发动反击
但是百将行的设定和美术很不错
陈鹏旭不缺
吹上天？？？资本力量真的强
造梦西游三的新手噩梦4天王。
生物医学工程专业是修电视机的
太真实了
燃起来了！
哪家公司？
当下国内游戏很多全占
火麒麟888
英雄武器888
腾讯
现在不也是一样吗
当时看这段宣传片就觉得不简单，一定是大制作
up好像幽魂
经典咏流传
仙剑、轩辕剑、天地劫
现在依然这样呀
流浪地球有点低了
太用心了
谢谢
流浪地球在科幻界的地位绝对要高于黑神话在3A界的地位
菜就多练
金句
泪目
米哈游
腾讯：直接报我身份证得了
冈易
8000？
好真实，开始心跳加速了
天选之子
排面！
好！已关注
竟然是韩国游戏
三连了已泪目
都不是国产的
只有经过太上老君的火炉才是百炼成钢的齐天大圣
巡海游侠：这我熟
巡海游侠：这我熟
发型正确
腾讯
米  哈   游
这句话不对，楞严经上记载，放下屠刀立地成佛，但是责罚不能免。
《斗战神》要问世了！
现在的二游
现在也是一样的！
只看过TVB西游记……
说实话就一网文水准
还有琳琅的枪神纪
打出隐藏结局，有杨戬的三尖两刃刀，但攻击方式还是棍
腾讯
文案牛逼
但剧情是猴哥跟白骨精是情侣 真的
相互仇视，天涯明月刀？
赚钱嘛  不寒碜。
黑神话悟空也是悟空传改编的
是四个亿的268吧？
不要啊
发量惊人
男人至死是少年
《腾》
女生也打游戏啊
那还用说吗，国内有几个好的单机游戏啊
笑死，虽然有缺点，但是比比国内还是能吊打一大片的
白骨之后，再无斗战神
鸡皮疙瘩瞬间起来
别人玩游戏是研究设计
《腾讯》《网易》《米哈游》
最近暗区要送10连117良心发现了
强者发型
好！
网易现在不是了
中国五千年文化！
是制作人！拒绝营销号埋没背后团队贡献，游戏开发没那么简单！
我特么只为了看只猴，错过了众多美人儿
强者发型
大佬发型
废话
看这个发型就知道，应该没有bug了
我个人也这么认为
天命人啊
马化腾:不是我，我没有，别乱说
是唯一拿的出手的单机
米哈游
mhy
不是哥们儿10后我们就不带看的吗
不止腾讯，现在有点体量的或者体量也也不大的都这样搞，这圈就是这样的
这次，王牌在我的手上！
国内的手游真的很少有好的，上瘾是上瘾，但是呢...
冷知识生物医学工程是电气的
发型代表了实力
00后都看过
命运齿轮开始转动
在国内游戏行业抄袭成风只顾圈钱的大背景下，冯确实是一股清流
@mhy 你说呢
说到米有人又急了哈哈
听哭了。中年男人我听哭了
父母也喜欢看怕什么
梦幻西游出来挨打，说的就是你
这句话封神
泪目了，85年生人，表示赞同
没事儿，猴哥十八般武器样样精通，他要是用上斧钺刀叉我也觉得很合理，只是他最爱手上的大棒子
腾讯:这我熟
我不是，我是妈妈回家哈哈哈哈哈
政治
88年的我泪目了
强者发型
斗战神感觉还可以啊
这不就是原神米哈游吗
我还好，就看了30几遍
腾讯，网易
三连了
1
说到最熟悉的神话故事人物，九成以上的人想到的第一个那必须得是我们猴哥啊
当时想入坑的，没时间
鹅不仅仅控制游戏，还带动了账号唯一这个条款
八个字，带走了我的币
仅限于3a
《30而立》在30多岁找到了自己的方向
那是必须
黑神话真正金主是英雄游戏，腾讯算个p。。。。
通宵暗黑破坏神
@腾讯为代表的只看财务只看赚钱的企业
mhy哪个不占？
我也认为是，无论是游戏剧情内核还是表现上都是一流的
这个好玩啊
70后怎么不说
满分作文
神
泪目了xdm
泪目了，主创们真的太辛苦，20年在B站看的实机
梦幻西游:正是在下
江苏玩家热泪盈眶陪一根
天命人集合！！！
说的正是在下鹅厂
生化环材就业还是广啊
超级玛丽我的第一个游戏启蒙
神迹从此拉开帷幕
哈哈，这不就是腾讯么
现在也是
不爱看西游记，动画片更喜欢
点名IG8
那么，今年下半年...
斗战神最初没有辱没大圣的名声
猿神，启动！
老了终究还是老了
于是，那只猴子奋起了千钧棒，在六年之后，终于澄清了玉宇之间的万里尘埃
都是误会
腾讯：勿Q
不知道传奇，只能说是90后
原神
有生之年希望能看到更多的国产游戏佳作的诞生！
真.天命人
我一个女人看哭了
啊啊啊？
说的太好了，泪目了
现在也是！
PDD也是淘宝不愿意做才起来的
当年他头发还挺密，，，
大佬的发量
哭了
@米哈游
mxz又发力了
玩过斗战神的都看过那个震撼的开场CG吧
@mihoyo
@二字游戏
《金铲铲之战》
看来冯骥也是天命人
我们oo后玩上了自己的3A大作！！
那个时候不算坑吧
mhy
mhu
要你说小丑
暑假必看我擦
满分作文
你三连有了
难道现在不是吗
沙僧没人记得…
看发型，知实力
腾讯：谁叫我？
腾讯虽然名声差，但商业眼光还是不错的，该投资就投资
是曙光，终于看到了曙光
已经15亿了
讲的太牛逼了
散兵散兵散兵
天命人
天命人
流浪地球在全球影响一般吧，就国人爱而已
瞬间我就想起孙悟空，好像哦
好文案
88年的泪目
嗯
