我嘞个黑神话马喽啊
查大本事，是你吗
这不是那个什么碳花吗？
我擦嘞个阿咪Dj猴
靠，细节啊
buy了
手上没毛，有瑕疵
应该是棍子上撒了金粉
这是怎么做到用现实拍的模拟CG的画风？
1000+
吴承恩还在输出
别装逼了，我我真的不行了。
黑神话悟空真人版
全是特效
哎呀，我的妈呀，这我要吐了。
1000+人正在观看！！！！！
服装是老K的？
黑神话-老登
你这个装逼技术我就想说牛逼。
以为自己是主角。就装13。
不能说特效拉满。只能说特效爆满。
这么细
比吕子乔那个好看
帅帅帅！！！
你是小偷吗？
机械版火壶?
我想知道的是金子你哪来这么多的？
不是哥们儿。你确定你这不是特效加自己做动画？
现场拍摄
这么高成本的嘛
不能说只是特效，只能说全是特效。
这个特效声音拉满了。
怎么能着火的？
穿金猴皮鞋，走金光大道
踏平坎坷成大道，斗罢艰险又出发
没错了  这里是大足石刻
这好像是大足石刻？
三连了！！
我超，帅
玩真的
@查大本事（
贝利亚（幻视）
炭花舞
白什金：吉吉
不玩刀了改玩棍了
左边亮血条了
帅！！！！！
我buy！
分辨率不够
音效难绷
上链接
三连必须三连
火壶？
给三连
夭寿啦！！！大圣不耍金箍棒，开始耍赤潮啦！！！！
上链接
@游戏科学
即见未来，为何不buy？
我去好帅
啊？
除了帅还是帅
这个镜头有感觉啊，我靠。
头戴凤翅紫金冠、身披锁子黄金甲、外罩紫霞披风、足蹬藕丝步云履
好活当赏
我币没了
这头套没崩住……骚瑞
有一说一，好胖的猴子
不准戴金箍
妈呀 看哭了
武器声音太大了
是才浅的金箍！！！！
才浅！！！！！！
浅浅联动
李奶奶的晾衣杆
真.锁子黄金甲
广职救我
太帅了
《你能分清这是游戏还是现实吗》
不是打铁花，里面是碎木炭
手上没毛
大足石刻
黑吗喽
这玩意是纯金吗？
剑十三可以永远信赖呀。
虎头錾金甲
真正的牛逼
黑神话.广智
大圣战铠
竟然还有碳花舞！
拜
猴头，为何不跪
上链接！！！
帅呆了
哇，来我家啦
悟空不是英雄，是一种精神传承！你也可以是悟空我也可以是悟空！
炭花舞
这里是重庆大足，我那届闻名世界，但又冷门的家乡，我爱她。他的名字叫大足
我靠，这不是我家大足吗？我操
太帅了吧
世界八大石窟之一
一个游戏养活多少up
圣衣
我靠，大足
十三的经历真的好励志
酷毙了！
手搓铠甲
这是真牛逼
帅
斗气化马学着点
三连了，帅啊
好帅，居然是实拍我的，天呐！
大足石刻
突然注意到b gm
宝顶石刻！！！
宝顶石刻！我出息了！宝顶石刻千手观音！
好家伙
戴上禁锢之后，你再也不是凡人了
大足，我去过一次
这应该去漫展呀
悟空环（不是）
帅
牛啊
大足石刻
我勒个韶钢啊
下方视频即是，黑神话悟空
来重庆辣！
太甲了
铠甲牛逼
这个音效…
牛逼
初音：你败不败
音效关了就更好了
大足石刻
nb!
牛逼了
采用虚幻10引擎
这金箍，是不是从才浅那顺的
既见大圣，为何不拜
这不广智吗，怎么穿悟空皮了
这次一定
不空
我勒个实拍啊
帅炸了
这不是我男神吗？
你为什么能全程捏红棍
太帅了
我艹
翻到外网
碳花舞
可以立棍吗(doge)
我靠
不会和老k的是一套的吧？
烤肉串可还行
太帅了！
猴哥这身衣服可以带走吗
同样泪目
真帅
大足石刻
自从弄特效开始，你就走下坡路了
Buy.Buy一定Buy
凤翅紫金冠、锁子黄金甲、藕丝步云履、如意金箍棒
炭花舞
齐天大圣
帅！！！
喔噢！！！
听出来了
buy了，buy了
悟空铠甲合体
大禹治水遗留下的定海神针
东海龙王赠予的黄金锁子甲
帅炸了
黄沙百战穿金甲
大足石刻吗这是？
棍子配音差了一点
火壶
两根棍子的，这应该是炭花舞吧，好帅
好家伙!这身盔甲真做出来了!
视觉效果很好，就是音效太塑料了
顶
布施   戈门
怪不得大家都想当马骝
烤串
已经buy了
像南翔近期的非遗哎
还是猴子帅
猴哥？真的是你吗
这种必须支持。
蓬蓬裙
大足人飞起来了
bgm!
牛
手搓
这应该算是火壶的一种
广智
这个用的是火壶吗？还是碳花舞？
2A3A1A
三连了
Monkey brother
大足石刻
帅的亚批
好想有一副战甲
炭花舞啊哥
炭花舞！！
超人只是弟弟
看好了，硬币之力是这样用的
地上那金粉能处理完吗
无敌了
打上花火
我滴乖乖
帅
牛哇
大足石刻
千手观音
布什·哥门
这个武器是赤潮吗？？就是刚刚那个双头都是红的
我下一个视频就是云南共青团的
竟然感动了，中华文明不应该只在别人的世界里追寻梦想！！！
好帅
币有了
二刷
三万，卖给我吧
才浅的紧箍咒在这里
碳花
好活儿当赏。
牛啊
这是炭花舞？
呜呜呜呜呜～呜呜～呜呜呜呜呜～
帅啊
黑神话：十三
buy啦！
左边还有个能天使
你是剑客，怎么能用棍子呢
已三连，太强了
差一个BOSS给你打
金甲圣衣
太帅了哥
彩神话：吗咯
这是火壶，啥炭花舞、打铁花
哭了
敢问路在何方
火壶！！！
广智！
我靠
火壶加棒子！
找才浅借个金箍，就完美了
到我玩了
好帅
牛牛牛
这显卡真牛
记住伙计，你才是真正的英雄。——鲤鱼Ace
我勒个黑神话吗喽
帅！
找才浅借了他的金箍（）
刚才那里是大足石刻？
up太矮了，希望猴哥高大一点
帅
好真实的特效（狗头）
大足石刻！
重庆大足石刻欢迎你
龙王破接哪吒闹海（bushi）
你这不会经费爆炸吗？
buy了buy了
坏了我币没了
漂亮
棍花！
真的帅
等会儿还在烤串?！
工业化加持
大足石刻？
就凭这，投俩币，一点都不亏欠，Up主值得
我只会一招：小飞棍来喽～
我们中国真有3a大作了！！！！
这铠甲肯定非常重
帅呆了
我的天，这盔甲
太帅了
我还以为是游戏，6666
帅哭了
这脸，我还以为是雄霸
珊链启动
大足石刻
分不清现实与虚拟
官方呢，官方呢，出来联动一下呀
@黑神话悟空出来联动一下
等会 不是游戏？
我操，黄眉语音。
才发现是范十三
可能各路coser应该在筹备了，毕竟这么帅！！！
火棍
他简直就是超人
神形俱备
就是大足石刻，前面的睡佛出来就很有辨识度了，现在又有千手观音
战
旅行社可以上新线路了，重走黑神话取景地
我终于知道为啥说二次元都家底厚了
悟空铠甲的背后是一系列刺客信条服装
牛逼
终于不是黑神话马喽了！
我以为这个紧箍是才浅做那个
这套铠甲，你币有了！
我靠没特效 注意全程没特效
打铁花，新版打铁花
宋甲
炭花舞
我嘞个彩神话：悟空
BGM突然熟悉
帅
大足石刻
火壶是个锤子的非遗，冒领国外的玩意
好厉害啊啊啊啊啊
棍客
我嘞个天命人
为什么要加这个甩棍音效好难听
我了个剑客范13！！！！！！！！！！！！！
我嘞个盛世大唐
“剑客”
10小时后
卧槽
伪
有火焰特效的不是赤潮吗 有点问题吧
不如鸣潮
有心了，齐天大圣
黑神话悟空!!!
你以为这是特效
三连！！！
3分钟
十三！！！
