梅山二郎翰
石头人估计是制作组忘了写对应代码
石头人被二阶段开天眼照一下一样会变回来
石猿是本相，能用自己的法术的，而且最后打大圣残躯开始也是石猿
这里错了，只有变身石头人才不会把你打回原形，说白了等着你磕头呢
90小时都够我风灵哥打18周目了
我给你们选了一个紧箍不能夺其志的天命人
原著里  孙悟空都打不太赢黑熊呢
蛇眼
弥勒是未来佛
罪是不义
这里的鬼车是五行战车，那个叫鬼车的妖是九头虫九凤上古镇国祥瑞
注意 只有石头不会被破除变身
理直气壮
西游的体系根本没有袁洪
梅山七圣老大为袁洪的版本只在少量传说和封神里出现，封神榜和西游大多数神话设定完全冲突不能做依据
我先来了这里，再找的斗笠哥哈哈哈哈
啊？黄眉的金身不是攒三段棍势硬破的吗，还可以用这玩意破？
60个小时刚过第三章
下一任就是他，没必要和如来作对
二郎神绝对是正面人物，在任何传说和小说里都是
原来是这样啊！
故人？天命人之前见过显圣真君吗，那只可能是更加证实了天命人和大圣的关系
那就是大圣啊
所以还是用了吧
黑手
罗喉计都
真得给二郎真君磕一个
身本忧就是琥珀里的双头猪形象
恰似故人来
从剧情看，不止一位天命人，前面应该很多个了。。
正真的结局
我就卡在白衣
二郎神本来就是暗反代表。。
后面这个房子就是悟空在电视剧里和二郎神变身变的那所房子
难说
说实话
意根一直在杨戬眼睛里好吧
去你的金箍是意根吧，就硬云是不
封神榜里就是杨戬跟梅山六怪后来封了二郎显圣真君
好像每个变身都有对应的对话
石头人感觉是制作组留下打打二郎和残躯的轮椅，好用
流浪地球2:？
居然影评了
帅！
我觉得他是被自己拍死的，不拍那一下估计还能抢救
卯日星君，唉
呼啦圈哥
我靠
原来如此
替天行道 想想吧
老猴子是金蝉子吧
二郎显圣真君
二郎真君好兄弟
原来郎君说的是二郎神，卧槽
瑞思拜
做局的是孙悟空，二郎神是他的铁哥们
这些梅山兄弟在图鉴里都是在人物那一栏
瑞思拜
前面说比较大问题的要么是你没玩明白，要么你就是原著党
镇远大仙个锤子。自己看第一章的土地介绍，神秘人离开的时候散落的事菩提叶
黑熊精开头就说了，500年
结果分到根器的妖怪基本都没能力炼化、或者不想炼化……
琪亚娜
来口酒啊，救一下啊
飞起来
问题不大哮天犬是母的
非要拍自己一巴掌还恁用力
快进到猴欢喜！
袁弘呢
袁洪不服
卧槽，原来大哥是指杨戬
第五章动画
up分析得好啊，有理有据
石头是四灾不侵，估计是全免疫
那是给龙王算命的袁守诚，和袁弘就不是一个人吧
五根即五感，第六根即意志
跑了
大圣 二郎 三太子造反三巨头他们仨关系很好的
没事啊 杨戬和毕竟和玉帝是一家人
前面的，猪是身根，金箍才是意根OK
二郎神变身鹰会把你的变身打没
你这让的有点多了啊牛哥
六兄弟没有袁洪，那是封神的
六兄弟没有袁洪，那是封神的
哪吒呢，唐僧呢，沙僧呢？四妹呢？都出来抄了老窝
拿了三尖两刃枪就可以变身杨戬，潜回天庭！
东邪西毒的台词
梅山七圣之首可是袁洪啊，混世四猴之一，实力不在二郎神之下
万物皆可精讲，我是1900
含泪收内丹
巧了，小黄龙也是，只有石头不会
欢喜哥
四大天王是制造的人偶。不是真正的
老猴子感觉是观音
无情铁手
黄眉太好打了，我两次就过了
四大天王是假的，二郎神制造的幻象
弥勒想登基了
老猴子极大概率是唐玄奘
杨二郎拿的是记忆
你这猴子，真令我欢喜
是记忆啊，老猴子已经说的很明白了小猴子就是意不过没有觉醒，而且小猴子明显就是一根毫毛。
？不对吧，那么多人知道六根，你回来汇报的时候说丢了一个？像话吗？
我该拿的全拿了才来找二郎神的，不然心里没底
卧槽啊
他不锤这一下是不是不会死
这里为啥有只猪？
太公分猴肉
这里是猪八戒被孙悟空灌醉了，刚醒来，看大圣残区隐神图就知道
亚托克斯
好多人的讲解越来越明白了，一个完整的故事就足以精彩，但很多作品都做不到完整
决定了！DLC主角就是二郎神！谁赞成，谁反对？？
东邪西毒的台词
雷铸神兵
天下岂有数千年之未来佛？
流浪地球
要不让ai念好吗
主要是游科太赶了，少做了很多故事
此番相见 是喜阿
二郎神的神话，梅山兄弟一直是7个人，只是到西游记里给删到六个，后面封神榜又改成了7怪
三年啊三年
牛头人不牛牛头人
能不能等up视频做完再否定
怪不得战鹰打得那么费劲，二段打九段当然费劲
忠义！
哈哈哈哈哈哈，你又来了
给自己补了一刀
白鹭常相伴
每一句都激情四射…
弥勒是未来佛，如来是现在佛，不是一体
二郎神最开始的时候比也和天庭做对
梅山六圣啊，杨戬的兄弟们
没用 两次过
老大是袁红
梅山六兄弟大哥是通臂猿猴 袁洪
嘴是真的硬
这位野猪也是二郎神的跟班？
欢喜！
雪地躲猫猫第一人
最是不义
是真爱没错了
当然是弥勒和袁守城啊
四大部天王也在画里！
西西弗斯
兵马俑
我去 春风
天命人全体同仁 向真君敬礼
最惨的还是黑手道人
造梦西游彩虹楼
不是菩提，铺地超脱三界，如来都不认识不知道，一个小土地怎么会知道，大概率是镇元子
禁字打二郎神肉搏了一晚才过，战斗爽
那怪登场方式想雷铸神兵
用天眼把俩小兵魂都给灭了
开局一人一狗
这老猴子不像好猴啊
告诉大家不要做牛马
难道是封神后的又一量劫？目标是西方教 起因是立教时的大宏愿？
日日啸天穿
双头猪
南无阿弥多婆夜
出枪的应该是哪吒
不死死徒？？？？
这个翠笠的艺术体操真的打到破防，不吃定身，一召唤分身他就变风火轮打不中
我紫金开山斧呢
二郎神是色吗？
四大天王怎么也在画里？？？
杨戬！
这是混铁棍啊我还以为是八卦炉呢
同90小时，我只是一周目
矩阵先知
就是别带金箍
这个未来佛怕不是像矩阵里的那个先知一样
嘴硬王
灵山是谁啊
填线宝宝
我靠，一切都连起来了！原来我没看懂剧情！
未来佛也许也看到了什么
不是背葫芦的那个吗？
当代牛马被套牢现状
细呀
代表大头磕一个
啊这，原来如此，有大哥
好像张翰啊
捏妈！
牛哥还是好大哥
这个狗叫波奇
赐拿领收留 哈哈哈
封神榜呢，不是说不死不灭的吗
影神图文笔不错
这个从封神榜就可以看的出来
不是二郎神带着吧，我看黑熊精的游记里写的是菩萨让他去的，其他人估计也都是上头安排去的
为什么是猪
双头猪是山海经形象，两个头意见不合，这里代表根器之一身本忧
弥勒这家伙也有问题
在砍掉的两个章节 狮驼岭和女儿国里面？
看看我发现了什么
佛祖给的果然是最好用的
羡慕不上班
三眼是黑的，头上是骷髅
满级行者套装不错啊，我也穿这套
黑手道人：神鹰哥
你不选择站队，想自由？所有悟空死了。这就是江湖。
天命人：阿巴阿巴
黑神话第一巴图鲁
63
天兵死了进轮回池
老马是个小怪但是他和五行战车一换一了啊，牛头不行啊被打死了
铁暗恋
我靠马哥是真的惨
我操这个玩意这么用的呀，我还以为被动技能，我硬刚黑熊打过去的
野猪冲撞
二郎神:我给你们选了一位，坚钢不可夺其志的天命人doge
昨天在网吧看旁边帅哥打这位打了两个小时才过，然后就被黑风大王蹂躏
弥勒佛好抽象
你知道的太多
电影
飞 天 魔 君
三百四十多满级
确实是兜兜转转
回头再去看看封神榜吧，榜上有名的神，死后不入轮回，只要封神榜不灭，神格就不灭，但修为也因此无法精进，无望大罗金仙
真君拿着剧本啊
四大fw
第一次到这里还纳闷，这么大个场景，结果里面一个人都没有，原来是最后的路径
梅山七子中，二郎神排行老二吧？其他人怎么都喊大哥？
弥勒佛大哥也是二郎神
虽然我不乐意，但这是事实，这二郎真君有点好像张翰
怪不得一口一个大哥，第一次玩的时候还没懂
戴笠
二郎显圣真君，噶了九个玉帝儿子，加二两藕粉天庭就麻烦了
灌江口不是地名，是所以水源的源头，故名灌江口
多音字 这里要念ji 文盲
5韵是拿金箍棒用的
很像青雀
只干一件事：玩游戏哈哈哈
戴老板
二猴cp
二攻猴受
牛牛啊牛牛
这个角度的二郎神看着还挺帅的
禁字法一蓄力棍就能破黄眉金身
所以说二郎神真的爱上了猴子，白骨精真是二狼神套皮？
天庭二五仔
红孩儿两声猴哥哥，硬是让我错过这段剧情
万物皆可精讲
有古力么
常昊九段？
会把他的兵器放地上？肯定竖边上吧
双头猪是身根，意根被真君拿走了
卧槽，出血量超大！
那就是广智
老猴子大概率是金蝉子，灵吉也是丝带。如果怎么都要戴金箍，那就是观音。但是金箍只是无可奈何时意的替代。不可能如来，那就只有金蝉子了。就能解释隐神图了。
流浪地球联动
所以说养条狗还能提供情绪价值
二郎神:ntr我是吧
白眼魔君的忍辱负重是细思极恐
话说梅山七圣这么有名没被认出来?
手被我弄断了hhh
牛啊，这就说的通了
面壁人杨戬我是你的破壁人
所有的梅山兄弟都与隐藏地图相关，说是试炼，其实是指引。
下回？我现在就要听
有这玩意？
牛哥纯属送人头
那你要我怎么来
雍正爷
武器越怪，死的越快
弥勒佛：年轻人要有悟性
不用财，色就行，麻烦多来点不同风格的
2周目全成就
袁洪是白猿，修炼得道，开头的老猴子也是白的
前面有个劈山救母的笑死我了哈哈哈哈哈哈哈哈哈
你不在的日子，我每天都在想你
一人一狗一庙一山
他还指引你去找金池长老开启隐藏剧情
咋都说像张翰，为啥我感觉像朱亚文
八臂天尸王
二郎神跟猴哥關係很好，猴哥叫二郎神大哥，梅山六聖也叫猴哥兄長
风灵月影宗弟子表示白玩一轮
勇敢牛牛，不怕困难
这不就是北欧的英灵殿
四天王也是25仔
弥勒佛是未来佛和悟空一个阵营的要干掉现在佛
为了部落
紫金镔铁棍我记得不是朱子真掉的哈哈哈
真爱啊
天庭的阴谋应该是长生 符合原著和游戏里台词
花果山老猿，不就是看好对应白猿，袁弘
什么雷霆战士？天下岂有6000年的太子呼
3
变老鼠也变鸟打你回原形
雷铸神兵。
着传位于李德全！
看下吧和嘴巴像 杰森斯坦森
哮天犬
袁洪是个白猿
双头猪
袁洪四废星
果然是大哥
西游记有个锤子袁洪，西游记梅山六兄弟老大姓康啊
看过封神演义的应该知道这几个，都是被杨戬杀掉封神的
我了个青雀啊 别说了 别说了
四爷：嗯？
雷铸神兵
双头猪
后面抓那个跳蚤也需要避火罩。
是不是八戒被困在石头里挣扎
牛格魅力（指正）
老猴子大概率是唐僧吧
石头变身只是二郎神不打，如果二郎神碰巧用法术打到石头也是直接被打出来
二郎神是真话事人
弥勒是未来佛，相当于太子，势力肯定大
精讲下白晶晶和孙悟空的故事呗，我想听细节
连大圣的影神图都不敢点开，你精讲个屁啊，直接说商单不就行了
来个精讲大圣和他几个装备化身的
要不去读读大圣的？
开始给黑子孙们脑补剧情了？
吓误导人，你赞没了
梅山六圣不是康张姚李四太尉，郭生直建二将军吗？
不是这两个是一个人？
派女武神去捉的是吧
老戴（bushi
别特么又去说什么天罡变化地煞变化，人家说的是天罡数、地煞数，就是个数量不同而已。
弥勒本来就是未来佛，他争不争都是定数。哪怕是观音力士也是从未来世界穿越来回普度众生的，未来的事情，没人比观音更清楚。
注意看二郎神的赞诗，“身似梅花”
死因:被自己捶死
全是诗人
坐ji没问题。现在为了迁就一些人都改qi了，失了古韵
拿五蘊的那個猴子是大聖義母通臂猿猴。
四瀆龍神最後一位是小黃龍啊
天庭反骨仔
我是个哑巴
这六关打的全是小卡拉米，幕后黑手大佬一个个都没事
貼心的安排四天王出來送
我也是
牛哥 我哭死
还有四大天王
不是，这里不比张翰帅100倍啊！比焦恩俊也更英气勃发啊！
二郎显圣真君
戴老板是吧
培养一只猴子，别的不太费，就是费兄弟
坐骑qi不是ji
按故事的设定，灵光跟天庭其实都是黑的
这是山海经里的异兽“并封”
人都没了，嘴还赢硬着，牛牛啊
克制黑熊精不是避火罩是芭蕉扇，一扇子可以灭火解除BOSS狂暴。
可以我牛哥，为忠义而赴死
强者碎片
玩物尚志
车轱辘精
gay死我了
没事儿，二郎神不会让他死的
你就是想玩dog
二郎变得庙，雪山有个大圣变得庙
火焰山的牛哥马哥都可好了
沙比黄眉干了我一个小时才过的
那个双火轮哥的影神图里有提到过，弥勒知道二郎神在干什么
哈哈哈哈哈哈哈哈哈哈哈哈哈！一根筋俩头堵
十四?
杨戬脸模网上有啊w
六丁六甲变身也是会马上变回来，二郎神会说：六丁六甲，见到本尊还不现形？
兄弟拿命去当卧底真不容易
神作神作
只有散仙不受约束
斗战神里唱歌的也是他
怎么办开始喜欢上这个二郎神了 太有魅力了
这个猪是山海经里面的，具体什么含义自行搜索
斗战神里面神将确实也惨
杨戬:以前没得选，我想做好猴
一切都是试炼
梅山七怪里老二是白猿
1900影剧室
还有老马真汉子
李白
可以吃狗肉
狗的膝盖也是朝后的
人家影神录都说了天上飘下来一片菩提叶还特么镇元大仙
有点像二郎神忍辱负重培养沉香的剧情
梅山兄弟
虎先锋:我可以证明
我总算看明白了
跳出轮回外，不在五行中
没抓几个小姐姐作伴！！！！
原来是这个大哥，我也奇怪怎么一会大王，一会大哥……
原来他说的大哥是二郎神
这个标题是不是有剧透的嫌疑
梅山七怪老大是袁弘
那二郎神杀的两算算帮超度了
我说什么郎君啊、大哥啊哪跟哪啊 原来都是二郎神的！通了通了
卧槽 up真是厉害
二郎显圣真君
杨二郎还挺帅
这老猴子绝对灵山派来的
65亿年的渡劫
肝上长了个人吗
出生老猴子
这个才是好结局
“：
诚你个奶奶！！！
三年之后又三年是吧
神可不是说死就能死的
弥勒也干了
清源妙道二郎显圣真君
大家别周目周目啦，小日本的叫法， 感觉有人说到“周目”就很专业、优越感的样子，别被误导了
.
法天象地是以自身为中心，模拟出与自己相似的天地万物，其形态与自己相同或相似；而法相天地则是将自己的身体变成天地万物的模样，其形态与天地万物完全一致。
所以序章里二郎神那个表情……
这小伙子不比黑熊精弱多少
有没有可能这只狗是戴礼
不是还有四大天王
剧情够拍电视剧的
有人搞不懂未来佛是永远不会代替入如来，因为未来永远是在未来
二郎神老卧底了
卧槽这个也可以精讲？？
意
届不是西格玛的小金人嘛
当然是杨戬啦，献祭了5个兄弟
《黑神话悟空传》  锁甲金冠浮云走 万古长空一朝游 神仙老子莫能管 如来面前不低头  踏歌而行八荒路 物我两忘阎王休 奋起千钧金箍棒 南天门下写春秋
张瀚出镜
绝地潜兵
那四大天王为什么在眉山呢？
紧箍当然不能带，不然又回到重前，继续做神佛傀儡
这个庙就是悟空的意
我想知道最后的时候为啥四大天王也在画世界里
我咋记得就是梅山六怪呢
怎么这里也有aos雷铸神兵
牛格魅力
有轮回有地府，战死不是神魂俱灭，
二郎神才是悟空的真知己，好兄弟
欢喜
老猴子应该是金蝉子
葫芦老头是袁天罡
速更，爱看
不是，就是不看那片叶子是吧，还镇元镇元
唉，可怜的二爷，永远都是默默在背后做事，不被他人理解
梅山兄弟的名字都有共同点即颜色+物件，如白衣黄袍翠笠
二爷从来都是表面反派，其实大好人
感动
除了变石头，变其他的被杨戬变的打到都会变回来
牛哥诶，你走得太匆忙，精魄也不给我留一个
序章过场有猴子说兄长的刀顿了，结合原著就懂了
黑熊精说，他用500年重新盖了观音禅院
原来是这样
根阁下同一个名字
三界第一神将和你闹呢
老牛啊老牛
梅山七圣，孙悟空就是最后一个圣，二郎神知道梅山六兄弟放水也顺水推舟没烧花果山
我要紫金镔铁棍
没人知道他在想什么
我才70小时..
什么接肢大王
二哥是无能为力跟天庭明着干了
袁弘就是那个点化葫芦的道士吧，也是四渎龙神的算命先生
戴 春 风
好好看对白都能找得到好吧，自己跳过了赖没引导
郎君？我现在才明白
好卡hhh
怕不是诈死哦
小金人！
牛哥太难了
不锤自己那下感觉还死不了
我当时觉得大哥你少锤这一下多好，这一下把自己捶死了...
还得是广智
完啦，已经被四妹和萍萍迷住了
变身躲掉他变得东西就能维持。还有他的激光眼也破变身
七十二变里法天和象地是分开的，天罡三十六变里才有完整的法天象地。
有考验也有引导
全是细节啊
四韵是通臂猿猴 以前猴哥花果山的手下
996
咖啡因来自咖啡果
后面那棍子的猴子就是我们
梅山兄弟顺便监视拿根器的妖王
等等，就五个，六根还有一根！
你应该像我行礼
独立团保卫干事
触发这次战斗要先在辰龙旁边的小庙激活这位，再到塔林跟他对话，最后来这
我想知道你们是通过什么线索联想到镇元子的
我们每个人都有放不下的事
这里记得用棍花在背后把他手打断，会掉装备，不然就得等下周目了
他是羊啊，有蹄子的
-+
用猪可以理解为“贪欲”的具象，双头猪却没皮鼓，代表只进不出，极致的贪婪
袁弘是六耳猕猴
身本忧
没有坏人，也没有好人，弥勒佛也是看着黄眉往死路走
《当初说好了三年》
比穿山甲好，话说完了
准确来说梅山七圣最开始都是在山里修仙的妖怪（灵兽？）只不过袁鸿贪图功名非要下山助纣为虐，最后六兄弟不能见死不救还连带着无数散修，最后六兄弟获得了事业编，最强的袁鸿却什么都没有
玩到这我生气了你把我的善当成什么了
完了，我们也知道了doge
弥勒可是一股大势力
羊显没有出现，袁鸿死在山河社稷图里了，杨戬不是梅山2七圣而是封神后梅山六兄弟的上司（大哥）
所以说外国人看不懂是好的，要不然外国人全员西游记阴谋论爱好者
全是只有嘴嘴硬
变寅虎也会被打回原型
老牛从头打到尾，实力也是强悍的。。
有没有可能袁弘本身就是一只通臂猿猴？
这醋是真的香
死不了，二郎显圣真君去地府要人就是一句话的事，就是要重新修炼了
杨戬是编外人员但是是关系户，所以坐镇闲职但相安无事，孙悟空的眼中钉纵使身居高位且有编制，也是大人物利用的棋子
想知道这个猪是什么意思
二郎神有妹妹那不是宝莲灯里的吗？西游记的二郎神还不叫杨戬呢。
就是菩提，菩提去见土地的时候留了一叶菩提叶子
杨显呢？
机器军团
弥勒佛是好人
其实就是斗战神的剧情  但是游戏里不知道啥原因最后改了
杨兄弟和孙大圣在这儿给佛祖玉帝玩儿离根儿楞呢哈哈哈哈
勇敢勇敢我的牛牛
很多背后故事都在影神图里
清源妙道真君
我要当神里凌华的狗!
袁洪是封神演义的人物啊，西游里面有袁洪?
给了 禁字法啊 打黄眉必备
这是好结局啊
眼 耳 鼻 舌 身 意
天庭反骨仔 哪吒 杨戬 孙悟空
少了一个猴子啊，也是指引我们去拿五蕴的
这个配音好像全职高手里面的叶秋
这个猴子给后来者带上金箍，是上面的人
原来他们所说的大哥都是因为是梅山兄弟
四大天王呢
眼耳鼻舌身意
怪不得被我打死了还要指点我去找绣花针TvT
33
黑神话-雍正
太好嗑了这两
什么寡妇门前落雪的既视感
你也干了！？
灌江口二郎瀚
同类相吸是吧
那四大天王啥情况呢
俺也一样，90小时，第三轮回
每个人都在指引你隐藏关信息 只有都通了隐藏管 才能够打杨戬
这狗好像不是哮天犬
咒死军团
什么战锤
我小黄龙也会被打回来 说我是他手下败将
传旨：黑吗喽人品贵重，颇肖朕躬，克日继承大统！
土地公图鉴故事，几乎明示菩提祖师了。
哪吒杨戬有编制至少听话，孙悟空个能跟你抗衡的大军阀，你不慌吗
坤坤在里面等你
弥勒佛是未来佛，是如来的下一任，如来不死，弥勒不成
下毒手
自己拍死的（确信
刚刚PS5帧数这么感人啊
好难受
把自己拍死了（确信
可是晦月魔君比百眼魔君更难打
横纹肌溶解了
紫云山里面的boss比白夜魔君还难打
戴笠？还是个国军
东来佛祖，西游记没有说过未来佛这个概念
王伦
通臂猿猴是收集五蕴的，影神图有介绍
吴龙~常昊~朱子真~戴礼~牛大升~杨显~袁洪
大头和广智哥哥
梅山七怪：蜈蚣~蛇~猪~狗~牛~羊~猴
《交手》
这是羊吧
杨显
羊腿
梅山兄弟都和隐藏关有关，不一定是法宝。
开录像开的
彩虹楼噩梦副本
说是这不是啸天，是梅山七怪的老大！啸天应该是条白色的细犬
狗狗还没修成人形啊喂！
天命人怎么样，二郎神，你说
大哥？ 不是二爷吗
天界三大反骨仔
拿的就是意见欲，只有打赢杨戬，才能升级根器意见欲
雷铸神兵
梅山七怪和眉山六兄弟搞混了
山河社稷图
这是眉山六兄弟加上杨戬是七圣 不是封神的眉山七怪
难怪有一些bos打完不进头目或者妖王而是进人物
这也能解说
西格玛，纳加什，帝皇，寂静王，瓦什托尔，混沌四神闻着味就来了
西格玛，纳加什，帝皇，寂静王，瓦什托尔，混沌四神因言语过激被踢出群聊
西格玛，纳加什，帝皇，寂静王，瓦什托尔，混沌四神点了个赞
我靠，我打到下一关了才知道有这东西
O7
ddd
呃呃，怪不得黑神话，除了天命人啥都黑
大明军户（dog）
过去现在未来三位一体，不要以为是三位佛
土地是属于地府的，天庭管不着
小杨真男人
二郎神有个妹妹，哪来的独生子？
证明月亮自古是中国的
这感觉真像在致敬无间道
千万不要拿去下酒
卡成PPT
羊
对，还有意
卷帘绿魔
不易，，不义
不是菩提祖师，
黄眉纯硬刚也不强，，比寅虎弱太多
这老头声音好像是斗二漫画玄子的配音
这里的老头配音是林强
老金啊老金
那个玩意儿完全就是材料复用，后面太赶了，甚至二郎神用的那个斧子还是赛太岁的武器，工期感不行啊，就100多个人，整个3a游戏
难说
这就是说灵山能力大于天庭
他是不是羊不知道，但是哮天犬肯定不是戴礼
看来要看原著西游记了
梅山六兄弟加上杨戬正好七怪！
要看这一路上打的都是谁！谁利益最大！
修罗道
试金石
镇个p，如果真是镇元子，他怕个锤子的天庭和西天
西格玛行为
七怪不算二郎神是七个
那个房子是动画片里猴子变的
放不下的人，指白骨精
胤禛是孙悟空
嘴硬
杨戬是天庭里的反骨仔，巴不得把玉帝掀了，之前砍死玉帝九个儿子要不是太上老君也说不好能干出啥来
背景五龙庙
这个说不准只是二郎神的一股神识，毕竟他这种大神不见的时日很长的话，会引起怀疑
就是哮天犬，不是戴礼
杰大
重zhong走西游路？
老牛！啊！老牛啊！
玩这里的时候我就想起马戏团，tm逗着我这猴子钻火圈
老牛藏东西都快死了，我二哥还是战神！！！
他真的，我哭死
不要串台，我劝你。
勒玉绿，兜绿宫……
张翰
帅啊
戴老板：？
放心，财绝对不可能腐蚀我！
回来投币了
任何探测器都找不到的壁画内……
借：刘华强的方式
弥勒和如来似乎不对付
梅花好像和二郎神有点关系
喂饱了
法相天地和法天象地是一个意思
这些天将就是一副盔甲，根本没有肉身
进退俩难，板上鱼肉
多周目的噩梦
白衣大圣
他还独自守了500年！
六丁六甲里的那四个狗，猴，龙，虎，还有辰龙拿的那幅画也都是二郎神安排的
仙人不入轮回
应该是镇元子。
用什么枪啊？拿个棋盘出来不赢定了吗？
+
突然感觉他在说自己
金箍是金箍，紧箍是金箍，净箍是紧箍
我知道 是冯骥
牛牛把自己捶死了
未来佛
你也冒是吧
奇异博士
？？？哪吒也有这招
好诗
未来佛
广智也是真菌安排的小弟
哦哦哦哦哦哦哦，藏这了，厉害
啊原来他也是？我一直留意他的台词，没听他说大哥啊
牛哥，是自尽的~~
老猴子是杨奇
牛哥死了啊~~死了啊~~~
666
太棒了，神了
悟空会，但这是天命人，他从来没跟菩提祖师学过七十二变等神通，就是个拿棍的猴子
"三花聚顶本是幻,脚下腾云亦非真"
西格玛撒了谎
过去佛是燃灯古佛
这是雷铸神兵啊
acg里小孩的配音一般都是女性
开——欢喜——终究不是他
雍正:这我熟啊
黑熊精几下就过了，根本没用上，那个白衣修士还打了挺久
都可以复活，魂魄在二郎手中
我就觉得二郎神一直都是忍辱负重的
还得是我智叠
后面的庙是二郎神打孙悟空变化过的
老牛啊老马啊
满级342
弥勒是未来佛，相当于灵山太子，局势变化他才有机会上位
快喝口酒
感谢这个游戏，让我知道了梅山七圣，混世四猴
这就说通了啊，woc
弥勒本来就是参与者
一人一狗
白衣教练
大哥全都说的二郎神
广目：所以当年你还我的那个，是赝品？？？
根本不可能
区区致命伤
难怪你有二阶段，原来也是个神仙啊
所以在座的天命人全都不及格！！！
弥勒佛，是未来佛，如来是当代佛，过去佛是阿弥陀佛
城里的奶奶
看到现在的朋友，打掉两只手就能杀能拿，实测。
哪吒：大哥二哥咋们啥时候造反
没拿定风珠，但是集齐五蕴打完大圣也开了
袁洪在女娲的山河社稷图里
我是哑巴
老外玩不懂
还得是1900啊，看了那么多讲解都没有讲这层的
感觉第二部要牛皮了
牛哥啊
杨洪呢？
啊？我以为他是坏的
影神图人物最后一个姓袁，是那个背葫芦的老人，教了安身法
影神图人物最后一个姓袁，是那个背葫芦的老人，教了安身法
影神图人物最后一个姓袁，是那个背葫芦的老人，教了安身法
应神图人物最后一个姓袁，背葫芦那个老人
二郎神的武器根本破不了悟空的防，悟空自己散掉的，这样能去除天庭给他的束缚
杨戬不是杨二哥么
因为大圣要死了才能解开紧箍咒
二郎神也干了！
但是我打黑熊精根本就没用上，一直觉得这个没什么存在感，直到打火焰山才发现这个真好用
莫德凯撒点了个赞
小弥勒佛真可爱
原来大哥是杨戬啊
记得当年大圣变成这座庙的时候还漏了只尾巴在外头哈哈
被自己拍死了，也是南蚌
什么叫无间道？天庭三大反骨仔，杨戬、哪吒、孙悟空。第一个闹天宫的就是二郎神。其实唐僧，也是灵山一大反骨仔，要是恢复记忆，不得来个梁山聚义。
懂了是四爷
眉山七怪只有六个很奇怪吧，其实老大就是孙悟空
疯狂熬夜是把
梅山瓦格纳组织……
牛马的宿命，终归还是难逃！
试试身子
我打了三个小时，然后关掉声音一遍过
双头猪就是双头猪有寓意的
这位故人打我打的可开心了呢！！！！！！！
老牛死了也不给兄弟掉个精魄啊
怪不得打了二郎神才能看到真结局，原来是这样！很完美的结局了
都是细节
二郎神也是为了自己的心结
原来是这样啊！
泪目
钟离：？
天庭里这是闹西格玛了？
.
这时候要放BGM五百年
是广智
二郎神翘着二腿就把事儿给定了。
那缺口是怎么产生的？
剧情本来就有问题啊，又不是说差，特别是没有符合无敌的大圣，还有斗战神联动
六丁六甲都是一招就会变成原型，虎哥也是原型
劈山救母原型就是杨戬，他是个半神，并不受天挺待见！
、、 、
666
这里明明最怪的就是二郎神为什么带着这些妖来杀大圣
耐奥祖：我是冷吃，你是热吃
杨戬拿了意根  所以天命人是真大圣
原来大圣的故人是二郎神？
不得不说，看过你直播，技术不错
二郎真君太难了
不是的 西游里杨二郎是大哥
人生长恨水长东
你们看这个杨戬他像不像杨奇……
+
