所以…书和知识在古代这么珍贵，知道了吧！
至此，已成艺术！！！
太牛了 马上关注
这个我们军训有让我们弄过
[ohh]
如雌鹰一般的女人
劳动人民最光荣
比擦边好看多了
太厉害了
这就是为什么士农工商，士在第一位，光是买书就没多少百姓能负担，而且还要上私塾
劳动人民有力量！
这个字是镜像倒写。
[ohh]
[ohh]
[ohh]
[ohh]
[ohh]
[前方高能]
[前方高能]
[前方高能]
[前方高能]
[前方高能]
色调好漂亮
[OHHHH]
真的刷
这研磨
[ohh]
[ohh]
[ohh]
好吃吗
牛啊姐姐
[OHHHH]
[ohh]
我的天
好厉害
[ohh]
[OHHHH]
天呐好厉害
[ohhhhh]
所以文言文很精练，字太多不好搞
[ohhhh]
太强了
[ohh]
真的厉害啊
[ohh]
真的厉害！！！
[Ohhhhhhh]
大力士
真正的半边天!
跳进染缸！！
呜呜，没硬币了（玉哭无泪）
好牛
豪庭
[ohh]
活字粥出锅
[ohhhhhhhh]
[ohh]
啊？？？
[ohh]
[ohh]
李子柒团队？
[ohh]
[OHHH]
[ohh]
啊啊啊啊啊啊
太酷了！
[ohhhhh]
初见端倪
时长好评
中国文化
[ohh]
第一次知道活字印刷的全过程，好厉害好牛
厉害
[ohh]
[ohh]
[ohh]
不是，这泥块儿这么耐……？
看这一帧的手臂肌肉!
[OHHHH]
注意保护好腰（
[ohh]
up好棒！
写的每一笔都看的我好紧张啊啊啊
毫无意义
好妞！！
跳进染缸～～～！！
三，二，一
？？？？
好帅的阿姐
殴泥酱
精油小手法
壮士！
震撼
[ohh]
其上以松脂，蜡和纸灰之类冒之
懒人必备！
字平如砥
可以给学生看了，更清楚知道怎么弄的
这个板也真的绝了
up好厉害！！！
[ohh]
BV1ifiTePE2d
好吃
[OHHHH]
臭豆腐汤？
[ohh]
[ohh]
印刷能不阳刻吗
古人的智慧
哇⊙∀⊙！
穿个雨衣会不会好点，至少容易洗啊
好牛
[ohh]
《女蜗造字》
可以吃了
太美了太震撼了
女娲
牛逼
帅的
光刻机
活字成本高，远不如木板整雕成本低，所以运用范围窄
好厉害
霉豆腐
难怪古时候的书那么贵
[ohh]
[ohh]
好香
必须来个三连
是怎么做到反着写的呀？
[ohhhh]
现代的花木兰
“妇女”从来都是个伟大的词汇
B站高质量主播太多了
说反写的大哥，你要印刷当然要反过来了
[ohhhh]
伟大的女性
[ohh]
我刻石头也是这个刀！姐姐手好稳好羡慕啊啊啊啊啊啊
[ohh]
[前方高能]
[ohh]
英姿飒爽
我以为开炸了
[ohh]
牛
啊？
[ohh]
？？？
已投两币
[ohh]
用力过猛啊！
好喜欢字印在纸上的触感
弄出来会不会是反的？
不得不说，古人真厉害
有这功夫应该早写完了
鹅鹅鹅，曲项向天歌，不好意思，走错场了
应该是活字印刷术
牛
要小米干什么？
[ohh]
活字印刷吗？
这啥玩意儿？
这是在做什么？
我丢！！厉害厉害！！
给我来一口
太费腰了
真是千金书啊
[ohh]
[ohh]
[ohh]
[ohh]
[ohh]
[OHHHHHHJ]
牛
老祖宗的智慧
学了很久吗？
这个厉害啊！
那一刻教育实现了闭环
[前方高能]
[ohhh]
[ohhh]
换个BGM吧
不许走！
我去这是印刷出来的吧
莫名有点想吃一口
[ohhhhhhh]
进度条告诉我还不简单
卧槽，可怕
[ohh]
哇塞。。。！
WC，这个是真牛
太厉害了。。。！
它是阴干不是晒干啊
好像臭豆腐
[ohh]
这院子可不一般
[ohh]
跳进染缸
预备  各就各位  1  2  3  跳！
[ohh]
[OHHH]
二四年八月二十一
[ohh]
若只印三二本，未为简易，若印数十百千本，则极为神速。
绿豆糕
妈耶，眼泪都要下来了，老祖宗们是真厉害不愧四大发明，up辛苦了
想起了万字扣肉....
简简单单吃个豆腐，灵魂之子～
可以吃了吗？
哇好好看啊
火钳刘明
我的天哪
[ohh]
[ohh]
好强！我的天
雷神之力
我的天好厉害！姐姐好棒！
[ohh]
[ohhhhhhh]
[ohhhhh]
[OHHHHH]
太牛啦
啊？
[ohh]
最早的宋体字就是这样吧
太牛啦，感受果然在民间
变成了好吃的样子
解压
《梦溪笔谈》中的《活板》
[ohh]
也是活字印刷上了啊，兄弟们，呜呜呜
昨天吃剩的泥巴，咱们加水活一活
现在终于懂了以前课文中的意思
终于活字印刷上了，兄弟们，呜呜呜
[Ohhhhhhhhhhhhhhhh]
[OHHHH]
天啊啊啊啊啊
[ohhh]
特像我们这的霉豆腐
这是古人的活子印刷术那
up真是个才女！字也写的很漂亮
李子柒复刻版
我从开始就想看到最后
[ohh]
厉害厉害
镜像好强！！字也好好看！！
无名之辈
很健康的身材
[ohhhh]
五香棋子豆
好香
活字印刷是非遗，但是在当时不实用而且贵
就是为了宣传传统文化，有团队更好
[OHHHH]
[ohh]
老坛酸菜牛肉汤
[ohhhhhhhg]
太牛了
[ohh]
活版那一课是改版，20年之前（包括20）入学的都没学过
真的学习到了
[ohh]
可以吃了（）
卧槽。
我筷子不知道停了多久了
玉米都收完了。。
啊？
[ohh]
[ohh]
卧槽。。
上过初一的都知道吧
反着写还写那么好看！好厉害！
感谢姐姐对非物质文化遗产的传承
不许走！！！
好厉害
！
穿越技能，学好了吗
原来这里是黏上去啊
这不是百万up干的事儿？
[OHHHH]
茯苓
[OHHHH]
[ohh]
[ohh]
说夸张的，你连发力的能力也没有
这不就是很常见的，用古法去复原这些东西吗？为啥是个女生就这样称赞这不是很正常吗
[ohh]
为啥拍出来这么伤感啊，这不是很正常的事情吗？
[ohh]
这字 赞
我以为要出妙界了
每十秒就一句真有劲儿啊
[OHHHH]
安倍阿米诺斯
0帧起手
活字印刷术
这是国字印刷术吗？
七年级下册学过
不许走！
一幅怎么可能才了500
留下，别走！！！
阴干
印刷术
可传家
真厉害。
嗯？这是要包浆吗
[ohhhh]
！！厉害
[ohh]
前面青霉素那位仁医捉了
其上以松脂蜡和纸灰之类冒之
[ohh]
[ohhhh]
活版印刷
[ohh]
[ohh]
牛
[ohh]
牛逼
[ohh]
好感动
啊？反字写这么好？
[ohh]
焦糖吐司块
一下让我想起了麻将的声音
印刷的刷原来是这个意思
巾帼不让须眉（现实版）
[ohh]
阳刻吗？
阳刻
鸡皮疙瘩起来了
能文能武啊
[ohh]
好厉害
土坯窑？！
卧槽
起鸡皮疙瘩了
[ohhh]
活字平得像磨刀石
雕版虽然成本高，但是可以量产，活字在古代实际上没那么大用处，急用活字会好些
[ohh]
板印书籍
有力气的大女人
跳进染缸！
哇塞！好厉害！！！
太棒了。。。
[ohh]
当时学活板这篇课文的时候，语文老师但凡给我看一眼这个，我也不至于背的那么麻烦
其上以松脂，蜡和纸灰之类冒之
[ohhh]
[ohhhh]
上链接
好优秀的女性力量！
我知道，这一步叫刷墨
我的天
＊的，为什么投币个数有限制
[ohhhh]
想听周深唱这歌，深深能翻唱就好了
姐姐好厉害！
马上可以吃了
煮了吃掉(bushi)
6666
[ohh]
麻将
牛啊 这个可以裱起来
哇
好像是我第一个三连……给了！敬前人的智慧，也敬姐姐的传承！
[ohh]
我丢
糯米都能用来筑城墙
霉豆腐原料准备
[ohhh]
卧槽！反字
煮散的别搞笑，前面已经烧制过了，怎么会散
摄影技术影像级的
了不起
豆腐（
正片开始
一旦手抖刻多了……
想吃
这也太牛了。。。。越看越震惊
炒糖色
[ohhh]
传承文化啊
李子柒战狼版是东北雨姐，用在这位姐姐身上也合理
有点好吃的样子
鸡皮疙瘩一下就起来了
[ohh]
我的妈…
啊？？
果断关注！
不是你真会啊
[ohhhh]
[ohhhh]
流泪了
这要是C4…
ohohoh
哇
为什么只能投两个币
[ohhh]
好美，这就是劳动人民的美
123跳进染缸
好有力量
太厉害了！
原来如此
wc
麻将
太厉害了
这不吃什么时候吃
我滴妈
让开，我要吃了
[ohh]
终于吃上烤鹅了，兄弟们
用大米可以吗
看着像ai视频（）
[ohhhhhh]
火钳刘明
好家伙
嗯，这是我妈眼里的鱼豆腐制作过程
？这是吃吗
[ohhhhhh]
大鹅。
6啊。
太饿了
泰裤辣
蠢
感觉很容易用坏啊
[ohh]
厉害
谢谢你
[ohhhhhh]
饿了
我就是学篆刻的，这也就是为了拍视频说实话刀功真的一般
刀功一般
我趣读书吧
大鹅好搞笑
这也太能干了
好有力量
胡广生
下雨就完了
我勒个活字印刷
看哭了
我靠这一幕……
啊，我有个问题既然用的纸为啥不直接在纸上写呢？
想吃
之前有幸體驗過！
能吃吗
看得我想哭
板印书籍，唐人尚未盛为之，自冯瀛王始印五经，以后典籍皆为活版
满铁范为一版，药稍融，则以一平板按其面，乃密布字印
墨
[ohhhh]
[ohhhhhhhhh ]
麻将是否源于活字印刷
[ohh]
[ohh]
唐兄救命啊！
汗滴下的这个画面好美
新赛道
我天！
我勒个文武双全啊
[前方高能]
[前方高能]
[前方高能]
[ohh]
好强的技术力
印 刷，哇唔，才知道两个字两个动作
这还是简体字，古代刻繁体字真的是大工程
好厉害
干个农活没晒黑，衣服倒是换了好几身。
拿个镜子放前面就好了
穿越必修课打卡
喷绘往脸上喷水的助理辛苦了。
第1次见这么听话的大鹅
烧陶啊
盖聂
姐姐真是啥都会啊
我以为像这种的都该是一千多万播放量的……
好帅，真的好帅
牛
割的双眼皮好丑
哦吼吼
求bgm
这个UP主和归乡人山白是一个团队吗？
牛牛牛！
[ohh]
好帅
这工程量也太大了
这换做是我，早就累趴了
好厉害！
有没有人能说一下，这个up和归乡人山白一样吗？
真美啊
[ohh]
？！写反字 好厉害！
热知识古人有的不太认字，所以大部分时间都是用的雕版印刷术
这辈子有了
[OHHHH]
活字印刷……
后面天上有飞机
现在看会了，等穿越的时候用的上
多明显的团队，还姐姐好厉害有力量，笑死
国服兔妈
[ohhhh]
这力量感 太帅
不是我正写都...
好治愈
常用字要刻很多的
致敬！！！！
好美，人和景都美
草木灰K2CO3
姐姐的鞋子已经绝版了，老解放鞋
省流：必须给我认真看，不能快进！
阳字真难刻的
[OHHHH]
姐姐是穿越过来的吧，手痒了
刘珂矣的歌真配
在这个流量的时代，真不好评价什么东西
北宋毕昇
乃密布字印
[ohh]
啊？
活字印刷
啊啊啊啊这些弹幕怎么回事……好多感觉入站测试都没过（）
[OHHHH]
泪目！
泥牛入海~
[ohhhhh]
[ohh]
这字太牛了
李子柒能跟她比？？
姐姐好厉害
姐姐你写的好看就算了，，，，还是反着写的？？！！
是补缝吗
我左手可以写反字
[ohhh]
OHOHOHOH
妈耶
我靠
好厉害
你帀有了
麻将 麻将
绿豆糕
[ohhhh]
木头，泥什么的都是很重的东西
竟然不大喘气，我走两步估计就得趴下
感觉好好吃
可是活字可以反复用啊，还可以随时更换版面大小
另一种风格的李子柒
十几万的粉丝就是p主，有着几百万粉丝的活！
好漂亮的颜色
古法不能和生产力相匹配了
[OHHH]
[ohh]
[ohh]
←历史书上不就长这样吗？
词穷啦
好厉害！
做这个挺磨人的
好美
首页通知书
[ohhhh]
08年奥运？？认字的人不知道活字印刷？还要靠奥运识别？
[ohh]
[ohhh]
我的天
害怕融了
好清澈的小溪。
不会是要吃吧，真的是“腹有诗书”
妈妈！投币！
以为做了只狗，笑死
牛啊
好厉害
[ohh]
文武双全
炮哥，身手还是这么好
牛！
这里感觉古人真的好浪漫啊
防韩国小偷
[ohh]
这才是真正的奢侈品
[ohh]
这边投币怎么行
漂亮，
[ohh]
下意识吹了一下，同频了哈哈
我先投资2个币
啊？？
缝纫机底座
厉害
好有力量的身体！
不自觉的吹了口气
[OHHHH]
[ohh]
[ohh]
写字好好看
好厉害，真的被震撼到想哭
这不是月饼吗
原来印刷是真的！印！刷！
原来排版这个词是这么来的！
火猴刘明
[OHHHH]
[ohhhh]
摄影有构图的 好棒
毕昇只是改进活字印刷术，不是他发明的
啊？？？！！姐你来真的呀
[ohhhhh]
[〔ohh〕]
[ohh]
[ohh]
太厉害了
一 二 三 跳！
[Ohh]
[ohh]
好帅www
[ohhhh]
这首歌好好听，叫什么名字啊？
[ohhhh]
力量感
好想吃
看哭了
[ohh]
有点震撼
只能想起“版印书籍”剩下的都想不起来了
想吃
破窑赋
[ohh]
女人：今天吃泥巴
每个字都只拍写一笔
蒙太奇手法拍摄
团队的力量
[ohh]
好浮夸哈哈哈
不会写字吧doge
活字印刷。
[ohh]
[ohh]
《白芷》
[ohh]
还以为是吃的呢
又有微生物，又有，寄生虫
太复杂了比我想象的，这应该是非物质文化传承
BGM好评
各位都投投币支持一下吧，老手艺不多了。
好腰！
天有不测风云，人有旦夕祸福……
能文能武的姐
[ohh]
粗中有细，这活儿真不好干啊
[ohh]
真的好漂亮
原来是这种方法吗
厉害！！
本身地里的女性就都是满身肌肉的 女生都应该有肌肉 多美啊 还能保护自己
[ohh]
↑鼻炎患者
[ohh]
姐姐好厉害啊
奶奶以为的外卖制作过程
[ohh]
可见古时的知识多金贵，而今时不同往昔
正正方方的好可爱
哇哦
有力量的女性 感觉真棒啊
想买
直接都可以写反字吗，确实好厉害啊
厉害厉害!
好玩
啊 原来是有顺序的 太厉害了
咦！换衣服了
[ohh]
[OHHHHH]
混入其中
[ohhhh]
她力量！
[ohh]
污染河水
每个字只写一笔
看到最后!
好抽象
[ohh]
好喜欢啊
跳近染缸！
好厉害
[ohh]
[ohh]
[ohh]
[ohh]
果然汗出得多到一定程度皮肤就会巨好，姐姐神态也好美
[ohhhhh]
[ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh]
[ohh]
卧槽才看到标题，人瞬间一麻点赞投币了加油
这是高粱地，多么明显的高粱穗
woc美死了
地母姐姐
[ohhhhhhhhhh]
321跳
[ohh]
[ohhh]
这里好美！
[ohh]
[ohhh]
毕导
[ohh]
进度条危机。
[ohh]
姐姐太厉害了
感觉两个币都不够
姐你的腰啊，爱护点
古法绿豆糕
看的我好累，真是辛苦我了
泥巴小狗哈哈哈哈哈哈哈
[OHHH]
《你这背景太假了》
我丢！？成型了
[ohh]
有点痛苦，想起来老师让我们背活板原文+注释+翻译了，背了整整三天
我的妈呀
开饭
这不顺便烤只羊
饿了
任素汐唱的 很优秀的人
[ohh]
6
二十四字核心价值观？
弃之，食锅
肃然起敬
[ohh]
[Ohhhh]
太牛了
确实是十万粉的up整十万粉的活
你是我的姐
好厉害
烧成陶瓷了
姐姐好帥
[ohh]
[ohhhhh]
好厉害
关注了姐
我来给姐姐按腰
太强了我的姐！
字好漂亮
天哪！
某些人看女生能做成这个东西，急了
你币有了
我真的无语了，某些迷惑人能不能不要再吵了？我是来看活字印刷的，不是来看男女对立的
[ohh]
[ohh]
修勾
突然想玩泥巴了
不是，你来真的啊？
请抹我脸上
最近天气转凉，小心防韩
这是我爸妈口中的冰淇淋制作过程
謝謝
怎么写反字啊，感觉很难
[ohh]
厉害
[ohhh]
[ohh]
原来做法这么神奇啊！！！
[ohh]
感觉这才是我梦想中的体型
近期天气转凉，小心防韩
對啊！這麽厲害，粉絲漲的有點慢
[ohh]
满江红
电源效果
[ohh]
[ohh]
我靠 好看
和的一手好泥
[〔ohhhh〕]
[Ohhh]
火钳刘明
[ohh]
好了，可以吃了
[OHHHH]
[ohh]
哒哒哒冒蓝火
[ohh]
泥活字？
[ohh]
二刷
印刷？
欧尼酱
好工整好好看的字啊
[OHHHH]
大泥土
一二三跳进黄河~
哇！！！
好棒啊
[ohhhhh]
一二三 跳！
一二三 跳！
一二三 跳！
好有力量的女性！！！
好有力量的女性！
摆拍
[OHH]
姐姐好有力量好美！！！
[ohh]
这身材太好了吧
九阳神功秘籍吗？
？我趣！
我以为是个技术博主，原来是个美食博主
后面的是做纸？
[ohh]
活字狗狗
感觉姐能一拳给我抡亖（doge）
文武双全
你们是真饿了
哇哇哇哇
太强了
[ohh]
[ohh]
好牛
厉害
好厉害…
牛批！
三连就是这么用的
[ohh]
[ohh]
饿急了沾点泥巴的米吃了算啥
欧尼酱
天冷了注意防韩
这玩意可以吃啊？
太厉害了
已投币
保留的模块换个方向还能印刷吗
殴泥匠
哇哇哇哇哇
我去
[ohhhh]
太厉害了吧！！！
[ohh]
可是脆脆的看着真的好好吃的样子
[ohh]
四大发明之一啊！
赌书消得泼茶香，当时只道是寻常
[OHHH]
[ohhhh]
啊？现在的课文里有这一篇？
牛
若止印三二本，未为简易，若印数十百千本，则极为神速
[ohh]
人教版七下《活板》
恐怖故事：进度条
哇塞厉害
活字印刷术
仿佛我才是那个老古董，竟感叹古来的手艺
则以一平板按其面
[ohhhh]
药稍熔
[Ohhhhh]
[Ohhhh]
[ohhhhh]
[ohhhh]
[ohh]
[OHH]
啊？
习惯性的呼了一口气。
[ohh]
雄鹰班的女人
[ohh]
这真的都是连贯一个人完成的吗
好腚
厉害
看到我姓了
多细致的手工活
拓印
[ohh]
叫花狗！
女人中的女人
我以为会先用纸 然后把纸翻过来。。
鸡皮疙瘩起来了，好厉害啊
而且还得反着写
这币是一点都保不住了
[ohh]
八十！
[ohh]
加热就能取下来，这些字块还可以再用，就是活版印刷
[ohh]
啊？宋体
好好听这个声音
[ohh]
力拔山兮气盖世
团队搞得
当然有团队的 怎么可能都是她一个人干的
太帅了！！！谁懂啊！好震撼
有点鸡肉
[ohh]
看着超级感动
课文不用背，但是我们老师让背
应该是为了填补经过火烧的字印的缝隙吧
万一哪天穿越了用
能文能武！太强了
[ohh]
[ohh]
喜欢姐姐展示出的劳动女性的力量
泥巴可重了，有些人到底在阴阳什么
好厉害
好腚
惊艳
突然饿了dogre
[ohh]
烧制过了，所以拿来煮不会化
欧泥浆
方便
[ohhh]
不看标题，还以为做新型麻将
OH
[ohh]
[Ohhhhhhhh]
麻婆豆腐制作过程
所以古代书很贵啊
[OHHHH]
[OHHH]
[ohh]
我是知道这些东西为什么卖这么贵了
[ohh]
[ohh]
[ohh]
鹅：这是啥?
我的天哪
这里跑下去的姿势真的好喜欢 淳朴的美感
人家拍戏的，你以为闲的？太天真
[ohh]
[OHHHH]
O
李子柒3号，李子柒4号正在路上，有钱就能推
[OOHH]
这个构图绝了
甚至有航拍
[OHHHHH]
[ohhh]
[ohh]
不会煮坏了吗
好家伙另一只手还能抱只狗
[OHHHH]
妇女能顶一片天
[ohhhhhh]
[OHHH]
好厉害
好厉害
[ohh]
