标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
历史的缔造者！火影首位7000万战力玩家诞生！我们的故事永远不会结束！,鬼叔黍,https://www.bilibili.com/video/BV1Gz421i7gF,133.3万,2.6万,-,12.4万,5.8万,12.4万,5514,"['游戏暑期狂欢节', '游戏', '手机游戏', '直播', '手游', '鬼叔黍', '主播', '战力', '火影', '火影忍者手游', '2024游戏暑期狂欢节']",2024-08-20 09:00:31
老戴《黑神话 悟空》01 序章 【全流程攻略解说】,老戴在此,https://www.bilibili.com/video/BV1iy411i7ab,290.4万,1.4万,见证历史,8.8万,5.0万,8.8万,2.8万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '老戴在此', '全收集', '攻略', '解说', '黑神话悟空', '全BOSS', '流程']",2024-08-20 10:00:00
通关了《黑神话：悟空》后，简单锐评一下幽默的西方游戏媒体评分。【游戏之外】,智能路障,https://www.bilibili.com/video/BV1uz421B7ef,823.5万,2.6万,Not Found,39.3万,19.2万,39.3万,3.8万,"['黑神话悟空UP试玩感受', '游戏', '单机游戏', '黑神话悟空', '黑神话']",2024-08-18 10:07:56
2400元“应急求生食品”！重达90斤！里面都有啥？,穿毛裤的小拉泽,https://www.bilibili.com/video/BV1N4421f75Q,307.2万,6803,食测评千人千味，口味仅代表我个人，仅供大家参考！注：封神榜>名士榜>凡人榜>妖魔榜,7.9万,2.2万,7.9万,1188,"['炎炎夏日·美食解暑气', '美食', '美食测评', '单兵口粮', '荒野求生', '军粮', '罐头', '军粮试吃', '末日求生', '军粮开箱', '空投箱', '应急食品']",2024-08-20 16:50:00
活字印刷,谢大炮8,https://www.bilibili.com/video/BV1ir421K7he,205.2万,6877,活字印刷，中国四大发明之一，一起来感受中国传统文化的魅力！,48.6万,22.5万,48.6万,7449,"['一起上岸吧', '生活', '三农', '原创', '设计', '手工', '制作', '艺术', '匠人', '古法', '活字印刷', '记录', '哔哩哔哩开学季']",2024-08-17 17:41:18
原著中孙悟空为何输给二郎神？（玩黑神话前补一下原著）,大蜡烛,https://www.bilibili.com/video/BV1e4421Z7je,158.2万,7305,西游记,11.3万,5.9万,11.3万,5888,"['黑神话悟空视频创作', '知识', '人文历史', '游戏', '单机游戏', '读书', '西游记', 'steam', '黑神话悟空', '黑神话']",2024-08-20 20:24:44
摆摊真的比上班强嘛…3.0（配方版）,小杜的日记,https://www.bilibili.com/video/BV1nb421J7QS,236.4万,613,-,7.8万,6.0万,7.8万,7805,"['记录我的美食日常', '美食', '美食记录', '提拉米苏', '生活记录', '创业', '探店', 'Vlog', '开启暑假的100种方式']",2024-08-18 18:54:59
《猿神！启动！》,怪盗剧场,https://www.bilibili.com/video/BV1BE4m1R7gW,94.3万,2548,啥也不说了，支持一下国产3A！,15.1万,3.0万,15.1万,2.2万,"['黑神话悟空启动', '游戏', '单机游戏', '搞笑', '大话西游', '黑神话悟空', '名场面', '搞笑配音']",2024-08-19 15:39:51
《崩坏：星穹铁道》Gamescom参展视频——「罗浮评书•新章速递」,崩坏星穹铁道,https://www.bilibili.com/video/BV1o4421Z7q4,126.3万,4482,"「说起这天击将军，以她为原型的传奇故事，在曜青街头巷尾可是长盛不衰。那位客官问了：总听她一人的传奇，不会听腻吗？嘿，那列位可小瞧了她创造传奇的速度——请听！」
 
中文CV：
桂乃芬——小敢
素裳——陈婷婷
藿藿——葛子瑞
西衍先生——关帅
飞霄——叶知秋
帕姆——蒋丽
Archer——吴磊
 
日文CV：
桂乃芬——直田姫奈
素裳——福圆美里
藿藿——长绳麻理亚
西衍先生——比嘉良介
飞霄——小松未可子
帕姆——长泽美树
Archer——诹访部顺一
 
英文CV：
桂乃芬——Morgan Lauré
素裳——Anjali Kunapaneni
藿藿——Megan Shipman
西衍先生——Ernesto Jason Liebrecht
飞霄——Anairis Quinones
帕姆——长泽美树
Archer——诹访部顺一
 
韩文CV：
桂乃芬——김수영
素裳——박시윤
藿藿——김채린
西衍先生——김혜성
飞霄——손정민
帕姆——长泽美树
Archer——诹访部顺一",13.5万,2.7万,13.5万,2.7万,"['游戏', '手机游戏', '崩坏：星穹铁道', '崩坏星穹铁道', '米哈游', 'Gamescom', 'miHoYo']",2024-08-21 12:00:00
华裔女生深夜撞死8名青少年，却有150万人为她喊冤？,报姐唠唠,https://www.bilibili.com/video/BV11U411U7Yo,124.8万,4286,Not Found,18.6万,5271,18.6万,2150,"['社会洞察计划', '知识', '人文历史', '犯罪', '社会', '法官', '案件', '故事', '判决', '请回答这个时代3.0']",2024-08-20 18:44:41
鸡汤毫无营养95%都是水？,敖小丙1688,https://www.bilibili.com/video/BV1sn4y1f7wB,438.3万,1706,Not Found,10.4万,1916,10.4万,182,"['万物研究所', '知识', '科学科普', '省流', '敖小丙', '有趣冷知识', '万物研究所·夏日探索计划']",2024-08-19 17:00:00
学校时的你 VS 暑假时的你,进击的金厂长,https://www.bilibili.com/video/BV1d4421Z7M8,213.4万,4611,投币后果然有好事发生了～,7.0万,3.0万,7.0万,541,"['原创搞笑剧情', '生活', '搞笑', '校园', '搞笑动画', '短片', '开学', '搞笑', '暑假', '学生', '新学期', '金厂长', 'BILIBILI金电视奖']",2024-08-19 17:55:48
为什么“功成必在悟空”，因为我们要再闹一次天宫！,麻薯波比呀,https://www.bilibili.com/video/BV1CZ421T7kD,91.2万,9407,为什么“功成必在悟空”，因为我们要再闹一次天宫！,10.0万,6.8万,10.0万,5767,"['热议黑神话悟空', '知识', '社科·法律·心理', '三国演义', '漫威', '齐天大圣', '西游记', '黑神话悟空', '国产3a', '共产主义', '文化自信', '人类命运共同体']",2024-08-20 17:48:06
首发拆解《黑神话悟空》数据！揭秘玩家看不到的内容,离谱的东仔,https://www.bilibili.com/video/BV1sH4y1c7Tw,287.8万,3774,感谢我的好哥们,13.1万,3434,13.1万,8844,"['黑神话天命人来也', '游戏', '单机游戏', '游戏杂谈', 'ARPG', '单机游戏', '游戏解说', '黑神话悟空', '黑神话', '动作游戏', 'steam游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-20 14:59:16
【黑神话：悟空】4K 最高画质 全收集 全剧情流程通关攻略 西游背景动作角色扮演游戏 首款国产3A大作,11的游戏世界,https://www.bilibili.com/video/BV1AE4m1d7XT,205.0万,2.1万,游戏名：《黑神话：悟空》 是一款以中国神话为背景的动作角色扮演游戏。你将扮演一位“天命人”，为了探寻昔日传说的真相，踏上一条充满危险与惊奇的西游之路。,5.9万,3.7万,5.9万,1.5万,"['黑神话悟空攻略&黑神话悟空日常', '游戏', '单机游戏', '主机游戏', '国产游戏', '西游记', 'ARPG', '孙悟空', '黑神话悟空', '黑神话', '动作游戏', '游戏科学']",2024-08-20 10:56:03
我在外国论坛科普西游记，成功帮上万玩家入坑黑猴!【格雷】,Gray格雷老师,https://www.bilibili.com/video/BV1aw4m1k7s1,117.3万,2707,"很高兴用自己的技能
为黑猴贡献了一些微薄之力",17.7万,3.3万,17.7万,1013,"['黑神话天命人来也', '游戏', '单机游戏', 'STEAM', '游戏杂谈', '翻译', '科普', '悟空', '英语', '西游记', '单机游戏', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-21 12:33:37
极致还原！真人版黑神话悟空！这一次，终于可以扮演我们自己的英雄了！,剑客范十三,https://www.bilibili.com/video/BV1Qf421q7pM,87.1万,929,-,13.8万,3.9万,13.8万,2851,"['黑神话天命人来也', '运动', '运动综合', '4K', '正能量', '梦想', '黑神话悟空', '武侠梦']",2024-08-19 17:17:50
高压线掉落 跑得越快S的越快,救援队长郭台伟,https://www.bilibili.com/video/BV1ar421M7KY,106.5万,1934,高压线掉落，我们为什么不能跑，我们又应该如何保护自己，奔跑远离是我们下意识的动作，但是这样做却是最危险的,17.1万,3917,17.1万,6173,"['知识', '野生技能协会', '知识', '高压线', '救援', '技能', '触电危险']",2024-08-18 18:20:23
可以留步吗,歪罣_,https://www.bilibili.com/video/BV11xpUefE7X,152.8万,1.1万,"依旧是一人的生日
希望每个人都能开心快乐",25.1万,1.0万,25.1万,256,"['游戏', '网络游戏', 'MC', '沙盒游戏', '我的世界', '像素风']",2024-08-20 00:35:38
穿书成顶级富豪儿子，却发现自己是抱错的孩子,财财沙雕动漫馆,https://www.bilibili.com/video/BV1EHpSeHEVH,145.1万,148,穿书成顶级富豪儿子，却发现自己是抱错的孩子,1.4万,5040,1.4万,26,"['动画', '同人·手书', '搞笑', '二次元', '系统', '轻漫计划', '装逼', '大合集', '一口气', '沙雕', '穿书', '都市剧情']",2024-08-20 15:00:00
【才浅手工】一斤黄金打造黑神话金箍，竟悟出宇宙真理？！,才疏学浅的才浅,https://www.bilibili.com/video/BV1xm42137M5,88.3万,2049,期待很久的黑神话终于出来了，没有抢到实体典藏版，索性自己做一个金箍。尝试加点解说，黄金存货真的没了，最近应该不会做黄金的作品了，喜欢的话一定要三连支持一下！！,11.8万,4.6万,11.8万,4094,"['黑神话天命人来也', '游戏', '单机游戏', '手工', '单机游戏', '宇宙', '传统文化', '西游记', '黑神话悟空', '动作游戏', '非遗', 'diy', '《黑神话：悟空》8.20 直面天命']",2024-08-20 14:59:49
海外《黑神话》社区，已成“西游记学习小组”,退役编辑雨上,https://www.bilibili.com/video/BV1pE4m1d7N7,247.7万,8178,国外玩家：学吧，学无止境，太深了。,13.4万,1.3万,13.4万,1.3万,"['黑神话中的人文故事', '游戏', '单机游戏', '西游记', '游戏杂谈', '英语', '搞笑', '老外', 'steam', '黑神话悟空', '行走的人文', '中国文化', 'ign']",2024-08-19 00:41:56
怪物唾液让人永葆青春，黑神话悟空的剧情有多离谱！,司寇眈眈,https://www.bilibili.com/video/BV1RW42197C8,113.1万,1739,怪物唾液让人永葆青春，黑神话悟空的剧情有多离谱！,15.8万,697,15.8万,1632,"['游戏', '单机游戏', '单机', '主机游戏', '黑神话悟空', 'steam游戏', '司寇眈眈']",2024-08-21 02:33:24
14岁老弟  400块钱预算玩黑悟空  我该如何安排,DIY二手电脑,https://www.bilibili.com/video/BV1dw4m1r7Vs,192.8万,4363,-,13.6万,4775,13.6万,2.8万,"['科技', '数码', 'DIY', '悟空', '黑悟空主机', '图拉丁', '二手电脑', '预算', '电脑装机', '捡垃圾', '垃圾佬', '主机']",2024-08-20 01:46:43
成年人最大的自律就是不滥生无辜,叶公子ye,https://www.bilibili.com/video/BV1Ei421a7dT,570.6万,452,成年人最大的自律就是不滥生无辜,7.3万,4883,7.3万,2259,"['B站小剧场', '影视', '小剧场', 'B站剧情创作人2.0']",2024-08-19 15:36:24
10帧暴涨70帧！中 低 高 显卡运行黑神话优化指南！【建议收藏】,阿狸才不是受,https://www.bilibili.com/video/BV1iw4m1k7eL,91.2万,3084,Not Found,5.1万,3.2万,5.1万,2.8万,"['黑神话天命人来也', '游戏', '单机游戏', '笔记本', '显卡', '掌机', '体验', '教程', '帧数', '优化', '4060']",2024-08-20 10:59:11
三元饭堂的人情味...,三元饭堂,https://www.bilibili.com/video/BV1Sr421M7qt,60.4万,763,"如果我是他，
肯定不如他.....",12.3万,10.5万,12.3万,1632,"['让生活动起来', '生活', '日常', '爱心', '汕头', '生活记录', '公益', '情感', '三元饭堂', '汕头公益', '吃饭', '残疾人', '生活万花筒13.0——让生活，动起来']",2024-08-19 09:15:00
午睡不能睡太久，要不会感觉后背发凉。(作者：张林、窦泽林、李嘉盟、俸万军；编辑：韩咏轩)#兵哥哥 #午休 #站岗,北部联勤兵,https://www.bilibili.com/video/BV1oZ421T795,369.1万,444,午睡不能睡太久，要不会感觉后背发凉。(作者：张林、窦泽林、李嘉盟、俸万军；编辑：韩咏轩),23.5万,666,23.5万,729,"['生活', '日常', '生活记录', '兵哥哥', '军人']",2024-08-19 18:00:00
帮你找到《黑神话悟空》全部Boss：小西天篇,八岐七星,https://www.bilibili.com/video/BV1f2W4efERc,203.9万,4601,帮助你找到《黑神话：悟空》的所有Boss敌人，本期为第三章小西天篇。,3.9万,2.1万,3.9万,9737,"['黑神话悟空攻略在此', '游戏', '单机游戏', '主机游戏', 'ARPG', '单机游戏', 'steam', '黑神话悟空', '黑神话', 'PS5', '动作游戏', '黑悟空', '《黑神话：悟空》8.20 直面天命']",2024-08-21 01:21:35
黑神话创下历史记录，海外网民：谢谢大圣横扫假新闻,波士顿圆脸,https://www.bilibili.com/video/BV1H2421Z7Ls,99.1万,1.4万,Not Found,11.0万,2.8万,11.0万,3738,"['黑神话天命人来也', '资讯', '环球', '文化', '游戏', '黑神话悟空', '政治正确', '《黑神话：悟空》8.20 直面天命']",2024-08-21 19:13:35
【命硬的小裴本人】最新视频来袭，快来看看吧！,命硬的小裴本人,https://www.bilibili.com/video/BV1zf421v7sK,216.4万,2054,-,22.1万,4804,22.1万,3638,"['B站小剧场', '影视', '小剧场', 'VLOG', '短片', '原创', 'B站剧情创作人2.0']",2024-08-18 17:10:11
看看你们的早餐,脱缰凯Kk,https://www.bilibili.com/video/BV1zH4y1c7Bo,142.6万,4068,-,16.1万,5996,16.1万,1062,"['B站小剧场', '影视', '小剧场', '校园', '生活', '搞笑', '日常', '原创', '艺术', '学生', 'B站剧情创作人2.0']",2024-08-21 17:33:27
全网最轮椅的流派！两分钟学会耍花棍！【黑神话：悟空】,FadeKnight,https://www.bilibili.com/video/BV1bbW4eGEsY,146.3万,911,感谢王牌驾驶员：,4.6万,1.6万,4.6万,4.1万,"['黑神话悟空攻略&黑神话悟空日常', '游戏', '单机游戏', '技巧', '演示', '黑神话悟空', '教程攻略', '流派', '轮椅']",2024-08-21 02:04:12
救命啊！店里已经变花果山了 老板还被黑熊精打哭了,某天的游戏小屋,https://www.bilibili.com/video/BV1yS421X7B4,194.6万,3398,今天还是给肝出来，大家给投个币吧 太不容易了 T.T,9.4万,3.6万,9.4万,4791,"['黑神话天命人来也', '生活', '日常', '生活记录', '主机游戏', '黑神话悟空', '某天的游戏小屋', '黑熊精', '虎先锋', '国产3A', '必剪创作']",2024-08-20 19:46:21
【凛研】在广西边境发现有恶魔瞳的二级保护动物！！！,凛某人,https://www.bilibili.com/video/BV1X1421479j,99.0万,2983,非常幸运能见到睑虎们！！！走那么多路值啦！！！,14.6万,2813,14.6万,1698,"['野生动物奇遇记', '动物圈', '野生动物', '昆虫', '科普', '蜥蜴', '蛇', '广西', '野生动物', '爬宠', '保护动物', '考察']",2024-08-19 11:00:00
哥！我着急下班呀！,羊羊Actress,https://www.bilibili.com/video/BV1Hi421a74W,406.8万,778,-,31.3万,2678,31.3万,1886,"['影视', '短片', '职场', '正能量', '生活', '零零后', '吃饭', '下班', '服务员']",2024-08-18 17:47:03
在现实中！消音器真的可以消音吗？多款不同口径测试！,老李船长,https://www.bilibili.com/video/BV1Zw4m1k7mZ,127.6万,7098,点赞到15W！我去买个夜视仪！给大家体验一下！与此同时非常感谢,6.6万,2.2万,6.6万,1339,"['我们的夏游记', '生活', '出行', '4K', '日常', '测评', '开箱', '生活', '消音器', '出行', '户外', '探店']",2024-08-19 19:55:45
男朋友太敏感了怎么办？,龙龙和卷卷,https://www.bilibili.com/video/BV1L142187LH,134.3万,959,Not Found,8.7万,2153,8.7万,3123,"['搞笑研究所', '生活', '搞笑', '搞笑', '情侣', '爱情', '娱乐', '恋爱', '情感', '男朋友', '吐槽', '两性', '搞笑研究所2024 5.0']",2024-08-19 15:00:43
这灵吉菩萨显出真身也太有压迫感了,不正经的羔羊,https://www.bilibili.com/video/BV12Z421N7RH,218.7万,964,Not Found,17.6万,523,17.6万,1217,"['黑神话悟空实况', '游戏', '单机游戏', '黑神话悟空']",2024-08-20 22:32:34
《无规则版球赛》,项真爽,https://www.bilibili.com/video/BV1Fx4y147yZ,168.9万,857,Not Found,12.5万,3346,12.5万,1290,"['生活', '搞笑', '日常', '生活记录', '原创', '搞笑', '娱乐', '逗比', '恶作剧', '打脸', '沙雕', '真香']",2024-08-19 12:00:00
《我也没往里下药啊》,伤心欲茄222,https://www.bilibili.com/video/BV1wm42137cM,155.7万,1346,素材：王大帅,20.5万,3645,20.5万,7061,"['搞笑研究所', '生活', '搞笑', '搞笑', '八嘎', '搞笑研究所2024 5.0']",2024-08-19 13:10:26
速通《黑神话 悟空》全剧情攻略视频 I 主线速通,司徒晓影,https://www.bilibili.com/video/BV1yBW4eNExA,243.4万,3.0万,"一个四个结局？ 直通主线只能做个坏结局  
全隐藏BOSS可以打四大天王和二郎神
81难完成（全成就？）打假玉帝 大鹏鸟 
还有个是啥条件？",3.7万,1.6万,3.7万,1.1万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '黑神话 悟空', 'WeGame', '《黑神话：悟空》8.20 直面天命']",2024-08-21 00:30:07
直播30天，等身青衣木雕终于完成啦！,木姬空语,https://www.bilibili.com/video/BV1Nz421i7S2,54.3万,1582,"简介：题材——绝区零青衣
           材质——椴木
           工艺——东阳木雕清刀",10.7万,3.4万,10.7万,1540,"['绝区零青衣二创', '生活', '手工', '手工', '青衣', '非物质文化遗产', '东阳木雕', '绝区零', '绝区零UP主激励计划1.1']",2024-08-19 11:36:30
小猫咪能有什么错呢～,虎虎日常,https://www.bilibili.com/video/BV12vpCeEEDA,165.0万,824,小猫咪能有什么错呢～,20.5万,968,20.5万,5505,"['动物圈', '喵星人', '小猫咪', '喵星人', '小奶猫', '田园猫']",2024-08-19 11:36:01
这不是5天，是5年啊...,咪咪没有脾气,https://www.bilibili.com/video/BV1Yy411e7M5,64.6万,444,Not Found,22.5万,1.3万,22.5万,1475,"['生活', '日常', '正能量', '故事来源于网络', '猫meme', '真实事件', '陌生人', '感动', '外卖小哥']",2024-08-19 19:05:00
馒头快递里面到底有什么？,小馒头的面食面艺,https://www.bilibili.com/video/BV1Sy411e7MY,147.1万,3458,面粉蒸出全世界,21.1万,1.8万,21.1万,6818,"['炎炎夏日·美食解暑气', '美食', '美食制作', '馒头', '一人食', '美食展示', '快递馒头', '有趣的馒头', '零食馒头', '吃货日常', '创意美食', '花样面食']",2024-08-18 15:45:41
17年后，依然是我一人在对抗全日本,玩主小小虫,https://www.bilibili.com/video/BV1SE4m1R7gy,164.2万,6777,"脑子一热就开始想做一期视频
做起来了就不想停下
格斗圈不是我多擅长的领域
所以描述肯定还会有不少失误，还望各位圈内人士海涵
很多地方因为匆忙还是剪的比较粗糙
但已经尽我最大努力了
再次恭喜肥孩拿下这座史无前例的冠军！",10.1万,6.9万,10.1万,9458,"['整点电子榨菜', '游戏', '单机游戏', '游戏杂谈', '街霸', '街头霸王', '游戏集锦', '怀旧游戏', '街机游戏', '格斗游戏', '街头霸王6', '格斗赛事']",2024-08-18 17:41:11
