标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
《学长带你弯道超车》,嘞是唐孃孃,https://www.bilibili.com/video/BV14kpweaEwp,159.9万,186,-,14.8万,671,14.8万,372,"['开学的狠人行为', '生活', '搞笑', '开学', '学长', '娱乐', '原创', '搞笑', '校园', '动感潮玩迎新会', '段子', '大学生', '大学教材']",2024-09-04 19:33:18
黑神话悟空竟有联机模式！被删掉的隐藏内容有哪些？,离谱的东仔,https://www.bilibili.com/video/BV1uLHheSE19,105.7万,1422,"喜欢本期视频还请多多三连关注支持一下！！！

黑神话悟空的揭秘应该就差不多了，后面就要回归老本行，继续揭秘那些别的游戏了~~~",5.1万,3446,5.1万,6913,"['黑神话天命人来也', '游戏', '单机游戏', '游戏杂谈', '实况解说', '单机游戏', '黑神话悟空', '黑神话', 'steam游戏', '《黑神话：悟空》8.20 直面天命']",2024-09-04 17:30:00
来自天堂的爱一定是更幸福的,猫meme的小舞台,https://www.bilibili.com/video/BV1cPHxeXEcH,67.7万,396,-,8.9万,2700,8.9万,867,"['猫meme已经nextlevel了', '生活', '日常', '母爱', '猫meme', '搞笑新星训练营2024 3.0']",2024-09-03 16:44:31
那是我朝思暮想的人啊,仔仔的猫meme,https://www.bilibili.com/video/BV1kPpFeSEwL,72.8万,198,-,14.6万,2687,14.6万,520,"['影视', '小剧场', '母爱', '爱你老妈', '猫meme', '真实还原', '内容来源于网络']",2024-09-04 18:57:02
所以王妈到底喜欢谁？,七颗猩猩QKXX,https://www.bilibili.com/video/BV1u4421o7zA,60.9万,1925,Not Found,8.1万,4255,8.1万,1427,"['原创搞笑剧情', '生活', '搞笑', '七颗猩猩', '重生之我还在霸总短剧当保姆']",2024-09-05 16:35:00
永世剥削！大圣为何以死布局？《黑神话悟空》深度解析,利维坦mY,https://www.bilibili.com/video/BV1S7HheEE9E,59.2万,2029,"黑神话世界观解析来了！工程量真的巨大，感谢各位等待！
求个三连转发啊！！！",3.8万,1.6万,3.8万,3912,"['黑神话天命人来也', '游戏', '单机游戏', '游戏杂谈', '孙悟空', '齐天大圣', '西游记', '黑神话悟空', '黑神话', '酷睿HX', '游戏科学', '雷神ZERO', '《黑神话：悟空》8.20 直面天命']",2024-09-04 18:05:00
物理驱魔，除邪,鲤鱼Ace,https://www.bilibili.com/video/BV1rfHpe7EWz,57.2万,1.5万,物理驱魔，除邪,4.2万,9628,4.2万,710,"['整点电子榨菜', '游戏', '单机游戏', '鲤鱼']",2024-09-03 13:08:27
假如没有那颗陨石，恐龙会演化成什么样,芳斯塔芙,https://www.bilibili.com/video/BV14ipFeZEub,63.2万,6368,其实当年，非鸟恐龙连同一大堆中生代明星动物差一点点就可以不灭绝的，真的是很可惜了……,4.8万,9574,4.8万,1368,"['原神UP主激励计划', '知识', '科学科普', '科普', '古生物', '恐龙', '原神纳塔', '架空世界', '演化', '原神5.0UP主激励计划']",2024-09-04 18:07:52
当我玩黑神话悟空不看攻略,徐坤大魔王,https://www.bilibili.com/video/BV1BM4m117wi,163.9万,310,-,15.1万,346,15.1万,3223,"['搞笑研究所', '动画', '综合', '搞笑', '黑神话悟空', 'cheems', '真实', '黑悟空']",2024-09-02 21:26:32
1—130集，爆肝1400小时良心制作，《末日清除计划》,骆小仙up,https://www.bilibili.com/video/BV1ZnHnevExi,32.7万,3659,Not Found,3.2万,9769,3.2万,1187,"['国创', '国产原创相关', '动漫', '末日清除计划', '新番动漫', '一口气看完']",2024-09-03 10:14:03
半夜搞恐怖直播，竟然被鬼盯上了..,中国BOY超级大猩猩,https://www.bilibili.com/video/BV1pJHseXEkJ,53.3万,8914,喜欢这期探灵直播的话别忘记点赞关注一下，大家没事不要去惹鬼哦~,5.1万,1.7万,5.1万,993,"['整点电子榨菜', '游戏', '单机游戏', '游戏实况', '恐怖游戏', '单机游戏', '独立游戏', '游戏', '单机', 'steam', '闹鬼', '中国boy']",2024-09-04 11:45:00
一个55岁的老男孩出发了。,为了玲飞护肤纪录片,https://www.bilibili.com/video/BV1w2421o7i2,70.3万,422,纪录片导演 ，曾任横店影视职业学院、西华师范大学导演专业教师。 我妈叫玲飞，开干洗店，怕老，怕我不开心。总托我买护肤品，穷儿子千般调研下被行业的谎言震惊。辞了大学教职，拍起了护肤行业纪录片。 酷爱意大利新现实主义，酷爱贾樟柯，用纪实美学说些行业的实话。 一些以往的成就：CHINA-EU Youth Film Festival最佳影片提名、第五届中国民族影视高层论坛一等奖。,11.6万,2.3万,11.6万,438,"['生活', '日常', '父亲', '旅行', '梦想', '为了玲飞', '笑容加Y20电动牙刷', '感动', '老男孩', '口腔健康', 'usmile']",2024-09-02 18:10:00
神啊！请赐予我恐惧与饥饿吧~请让我做您的仆人吧! ！人类该如何面对世界，这是一个问题,33不是山山,https://www.bilibili.com/video/BV1nNp3eUEfX,42.5万,2366,"通宵到现在，我睡醒了补简介，感谢！！！
三连举办了！这样我也有动力更第二部，先挖坑
主要是身体不好，要不我早做完了，能做就做，just do！！！！干了兄弟们",4.2万,2.7万,4.2万,1614,"['推荐宝藏游戏', '游戏', '单机游戏', '实况解说', '游戏', '游戏解说', '剧情', '新人向', '恐惧与饥饿']",2024-09-05 20:25:40
我们要拍玛拉妮，不能只拍玛拉妮...【原摄第十一期】,语堂天天啃土,https://www.bilibili.com/video/BV1chH6ehEhH,70.2万,575,-,8.7万,1.9万,8.7万,4800,"['原神UP主激励计划', '游戏', '手机游戏', '原神火之国', '玛拉妮', '原神纳塔摄影', '纳塔', '原摄', '原神5.0', '原神5.0UP主激励计划']",2024-09-02 12:23:29
跟着东北老菜谱学做果汁番茄和酸黄瓜炒肉！,神奇海挪,https://www.bilibili.com/video/BV1ERpweWEYW,106.9万,1397,大家觉得这本老菜谱怎么样！(●'◡'●),2.8万,4278,2.8万,343,"['bilibili食界杯', '美食', '美食制作', '美食制作', '中餐', '美食教程', '甜品', '家常菜', '美食', '美食vlog', '记录生活', '美食复刻']",2024-09-04 20:24:41
【苏新皓｜4K直拍】元气满满的 3.6.5 直拍,JUSTSU_苏新皓,https://www.bilibili.com/video/BV1MVpceYE1v,32.0万,7247,#苏新皓 多人唱跳舞台 3.6.5,2.3万,2.7万,2.3万,7581,"['和苏新皓一起登陆上岸', '音乐', '音乐粉丝饭拍', '饭拍', 'TF家族', '演唱会', 'TOP登陆少年', '舞台', '直拍', '苏新皓', '粉丝饭拍大赛2.0']",2024-09-04 15:46:20
闺蜜看完视频，问我，你的仿妆呢？这！真的不是原片的剪辑吗？,汉服梳妆的喵喵,https://www.bilibili.com/video/BV1BqH6exEt2,67.6万,262,-,15.2万,1.1万,15.2万,3170,"['年度仿妆cos大赏', '时尚', '仿妆cos', '汉服', '仿妆', '美妆', '西游记', '化妆', '西游记妖精']",2024-09-02 08:11:31
《黑神话：悟空》剧情解说：第六回·未竟,火力地堡FireBase,https://www.bilibili.com/video/BV1gGH6eCECp,107.3万,759,"最耀眼处的是什么？
身穿金甲亮堂堂，头戴金冠光映映
手举金箍棒一根，足踏云鞋皆相称
上天呼大圣，下界美猴王
孙悟空啊孙悟空
你还活着吗？",6.5万,9299,6.5万,431,"['推荐宝藏游戏', '游戏', '单机游戏', '游戏解说', '黑神话悟空', '剧情解说', '动作游戏']",2024-09-02 11:25:00
今天又是觉得自己很有氛围感的一天！可现实。。。很残酷！,李如儒也是李蠕蠕,https://www.bilibili.com/video/BV1MMHsecEM2,74.1万,611,-,11.2万,2785,11.2万,816,"['B站小剧场', '影视', '小剧场', '模仿', '生活', '原创', '氛围感', 'B站剧情创作人2.0']",2024-09-03 19:08:32
穿越成为亚波人 又做了艾斯的人间体P9,磷火动漫,https://www.bilibili.com/video/BV1vHpFeMEKE,61.5万,1640,穿越成为亚波人 又做了艾斯的人间体,1.2万,4412,1.2万,125,"['国创', '国产原创相关', '小说', '原创漫画', '爽文推荐']",2024-09-04 16:58:56
恶意人身攻击？以其人之道 还治其人之身,奇拉比-火影型男,https://www.bilibili.com/video/BV1EdpweXEv2,85.7万,260,-,2.3万,1023,2.3万,234,"['生活', '搞笑', '男模', '火影']",2024-09-04 20:17:29
《我爱发明》里被收编的求生神器！野王快乐铲,沫子瞪片,https://www.bilibili.com/video/BV1G6HseuEhW,74.5万,3743,这就是野王的版本强势出装！,4.7万,3687,4.7万,1088,"['人人都能聊影视', '影视', '影视杂谈', '解说', '手工', '童年回忆杀', '猎奇', '荒野求生', '爆笑', '纪录片', '沙雕', '我爱发明', '人人都能聊影视3.0']",2024-09-03 17:52:56
给UP主打工到底爽不爽？幕后员工真实锐评！,-LKs-,https://www.bilibili.com/video/BV1KEpceFEtS,56.0万,4653,可能很多人想过加入喜欢的UP主的团队和TA一起创作。但比起大公司，很少看到有自媒体的员工在镜头前分享工作状态和待遇。给UP主打工到底是怎样一种体验？本期我请来了,4.6万,1.8万,4.6万,1757,"['今天也要好好工作', '知识', '职业职场', '职场', '吐槽', '老蒋巨靠谱', '杰克小兔', '自媒体', '求职', '分享', '工作', '影视飓风', 'B站秋招季']",2024-09-05 12:00:00
【破解】国外网友在深夜拍到异次元空间？是云层，还是大气生物？,L探员,https://www.bilibili.com/video/BV1xw4m167Vr,91.8万,152,Not Found,4736,560,4736,27,"['万物研究所', '知识', '人文历史', '奇闻', '未解之谜', '趣事', '超自然现象', 'ufo', '奇异天象', '万物研究所·夏日探索计划']",2024-09-02 19:44:41
韩国网红美食  这顿花500多！（给草料哥腥懵了）,理查不会降落,https://www.bilibili.com/video/BV1XrHseqEwo,93.1万,947,-,8.6万,950,8.6万,341,"['舌尖上的黑神话', '美食', '美食记录', '韩国', '探店', '国外美食']",2024-09-03 17:46:50
"深度|| 瓦岗天命人的""洛阳紧箍""，潼关绝命战的""武德前奏""",渤海小吏,https://www.bilibili.com/video/BV1WZ421K7Hx,63.9万,3717,"1、李密为什么无可奈何的必须打洛阳？
2、李渊为什么要杀李靖？
3、李密为什么能够轻松火并翟让，成为瓦岗寨天命人？
4、潼关绝命战，能说明些什么问题？
5、大业帝的谢幕。",3.7万,2.5万,3.7万,704,"['分享人文历史', '知识', '人文历史', '李世民', '天命人', '唐朝', '瓦岗寨', '李密', '杨广', '潼关', 'HFP', '李渊']",2024-09-03 11:00:00
孩子送进哈工大，毕业后就不知去向了？,央视频,https://www.bilibili.com/video/BV1jiH4eSECo,95.0万,181,完整版➡️https://w.yangshipin.cn/video?type=0&vid=s000071kbr5&cid=pf1szzzlwjj3a88&ptag=4_3.0.1.23526_wxf（央视频号：开讲啦）,12.7万,889,12.7万,1287,"['生活', '日常', '撒贝宁', '哈工大', '专业', '大学', '韩杰才', '工作']",2024-09-03 21:31:26
孩子把平板摔了怎么办？？？,远鉴字幕组,https://www.bilibili.com/video/BV1AZ421L7ta,95.2万,137,tiktok,11.2万,299,11.2万,7159,"['生活', '搞笑', '熊孩子', '搞笑', 'ipad']",2024-09-03 12:00:00
你一张嘴，吓我一跳,小名叫建伟,https://www.bilibili.com/video/BV1kcHxe9EWP,80.7万,117,-,11.2万,345,11.2万,2033,"['搞笑研究所', '生活', '搞笑', '生活记录', '奇葩', '高能', '娱乐', '段子', '搞笑研究所2024 5.0']",2024-09-03 16:32:55
会做饭的和不会做饭的都沉默了,开箱嘤嘤怪,https://www.bilibili.com/video/BV1PZHfeREyH,110.2万,1521,"兄弟们！嘤师傅的网购大冒险开始了！！！！
扣扣粉丝裙：
789294635
631221821
789554332
913288109
欢迎提供想法~~欢迎提供想法~~~欢迎提供想法~~~重要事情说三遍！！！！",4.4万,1901,4.4万,690,"['搞笑新星训练营', '生活', '搞笑', '爷爷', '原创', '开箱', '搞笑', '测评', '镂空菜刀', '搞笑新星训练营2024 3.0']",2024-09-04 18:03:48
《阴阳师》龙珏CG丨云华之卷（CV：佟心竹）,网易阴阳师手游,https://www.bilibili.com/video/BV1S2HsePEyx,96.7万,1662,"云华城深陷危机，而她誓要继承守护之志，以身破局。
「百转千回心不退，无畏方使越万山。」
「我会履行她未完成的约定。」
「一个……守护云华城的约定。」
 
《阴阳师》全新版本「云华之卷」9月11日开启，全新SSR阶式神 龙珏（CV：佟心竹 / 石见舞菜香）即将降临，式神CG在此展卷！",4.9万,1094,4.9万,1532,"['阴阳师八周年', '游戏', '手机游戏', '游戏CG', '手机游戏', '阴阳师', '游戏', '阴阳师手游', '龙珏']",2024-09-04 10:30:00
四渎龙神为什么必死？【黑神话悟空】深入解读二,附魔星Fms,https://www.bilibili.com/video/BV1j8HpeMExA,69.9万,2253,"【黑神话悟空】深入解读
一步步揭开隐藏的故事真相
本期：四渎龙神的秘密",3.5万,6655,3.5万,2939,"['黑神话天命人来也', '游戏', '单机游戏', '西游记', 'steam', '黑神话悟空', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-09-03 14:46:52
【网梗课代表】网络四大唐歌是什么梗？,网梗课代表,https://www.bilibili.com/video/BV19tpPeSEkw,69.1万,1368,Not Found,8716,667,8716,146,"['搞笑研究所', '生活', '搞笑', '魔性', '梗', '网梗课代表', '什么梗', '唐', '唐歌', '蛋仔派对', '搞笑研究所2024 5.0']",2024-09-04 23:46:48
