这已经不是怨妇了，是看开了
FIESTAR FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
加油
姐姐们
这姐好强啊一般韩歌和发音都是平的这个不是
智齿智齿
回归大爆！！！
好帅天呐
大发！！！！
回归大发！！
rap很棒
好听爱听
好听到同事在旁边中风都不会察觉的程度
太厉害了
冲冲冲加油加油加油
一定要有打歌舞台啊！！！
这段有种热血沸腾的感觉
～啊啊啊啊啊啊，姐姐帅死我啦
快点过百万！！！！
太好听了 我现在入坑太晚吗！！
太用心了
回归大发
好听！
支持
敏智敏智敏智敏智
惠美惠美惠美惠美
回归大发！
祝回归大爆！！！！
这个姐姐发音好好
是谁填的中文词，好棒
编舞也改了！
回归大发
回归大发！
姐姐们回归大发
姐姐们加油
回归大发
加油加油冲冲冲
姐姐们超棒啊！加油！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
恭喜恭喜！回归大发！！
真的觉得中文版写的很好 更适合那个感觉
这段我爱死了
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
有梦想的人就是了不起！！！
好标准
回归大发！
别来国内了，就在国外演出吧
加油大家多发点
冲
这首是唯一我觉得听中文比听韩文顺的词填的也太好了，超舒服
这个动作hhhh
姐姐们好棒，你们是自己的大女主
好听！
回归大发
冲啊
喜欢，姐姐们用心了
我的青春回来了
姐姐们状态太好了
好美好美
加油
加油啊，姐姐们
牛啊牛啊，好好听
牛牛牛
这个姐姐也太酷了唱的好跳的也好啊啊啊！动作超利落好爱
加油加油
GO GO GO
这个姐姐音色好酷
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
支持支持！
这几天狂刷！！
好听的要命
歌词填的太好了
加油
三连
火一次吧
好听！
惠美惠美惠美
我喜欢惠美
是rapper不是rap担来的！
这段歌词太好了呜呜
这个姐姐中文太标准了
再来亿遍
这是顶级rap
这就是实力，回归即巅峰！
冲冲
太美了
冲！！！
帅
自助式回归！哭了
这就是真正的热爱
感动
爱了！！！
泪目
爱了！！！
nswer前来庆祝
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
每天来亿遍
大家看完记得三连！
支持全团上乘风破浪！
破 100W  冲呀!!!!!!!!!!!!!!!
姐姐来中国打歌吧
好厉害 ，有几句听不出来是外国人唱的
冲冲冲，姐姐加油！
助力！
加油
我的妈这个解脱尾音好漂亮啊啊啊啊
FIESTAR回归大发FIESTAR回归大发FIESTAR回归大发FIESTAR回归大发
五刷
唱的太好了TT
长裤子姐姐中文真的挺标准的
请告诉我这个长裤子姐姐的名字，谢谢
长裤子的姐姐叫什么名字？请告诉我
看看什么叫rap
曹璐
璐璐辛苦了
jei还是那么漂亮，全员美人，还那么会唱，必须翻红
回归大发！！回归大发！!回归大发！！回归大发！！
好像看到了真正的女团
姐姐加油姐姐加油姐姐加油姐姐加油姐姐加油姐姐加油姐姐加油姐姐加油！！！！！乘风破浪吧！！！！！
姐姐加油姐姐加油姐姐加油姐姐加油姐姐加油姐姐加油姐姐加油！！！！
梦一个回归舞台！！！！
太爽了这个rap
好美
姐姐加油！
姐姐们太棒了
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
回归大发
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
加油
回归大发！
回归大发
中文词填得太棒了
这个姐姐标准
冲呀！
好听好听！！！！！
姐姐加油
桥好好听！歌词改的真好！
妈呀也太棒了吧
中文的填词真的好大女主的感觉
这个姐姐的发音真的好好！！！
不错，厉害了！
姐姐们百万
姐姐祝回归大发哟
这的眼神绝美！！
真的太好听了
长裤的姐姐叫林敏智
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
FIESTAR回归大发！回归大发！回归大发！回归大发！回归大发！回归大发！冲啊啊啊啊啊啊
支持
百万冲刺！！！！
大家一定不要放过这个fiestar啊
太喜欢Fiestar了，回归大发
加油
厉害了
歌词写到我心坎里
助力百万！
很好听的歌啊啊啊
特别特别美丽！超级喜欢
姐姐加油啊啊啊啊啊啊！
回归大发呀
姐姐们冲鸭
太好听了
前奏一出瞬间起鸡皮疙瘩
回归大发！！！
真的超好听啊
这个中文歌词一点不尬！
这个rap姐姐唱的太好啊啊啊
狂哭啊啊啊啊
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
歌词填的真的很好
中文版好好听
姐姐回归大发
回归大发
真的哭了
啊啊啊啊啊啊超级好听
白色长裤是主唱林敏智
短裙中文很标准的是主唱金惠美
长靴短裤是副主唱主舞曹璐
西装短裤是忙内RAP李利智
西装短裙是队长主唱门面金珍熙
姐姐们加油
支持
好听
眼睛流眼泪了呜呜呜
鸡皮疙瘩起来了
好美啊啊啊啊
没有亮点，平平无奇！
回归大发
真的很好听！
歌词好好
姐姐们的的大长腿
FIESTAR FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
FIESTAR FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
回归大发姐姐们
冲冲冲冲冲冲冲冲冲
回归大发！！！
好好听
中文填词太牛了
好棒
Fiestar回归大发~！
姐姐加油！！回归大发！！！
姐姐这个视频上全站热门第一位啦！！！
发音很标准啊，有天赋又很用心哇
曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐
yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi yezi
有梦想了不起啊啊啊啊啊啊啊啊
冲
曹璐大发 fiesta大发
填词太好啦！！！
中文填词有够厉害～
敏智欧尼好棒！
好听
歌词填得蛮好的
打歌舞台
才发现中文版和韩文版背景颜色不同，真的有一种水晶落下的感觉啊！
凌晨三点还有一百个伙伴
这个棕头发姐姐是中国人吗？
三个主唱都太强了
回归大发！
超级好听
回归大发
这个前奏一听就想哭
汉语发音真好啊
我天这个rap出来吓我一跳，太好听了！
这才是“乘风破浪的姐姐”该有的样子
中文词真好啊
牛牛牛牛牛牛牛牛牛牛牛！！！！！！
主唱发音好棒声音也好听
惠美yel惠美yel惠美yel惠美yel惠美yel惠美yel惠美yel惠美yel惠美yel惠美yel
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐曹璐
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
这个伴奏听爽了
jei金珍熙jei金珍熙jei金珍熙jei金珍熙jei金珍熙
这个姐姐中文好标准
词改的真的很好
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
发音好标准
中文版也超好听
助力
好听！！！
回归大发！！！
这个舞蹈我好喜欢啊
大发大发
回归大爆！！
长裤姐姐好出彩哦～
哇这个姐姐中文好标准
祝回归大发！追梦的欧尼们加油！！
主唱真不是盖的
n刷
好听，填词用心了
回归大发
Linzy这个点脸颊的动作好帅
Linzy我唯一的姐
好听！@
喜欢这段
喜欢这段歌词！
支持姐姐！
填词真的很棒！！！
向着崭新的字由远走！！
太强了
FIESTAR FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
这句好好听
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
中文好标准啊
姐姐好帅啊这里
我又回来了
好喜欢主唱
支持
姐姐好好看！！！！！！
好耶
词好棒
前奏真的很神 起鸡皮疙瘩的程度
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
姐姐你们一定要加油
新版的舞蹈好御姐，摆脱了当初卖性感的方式
姐你真的巨帅！
浪姐看看曹璐吧
好听好听
那俩会唱的长的好像港姐
回归大发！！！
这段动作太丝滑了
大发！！
回归大发
播放量赶紧突破百万！
我也要好好生活！！！
为梦想奋斗简直太帅了！！！
天哪，这两位姐姐的音色和发音简直天神下凡
特别特别棒
加油
回归大发！！！
天呐经常看到一长串只有一个名字的刷屏，突然看到满屏的加油有点感动
特别厉害
大发大发大发！！
每天一遍
歌词很大女主 爱了
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
五个大长腿
啊啊啊啊啊啊啊啊啊啊
linzy跳舞真的很好
一万分支持！
回归大发！！！！！！！
太好听了
回归大发！！
泪目了啊啊啊啊！
也太好听了哈
我的妈呀我来了！
这姐唱得好好听！！
璐璐冲鸭！！
祝贺
哇
加油
来咯
绝了！
拉得好爽
姐姐好棒
璐璐加油！！！
梦一个打歌舞台
艺术品
中文好厉害
这么多年不回归身材管理都那么好...
这个姐姐好厉害
FIESTAR回归大发
好美
姐姐们才是真正的“乘风破浪”
我去，这个姐姐咬字好清晰啊
味太正了
Fiestar!!!!!!
姐姐加油
回归大发！
回归大爆
有没有可以打歌啊
走花路吧，加油加油！
好听好听好听
支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持支持
卧槽卧槽，姐姐们能不能到内娱来整顿一下，这对我很重要
卧槽卧槽，才夸完前面一个姐姐中文咬字好，白色长裤子的姐姐唱得也好好
唱这几句的姐姐中文咬字好牛逼，简直是母语级别
这个动作，配上眼泪，鸡皮疙瘩起来了
大发
椰子呜呜
大发
我天，，这几句好标准
前奏是真好听啊
大发
姐姐们的状态都太好了吧
这发音也太好了吧
词真的写的好
支持!!!!
好好听！！！
支持
惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美
加油！
姐姐加油!
支持热血笨蛋曹璐姐姐
支持热血笨蛋曹璐姐姐
好听好听
太美了！！回归大发！
中文版好好听
这个姐姐咬字很好听啊
大发！
中文版也好棒
冲鸭！！！
声音都太单薄
完全好听！
姐姐很棒
回归大发啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
填词条理清晰很顺耳
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
好棒！
来支持一下姐姐们
过来洗洗耳朵
认真看完了
牛牛牛
回归大发
期待逆行打歌舞台
加油
姐姐们加油！回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
Fiestar Fiestar Fiestar Fiestar Fiestar Fiestar Fiestar Fiestar Fiestar Fiestar
拍mv对嘴又不用全开麦 前面说要舞蹈齐整的自己喜欢看刀群舞就要辣菜别的爱豆么 粉丝不嫌 你倒评价上了
拍mv对嘴又不用开麦 前面说
词填的真的太棒
中文版的歌词有点牛了
期待有打歌舞台！！！
支持支持
加油
啊啊啊啊好帅
好棒啊啊啊啊啊啊
好好听啊，而且听了两遍都觉得会唱了
前奏一起，我都要哭了
这中文的词真的填得很好
回归大发
Baby i don't know know～～Baby i don't know know～～Baby i don't know know～～o(*^▽^*)o
啊啊啊啊
Baby i don't know know～～Baby i don't know know～～Baby i don't know know～～o(*^▽^*)o
Baby i don't know know～～Baby i don't know know～～Baby i don't know know～～o(*^▽^*)o
再来一遍
FIESTAR回归大发！！！FIESTAR回归大发！！！FIESTAR回归大发！！！FIESTAR回归大发！！！
韩团能有这么真诚的中文版真的太不容易了
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
加油加油加油加油加油加油加油加油加油ｷｬ━━━━(ﾟ∀ﾟ)━━━━!!
姐姐来了！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
好听好听
前奏好绝听得我想落泪
回归大发回归大发回归大发回归大发回归大发回归大发回归大发
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
FIESTAR FIESTAR FIESTAR FIESTAR支持支持支持姐姐们好棒
姐姐姐姐们我来啦
FIESTAR FIESTAR
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
大发
大发
大发
大发
大发
大发
太感动了！
回归大发
大发大发！！加油
好整齐划一啊
我酷，很好听诶
播放量快涨涨啊
好标准
哇这词好好
哇这个好标准
以前的人都吃太好了
真的太好听了～
fiestar加油！！！
加油加油
从前的歌词出于时代背景局限走怨妇风 现在潇洒了很多！
姐姐们不容易！好团结好励志
是歌的原因
所以不是母语羞耻
哇状态好好啊
这首歌确实好听
真的很好听啊
又来了，助力百万
冲冲冲
词真的好
我好喜欢她啊！！！！
太好听了
回归大发！！！！
就算有打歌舞台，也没有中文舞台，好烦啊
中文版好听耶
天啊发音就像本土中国人
新的编舞真的很好看了，而且这个手指在脸上模仿眼泪掉下来的动作真的是killing part
大发！！
曹璐姐姐，真棒！！！
前辈们好棒
支持
rap好棒
b
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
璐璐姐姐加油
加油加油加油
这姐姐中文牛
酷酷的姐姐
冲啊
曹璐！
回归大发
特别棒！！！！！！
这段光脚跳会更有感觉
回归大发！！！！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
回归大发
哇好好听！！！！！
这个MV 5号之前必百万以上播放
姐姐加油加油！！！
姐姐加油加油！！！
请多多关关注aespa
再刷一遍，真的好听
加油啊！！！
支持一下
歌词真很好，，
加油
太牛了姐姐
这RAP真的听得我眼前一亮又一亮的
敏智姐感真的好强好棒好棒好棒
这个中文版的歌词真的太赞了
哇，这个姐姐好厉害，好好听，很标准
这个词可以的
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
好听好听好听好听好听好听好听
编舞很有力量，好酷
好好听啊！呜呜呜要哭了
不愧是前辈啊！
前奏封神
一键三连大家！！！！
好有诚意
中文版的mv里口型居然也是中文，不敢想象中粉会有多感动
超美
冲
短裤曹璐，短裙yel金惠美，长裤Linzy林敏智，长外套yezi李礼智，短外套jei金珍熙
短裤曹璐，短裙yel金惠美，长裤Linzy林敏智，长外套yezi李礼智，短外套jei金珍熙
支持一下
好感动
回归大发！！！！！！回归大发！！！！！
再来亿边
这刀群舞啊好厉害
欧尼
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！！！！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！！！！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！！！！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！！！！
加油！！
璐姐歪头好可爱
好听！！！
中文版让我get到主唱的实力 也太准太好听了
前面的点了，好严重的母语羞耻听着都觉得很舒服
想要中文音源
姐姐中文发音咬的好准
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
好听，加油！
支持
好棒
来了，姐姐们加油
回归大发
这编舞比那个莫名其妙的性感风好多了
璐璐以后是不是可以唱这首歌了（公开场合）
姐姐们实力真好
真不错呀，我已经不想听拼接念经之类的了
这句一出来鸡皮疙瘩掉一地！！
冲！
填词好棒啊
太飒了
姐姐腹肌鲨我
已三连
曹璐姐姐真是个女人！
回归大发！
啊啊啊啊啊啊啊啊啊啊姐子们这个身材，我晕腿了
我们惠美姐姐真的好仙啊啊啊啊啊啊
这段音乐配上姐的rap我起鸡皮疙瘩了谁懂
全员门面好吗，我们完颜团。
这俩主场是真的顶
身材管理真好
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
好清楚！
璐璐璐璐姐！！！！！！！
一拉远景全是细长匀称还不筷子的大长腿，太牛了姐姐们的身材
linzy
linzy
惠美
惠美
惠美
这个歌有两版中文版和韩文版
也没有那种说中文的尴尬感
中文版璐璐就两句很少，韩文版璐璐唱的多一点，两版每个人的part都不一样
回归大发~
长裤子姐姐的发音好棒
喜欢喜欢喜欢
主唱的发音真的好棒
填词真的好棒
姐姐加油
冲冲冲！
姐姐加油！！
谁懂这段唱到眼泪的含金量
啊啊啊啊啊！！！！死去的青春回忆在攻击我！！！！这才是乘风破浪的姐姐
歌词真的绝了
好好听
不错不错
这是洒脱啦，女主~
看到这里总算明白这几年基本没有爆火女团出现了
冲啊
努努力破百万
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
我真的好喜欢中文版
这雨就像在下粉钻，真美
喜欢
冲冲冲
好好听啊
kksk
泪目了真的，12周年快乐！！！！
好喜欢这个词
压播放量了吧
真的感谢回归！大火！打歌吧！
看了好几遍mⅤ
哇，这位中文唱的好标准
加油姐姐们
啊啊啊啊啊好喜欢
好听
每天听一次，给姐姐增加播放量
希望破个100万
这beat你们没觉得耳熟嘛？
支持！！！当年还是我结认识的姐姐
哇  好听好听
这里好好听
唱的尊嘟很好
听得我一把鼻涕一把泪
太帅了啦
真的很好听
有练习室版嘛？
必须支持支持
绝了绝了
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
一键三连助力姐姐们百万播放！
这段真的好喜欢
啊啊啊啊我又来啦
太好听啦！！！词填的也很好！！！姐姐们加油！！！
ELF携手蓝人们前来祝贺，FIESTAR回归大发！
加油
大发
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
身材好美...
每个发音都很标准啊，都能听懂
太酷了！！！！
太棒了！！！！
这里的动作真的很干净很帅
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
Linzy姐姐的马甲线0 0
珉智姐姐！！！！
Linzy姐姐爱你！！！！
期待百万！！！！
大发
这首诶！！！
rap是成员自作词哦哦哦哦哦！
大发
这词好棒啊
FIESTAR
来了！！！
加油
副歌已经会了
不敢相信，太好听了
因为中文版所以背景是红的嘛！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
加油加油！！！
姐姐们打歌吗
回归大发！
我也觉得 光脚会更好看
姐姐加油
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR
中文好标准啊
冲冲冲！
太好听了
加油！
二三代就是坠吊的
这个姐姐好棒啊
支持
好棒啊呜呜呜呜
曹路都没词
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
冲
这个词好好啊
大发
爱jei！！！！！
姐姐们加油！！
中文版真的好听
太棒了吧，太棒啦
冲冲冲冲冲冲，太棒啦！
突然好想听歌，听歌软件豆删了好久了
助力姐姐破百万视频
加油
林智敏！
泪目！加油!
上热门啦
绝，好听
这每个成员都很漂亮呀
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！
好长的腿
回归大发
姐姐挣大钱！
这一句话好标准
惠美这两句歌词很好
太爱这种风格了好久没有这种喜欢的感觉了
好棒！！!
助力百万播放打卡
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
这位发音好标准！
中文填词真的超棒
好听好听好听好听好听好听好听好听
回归大发！！！
这个姐姐一出来简直惊艳我
啊啊啊啊啊啊啊啊啊啊啊啊
回归大发
太棒啦！！！！！
发音好好啊
大发大发！！
姐姐们好美，好厉害
好带感啊姐
太棒了姐姐们
穿裤子的主唱姐姐唱的也很好 跳的也很好
词写的好好啊
好听！
回归大发！！！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
6666666666666666666
大发！
长裤子姐姐是谁长得好好看？
大女主！！！
。。
一定要有一位
好好听
姐姐们加油，大火一次吧
加油加油，有梦想就是了不起！！！
恭喜回归
太帅了这段动作
真的特别特别好听
有梦想真好
大发
泪目了！
天知道2015年的我把这首歌循环了多少遍
这个词填的是真不错
好听好听
这姐好牛
破百万！
状态好好
姐姐加油
闪光的梦想啊
好好听?!
跳舞动作有劲且美！！！
这个姐姐唱得太好了!!!
回归大发
这么多年没跳舞了捡起来还跳这么好
这词和衣服有什么关系吗？
词填的很顺耳啊
音源请上架 中文版的词太好了
支持支持！
回归大发！！
大发
很有那个年代的味道，好听！
啊啊啊
回归大发！！！！
两位主唱发音听着好舒服
这段词好棒 鸡皮疙瘩起来了
太好听了
好好听
flestar回归大发！
啊啊啊好好听
卧槽卧槽，好舒服听着
妈呀这个rap太好听
歌词好好
有生之年还能看到回归太好了
哇中文很不错诶
回归大发
linzy中文太好了吧
这段很不错
自组回归这个质量和状态真的
回归大发
美女
看哭了
编舞太好看了
姐姐们冲！
大发！
哇哇哇哇哇
加油加油！！！！！
回归大发
姐姐好美
回归大发！
回归大发，三刷了已经
大发
真的很棒，被这种坚持与热血狠狠感动到了，而且歌和舞蹈都超级棒！
新沙洞老虎的曲子
这rap 秒了五代的
我靠原来是这首歌 很早以前就听过
这个调调真的梦回。。
回归大发
颜值实力配置真的很强，以前kpop太卷了
填词太棒了
最棒
回归大发
中文也太好了
词写的好好
中文发音有下功夫的
Jei真的太漂亮了
雨落在地上像血，配合这个曲风简直有种重生的美
这段好听！！
哇
姐姐们好厉害啊
dream一个打歌舞台
词很不错
太好听了
好美
FIESTAR回归大发！FIESTAR回归大发！
冲冲冲
天呐，中文唱的好好
西装姐姐是谁，好酷啊啊啊
加油！！！
好好听！！！
姐姐加油
大发大发大发！！！
姐姐大发
加油！
好听！
歌词填的真好
就怕少我一个
上热门吧
这个胯部动作绝了！！！
好好听！
回归大发！
歌词真的写的很好！
回归大发
审美好好 对我眼睛很好
看了很多遍，突然好想哭
fiestar！
回归大发
挺爽了！
加油加油加油！！！冲冲冲！！！
