老登有一种今天玩完 明天就不在内娱干了的松弛感
左航才是三rap一
怎么不等左航熟了呢
小竹马
下次想找个什么样的，除了丹丹那种
C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C83顺利出道C8
问问和丹咋认识的
阿志不哭 航丝抱抱
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
余宇涵嘞个这么可爱呢
左航宝宝
哎，这一辈子遇见13个喜欢的朋友
所以现在三比身边真的只有彼此了
离开四代……
《坤》
小鱼儿会怎么想呢……
全场最遗憾的人来了
《五五开》
马上就回去了
我来问:张峻豪你是怎么喜欢上丹丹的
突然觉得有一点像火锅坦白局
WC哥们
《三不沾》
笑死我了，朔子哥一语道破三比素人哈哈哈哈
«夸到明天早上»
火锅局名不虚传啊
哥们真敢问啊
我不要去海边了，我要回江边
来卖情怀了
时光的河入海流，终于我们分头走
张峻豪三代唯一rap担
志极天天开心
左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强
陈天润天天开心
终于鼓起勇气敢看了
余宇涵我一直在
我真的是一边笑一边哭，我妈说我有病
张峻豪三代唯一rap
“以打规则，”
你们不要这样啊
张泽禹你永远不会独行
抱抱猫猫大王
左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强
张峻豪三代唯一rap担
三丝最后一次打卡
贝贝们我先哭，你们断后
《飞的善良》
救命两天一夜
朱志鑫左航要高位出道
张峻豪三代唯一rap
“一时的对手 永远的朋友”
阿志，还有我们
祝你顺利出道宝宝
穆祉丞要开心
热血笨蛋
张峻豪三代唯一rap
张峻豪顺利出道
要泪崩了
心疼小鱼
左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强rap担左航三代唯一且最强
很高兴遇见你们每一个人
以十三打破规则 手牵手一起出道
张峻豪三代唯一rap担
老师，这个问题应该问我们家夹心
那女朋友呢
我太懂这种感觉了，因为我也没有见到我爷爷最后一面
三丝最后一次打卡
张峻豪三代唯一rap
张峻豪三代唯一rap担
天呐，我要哭了
余宇涵不要哭 我爱你
和我一样宝宝，哭死
最后一个物料打卡
棍丝最后一次打卡
左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担
张峻豪三代唯一rap担
秀儿天亮了，咱们该出道了
啥吊恋爱哥
顺顺不哭
左航三代唯一rap担
鑫鑫好美
张峻豪三代唯一rap
张泽禹你就是最棒的！
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
宝宝你别哭 好心疼
没关系吉吉，姐姐过的正常普通人的生活，也没几个朋友，友谊都是阶段性的
抱抱
天天开心
哈哈哈哈他已经收敛了啊啊啊
张峻豪三代唯一rap担
余宇涵往后都是幸福
张极平平安安
秀儿天亮了，咱们该出道了
天亮了大家一起出道
朱志鑫c位出道！
苏新皓顺利出道
@TF家族_左航 成名在望
《等着我》大型寻亲现场
张峻豪三代唯一rap担
所有三丝们 和谐一下吧 最后一次了
童禹坤我们一直在！
棍丝打卡
泪目了
“以十三打破规则，手牵手一起出道”
秀儿天亮了，咱们该出道了
舍不得你们所有人
“以十三打破规则，手牵手一起出道”
小朱和小余要一起出道！
同为单亲家庭的我真的很感同身受
以十三打破规则一起出道
没事，小余你一定会出道
棍丝打卡
张极天天开心 拒绝焦虑
张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张
塔塔开！
以十三打破规则，手牵手一起出道！
什么狗屁
鑫鑫会登上大舞台的
练习生们，再见了
朱志鑫C位出道！
左航高位出道
童禹坤我们等你出道！
不能唱这首歌！！！
苏新皓我们永远在一起
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
最后一次打卡
顺顺好可爱
天天开心
左航我们一直在
他们敢说我都不敢看
张泽禹天天开心
天真的亮了
你们冰红茶里掺酒了？
这次真的要出道了
突然就不想让大家出道了
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
不是朱志鑫你干嘛呢！
张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道
顺顺
张泽禹平平安安
不懂就问，这是坦白局吗？
团粉打卡，三班毕业快乐
我们都有更广阔的天地可以走
铲丝打卡
以十三打破规则，手牵手一起出道
大家好！我是姚昱辰
极极别哭 我妈妈也很年长 宝宝我们一直陪你
就不能回到过去吗
小宝哭了
极禹顺利出道！
谁走了我都接受不了呜呜呜呜呜呜呜呜呜呜呜
我上一秒还哭着呢，下一秒听到朔哥之后就笑了
左航三代第一且最强rap
张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪
不要哭啊，你一哭我都想哭
朱志鑫C位出道
左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航
出道前的最后一个物料，打卡
妈呀时代峰峻又要搞事情
温小辉……？
张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪
陈天润，6年了，该出道了
猫老大顺顺利利
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
张泽禹天要亮了
《朔的穿越》
穆祉丞出道吧
张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道
张极不要哭了 没事的
以后无论如何都要常常聚呀宝宝们
宝宝不哭
左航三代第一且最强rap
男人喝了酒就是话多
哈喽大家好我们是TF家族
航禹一起出道
再当一次团粉吧
宝宝们友谊长存
天天不好意思，也没见你担实力有多强
最后一次叫他们小练习生了
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
三代是最棒的一代
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
以十三打破规则，手牵手一起出道
祝君武运昌隆
宝宝哭吧 释放出来 憋在心里很不好受的……
已经哭了贝贝们，又笑了
张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
锹锹打卡出道前最后一次物料
成名在望
宝宝
来郑州！！郑州展子特别多！我还能带你们逛！哪个展我都很熟！！！
以十三打破规则，手牵手一起出道
鑫鑫儿抱抱
大家好，我是TF家族姚昱辰
永远的C83
左航三代最强且唯一rap担
宝宝抱抱你
泽禹老师～
狗狗大王的遗憾
大家一起出道！！！谁也不能少！！！
左航三代最强且唯一rap担
大家要走花路
张泽禹说话，你们老提朱志新干嘛！！！
宝丝心疼阿志
张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道张峻豪出道
我的眼睛要尿尿了
左航三代第一且唯一rap担
宝铲一起出道
补药伤感啊补药啊
铲丝打卡
团粉最后打卡
铲棍批打卡
“大家好，我是陈天润”
棍丝最后一次打卡
“体面人”
苏新皓张泽禹天天开心
苏新皓，未来路上皆鲜花
铲棍批打卡
凭什么他们可以听我也要！
宝丝最后一次 打卡 祝大家追星愉快
宝丝打卡
团粉打卡
别嘛
祝愿所有人 天天开心 毕业快乐
left永远自由
左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担左航三代唯一rap担
在朱志鑫C位出道
铲棍批打卡
顺顺
陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润
童禹坤我们等你出道！你的十年很珍贵！
我们小苏 不是没有遗憾 而是太多了
铲棍批打卡
宝宝，我也玩cos啊啊啊啊！
以十三打破规则，手牵手一起出道
有什么是我们不能听的吗？我都
余宇涵天天开心
我们这一路走来真的不容易
老师那句“你还不懂事”应该是在安慰小余，告诉他，爸妈离开不是他的错
永远幸福
左航三代最强rap担
“以十三打破规则，手牵手一起出道”
鑫鑫怎么这么可爱啊？
邓佳鑫出道吧乖乖夹心宝贝
团粉打卡，三班，毕业快乐
张极别哭我们一直在
他时若遂凌云志，敢笑黄巢不丈夫
这个头发我天哈哈哈哈哈哈
铲丝打卡最后一次
又是想潜入时代峰峻后期的一天
宝的发言在第一个
不是哥们，？
最后一次打卡
懒得喷
我勒个豪丞啊
余宇涵一定会出道的余宇涵余宇涵
童禹坤我们等你出道！
鑫鑫别哭
和左航一起出道
毛哥怎么红温了？
卧槽路演我的噩梦
朱志鑫在我金针菇吗
“以十三打破规则，手牵手一起出道”
天要亮了！！
守得云开见月明
谁会读口型？
在堵一次全员出道
满分150我考67。。
已哭死
苏新皓平安出道！！！
"""一时的对手，永远的朋友"""
张峻豪天亮了
航酱航酱航酱航酱航酱航酱航酱
宝宝，我等着你
小苏，你说我太多的委屈了
他们怎么像喝了酒一样笑死我了
[前方高能]
夹心：嗯这星星可真星星
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
时代峰峻你真的 我哭死
不是多少？英语我这次中考及格了我都感觉很不错了
[前方高能]
张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱
完了完了
苏新皓出道吧
鑫鑫太美了
天天开心
烟花就像她们一样，聚是一把火，散是满天星
[前方高能]
三丝们天天开心哦
左航三代第一且唯一rap担
打卡最后一个物料
左航三代第一且唯一rap担
左航三代唯一且第一rap担左航三代唯一且第一rap担左航三代唯一且第一rap担左航三代唯一且第一rap担
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱航酱
苏新皓你后悔来到时代峰峻吗？
大家好我是tf家族姚昱辰
必须要
朱志鑫
舍不得
张极我们一直在！！！
左航三代第一且唯一rap担
全员出道
朱志鑫太帅了
左航三代第一且唯一rap担
开花的过程中终会有荆棘过了荆棘就是绽放出美丽的花朵
这可是你自己开的户不怨我们哟
鑫鑫宝贝天天开心
[前方高能]
宝宝 我要哭死了
我去太感问了
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
左航三代第一且唯一rap担
笑死我了笑死我了
1
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
毛锅网速贼快。
小苏 你的所有遗憾 都会成为你未来路上的主力
不认证
哈哈哈哈
穆丝打卡，下次见面就是大明星喽小练习生们
渔夫
真的是张急
左航三代第一且唯一rap担
哥们别这样我数学39分
左航三代第一且唯一rap担
润丝打卡
你们是公司的实验品，但是三丝的小福星
左航三代第一且唯一rap担
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
太善良是你的谎言
极航顺利出道
三楼cp会长
祝君武运昌隆   愿君顶峰相见
正片开始
是真的，大学毕业因病没有拍毕业证是我永远的遗憾
？啊笑死我了
最后一次打卡！
鑫鑫好帅
第一你大坝，恋爱哥感觉下楼吧，有脸出道吗，什么问题
天天开心
宝宝天天开心啊
天快亮了，小朋友们
养成的尽头永远是遗憾
苏新皓天亮了苏新皓天亮了苏新皓天亮了苏新皓天亮了苏新皓天亮了
鑫鑫真的好美
好可爱啊夹心
余宇涵顺利出道
唯一c位出道朱志鑫唯一c位出道朱志鑫c位出道朱志鑫c位出道朱
够了，我哪个都不舍得 ！
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
祝君虎运昌隆，愿君顶峰相见
朱志鑫哈哈哈
是最后一次当团粉，也是最后一次打卡
张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极张极
“以十三打破规则，手牵手，一起出道。”
丹丹还我妈生hc
前面的，6，你说只认就只认了，那我还说说唱只认顺顺
大家辛苦了，苦尽甘来了
苏新皓天亮了
张泽禹游戏王
打卡打卡
张极三代主唱
成为大明星的代价大抵如此
回忆的刺痛大家能懂吗
框框飞车
鑫鑫好帅
邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫
祝君武运昌隆
朱志鑫天要亮了，有很多人爱你，星途璀璨
左航三代第一且最强rap担
极禹手牵手一起出道！
航丝最后一次打卡
《飞的善良》《飞的不拘小节》
天天开心
朱志鑫我爱你
《飞的不拘小节》
小练习生m
邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫
不是哥们你，我数学39分
祝君武运昌隆，愿君顶峰相见
余宇涵你最棒
三比一一起出道吧
公司的试验品 三丝的小福星
邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫
左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航
LEFT永远自由！！！
哎呦我天
又是这样。。。。
毛哥红温了
族丝打卡最后一次练习生物料
陈天润你最棒
抱抱
哎哟我靠，我和我朋友上次去漫展也打算cos保密发货来着笑死我了
小苏你想什么呢？我是完全的共情了
极禹一起出道！！！！
嗯
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余
宝丝最后一次打卡大家天天开心顺利出道
笑死我了，
祝君武运昌隆   愿君顶峰相见
朱志鑫C位出道
朱志鑫顺利出道
我快哭死了
抱抱小鱼儿
草丝打卡
我数学才111.5
说不出来，让我来！我能说到明天早上
我靠这期也太敢问了吧
童禹坤出道顺利
朱志鑫未来一起走花路
《善良》
我天我也是在九龙坡读的小学
不能是最后一次 打卡
家族丝打卡
陈天润你最棒
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
朱志鑫天要亮了，有很多人爱你，星途璀璨
苏新皓加油！
哭死我了
小苏
左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航
卧槽
余宇涵高位出道
朱志鑫未来一起走花路
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
别贴脸了最后一个物料了，最后一个物料就和和气气的别玩梗了
以十三打破规则，手牵手一起出道
朱志鑫 演出顺利
不哭宝宝
童禹坤我们等你出道！
祝君武运昌隆 愿君顶峰相见
哎哟
以十三打破规则，手牵手一起出道
陈天润顺利出道
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
宝丝打卡
苏新皓天亮了 我们一起赢
余宇涵高位出道
C83友谊长存!
童禹坤都十年很珍贵！
3张峻豪三代第一且唯一rap担
三代才不是最失败的一代
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航左航
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
都给姐出道！！！！！！！！！！！！！（十三个一起出道）
你们彼此之间是最好的家人
左航永远自由
喝酒了？？？
童禹坤出道！
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
童禹坤出道
神经啊
《嘻嘻》《不嘻嘻》
我12。。。。
猫老大开开心心
张泽禹你永不独行
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
余宇涵 天亮了
抱抱
ggs我劝你赶紧给孩儿们放假！！！
陈天润顺利出道
天要亮了
是的啊 完全说不出来
我靠
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
我的天呐宝宝……
卧槽这样搞吗
天天开心！
左航天天开心
童童今天晚上成功出道！！！
一起看过海了就不要走散了
海风醉人啊
最后一期以练习生身份拍的物料咯
张极朱志鑫牵手出道
朱志鑫朱志鑫朱志鑫
张泽禹高位出道
你也舍不得分开对吧
左航平安出道
以十三打破规则 手牵手一起出道
小极长大了
余宇涵 天亮了
苏新皓好可爱呀哈哈哈
朱志鑫天亮了
15人才是真正的三代
鑫鑫以后流的都要是幸福的眼泪
最后一个物料了打卡
铲丝打卡，不论是孩子们还是我们粉丝都要平安健康快乐！
左航 天亮了 该出道了
大家好我是 TF家族姚昱辰
张极不哭了好不好，我们一直都在
苏：你平时上厕所是用左手还是右手？    润：我两只手都用。
航丝打卡
蛙趣这个画面家族粉好难受
不是……啊啊啊
朱志鑫天天开心
左航平安出道
航丝
天天开心
宝宝，我们一直在
哭了T﹏T
朱志鑫未来一起走花路
左航顺利出道
包有的
一起出道，加油！
鑫鑫不哭
我要哭了
帅帅。天亮了
张泽禹天天开心
余宇涵 天亮了
鱼鱼在哭吗
黄朔未来要自信要坚强要勇敢要快乐要幸福
三丝最后一次打卡
朱志鑫C位出道
不要说了！天呐 别说了
最后一次了 当一次团粉吧 团粉打卡
最后一次打卡物料
小鱼以后会越来越好的
铲丝打卡^_^不要刀我哈
猜到了，天哪
“以十三打破规则 手牵手一起出道”
打卡属于我们三比的最后一次的物料
棍丝打卡
最后一次练习生物料
还是苏新皓会玩
张极，天要亮了
占据了他们那么久的青春，只是最后也只能得到一个平平无奇的结果，而且是那种可以后来居上的结果
张极不哭，我们一直都在
这是你们当练习生的最后一次物料了，希望苏新皓顺利出道
我勒个豆
苏朱极航出道！
左航三代最强rap担左航三代最强rap担左航三代最强rap担左航三代最强rap担左航三代最强rap担左航三代最强rap担
黄朔你是最棒的小孩我们陪你出道
朱志鑫 我爱你 我们会永远在你身后
我要哭了鑫鑫
左航左航左航左航左航左航左航左航左航左航左航左航左航左航
哭了
真的三代遗憾真的好多
毛哥一下子就起来了
我都不敢听下去了
左航高位出道
但是过了今天你们很多人也要分开了，希望你们不要像小时候的朋友一样疏远
童丝打卡
刀死我了
三丝打卡
天润说的是 我先洗手 吗？
wow
族丝打卡
泪目了
宝丝打卡
？
抱住小余
左航自由
小鱼周围都是纸
补药啊
一起出道！！！
对朱志鑫说！
好好哭一场吧 释放下情绪
心疼我童啊啊啊啊啊啊
邓佳鑫好可爱啊
你好勇敢
鱼式思考kkkkk
“以十三打破规则 手拉手一起出道 ”
一起出道
左航我们一直在
困扰0左航
黄朔必出道的
真的共情了。。小时候和他差不多
《开端即刀》
一个敢说一个敢播
左航成名在望左航成名在望左航成名在望左航成名在望左航成名在望
以十三人打破规则，手牵手一起出道了
空耳家族
铲丝打卡
别哭了
不是……啊啊啊啊我心疼我童
幼儿园肯定就是谁玩的好就喜欢谁啦，没必要造谣哈
祝君武运昌隆，愿君顶峰相见。
《善良》
愿你们下辈子开心快乐平安
一起走花路
三班毕业快乐
我们和妈妈是志鑫的世界
TF家族三代成名在望大明星们我们未来见
