推荐先把二郎打残血，打败国王后一招再收走二郎
锁定沙国王，三段蓄力，一棍接xxx定身xxx到，2格棍式，闪身，回体力，前冲xxxyy，走两步回气，xxxxx基本就死了
刚打了白衣秀士，开始搞黑风大王了
完了，我错过了
钥匙
蝎太子非常强，精准命中后直接伤害和毒伤很可观！
回前面的红字，八戒不在一样打无量蝠 一样拿龟泪（我就是这样的）
‘’】
最终妖王叫什么名字
如果你不打碎他酒缸直接走开的话，找到会月魔人独敌大王会帮你。
打完土地一样可以拿马哥变身，不会错过
求怎么才能错过虎先锋（bushi）
我错过了
草，你早说啊！
没事，直播看了3周目才入手开玩的
东京渣种金木研BGM
丸辣
没打死跑掉了
你很勇哦
保留了一部分原有的剧情
不是有十个吗
啊？这我能漏
这个没拿到～
上谁前三个没看攻略都没错过，第四个错过了？原来是我呀
《开心罐头》
有八戒勾引会好打，单挑它就是不下来或者拉距离猥琐
先压二郎血，国王死了会狂暴的
打的太快的话二郎没进狂暴是拿不到精魄的
刚开始打boss时先磕一个，打到快结果时再磕一个结束boss
三蓄重击也能破坏柱子
ps5如何手动存档
纠正一下都不是打完不白以后有一个雪地可以滑第一次滑会触发无量蝠飞往小雷音寺的动画只要触发了无量蝠就不在这了
小黄龙、大橘猫，戮棍伏虎丹轻松解决
服了
我真的是第一第二都错过了
接化发
死了20次，最后同归于尽了
前三章不能撕
起手了吗
左三常熟阿诺
我点黑神话加速显示我会员到期，要开会员呢
错过他消失，不错过我消失doge
wegame玩家是不是废了?
还好我才刚打完虎先锋
我打火焰山土地，回去没有马哥了
我是添图流
你早说啊，我幽魂已经丢了
打了几个小时的小怪才找到
全错过了啊啊啊啊啊啊啊啊啊啊
我是在这被石头人锤下去发现的。。
已经先噶了二郎了完啦！
马哥也是boss？
捆绑paly，马哥好雅致
已做掉
这个无所谓，我最后还是去了
白衣蛇妖二阶段卡了我三天7小时
二周目呀ps5
自己手动备份存档很难吗？
禁字重棍完克小黄龙啊！我一次就过了！
没打死好像
二郎已经漏辣！
意思是横竖都是死
磕头仙人
直接杀二郎就行了，鼠国王会被大郎杀了
老马啊，老马
翻滚流小黄龙打了一个多小时，棍势全是闪避攒的
这游戏根本算不上类魂，所以这玩意比大树守卫简单多了，我一遍无伤过得
半个小时过了。。
《马耗您》
沙二郎被我广智烫死了
只能二周目了
丸辣
游戏自带备份存档
对的，那我也一遍过
一定要先磨国二郎的血量，不然他爹死了直接暴走
从哪个斜坡滑下来的时候看到的就是无量蝠，之后就打不了了，但可以拿到精魄，就是没法开图鉴而已
先把二郎打残，你揍他蝶他只会看着
寅虎有难度？试了几次就过了，技能好躲，疯狂识破
马哥的嘴好硬
不知道这里可以下去，直接走过去了
我还纠结，要不要动手打打看，后来还是算了
先把国王杀了二郎会狂暴的
晕死，前四章都对话马哥了，第五章没找到，前功尽弃了
我也是这里没有
我当时第一次看见这个手在这还以为玩错了游戏，玩成艾尔登法环了
想先上山再回来探索的。。。直接傻掉。。。。
不是有十个存档吗
只有打死狂暴的沙二郎才能得到他的魂，所以可以先把他压到残血，然后杀国王，狂暴后回头补了他就行了
注意这里换 聚型散气 方便后面过怪群
看传记生肖那四个是一起下来的，其他没提
byd刚打完黄眉跟我说这个
丸辣
这个珠子，三段蓄力也可以打掉
这里有幽魂变身的话怎么打都无所谓，不会错过任何东西
把二郎打残血再杀国王
柱子用大头变身也能敲掉
幽默
我打红孩儿没打过回去舔图拿的马哥
有点像大壶
？艹
到这里被空气墙拦了，以为要先过剧情走了另一边。结果百目打完结束了
如果前面去拉过绳子，那只要把火焰山的线给做完，也能得到变身
到这里beikongqiqi
我還卡在這耶
老马和老牛惨死了
好家伙，除了黄风岭的马哥，其他一个没遇到
老马啊，啊啊啊啊啊啊
6级打到12级
想打毒敌大王不能先触发晦月魔君的过场动画，触发了毒敌大王就没了，打晦月魔君的时候就会跑出来攻击晦月魔君。
我甚至没解锁这个后山的庙
太痛了
寅虎是你的闪避教练
四妹错过了，二周目再来
我都没看见
老马是真倒霉
注意：这里先把沙二郎打到10%血左右再杀沙国王，不然沙二郎满血狂暴很难打
幽默杂鱼道人 搞笑多手道人 血魔笨比魔君  毒敌大爹一人负责整个支线强度难怪那么离谱
这个是主线吧
我从这里路过好几次都没有看到
错过马面就了损失好几个成就
好痛好痛的bgm
啊？我没将它击败啊，这BOSS肉的1P，它的翅膀自带防反，打了一小段血就进CG了
拿完别急着走，这里右边找找有个宝箱
我wegame好多存档
都没漏
为啥aaa就得ps5?pc配置不完爆主机?pc不能连电视?
直接打死
还好还好，土地刚刚没打过
没打赢王灵官能救吗
还是错过吧
八戒走了就没了 不是击败妖王
裂开了
打幽魂就一点，别贪刀
一定不要先打黄眉，不然小马哥就找不到了，我的就是
打小黄龙前一定要吃抗雷的药
无了
这不是十二生辰
这里从村口走近一点吧
第五章灭完火就要清支线，跟狐狸上去就会触发红孩儿boss战
还有提灯怪的珍玩
听配乐就知道白龙马感人了...
注意！洗脑不走了下一个图也能正常对话，正常去找下一个就行！
别杀我爹爹
又丸辣
丸辣
比大树守卫好打多了
鹤是鹤，卯日星官是鸡啊，游戏里没出现过
魔君最后一丝血就没了，幸好来看了，
要会员的
这个我一直被打下桥就没从这走了
我打了2个半小时
小黄龙一次过 没难度啊
这个升满贼好用，砸完会有震荡波，伤害高不说打得boss站不稳
毒敌大王青春版
啊？
无法【再】挑战
不管死了多少次，打过了我就说好打，是这样的
握草
全错过，4妹被抓了
个人最喜欢的变身，打大圣全靠马哥的强化重击
我tm就差这个了，跑到BOSS那边去了，还初见过，我人都麻了
老马呀，老马
错过了已经
从头用到尾
不是土地在哪里啊，我把周围怪都杀完了还是不能触发
哈哈哈，我都是卡血然后先打死国王，我真是天才
一直对话有个葫芦
跟八戒没关系，你如果滑雪了有个大蝙蝠飞过去就触发不了
小黄龙你不用寅虎打难度绝对所有BOSS前三了，被设计成反击机制最大化的BOSS
这里下去就真上不来了，因为是无底洞（是真的没底！），只能重开游戏
磕头哥必拿，可以从头用到尾。
我直接打了右边的BOSS，啥都没了
五次过小黄龙
小黄龙纯纯数值怪
我打寅虎6跑，打小黄龙两天，我去
已经把黄眉打了
已错过
击败？你不会风灵月影宗吧，这里过剧情的
少的是沙二郎的精魄
无量蝠必须带着八戒一起才能触发
都好难找
想你了牢理
底下有bug，掉进去会不停的坠落
丸辣
单机游戏还要加速？
错过两个
看完全是遗憾啊，，，
你们连以前演示都不看吗？我都记得这个糜道人演示
说好的火焰山碰头不醉不休。。。老马啊老马
哪边是前？
少了个下毒手
BACKUP里有5个时间的存档，10分钟一个
UP你的碎玉池没解锁吗
三百五十里路呀
.
我昨天刚刚错过了555
我从第二章就开始找不到路了…鬼打墙，看着每个村子都一样。
丸辣
被大树守卫支配的恐惧
哈哈，难度问题就不要讨论了，玩黑猴的没打过动作游戏的可太多了
好痛的背景音乐
甘为铜钱做马牛
大树守卫可不惯着你
马哥不是午马，马哥曾经是牛魔王的手下。
马哥是牛魔王的手下
和寅虎套路差不多，隐身蓄力劈解决
马哥的嘴是真硬
滑了雪就没了
我的四妹啊！错过了
比大树容易
就说个探索，现在这攻略太迷惑了吧
柱子直接蓄力重棍也可以脊髓
寄！
彻底丸辣！！！
在极乐谷滑雪的时候  有一段动画是这只鸟飞走了  你只要不滑雪就没事儿
这个当时忘了去了，上山之后就没了
先把二郎打成残血把，不然有点难打哦
定身打后背解锁装备
你这攻略真有一套，提高难度是吧
会给啊
黑神话 毒手套
靠，我就差最后一个
怎么找？，只要有耐心，有路的地方都走一下，很少会漏
其他符文没撕，这里我倒来了，结果有紫色屏障
良心功能啊
wegame能上传多个云存档
寅虎感觉不难，我感觉大圣残躯和小黄龙说真的难，只能取巧打，正面硬打这两个太难了，战斗时间长，容错太低
为什么打一半跑了
马哥的左边有个箱子。和一个仙丹，别错过了
这里有没有无量蝠应该是看的跟没跟八戒，后面八戒自己上山剧情会没掉八戒一段时间那个时候触发不出来无量幅了就
就这个右转坑了我
9次过
原来有三个，都错过了
沙二郎残血了沙国王也会跳下来
四妹已经错过啦
‘’‘’‘’‘’
到游戏目录保存存档文件，才能存
丸辣！
丸辣
打过了
全错过
不是要钱吗
没活硬蹭呗
四妹呜呜呜呜
这里神龟哭泣真的动人
小马哥在找猴子救牛魔王
打了两次，第二天一遍过
那就打一章看一章，看下有没有遗漏
直接去毒敌大王房下开箱子拿葫芦，不会触发攻击
打一章看一章
p3r？
这个好像没有吧，你只要提前触发，到第四回之后再来打的还在。
左边房子里面有好东西，记得拿一下
无敌了，自己走下去了
完了
马哥就是后面铁扇公主说他们一个都不愿意来的被派去求援的特使
为啥我看有人来这撕符文时石塔已经没了
艹
小黄龙主要是太肉了 打他真是鏖战
全收集白金必须收集
这个只要到了小雷音寺就无法触发了
前面的 那个隐藏龙的墙可以被沙大王撞开的
我就说怎么没有怪呢
这个稍微认真探图就能找到
还好我打不过二郎只能先打国王哈哈
有10个存档
我一看见这个茧辣么大，我打完才发现是小马哥
感觉那个大毒蝎子比小黄龙难，小黄龙人形太容易僵直了
这个错过了，可惜
像回家一样
这个葫芦可以升级吗
刷了好几次根本没掉
马哥还是无了。。。
他会跑
为什么没中层
丸辣
马文杰帮嘉然Mark一下
建议两个都打的血差不多
主要是拿沙二郎的精魂
吗的，错过了
吗的，错过了
精魄后面还是会给的
有这种人才的，解锁了金光苑没解锁观门，我还以为金光苑在观门前面
小黑盒也有
尾后针！
要闭眼吗
天霸兄 你好苦啊
如果前4次都碰到的话，这个时候再去马哥那边能拿到马的变身。
啊？我一直在等他跳下来
没有广智的情况下三遍过
笑死了四妹是白晶晶 你大话西游看多了了吧
我后面三个都找到了，反而第一个没有看到
其实开局就能定住直接秒
我最爱用的幽魂
要不是有恐惧症绝壁入手了，可惜啊可惜。。。
少一个 有人发现了 黑手道人的手套
葫芦拿了赶紧回去打
第一次玩3A，卡成PPT的情况下3次过了
我手柄太难走了，隐身自己跳下去三次了
全错过。。人麻了
没猪八戒也可以啊，我怎么能打
挽救方法是毒敌快被杀死的时候直接抢头
哈哈哈哈哈哈哈哈，小东西血那么薄肯定打小东西啊
初见杀…哪来的难度
精壮汉子
马老师
误打误撞打到了，不错
毒敌大王，我的看破老师
牛魔王手下牛头和马头我印象非常深，两个角色都忠义无双
这块打完还有个香藤，记得捡一下
啊，这个boss不是必经之路吗
我做小狐狸支线的时候发现马哥被洗脑了，
这里被两个盲僧打爆了..
四妹：快走！QAQ
好险我第一次因为打不过先去找了广智
小黄龙自身带识破，3轻一重一套2人识破对识破打的直冒火星子。
哥们，你先接触毒敌再打晦月他回来助战的
鹤是老寿星南极仙翁的徒弟 老寿星也炼丹的
你又不想杀？轮不到你来
把他俩同时打残是最好的
存档？这个怎么存档？
已错过
我先把二郎打死的
啊？
刚好昨天打了
最多可以有十个存档，在载入游戏选项里
喜欢寅虎的难度吗？
鹤仙人是卯日星官
"唉晚啦,已经错过不可挽回啦"
特别好打，也就一坤时而已
一周目错过的话，二周目可以补么
我带着老猪打的他，顺的很
完了，完全错过了。
第三章没找到 第五章没打死土地 回来后没了
这确实比韩国国土面积大
还有一个地方也会出现，如果你没有在这里打。是在山上
我这里跳下来 没有
我全完成了（地毯式舔图
call of silence！
四妹欸，我的四妹啊
如果不小心触发了白眼魔君的剧情，可以直接退出游戏就能重新来撕符了
还好我的思维就是打架先杀远程，这个国王一直在丢石子，我就先干死他
毒敌大王是人家四个他爹
注意！先杀国王二郎会狂化。所以最好是先消耗血刀斩杀线在杀国王
过了滑雪就没了
上墙的小曲
四妹还会救你
不止一个存档
幽魂为什么会错过？不是在必经之路上吗？
小黄龙土地庙
你们都不知道 虎伥有多好使
龙伤害高到爆。比老虎容错还低。
好像重棍能打碎柱子来着
13次才过
错过两个
四妹直接没了 这支线不做也罢
不是第四个吗
我没找到第一个，笑死了
前面的，龟泪满血喝才回蓝，基本一点用没有，别误导了，把介绍看清楚再发弹幕ok？
可以先把二郎打残，然后再打他爹
喜欢四妹！
]]\
小黄龙二阶段戳棍直接起飞，还蓄力戳棍逃课呢？只能打点血
四妹字符
小黄龙的逃课打法就是拉远距离对着遛弯。。。 近战猛男可以去和他拼刀
肉块就是为了引出来？那有什么差别呢？
带八戒打怪我就没虚过
也错过了
谢谢，已经错过了
全错过
up挑的BGM都好有水准啊
谢哥们，收藏了二周目再来
很好我全错过了
服了不早说
？
小雷音不是只有寺门和大殿两个土地庙吗，为什么这里不是寺门而是另一个
只能二周目了
把二郎打残血，自己也快嘎了，不留神广智的火给烫死了
我在火焰山把土地打了。。。
先把沙二郎打到残血 再杀老瓜怂
前面的，读指令不代表就有了无限韧性
啊？
存档？你是什么特别版有存档选项？
葫芦可以直接拿的吧，我记得好像是房子里的箱子
我的四妹啊，谁知道那百目老道就是最后一个了，打着打着就打死了
我留了一点血皮，但打国王的时候失手把沙二郎打死了
直接散气飞下去了
我压根不知道他会消失，以为国王是脆皮远程就先解决了
老马啊老马
死了十几次过的，熟悉了玩法之后虎先锋两次过
一周目没有比毒敌硬打更难的 禁字决打毒敌 几乎是被抓到就死
无量蝠没了草
周目是汉字，但来自日语，一周目就是第一轮的意思
小黄龙用蝎子+海上僧很好打
第三章打妙音之前先打死九个掌灯狱史，否则就拿不到吉祥灯了
72戳棍过的，劈棍卡了一个多小时
我就是第一遍先打小的，大的狂暴比虎爹都猛，以为正确打法是不能杀小的
卧槽，刚看见防御
我FSR不香吗
一定要打掉的，会掉东西葫芦，你不打就没了，而且即使打掉最后辉月魔君开始的时候也会少一部分血
我打了BOSS...
打小黄龙哪来那么多东西啊- -   核心就一个 别和他近战， 方法很多种 猴毛法  劈棍蓄力法 不多赘述。。。（狂暴2阶段3阶段你是没有时间打白a，弹反的话龙哥跟你对刀弹个锤子）
打道人打着打着进到boss房了
除了毒敌大王和小马哥其他全错过了
黄字错了，我就是没有八戒打的
错过了
还好我摸图仔细，打了，还拿了个道具
叫马天霸，牛魔王手下的头目，来请人回去帮牛魔王的
别人说的是平天大圣，牛魔王
卯日小儿，我誓要将其摘胆剜心，解我心头之恨
最后火焰山没找到马哥
寄了
草 刚错过
这不是小黄龙那吗
虎先锋才是真的大树守卫
封字法的我根本用不上变身
只能二周目了
就是蛇酱头骨的位置边上
大头变身我用到通关，没有比这个更好用的了
一周目全收集全成就2024年8月25日
龟你大爷
一周目全错过。。
真的就两遍过了
还好我紫云山都没进
三个错过两个
2遍就过毒地了哈哈
我靠，当时注意力都在金盒子上，把他当小怪路过了
四妹是几姐妹穿的最厚实的，第一眼还以为永真来给我十字斩了
卡地形，立棍打
感谢老黄啊
"第三章漏了一个:打完浮屠顶上的BOSS以后不会眼发红,无法拿到灯笼怪给的那个泡酒物"
我全错过也是没谁了
在CG结束前关机还能就一救
幽魂的变身很好用
游戏本身就有存档可以自己搜
艹 错过了
我一命就把狂暴二郎打死了，还是推图推到这里没蓝条打的
大头不难一次过
这次没错过
这个不是人打的
黄眉法爷克星，我两次就过了，用铜头铁臂很好弹的
小马哥跟铁扇公主一样都是因为火焰山危机外出求援了
毒敌大王如果想打全成就就必须打，无非就是第几周目打
三百六十五里路啊~
坚毅不倒！
白面具
不解包，瞎跑就行，我80级还在这溜达打波里个波
我晕死 毒敌我没打
土地庙回收指的是你打死了没捡魂，你没打回收个什么
比虎哥难多了好吧，他还比虎哥肉
这个没啥卵用，毕竟我们只需要龟泪
这个错过了
丸辣
小黄龙tm有二阶段变招，疯狂翻滚一点也不敢贪
↓什么大郎找三郎？那是国王和大郎，这样云剧情吗
这里马哥也被洗脑了
不济谷有点远了，门开了以后从村口更近
我错过了
小黄龙附近的土地庙绕上去
居然刚好找到最后一个蒲团
打了三个小时
我之前先杀的国王，然后打不过二郎了
击败啥啊，打一会儿就进剧情了
这里马哥会一直呼救
升满级好用的 带位移的三段大头
打不过毒敌大王，却打过了魔君，毒敌又被魔君几下打死了。。
顺着骨头走就行，早晚能找到
为啥我来到这里直接给了龟泪，没有无蝠啊
错过了
12次才过
丸辣
马哥好涩！！！
这个化身，不考虑轮椅的情况下 几乎可以说是极品了
你绕远路干啥
我就是打完土地拿的
"建议20,30去英伟达的experience软件开DLSS，稳定"
全错过了草
清空了都没掉
四妹成金淡喽
多动症大王
小黄龙三次，寅虎两次，虎先锋一个半小时
四妹是老婆
丸啦
还好目前为止都已经打过了
马哥可以回去那个点跟他补偿之前的对话就行
这谁能想到
？为啥我的马哥不跟我打
地窖酒食
老马啊
进虚空的风灵月影关一关
草
草
啊  这也有小马哥
小黄龙主要是太肉了，血巨高。七八遍过了。武器还差一个材料
p3的歌
自己蓄满重击也可以打碎
PSN开会员也有云存档，禁用自动同步，每次手动同步就可以了
还有掌灯狱吏，也容易错过啊
为啥有点像火影那个
虎我四十几级就能打过黄龙我七十级打了一小时，那血条都不带动的
淦，刚打完
这里建议先把二郎打残，在打国王，回头变身干掉二郎会轻松很多
各有取舍吧，一个更难，一个有剧情
卡了我6个小时…
完了 错过了
小马哥这里被洗脑了没事，去盘丝洞照样能找到他
只杀二郎没有精魄
这游戏质量好高啊
主要是这个盘丝洞太乱了，多待一会儿都受不了。
拜年哥
寄 我跑图跑进去了
月亮的小曲(哭)
双头鼠崖边自爆就全死了
打赢了有龟泪，我探索党都摸了
说堕龙崖近的，有没有可能这么走才能点亮那边的庙
打完小精英，摸蛇尸体乌龟会给你眼泪
龟泪千万别错过，能补血同时补篮+老人参精那边的仙酒有两个槽。。。
那老背青龙附魔后一刀大半管，没隐身连药都没机会喝
战将临阵，斩关刈城
战将临阵，斩关刈城
不小心覆盖直接拔网线把本机的save文件夹全删了就行
开新游戏不覆盖的，不是只有一个存档
我错过了，前期打不过逃课，后来忘记了
还有灯笼怪，错过了获得不了道具
马哥涩涩的
这是二刺螈刀哥
灭霸
《单机游戏用加速器……》
开玩乐，毒敌大王被晦月魔君干洗了
吴五姐我的
劈棍打它僵直还是很好打的，手残党打俩遍就过了
惊人的收藏量
怎么可能第四章那么大，第三章你玩完了吗知道有多大吗
这地方怎么这么容易滑下去
已经错过，准备二周目回来补
大头守卫牛的很，如来神掌教你做人
大头守卫如来神掌教你做人
这个我前两章有，这个没有，
还好，狂暴二郎不会一直霸体，多点耐心就行
《有些难度》
李斌
卡了20分钟，死了好多次
错过四个
ps 可以U盘备份存档   难道你们都不知道？
2个BOSS修下血，二郎剩血皮再杀鼠爹就很好打了
前面有悲伤
毒敌大王打不过一点
红温的二郎巨难打
看这两秒视频用了两个小时，别问我为什么（）
这里并不是必触发的，主线可以不从这里走
慎开，会出现闪屏渲染错误的bug
腾讯老大
野马跳涧！
斗战神精神续作
.
、
bgm：キミの記憶，女神异闻录3的片尾曲
他让我上天去找老四，我就想知道怎么上去
这不是给龟龟找大蛇必定能碰到的吗会错过？
去稍后再看吧
这样合适么？
不打毒敌大王他会帮你打魔君
有幽魂就行，
刚来到这里，我还以为有什么小怪躲在柱子后面准备阴人
毁了，原来是第一个没拿
做个补充：这里如果前面进度都做了 哪怕打了土地也能得到马哥变身
红泪石
丸辣
当你和八戒分开后就无法再挑战了
毒敌大王太难打了…
哈哈哈偷偷摸摸的
这个功能好
完了，全错过，我还以为紫云山删了呢
小红蛇
鹤仙人就是老君，说了一句四妹他拿去炼丹就结束了
然后NND就让老君抓走了。最莫名其妙终段的支线。
我就把他和鼠杜威漏了
绝境！
洋葱哥
这里做的不好，都不是找不到的问题，限制战斗自由度不看攻略就可能强制二周目
完球
二周目吧，已经错过了
这里右转走到底能看到二师兄
++ + + +
+++
3.
烦死了，这种支线，玛德一点提示都没有就错过了
我这里先打的二郎，可惜没成就了
这怪给的暴击首饰不错
第三章浮屠塔共有九个灯笼怪，打完掉个珍玩，击败魔将妙音后灯笼怪会消失
沙二郎先杀爹才有沙二郎精魄
这里会给争先红葫芦
沙二郎已错过
蓄力跑过去发现是马哥
前有稀世强者
哥们都遇到马哥4次了，结果火焰山直接打了土地。。。
解包呗
直接去steam文件夹里可以修改的
一口气全错过
文件夹里自带存档备份
打完乌龟会掉【龟泪】 要去拾起，泡酒物：生命饱满时饮酒，可恢复少许法力
小黄龙主要难点在数值高，前面每个哪个boss都没有他这么血又厚攻击又高的
说话声音太小。
小黄龙跟杨戬比真不难
3
注：只要你看见小马哥死在了，五行车之内这个支线就已经结束了，变身也不会拿到
可惜这个错过了，没带八戒去
10不能开 16可以
打死过后能拿
完了，我打完了
不能才是神
用地狼可以冲过去
地狼ye
我嘞个p3r啊
游民星空牛逼  我把三大妈卸载了
steam就自带每个节点的云用什么UU
牢理の小曲
大树难多了
全错过了我晕
啊？
自己平时多复制一下很难吗
已经丸辣
你没升级 这个破定有两段 单人多人都比大头好用
N卡官网更新下驱动就能开了
错了，是在去快活林之前，我已经错过了呜呜呜
我是先把二郎打残再打的小的，小的血不多还贼烦
看中他加防御了，我直接一直用
墙可以用幽魂变身砸
谁的记忆？
好样的，全错过
这个幽魂没拿到，就是说这个大头没拿到，到后面有个疯虎也挺厉害的
我就是禁字流劈棍反过的
好孤独的西游
尾后针！！！我又扑街了。。。
完啦
完了，我的毒敌没了
小黄龙。。。连小怪都不如
小黄龙有逃课玩法
出现在必经之路的隐藏boss
建议先把二郎血量压低一些再杀国王
我感觉没啥区别，喝的速度快不了多少
毒敌是超级数值机制怪
可惜了，四妹被抓走了，随后好像没有她的剧情了
打完了 喜欢先到一个地方摸金 然后就看到隐藏任务了
36666666636+
这里还以为是那个怪在阴人，蓄力冲过去一棍子才发现是马哥
但我打不过他啊
马哥故事确实挺好的
没有八戒就可以散了，那边只能触发龟泪
我都是二郎打没血了，再去秒国王，再回来收人头
这的小黄龙打得我崩溃
已经错过力
用自爆鼠
二周目可以回来打么
痛，太痛了
老马啊！老马！
龟泪简直是神宝！喝酒回法力
我勒个道院内的僧人
精魄可以在土地庙回收
掉进虚空的兄弟是不是开了风灵月影的无敌
我就是这样了
丢
打过了火焰山土地就会解锁马哥的图鉴，他叫马天霸
桥那里掉下去有个bug，会一直往下掉！
小马哥真好，可惜最后是这个结局，不过在下面他也能陪着许老汉了
已经错过了
刀郎都没打，直接把他干掉了，弱的一批
已经打过了
最硬的马嘴
他叫马二或者马天霸，他的背景故事里写了
老马啊！
马哥仁义啊
少了一个中层的庙
四妹支线并不是好结局，即使到了dlc里估计也是悲剧
老马啊，老马！
这我来了3遍就是没看见
午马不至于这么弱吧
这个葫芦绝对神器，回血没前摇
有人跟我说毒敌大王打酒家攻击力然后我打他打了一个小时才过
这里UP没说明白，是进入极乐谷后，无法触发。
小马哥
小马哥呜呜呜
马化腾
长按屏幕为大圣加速
错误的，我打到黄花观了回来打的无量蝠
我感觉还是第三章内容多
都打完了
老马啊
我进入第二章的时候回来打的，我没敲钟
小黄龙  比寅虎简单多了
路过摸一下就知道 这个支线算是比较好找的
没关系，肯定要多周目，这周缺了下周目补了便是
丸啦
【建议把二郎打残血后再杀国王】
只要见到黄眉就打不了了，我打黄眉停下回去看了没
他说不走，还是走了
哦吼，歪打正着
游科听了一愣，我们可没有设计补救机制啊…
被宰了5次
直接重棍也能打碎
丸辣！
其实就是自动给你装个mod，让你在开dlss的同时开FSR的帧生成
何止难啊，还得嗑解毒
这个幽魂超有用，绝对不能错过
