他翻过来的时候吓我一跳，我以为反面也雕呢
我嘞个镂空啊
哈哈，反而觉得像是青衣慢慢被封印住了。
我也看过
不是，牢弟你还卡上了
借你吉言
谢谢，大保底
开启精雕
蛇叔的小……不好意思走错门了
独眼龙小曲
曼波~
好玩
nb！
长按为up加速
啊？
猜猜哪张白卡要亮了
以风景代时间流逝，生动形象的写出了雕刻所用时间长，以及表达出工艺人对于雕刻的认真与仔细，体现了作者对于这种坚持不懈的精神的赞扬
热成像？
涂个色应该会更好。
派蒙，邦布好玩吗
还要雕反面？
善
你怎么知道木头里有青衣
善
感觉会火，插个安东和兄弟
要涂上色那就更完美了
《独眼龙の小曲》
CFer，绝区零好玩吗
前面说美食的，你是皇冠豹吗？
小弟膜拜，膜拜，膜拜你
上链接
我的天
工程师，绝区零好玩吗？
细胞人，绝区零好玩吗？
小骑士，绝区零好玩吗？
特遣，绳匠好玩吗
T7热成像的小曲
好玩
女娲不是女的吗？
收藏家，绝区零好玩吗 ？
这有什么欧的呀？
独眼龙小曲
几天没见 绳将咋变木匠了
30抽出的
看成奥特曼了
善
干嘛要弄掉啊
绝区零，暗区突围好玩吗？
暗区小曲乱入
禁忌起手知强度
在现场，我是刻刀doge
先锋，绝区零好玩吗
怎么感觉没有锤子的那个声音，他削木头好丝滑啊
好玩↑
猜猜谁的冷却快好了
敢不敢放背面，哈哈哈
不抛个光吗
收藏家，绝区零好玩吗？
反面雕刻吗
13发1+1
尕神
实力小曲
他怎么知道木头里有个青衣的
逆风の小曲
官方不得送一个满命！！！
在现场
希望能来个板鸭！
不是哥们这个视频发啥抽数啊小心我跟你们爆了
啊？
终焉的小曲
不是哥们，我就一刷视频的，你给我讲描写手法
牛逼
特遣队员，绝区零好玩吗 ？
加油，力挺你。
守护者，绝区零好玩吗
这……这不对吧
善
感覺會火，插個銀狼
小彻小悟
T7の曲
狱卒时间
上色就完美了
会等到简吗
我歪了
有幸在现场
牢三代，zzz好玩吗
小老鼠们，热成像大人来了噢
太厉害了
师傅，你是做什么工作的
冷知识：没人在意你多少抽出的
恐怖的是，他连背面都刻呀
0+1了
不知道为什么，青衣给我的感觉很像隔壁珐露珊
卡点卡爽了
哥这钱活该你赚你就应该发大财，，，
火了，插个伊埃斯
这一段第一时间看错成青水了
哥们，你终于搞完了
在现场
绳匠，绝区零好玩吗
我17
分析此处&环境描写的作用（4分）
善
竟然是手动打磨嘛
极度舒适
太猛了
啊？
10抽两个金
你币有了！
起兵！北伐！！！
卡点好评
雅
看似难。其实一点都不简单。
进度条你要好好长大呀
青衣一米四二
UP要是失误的话，那就完了。
之前闪过去那条你是不是阅读理解做多了。
火了赞我。
《他》
主管，绝区零好玩吗？
砸到音响了？
感觉会火插个帮布
这个我会（）
鼠符咒最有用的一集
那是将一会变成了浮雕
木头是怎么刻出钢板的？（
精修
开始传神
开始精修
"sensei,绝区零好玩吗？"
我懂了，当时影就找你做的散兵是吧？
目标很困难，需要掌握每一个肌肉纹理。
这个拿防水颜料上个色应该会更好。
终于完成了
牛
布什戈门
快把老爹的鼠符咒拿来
萤火虫，绝区零好玩吗
你怎么知道我两抽就出了
师傅接单吗？
我们绝区零也是吃细康了
老师，绝区零好玩吗
单抽青衣，听懂掌声
我本来以为是单面的结果居然是双面的
进度条还没过半。。。
T7小曲儿~
sensei，蔚蓝档案好玩吗？(bushi
抽到青衣了，小保底
本！亚格力！
合着每次别人家装修都是你在这敲是吧
善
漂泊者，绝区零好玩吗？
善
没币了助你一赞之力。
从此，创世区UP主又多了一位
布什·戈门
三体有降维打击，UP有升维福赐
布什·戈门
老师，绝区零好玩吗？
分析员，绝区零好玩吗？
布什戈们？
旅行者，180抽领完了吗？
僵尸∶我都摸到他的门把了。
善
保底专武歪了..
善
米哈游！量产！！
为什么会有热成像因为他善
开拓者，青衣好玩吗
司辰，绝区零好玩吗
你说摆在家里的什么位置最好呢，已经想着了
对不起我第一眼以为刻晴
初见端倪。
十发出的
太酷啦
描述了作者完成雕刻时，心情如外面场景一样的晴空万里
开始加入灵魂
看他把多余部分去掉的时候好解压
这个窗户雕刻的有点瑕疵发过来叫我看看
长按为up加速
不是兄弟，怎么都玩啊？！
我记得还会上色？
禁忌之力………走错了
是时候拿出鼠符咒了
牛
后边也雕？
好活！当赏！
将大局逆转吧（幻视）
感觉会火，插个艾莲
不敢想像 如果雕壞了 得有多崩潰（）
啊？  居然还是双面的？！！
绝区零！打钱！
青衣歪了我很难受
"老师,绝区零好玩吗？(BA)"
根据粗略统计，up刻了35小时以上
三天之内给你偷了
《刑侦木偶》
上色还是上光油啊？
蒸鱼等到
up主如果有些部分做错了就得重头开始做
只是看颜色的话。不看木头。挺抽象的。
画青衣点睛
旅行者，绝区零好玩吗
好玩（即答）
一发10连11个起步
善
果然还是“平板”好雕刻。
已经歪了
国王，绝区零好玩吗？看看病疫把你变成什么样了
国王，绝区零好玩吗？
二维生物成功变成了三维生物了
谁家热成像跑出来了？
你猜什么卡冷却好了
老师，绝区零好玩吗？
666
至此，美食已成
白祇重工出品
不愧是白祗重工的木工啊，等身人雕都可以雕的出来
做个11号
逆风小曲
独眼龙奏响曲
善
这首曲子怎么那么耳熟呢？好像是王者逆风的小曲吧，难怪那么耳熟
特遣队员，绝区零好玩吗？
好厉害
《木偶》
火钳刘明
司辰，绝区零好玩吗
我寻思，暗区也没在后台运行呀
强
善
如果是简，怎么雕
博士，绝区零好玩吗？
远看还行，近看有点瑕疵，寄过来我帮你完善一下
就剩你一个了加油还有绝区零好玩吗
翻盘的小曲
看似很难，实际上一点也不简单
感觉雕刻前更好看doge
bgm:Underground不用谢
431人
给我上链接
不懂就问，他是绝区零区up主吗
up不会失误吗
up的手能借我两天吗（）
在现场
双手奉上我的三连
我丢，浮雕
看得出来，他是真厨青衣
啊？？
你可以去你美爹的快乐教育
我要
？
不是，哥们，你吃雕刻机长大的啊？！
逆风的小曲
好耶
巨人：我都打开戴夫天灵盖了
活了！
太厉害了！！！！
善！
南泽表示：这小曲儿我熟啊
？难道说？
T7の小曲
现在是木板了不是钢板了
布什，戈门
我青衣歪成了狼哥
感觉会火，放个哲
我是种地的，你就是甜菜
啊？
3D渲染中，请稍后(本过程不消耗流量)
小老鼠们，时间差不多喽
屋外景色描绘出了作者不被世间所打扰的美
怎么感觉腿有点疼？
这里但凡有一个失误就会让老婆面目全非
开局禁忌知难度
我是生物学家，这就是牛逼。
我超，初音
啊？
布什，槅门
加亿点点细节
看着进度条，不会还要上色吧
小玉把老爹的鼠符咒拿过来
那可太好玩了
好玩，已经不想会提瓦特了
《立绘》
善
背面也要？！
菲谢尔
豪堪
感觉会火，插个茶壶
善
长按为up加速
逆风の小曲
初见端倪
初见端倪
传奇木匠：法木同
很好的音乐，使我腿疼
木匠，绳匠好玩吗
看着不简单，其实真的很难
可以呀。
开始雕细节
善
感觉会火，插个青雀
什么？你要做立体的！？
善
我是木材工，看这个木材他就是天才
你玩完了，该到我玩了
浮雕？漏雕？
酱紫卡？
啊？
我是劈柴工，这就是天柴
好玩
神匠也可能是木匠……
感觉会火，放个鼠符咒
善
善
我刚好像看到了一只虫子飞过去了
二维变三维
我先来：啄木鸟电音.mp4
上色吗
1抽出的
感觉会火插个温迪
会有的
善
Boss进入二阶段了
人类进化不带我
善
感觉会火，差个玛卡巴卡
这鼻子！
看着似乎很难                                                                    自信点，很难
不懂就问:一天看五分钟要看几天？
师傅，你是做什么工作的（doge）
乍一看我还以为是刻晴呢
崩铁，我要玩崩铁！
律师，绝区零好玩吗
善
我想出青衣!!!!!
没人吗？
我拿笔画都画不出来
加入亿点点细节
狼叔
赛博木雕
你老婆
来自青衣厨的认可！
他就是真的在雕刻，我看过他直播。
甚至有鞋带
蛇王的小曲
出金的小曲
教练，我要学这个
逆风小曲
好了，准备入木三分
上油，上色
僵王：所以你是说……不好意思，走错了
ni xian kai 的
独占龙进行曲
卧槽
取我鼠符咒来
？
助你一币之力。
视频中的景色描绘的是一幅恬静优美的乡间清新图景。与作者目前所雕刻的青衣设定形成呼应，表现了青衣清雅脱俗的人物特点，表现了作者对，轻衣的喜爱之情，以及对恬静生活的向往。
雅
南泽小曲
不好，up来真的了
感觉会火，插个青衣。
十连抽出青衣
↑好玩
这个我会了
不是怎么放T7小曲了？！
我感觉换更厚的会更好
善
一个整体，感觉容不得一点失误，压力挺大
精雕
这眼睛好
祝你一币之力
坏了这是真女娲
好丝滑啊
强度的小曲~
善
善
逆风的小曲
体现了作者对木板的喜爱之情（雾）
舰长，绝区零好玩吗
快来个画家，我要看他上色！
善
先锋，绝区零好玩吗
善
惊艳
无车慢墓碑满坑礼盒巨人海，一不小心就过了
T7的小曲
善
我出1145元
我的青衣是火属性，好厉害呀，还能打击破
啊？
牛
善
善
啊？
布什，戈门？
声音好好听
给一个免费的三连
你币有了
歪了
大辟谷效应犯了
抗锯齿：开
善
前面那个美食的是食铁生吗
啊？还要雕背面？
善
啊啊啊？还有反面？！
50w￥
善
10连双金没有，30没歪倒是
我要介个！！
2D转化为3D，请稍候………
队友团战失利的小曲儿
浮雕
我是盲人，这是用的电动工具吗？
刑侦钰偶
入画——出神
如画
有着手艺，刻字都是大材小用啦
啊？
抽青衣歪了，狼哥，操。
着是谁家老婆啊??
致敬传奇木匠空语
人形打印机
准大一答不来
这铁东西怎么这么听话啊
善！
对青衣的喜爱之情（即达）
会有的
这我学集贸啊[doge]
就在今天
开拓者，我原神出青衣了！
抽到青衣了
牛逼
晚上了
说个价吧
不巧，雕字这个还是不会
善
十万的粉丝干出了百万的活
不枉费我每天都去看上半个小时的木雕
舰长原神崩铁绝区零好玩吗？
辛苦了
感觉会火，插个赛斯
我靠镂空
还有背面，币留不住了
酱紫卡点？
青衣:善
歪猫又了，呜呜呜呜呜呜呜呜呜
嫩俩，崩三好玩吗
牛逼
80！80！80！
丝滑
啊？
1000+
又一个女娲
啊？
入画
善
音乐不禁让我想起.了在农场与T7斗智斗勇的时光
30抽两个
逆袭黑马小曲?
三连了
传奇木匠：木姬空语
牛B
1000+
太赞了
热成像小曲
牛逼
打破次元壁了
工程量太大了
每日放飞小推车(不是)
帅
太强了
好看！
啊？
如此叼哉
晓蛇の小曲
如何一句话得罪三个游戏？
你知道木雕在我们方言里怎么讲吗
我的鼠符咒去哪了
溜达溜达
护航队猛攻新艾利都
"前面的别激光,数控铣2小时能做出来,不过要建模编程cnc"
牛逼
觉得好玩的那位，试试就知道累了。。拿凿子的手还会震得很麻。干俩小时酸一天
技术宅拯救世界！
目前58抽，求小保底不要歪！！！
顶上二次元票签就变贵真是无语  到底也只是木雕
这木头感觉挺脆的
传统手艺的魅力
初见端倪
坏了，他真会
刷了半个月了
原来是你啊
妙啊
啊？反面?
恭喜恭喜
我觉得上一下色更有感觉。
火钳刘明
会有的
看起来好好玩呀
11号！为什么？
啥子？
啊那没事了
666这个入是桂
原来直播的时候是横着的啊
希望不歪
卡上点了
大佬，请接受我的膜拜。
善
绳匠，旅行者好玩吗
首页录取通知书
上面的，up是木雕研究生
Boss进入第三阶段
帝国的子民工作去了
静步的小曲
完了，要给他抽到个真青衣了！
终于！
大善人
抽青衣一歪了，小保底
啊？
死机变活机
青衣的建模师自愧不如
善
送上一币
佩服佩服屁佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩服佩
到处造青衣前辈
热成像的小曲
我佩服了，佩服！
看到反面，我pa一下就关注了
谁问你了
极限の小曲
我青衣三十抽出的
懂了，青衣其实是木雕人偶
magic
提示:进度条未过半
这下听懂了
热成像小曲
啊？
附近怎能起烟了？
这不等身啊，你的厨力我认可了，但不要乱写标题啊
没点睛看起来很黑猫警长
女马白勺，旅馆两对T
上链接
享受！
善
享受
好看好看
突然不想抽简了
火钳刘明
直接用生命回溯花，回溯冰坚果，触发亡语
我仿佛看到了巨人海
wok
古法开脸
农场1队t贴脸怎么打
这能卡？
有人吗
啊！？
2.5D
兴复汉室
谢谢，歪了社长
善
大乘之上！还有一层！
T7的小曲
确实那个太好看了。
强无敌
抛头露面
笑死20发我就歪了11号。
大变活机（
木偶泥像，统称偶像
《红眼海的小曲儿》
啊？
手艺人啊
禁忌起手知难度（
神王诺手来一个
1000+人
平面建模
10发
妙级
芙芙：无论如何...明明都是我先的......
背面也有？！？？！
这我学集贸啊
青衣都抽到了吗？
还有高手？
啄木电音
666
太牛了
啊
wok！
啊。。破
布什.葛门
很好的音乐，使我肝开始疼痛
残局奏响
进入最难的部分
很好奇，这个武器是啥？
真做浮雕？
啊?
上色大神呢
前面的，还有3D打印机
你这模型面数有点低啊）
白面还在挣
青衣包不歪的
这是我的第1个限定五星
有幸看过直播！
翻盘的小曲
特遣队员绝区零好玩吗
布什戈门，来真的
我也没眨眼呢？
这个硬币是赏给你的
淡泊名利，寄情山水的悠闲自如之情（即答）
感觉抽到的艾莲瞬间不香了
3d青衣木雕
青出于蓝 所以这是…大青衣？
我先上个厕所，你先造
善
暗区小鬼魅力时刻
捕食，隔門
太有实力了。
wow
还要雕背面？？
在现场
膳！
感觉会火，插个荧妹
逆风翻盘的小曲
我眼睛一下就睁大了
逆风の小曲
厉害
回南天小心发霉
暗区小鬼是这样的。不是，这里面内容和暗区有关系吗？怎么就给它扯进来了？
啊？
投个币投个币，太强了又辛苦
我32抽1+1
7出的
还有半个月开学，我丝毫不慌，因为我没有作业，因为这个专业没法布置
米开朗.木姬空语.基罗
木型工
厉害了
博主加油
上链接
这里怎么也有卡莫纳人？
看着时间很长，其实相当久
布什·戈门
好工整，好美
666
师傅，你是干什么工作的？（doge）
这个我会
布什，为什么我眼前都白了，手里还拿着H4？
兄弟们，这个我是真喜欢
逆风的小曲
我怎么觉得他甚至在尽量卡点
终于！
能雕刻一个猫又吗？
这也能卡？说吧，剪了多久
好了，到我玩了\^O^/
牛逼
一般的木料早就裂了
T7热成像的小曲？
热成像的小曲
安东发力了
感觉会火，插个朱鸢
木雕区女娲
开始细节
你搞这个干啥
青青子衿，悠悠我心。纵我心往，子宁也嗣音
？
好家伙，绳将变木匠了。
热知识，他还雕刻过芙宁娜
旅行者你别在绳网上玩崩坏了，帕姆等急了
条以过半
可
我服了这个音乐吓死人了
女娲造人
小曲的小曲
善
逆风的小曲
啊！
善~
双子的小曲
我感觉他不会配音乐
助眠区UP主
蓟县(bushi
?
爆肝
20抽出的
我总能看到up的直播
星铁，绳匠好玩吗
怎么回事，怎么是热成像处行曲？
超赞的！
1000+人
在现场
轮回眼
该死，我的硬币怎么消失了
不是怎么放t7的小曲啊？
曲名：Underground
我的币不够啊~~~
啊？
布什·戈门
终于完工了
倍速发现新大陆
无处不在的暗区小鬼
僵王：你…   巨人：请看VCR
这料子真好。
僵博：你说…
记住她现在的样子，你就会发现，雕完了还是这个样子（doge
好稳的手
这也能卡点？
这我学集贸啊
好解压，专心雕刻沉侵式体验
有型
好解压，什么刀法[无悔华夏_点赞][无悔华夏_点赞][无悔华夏_点赞][无悔华夏_点赞][无悔华夏_点赞]
还有反面？！！
注入灵魂
木雕仙人
看过直播！
激光不是万能的好吗？
布施 隔门
可能会上色吗？
后面的细雕还真是个麻烦活……
开始施法
厉害厉害！
啊？
哥，你是要考研吗？
二阶段
四人开门战，优势在我
厉害了老哥
水渠王小曲
啊？这头发分层认真的？
什么三次元建模（）
雕坏了可以粘贴
10连双金的举个手 ，没有的也没关系 我给你们吸好运
还差一抽大保底，如果运气好可以出个双金。
原来直播那个是你啊。
北伐！！...不好意思走错了
祖传手艺
静步的小曲儿（）
师傅你是做什么工作的?
果然米哈游下出狠活
逆风小曲？
冷知识：众所周知雕刻是极其考研手法控制力度一不小心就要重来，看得出来UP很nb
T7小曲
忽然意识到只有一个月就要开学了，而我的作业。。。我高考完了没作业
有神
雕木头的声音听起来有点像电击棒放电的声音
好担心他万一雕坏了……
为什么要用独眼龙的小曲？
还有？
出现了！思维长廊！
啊？我还以为不是镂空
T7小曲
好稳
邦邦咔邦（幻听）
cod18杀德军军官的背景音乐
饭盒
向蒜汁魂开战！（三盲の小曲）
得劲！
t7的小曲
每日放生小推车（不是
t7の小曲
T7热成像，小区
喜爱与赞美之情
Boss进入二阶段
翻盘的小曲
一不小心又过了
别做了没人会给你点赞的（狗头）
牛逼
20出
七小时前，还热乎着
逆风小曲
感觉会火，插个朱鸢
又一个被中式教育洗脑了
我还记得这大佬雕刻的芙芙
这是什么木头啊
卡点了！！！！！！！
我再早看到他直播雕了
666盐豆不带盐的
巨人海音乐
不说别的就这拿锤锤敲一天都够意思了
恐怖如斯の小曲
终于做好了呀
善
太厉害了
啊？
善
现在UP技术力都这么强了吗？
阿?
在现场
啊？
不懂就问：激光的高功率难道不会导致木材变黑吗
还是3D打印简单
这是白祇重工的木工
贝洛伯格的小曲儿
吕德华小曲
点睛
善
甚至刻字
nb
如果是爱好者，10000都可以考虑
《古法雕刻》
又是我的一辈子
这段在现场
三连了
这种谷子多少米啊
火钳刘明
看好了，币是这么用的
换音乐了！难到！…
我下竟识蹲了下来，向四周看去（暗区玩多了）
啊？
善
从这里开始看到
真羡慕这些能给自己做谷子的人
浮雕.JPG
战斗再次进入白热化
角度限定
点一直卡
战斗进入白热化
巨人海小曲
變成香菱了
逆风的时候
技术小曲
高端局的小区
boss进入二阶段
开始雕刻细节！
代入感很强，已经开始溜监管了（bushi）
你弄完了？！
羲和
逐渐木化
古法青衣
难怪是等身
太强了太强了，这值得上热门
好奇接一单是多少推广费
好了，该我玩了
善
30天的等身手工木雕你给5000？
哥们你伏羲啊！
善
boss进入二阶段……等等……你不是懒鬼
加亿点点细节
我抽到啦
我肚子疼你们先玩
边角料炫我嘴里
我也是雕刻师  这个是真雕
哇，青衣刚好今天抽到了青衣
善
厉害
万能公式思乡之情
放一个青衣
这个时候我就在看直播了
善
凹分的小曲
谢谢，出了，没歪
不要看到这句话发的人很多，就认为他会很火，就随便发出来
饭盒制作
哪里来的厨力？这是别人吃饭的东西
请您务必收下我的膝盖
b
林丹李宗伟的小曲
这比我画的都丝滑
刷到过好几次直播
这要是我手早肿了
巧了，这字母还是会刻的。
没有点睛啊。
怎么那么多语文课代表？
刚刚是磕歪了一点吗？
工程量好大啊
暗批发疯时刻。。。
初见端倪
林丹小曲
魔法开始
博弈的小曲
啊？
哥，你电钻呀
善
这种木雕还是原色最有感觉
布什·戈门
想到了某植物大战僵尸博主
思乡之情《即答》
标题说了是等身的
如何让这目标变得生动，就看这一部分细节了
豪堪
不对，我怎么会对一块木头动心
你雕完了 我也该开学了（哭
五千可能够买一半的木料吧
我每天都在直播间里
这里不接一个妙界属实是失算了(
大佬！！！
啊？
有谁跟我一样除了听个响就是看老婆的？
这音乐明明是T7的味道
赌命小曲
龙颜大悦，赏两个币！
伽刚特尔&宾利车队进入
缓解一下我吃了保底还歪的痛苦…欸～
师傅带了啄木鸟外加震星迪斯科
7分钟青衣开始挑战
绳匠，星铁好玩吗
60抽出了
窗外的景色表达了作者对于心爱角色因为自己鬼斧神工的手艺而诞生在这世上的愉悦和对于自己手艺要求的细致，又运用环境凸显出自己平静的心态和对自己手艺的自信，更细致的表达出了作者对于青衣的喜爱和重视
很喜欢B站网友的一句话
第一个限定
善
？
初现端兒
细节
闻到味了
啊？
好机会
太强了
你怎么还进去了？
热成像的小曲
哇
之前第二十几天七夕的时候还有一群人要抢白熊工作来着（在现场）
老板的小曲
神经，不过是表达时间流逝罢了
可以用激光做出来
不是说不卖吗？
想买，不过看价格，应该买不起
啊？
牛！
逆风的小区
忽然意识到已经做了一个月了，马上就要开学了，而我的作业……
可算做完了
快停手吧，不会有人给你点赞的（bushi
妈妈问我为什么跪着看
找个大师上色
装修木工一天380～500，像up这样会雕刻的师傅不得600+一天。前面说5000很多的，你说的是美刀吗？
发明木姬空语的人真的是一个天才
啊？
终于完成了吗？
抓T的小曲
你币有了
一个月的时间诶，手工费不是钱吗？少说2万
这恐怖如斯的厨力
啊？
你的厨力我认可了
已经歪了
已经歪了
漂亮
不是哥们？
左上角直升机还以为虫子再爬
已经歪了
不会要上色吧
好看
帅
我勒个T7小曲
6666666666666666666
反面也要啊？
食品雕刻
太可爱了
加I
原谅我第一眼看封面看成刻晴了
谢谢，没歪
师傅，你是做什么工作的？
5000很多了
支持一下。
拿核弹热热还能吃
T7小曲
绝区0怎么放暗区突围的音乐
细节处理的真好
我去
？还有后边
手是真巧啊
表达了作者的思乡之情
up怎么知道这块木头里有个青衣（doge）
善
来早了
《机关枪》
这下看懂了
UP牛逼！！！
不对吧，这边应该是环境描写，也就是说，你要答环境描写的作用
还有高手？
善
666这个入是桂
不是哥们儿还雕背面啊？
手：你不会脑子：巧了
组装饭盒
真爱无价，这边建议自己雕
平面变立体
说真的，我天天都刷到ta直播
厉害
细节好棒
青衣前辈鼙鼓我吃！
脑子：会了。手：不你不会
6666牛逼
666
前辈！你怎么被镶木板子上了…～！
小曲儿
尼尼微的小曲
这么精细
啊？
二转三完成
接
看着你雕的
手制电池（）
有一部分在现场
牛逼。
啊？
这个甚至是一个浮雕
稳
牛逼
终于完成了，在现场
哇
←因为对青衣爱的深沉
作者的思乡之情
是来早了
