众生平等洗手间！
第一次参加奥运会闭幕式好紧张
开视角锁定了（）
《我再也没吃过那么好吃的豆了》———鲁迅《社戏》
意思是还会有洛杉矶vlog
《小吴教地理》
团长牛逼！
多次跟在贝克勒后面暗示结局
“我是特步的运动员”
全红婵几年前就出现在会长的vlog里了，当时晨跑田径场偶遇的
喂～俺个炊饼～马飞～
感觉像是考完试之后的样子
司机：你先别急，等我拍完先
这绝对是全B站最顶级的Vlog
基贝同车
一句hello走天下
抢银行成功结算画面
I am very thank you
文学性上来了
然后亲家成绩提高了1分钟，哈哈哈
警官：我也要拍
何老板玩儿high了
大家一起拦
放在整个b站也是顶级vlog
世界名画：贝克勒击倒吴向东
保安说到我了到我了
开始紧张了
这铁人三项怎么还比两天啊 doge
看到这 更真切感受到 奥运会真的是一场盛会啊
听不懂给我笑的
大迫杰！
前十公里你最帅
贝克勒准备闷棍中
战胜会长的男人
哈哈，奥运村最大的社交项目了
原来你是这样的会长
没想到能被被贝克勒打晕
贝克勒：放学别走
拳击手贝爷
翻译：我依然是特步赞助运动员
《  紫 色 基 地  》
泪目了
牙扫辉doge
牙捎灰doge
R星的小曲！
饭，三克油，俺的油
羁绊拉满，吴家表兄妹。
跳舞僵尸进村，召唤豌豆射手
已经开始紧张了
贝爷打晕会长出处
我怎么感觉初中英语到奥运村就够用了（doge）
前方世纪转折
经典对话老三样
玉溪软面包 俗称软玉溪
给春龙拍的（懂得都懂）
何杰年龄最小看起来最老（笑哭）
《我是特步签约运动员》（doge）
贝克勒：终点等着
拍给春龙的
《北京奥运会的时候你在卸我们的行李》
《洞房》
经典再现（doge）
（吴向东的亲家1/1）
这个眼神...怎么说呢，不说了
性格张扬有错吗
咱中文就是有韵致，笔笔都简洁出彩
奥运气氛很好 老吴真实记录。而不是有些大众媒体瞎带节奏
video games必然是黑悟空了
让春龙好好练，不然吃不上这么好的
日本人要不腼腆要不点头哈腰
群贤毕至，少长咸集。此地有崇山峻岭，茂林修竹，又有清流激湍，映带左右，引以为流觞曲水，列坐其次。虽无丝竹管弦之盛，一觞一咏，
打破这段无弹幕
Free  free  Palestine！   Free  free  Palestine！
突然想到16度需要什么空调
韩日龙哥
video game 不会是黑神话吧？
莎莎出场在5:00，7:46，39:31哈哈
所以说奥运会发安全套是有必要的
团长牛逼
细说有货
团长牛逼
团长牛逼！！
乒乓女队！
我我我我我我
团长牛逼
何杰在后面跑崩了哈哈哈
贝爷像国王
打钱
I am very love you!
泪目。。。。
莎莎
团长牛逼
热身开始就跟着贝克勒
团长牛逼
哈哈哈哈
团长牛逼！！！！！！
团长牛逼
奥运会真好啊，确实是人类的精神乌托邦呜呜
团长牛逼
团长牛批
团长牛逼
团长牛逼
团长牛逼
好羡慕运动员啊
基普乔格说他喜欢中午吃黄咖喱来着
好家伙 这一个vlog比我30年看的美女都多
驯鹿
哈哈哈
人家是为了环保。。真以为没钱？
团长牛壁
镇 站 之 宝
闪耀洛杉矶！
开车玩手机
诸神聚会
泰坦星
纸板床名不虚传
你真的超棒！加油！
团长牛逼
团长牛逼
怎么是团长哈哈哈哈哈
牛逼
鹰逃小口
团长牛逼！！！
吃饭扶碗！
团长牛逼
团长牛逼
团长nb
团长牛逼
我我我
世界大家庭
团长牛逼
团长牛逼！
加油啊会长
氛围好好
春龙默默的把闹钟提前了三个小时哈哈哈，拼了老命也要进洛杉矶
一直在
集邮成功
会长最帅！
团长（即答
会长最帅
团长牛逼！！！！
siuuuuu！
被白丽带坏了 哈哈
笑死我了 逢人都开始打招呼了
空你几哇
China first!
团长牛壁
团长牛逼
乔爷：未来是你的
中门对狙。。
原来世界真的很有趣
大家一起栏笑死我了呀
神级空耳
牛牛！
I am very love you!
经典再现（doge）
I am very love you
集邮成功！
不忘初心，哈哈哈哈
！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
可口可乐打钱
太短了，不够看
在在在，会一直看完的
真的都好棒啊
团长牛逼
[前方高能]
dilemma
往后23分钟都是会长致感谢词/doge
往后23分钟都是会长致感谢词/doge
这感染力我也哭了i am very love you
这感染力我也哭了
眼看着对手从身边一个个越过的会长一定很难受吧。泪目，吴哥加油。
会长nb！！！！
好感动
i  am  very  love  you！！！
会长の小曲儿
R星的小曲！
肉眼可见的紧张
《握草，我最黑》
三小只哈哈哈哈哈
妞妞可爱哟哟！
我靠，兄弟们已经紧张死了
截图！
命运的齿轮开始转动
团长牛逼
多次跟在贝克勒后面暗示结局
大迫杰！！！！
贝克勒：放学别走
贝爷：打扰我热身？等下跑完揍你（doge）
团长牛逼
贝克勒：终点等着
埋下伏笔/doge
(*＾∀＾)人(＾∀＾*)
我已经开始紧张了啊啊啊啊
好夸张，感觉我比会长紧张
开始紧张了
开始紧张了
埋下伏笔（doge）
我操，贝克勒！！！！！！！
绷不住了
像一群旺仔精神小伙，哈哈哈
Chinese社牛baby
一直念念不忘特步的运动员doge
团长牛逼
两社牛
团长牛逼
会长慧眼识美女
@春龙
来了来了来了，春龙！！！！！！！！！快看！哈哈！
“我是特步的运动员”
勾肩搭背的亲家（
亲家（3/1）
金牌得主!!世界记录保持者特盖
字正腔圆
春龙最喜欢的一集
这是中国艺术体操队的外教，来自俄罗斯的小姐姐
这小香风给会长香迷糊了
春龙狂喜
这几帧请反复观看@春龙
肖奶奶
集邮～
展示军火
好好啊世界和平
看会长的视频真好。
团长牛逼
英语最好的一集
粉丝爱看，多拍
春龙狂喜
《细说诱惑》
小香风
团长牛逼！
自瞄忘关了
春龙快出来
从左至右：马琳、陈梦、孙颖莎、王曼昱、王艺迪
战术摆头
让日龙出来跑跑
I'm very love you
[ohhhhhhh]
中门对狙
卧槽，莎！
啊啊啊啊啊
哈哈哈哈哈原来在这
给春龙拍的
绷不住了
幽默纸床
《这不算竞品吧》
《我是特步签约运动员》（doge）
I am very thank you
我不是社牛
配乐好评！
每日亲家（2/1）
i m very love you
两社牛
每日亲家
我是特步的签约运动员！
团长牛逼
看完啦看完啦！团长牛逼
团长牛逼
团长牛皮！
very hungry
团长牛逼！！！！！
团长牛逼
村外的美女怎么和村里的没有什么不同
一口气看完
玻璃瓶气足
碳水拉满了
团长牛逼
我靠我好紧张 怎么回事
笑死我了
马龙同款哈哈哈哈
特别有意思
团长牛逼
洛杉矶再拍给我们看吧
哈哈哈哈哈哈
团长牛逼！
好多美釹！
团长牛逼！
哮喘病大军
NB
小猴
三刷了
胖东来
马拉松运动员都能干累 这是多high
太欢乐了哈哈哈
哈哈哈哈哈哈突然转场
很棒了
尽力而为！很棒！
这个芯片干什么用？
团长牛逼
怎么感觉我要上去跑了一样哈哈哈胃开始往上反了
第一次这个视角参加啊啊啊啊啊
哈哈哈哈哈哈
我好紧张啊
团长牛逼
团长牛逼
团长牛逼！！！
额滴神 这时长！
团长牛逼
团长牛逼！！！！
团长牛逼
团长牛逼
咖喱给给
梦梦！！！
怎么不继续说了
会长不要哭
超级棒！！
团长牛逼！
哈哈哈哈哈哈
哇
吴向东团长牛逼
团长牛逼
团长牛逼
阿姨好
我也在现场我是旗子
团长牛壁！
团长牛逼
“我实在没有吃到那夜似的好豆，也不再看到那也似的好戏了。”
671 上！
团长牛逼
哈哈哈哈
细嗅蔷薇
团长牛逼！安徽骄傲
好棒！
真好啊
我也好紧张啊啊啊
阿杰好紧张啊
能感觉何杰是有些紧张的
牙扫灰:闺女真棒
团长牛逼
团长牛逼
团长牛逼
一个吃播的日常
团长哈哈哈哈
团长牛逼
哈哈哈哈哈好可爱
泪目了
要来力
第一次参加奥运会
好美啊
出息了！
团长牛逼
团长牛逼
田径活化石，从场地到公路到越野
团长牛逼
牛逼
还挺帅
团长牛逼！
团长牛逼
团长牛逼
吴老二
团长牛逼
团长牛逼
wo！
！我也是这个机场
好激动啊 第一次参加
说勇次郎的绷不住了
范
团长牛逼！
and you？
团长牛壁
团长nb
这是哪个国家
眉清目秀的
何杰
团长牛逼
会长牛逼！
团长牛逼
团长牛逼
团长牛逼
团长牛逼
团长牛逼
哈哈哈哈哈哈哈哈
团长牛逼
哈哈哈哈
牛壁
团长牛逼
马上5蕉
早晚有一天用中文就能走遍全球
我好紧张好紧张
团长牛逼！
牛
哈哈哈哈哈哈哈哈
团长牛逼
贝爷，好酷
团长牛逼
团长牛逼
团长牛壁
学的还是老北京话哈哈哈哈
好紧张
团长牛逼！
哈哈哈哈竟然就这么看完了！
我要笑死了
马拉松一直是奥运会最后结束的
哇小布
团长牛逼
会长牛逼
小华上岸
1
团长牛逼
团长nb！！！
妈妈我参加奥运会了
团长牛逼
团长牛逼
团长牛逼
团长nb
我也好紧张
1
看第三遍啦
团长牛逼
他们都不换直接要的吗
团长牛逼
团长牛逼
打跳呢
团长牛逼
团长牛逼
1
笑死
看完啦 时长不够长！！！
我们中国队要继续闪耀洛杉矶！！！！！！！！！！
团长牛逼！！
他们安踏的签约运动员，哈哈哈
团长牛逼
这些人的体力 嗨仨小时不带累的吧
团长牛逼
电视上看着紧张刺激，没想到背后是这样的，真好啊，所有人都很享受当下的快乐
团长牛逼
团长牛逼
团长牛逼
哈哈哈哈
顺子为啥一直不上镜……
职业选手禁止参赛
1
团长牛逼
感谢会长的精彩视频
哈哈哈哈哈哈哈哈哈哈哈哈
我！
团长牛逼
各显技能
团长牛逼
团长牛逼
团长牛逼！
顺子终于出现了
团长牛逼
会长牛逼
团长牛壁
很好很棒！谢谢你的付出！
太棒啦！
团长牛逼！
团长NB
团长牛逼
我我我我我我
团长牛逼！:)
泪目，这就是最原始的热爱，最纯粹的奥林匹克精神啊
好可爱
好紧张啊
团长牛逼
团长牛逼！！
全明星巴士
团长牛逼
团长牛逼
死亡爬坡
团长牛逼
团长牛逼
团长牛逼
牛弊
必须看哇~
团长牛逼
必须看‘’
团长牛逼
牛逼
团长牛逼
团长牛逼
突然跳频】
加油！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
团长牛逼！
这个手臂上扎的白色块块是测血糖的吗）
于嘉老师也很厉害
团长牛逼
哈哈哈，太真实了
好紧张，我开始深呼吸了
芜！
团长牛逼!!!
会长牛逼
我靠，我也参加闭幕式了
im very love you
团长牛壁
团长牛壁
FFFFFF
虽然跑完了吧，不过还是说声加油~
团长牛逼
团长牛逼！
团长牛壁
真的是跟着贝克勒跑啊？~~~
紧张了
团长牛B
干净又卫生
杰
团长牛逼
团长牛逼
乔爷：还是他们重要
团长牛逼
哈哈哈哈哈哈哈
团长牛逼
团长牛逼！
团长牛逼
团长牛逼
会长牛逼
团长NB
团长牛逼
团长牛逼
哈哈哈
团长牛逼
团长牛逼
团长牛逼
团长NB
团长牛逼
bgm!
官方
团长牛逼
祝福会长
会长跟何杰都是戴着项链跑的？
团长牛壁
团长牛逼
团长牛逼
太潮了
团长牛逼
团长牛逼
我从不评论，但是今天我想问为啥这么少播放量，我每一次看都是千人在，啥意思限制播放量
团长牛逼
能叫出其他项目的外国选手谁不说是国球啊
团长牛逼
牛逼
在
666
笑疯了哈哈哈哈哈哈哈
1
团长牛逼
团长牛逼
我！
团长牛逼！！
啊啊啊啊啊小布好帅
加油
团长牛逼!
团长牛逼
华米加钱啊哈哈哈哈哈哈
氛围真好
体操的出来溜溜哈哈哈
我看到了再多60分钟好吗
团长牛逼
团长牛逼！！！
nbnb
肖导:铁三？我熟悉，阿杰你以后练铁三我来带
非常棒！！！！！
团长牛逼
我靠，这是我今年看过最高质量的一期了，团长牛逼
团长牛逼
团长牛鼻
团长牛壁
团长牛逼
团长牛逼
团长牛逼
哈哈哈哈哈哈小学学英文即视感
团长牛逼
带个饼
原来运动员要去当志愿者？
小布挺可爱哇
团长牛逼
三刷了。
我要看马龙！
正在
团长牛逼
哈哈哈哈哈哈我笑死 还能隔窗自拍合照
团长牛逼
exo（bushi
点赞 最棒的运动员
团长牛逼！
莎莎贯穿了整个奥运哈哈
团长牛逼
CoCo和莎莎
泪目了世界大同
莎莎！
真的好好
团长牛逼
手动检录？
团长排名40，是中国第一个完成的，打破了中国奥运会记录，快了2分24秒
家人们好激动！
好好啊世界和平
提醒上厕所了没
团长牛逼
倪阿姨
没看够
团长牛逼！
成绩挺不错的，远超意料
团长牛逼
满心的话儿说不出口哈哈哈
泪目了
哈哈哈哈哈哈哈哈哈哈
团长牛逼
团长牛逼
我
让国外的见识一下我们会长的粉丝数
团长牛逼
团长牛逼！
不够看
到
还撒娇呢哈哈哈
第三刷
笑死原来在合照
铁头功会长旁边练铁头功呢哈哈哈
会长加油
团长牛逼！！
团长牛壁
Chinese baby!
哇哇哇
好看好看
团长牛逼！
团长牛逼！
11
团长牛逼
在
其乐融融
真幸福啊啊啊
这腹肌是真好看 跑步跑的吗
团长牛逼
戛然而止
牛
团长牛逼
好漂亮啊
啊啊小布
喜欢这个视角
团长牛逼
留着当春晚看
团长牛逼
啊啊啊太美好了
fefe！
团长牛逼
团长巨牛逼！
真热闹啊
团长牛逼
好帅啊小fe
咦～好可爱呀
西凡哈桑！
全红婵！
有点混血的感觉
我
bgm：我对于你 你对于我！
这是澳大利亚那姐们吗
加油
会长牛逼
我
团长牛逼
团长牛逼
艺术体操女队的教练！
团长牛逼
感谢东哥
吴艳妮真漂亮
看得我很开心，先暂停一下去跑个步。回来接着看
好有意思的奥运记录
谢谢会长！！！
换pin好欢乐
真的好多熊猫的
团长牛逼
双面还是满的
笑死
costa
团长牛逼！
到
哈桑！
团长牛逼
团长牛逼‘
让我先紧张
团长牛逼！
团长牛逼
女乒三人组
我、
团长牛逼!
这心肺
太好看了太短了！
紧张了
团长牛逼！！！
救命 真的想尿尿了
团长牛逼
干巴lunch
哇惊现莎莎！
哈哈哈哈哈原来在这
哈哈哈费德勒
团长牛逼
团长牛逼
谢谢分享
团长牛逼
这土豆饼看着挺不错哇
会长，你太棒了！
团长牛逼！
团长牛逼
团长牛逼
团长牛。
团长牛逼
好紧张 第一次参加哈哈
团长牛逼
？？？？？？
woww超长vlog
证据链逐渐完整
中国队伍真的精气神很足
好好看啊 这紫色工装裤
鳗鱼
团长牛逼
东仔不要在这睡觉东仔
团长牛逼
感谢团长带我看奥运
会长牛逼
这水超贵
真好
为啥辉哥老是管会长叫亲家啊
全明星阵容
结仇了（bushi
我！
用心了 都有人带我参加奥运了
我我我
好棒的vlog
怪不得要给会长干地上呢
团长牛逼
所以要让队友递水啊，这个真不简单
在看！
团长牛逼
团长牛逼
像是雁类
好欢乐
团长牛逼
玻璃瓶比塑料瓶贵2杯，而且是跑完马拉松
团长牛逼
司机看起来挺开心的呀哈哈哈哈哈哈哈
团长牛逼
高质量人类
陈梦诶
团长牛逼
团长牛逼
I’m very love you.
牛逼
牛
团长牛逼
下饭看，眼睛要尿尿了
团长牛逼
加油
团长牛逼！
团长牛逼
团长牛逼
这坡太绝了
团长牛逼
哈哈哈哈哈哈
最顶尖那一群人
团长牛逼！
团长牛逼
在！
还得是霹雳舞选手
团长牛逼
让霹雳舞的来
牙叔555
团长牛逼
团长牛逼
哈哈哈太可爱了
大迫杰帅
在这吃饭吃不完不会被谴责吧
团长牛逼
团长牛逼
可别让黑人听到了
团长牛逼
团长牛逼
hhh女乒三个都好拽
氛围真棒呢
团长牛逼！
团长牛逼！
b站能多给我推送些这样的高质量视频吗？能不能把这些正能量推给我？别再推游戏啥的给我了行吗
团长牛逼
团长牛逼
团长牛逼
在
团长牛逼
15公里对他来说很轻松啊
团长牛逼
团长牛逼
团长牛逼
太好玩了 哈哈哈哈哈哈哈
团长牛逼
在啊
人机测试。
真神登场
突破自己！
一直在看！
天呐，这里真切感受到运动无国界
暂停看王曼昱www
团长牛逼
我
已经特别棒了
全天平均还带了马拉松的俩小时
团长牛壁
我我我我
团长牛逼
团长牛逼
会长加油
团长牛逼
好紧张
都在i呢
团长吴向辉牛逼
能参加就是胜利，加油
樊振东刷新点
特别棒
这就是我们马拉松选手的柔韧性啊，会长这已经算不错的了哈哈哈
团长牛逼
神！！！！
何老板嗨起来了
团长牛逼
哈哈哈哈哈哈哈哈哈哈哈哈哈
像苏神的是举重队的李发彬，画面中间是刘焕华
来了
好紧张 我好想上厕所
团长牛壁
好紧张
团长牛壁
团长牛逼
团长牛逼
团长牛批！！！
我肚子开始疼了
会长完成任务了呀，肩上担子卸下了，精神自然就放松下来了
团长牛逼
关门了会长，上车了
团长牛逼 继续加油！！！！
顺子呢
哈哈哈哈哈哈哈哈哈哈哈
[前方高能]
团长牛逼
团长牛逼
团长牛逼！！
团长牛逼
哇啊啊啊
团长牛逼
贝克勒像经历过一场大战后的狮子，坐在车上静静地回应迎接他的狮群
哈哈哈哈哈 太有节目效果了
都看到这里了！
团长牛逼
奥运会最有诚意的vlog！
大迫杰社恐的一批，哈哈
第一次参加
太感动了
团长牛逼
BGM是请回答1988的钢琴版？
团长牛逼
团长牛壁
团长牛逼
团长牛逼
团长牛逼
国内的是日式咖喱
团长牛逼
咋有点外八
团长牛逼
跟着跑了个十一公里 感谢会长 洛杉矶见
拍的特别好
团长牛逼
团长牛逼
跑完多巴胺分泌，心情愉悦啊
哈哈哈哈哈哈哈哈
从头看到尾
跑完就爽了，该吃吃该喝喝
团长牛逼
太影响成绩了
笑死我了
完成的很好，前所未有的好
笑死我了
这种眼神有利于心理暗示
想起了体育中考的紧张感
太紧张了
团长牛逼
团长牛逼
原倍速！还在
你吃东西好可爱哈哈哈哈
团长牛逼
啊啊啊啊啊啊啊，我好紧张，心跳跳的
团长牛逼
像苏炳添那个是李发彬
看哭了
我的天真好啊
太好看了哥，我紧张的像我参加奥运会
太好了
这感染力我也哭了
晚了我也紧张了
很荣幸看到你们这一幕
救命我在电视上看到了这一幕！！！
团长牛逼
牛批牛批
团长牛逼
团长牛壁
包都帅的
集pin进度npc
团长牛逼
哇哦好看呐
哭了呜呜呜呜
我
团长牛逼
团长牛逼
？？？
团长牛皮
爱你哟
哈哈哈哈哈哈哈
团长牛逼
都看到啦
超美的
团长nb
会长！继续加油！！
团长牛逼
团长牛B
团长牛逼！！！
这梗过不去了……
团长牛逼
还是林雨委好看
团才牛逼
团长牛逼
团长牛逼
团长牛逼
这衣服好可爱
我！
团长牛逼
陈艺文？
团长牛逼
WU～～～
团长牛逼
团长牛逼
会长！太犯规了！哭了
团长牛逼
晚饭以后看的，不然就是放毒
1988
各个身怀绝技
大迫杰最后第几名啊？
团长牛逼
我们白丽太可爱了哈哈哈
团长牛逼
快跟她说im very love u
你最棒！辛苦了
本次奥运看到的最好的vlog！
闪耀洛杉矶！
团长牛逼
团长牛逼！
团长nb
团长牛逼
泪目
哈哈哈哈
团长牛逼
团长牛逼
团长牛逼！
哈哈哈哈哈哈哈哈哈哈哈哈哈
1
团长牛逼
啊啊啊啊啊啊啊啊啊啊啊啊小布！！！
事已至此，先吃饭吧
1
团长牛逼
很好看的vlog！
加油！
很棒！
团长牛逼
好厉害呀
团长牛逼
团长威武
团长牛逼！
团长牛壁
看到小布了！
好紧张啊
妈德一下给我泪收住了
非常棒！能有多少人能以自己爱好的运动参加奥运会呢！真的幸运又牛逼
团长牛逼
团长牛逼
为什么听口音有股南京人的味道（无端哈哈哈
大哥法语西语德语全说一遍愣没看出来这波中国人哈哈哈哈
别让我想起来羽毛球那俩哥们的告别地球了啊啊啊啊
团长牛逼
杰
团长牛逼！
太快乐了
鱼鱼！
团长牛逼
fe宝
a midi ou a minuit~
团长牛逼
团长牛逼
白丽太好玩了
团长牛逼
团长牛逼
团长牛逼！
哈哈哈哈哈哈哈哈哈
团长牛逼！
团长牛逼
吴圣
团长牛逼
冬奥的时候也是这样
我服了我夏天热的时候心率120
给女生的吗
哈哈哈哈哈哈哈哈哈哈哈
真的 这期视频绝对是要反复看的
omg你的名次特别好，你们都特别好
团长牛逼
团长牛逼
哈哈哈哈
团长牛逼
我TM三刷了
甚至想看第二第三第四遍
崩不住了
奥运精神
辛苦了
哭了
跑完状态也好好
辛苦了
祝贺吴向东！
看哭了，加油加油！我们最棒
很有马拉松特色的时长
团长牛逼
大家一起拦哈哈哈哈哈哈
团长牛逼
北京欢迎你吧
团长牛逼
小布可爱
太了不起了！
哈哈哈哈哈
原始的就是最好的...
团长牛逼
意大利帅哥名不虚传
团长NB
团长牛逼
航天服你不懂
团长牛壁
和美国绝对不互动哈哈
团长牛逼
团长牛逼
团长牛逼
莎莎
团长牛逼
团长牛逼
泥嚎
团长牛逼
会长牛逼！！
会长我爱你
美女贴贴 好羡慕
啊啊啊啊啊美女教练
团长牛逼
please China～～
菲利克斯勒布伦 乒乓球男单男团季军
整害羞了
因为基底是番茄
日本的吧
小布帅
想知道奥运会的i人在哪
媒体也有pin
中国银行《北京冬奥会
厉害厉害
好快乐呀
团长牛逼
团长牛逼
团长牛逼
哈哈哈哈哈哈哈哈哈哈哈哈哈
111
哈哈哈哈哈哈哈哈哈e人
这个外教真是帅啊
团长牛逼！
团长牛逼
加油！！！
团长牛逼
超级好
太牛了！
哈哈哈哈哈
超级厉害
暑假去云南就是来这边的
非常棒！
这是啥好吃的？
军训休息就这样
团长
误入法国大本营
团长牛逼！
哈哈哈哈哈哈哈
团长nb
团长牛逼
大家一起拦
直接拒绝了白嫖
拒绝感动哈哈哈哈
太社牛了
美女的颜值震撼到
队友震惊：
我去五十分钟啊
好标准…
这个外教是哪个队的
团长牛逼
荷兰帅哥吗
团长牛逼
中国的小姑娘太好看了
团长牛逼
听不懂，挺苦闷的
谢谢会长！很精彩的vlog
开始紧张了
团长牛逼
加油，东哥，加油，中国马拉松!  加油爱跑步的我们！
好棒的vlog
上次他福冈破纪录你也喊了
团长牛逼
团长牛壁
团长牛逼
两小时我的天
好紧张啊，要比赛了
哎嘛泪目
身材都好轻盈
整段垮掉哈哈哈哈哈
结尾，不就正式奥林匹克精神的意义吗？
好像站姐啊你
团长牛逼！
团长牛逼
中国体操队教练？
大迫杰   大迫杰   大迫杰   大迫杰   大迫杰   大迫杰
团长牛逼
眼睛又黑又亮 像葡萄
团长牛逼
这么帅的日本选手！还有女儿了！！！
团长牛逼！
团长牛逼！！！
中国的好兄弟就爱结亲家
哈哈哈
还没老婆孩子就？
忆苦思甜了
看比赛实在想不出选手这么有趣
vlog专业博主
团长牛逼
还有吃播 我哭死
平等公正
团长牛逼！
合肥老乡牛逼！
强如奥运会选手也要赶公交车
街舞人狂喜 要哭了
真不把我们当外人啊
你的vlog沉浸感真实度有趣全面感人 无人能及
哈哈哈，我都感动哭了，你开始吸入香蕉
感动了，爱运动的人真的是会很向往奥运会的舞台吧
好像宜家的餐厅哈哈哈哈
我去上个厕所再看
哈哈哈哈哈哈哈哈哈哈
为什么看得我手心出汗
确实诱惑
哈哈哈哈啊哈哈
团长牛壁
确实看着都紧张
团长牛壁
以前没看赛道吗
团长牛逼
看完啦！
真的紧张！！！！
团长牛逼
团长牛逼
牛！
哈哈哈哈
团长牛逼！洛杉矶见！
团长牛逼
每次这个旋律一出 就泪目
团长牛逼
团长牛逼！
越来越紧张了啊
团长牛逼
别鼓了 我心慌
能量蕉别逗我
哈哈哈哈哈哈哈哈
团长牛壁
再游一个10公里
想到那么多运动员都是这么赶到赛场的
他们吃的不讲究吗 感觉很随便
团长牛壁
啊啊啊啊啊啊啊好喜欢
当然啊人家俄罗斯的当然漂亮啦
我好像在直播里听到你的名字 但看不见人影哈哈哈
哇哇哇哇哇
跑还和人家搭讪笑死了
哈哈哈这我记得 我寻思咱中国选手累倒了都
团长牛。
没有ni～
后面俩中国小哥有点好看
感觉大部分人都能认清每个国家的国旗吧
好看
团长牛逼！
没看够！
我在孙颖莎很想你
哈哈哈吧哈哈哈莎莎
遇到专业选手眼睛都亮了 起劲了
这个小哥帅噢
在呢在呢
团长牛逼
紧张了
团长牛逼！
没上手抢不错了
团长nb！
啊啊啊 能不能去追她
美女怎么都给你遇上了
大迫杰啊
看中国人的vlog感觉哪里都是中国
这个小操场好像学校的
太厉害了，第一次看到马拉松式的vlog
团长牛逼
团长牛逼！
这个绛红色比中国队服好看
哈哈哈
会长加油
团长牛逼
"知道康辉""请运动员们落座观礼""有多难了"
这是谁啊？
团长牛逼
i like it the purple pants
哇哇哇我感觉我到那肯定见着个人就打招呼 好美妙的经历呀哈哈
好热情的美女
你是荷兰的大姐
加油！我们洛杉矶见！
至少一米九
艺术体操团体
加油
啊？？？奈斯
哇塞fefe
这肌肉令人羡慕
团长牛逼~
pin大户 惊呆了
匈牙利的小姐姐
竟然不给我们诸国准备筷子
牛逼
那里的饭究竟有多难吃
怎么有点像怪鸽啊
哈这是赛会任务吗
加油啊
免费的吗？
已经很厉害了！
这iPhone吗 拍的画质不错
就像我看奥运一直在找帅哥
看完了，团长牛
去喝一杯
看美女耶
这么看感觉这里好潦草
看门的阿姨哈哈
路人路过   关注up了
团长牛壁
真棒！！！！
团长牛逼
辛苦了加油加油
牛逼
好社牛啊 大声当面说话
还想穿耐克
还搞科研呀
在在在
团长牛逼
团长牛逼！
fefe！！
团长
团长牛逼
50min的vlog，可以有
团长牛逼
团长牛逼根本不够看！！
团长牛逼！！！
马上出现一口一个大香蕉。
白丽老师性格好可爱
前方即将惊现名场面。
团长牛逼
谢谢会长
团长牛逼
团长nb
I am very love you!
这感觉真的太好了，看的都有点点感动
团长牛逼
团长牛逼
团长牛逼
团长牛逼！
团长牛逼
王艺迪曼昱莎莎陈梦马琳
团长牛逼
团长牛逼！
还不够
团长牛逼
团长牛逼
在看
完成得很好
拿鞋带穿起来的怎么可能掉
团长牛逼
会长牛逼
团长牛逼
西凡西凡西凡
白嫖的
