欲知造化会元功，须看西游释厄传，出自西游记篇首，有心了
3060表示冒犯
RE8
黑熊精的JK裙真不错
3040我走
这声“嘛～”听了就很舒服，无限回放
感谢
我开真生成直接闪退
兄弟们，这个我是真喜欢
750ti 2G 学习了
好家伙3000+
那一块显眼的七彩虹是我的
没有我970嘛
可以打电竞了
会闪退
卡皇的实力
750Ti不服
真好看啊
神医啊，大夫
帧生成要配合 低延迟一起开在 显卡设置里面
脸瘦了好多
序章还是严重卡顿，只有20多帧
扯，玩时毛发很吃配置！
人眼已经无法分辨了吧
祖传挡脸毛
华佗
好看
RX580
哈哈，人才啊
核显申请出战
都1050ti了，官方都没辙了，这能调到流畅玩那简直就神医了
善哉善哉
666
12ms还不卡?
我的3050嘞
阿狸真漂亮
1650:那我走吧
只要不开光追，可以全部拉满
我觉得现在就很好！
还我大脸狸
重操旧业？！
2050：？
怎么感觉更好了
天才啊
能！！！！！
轻薄本？？？
1050ti申请出战
不止，开高显存占13G多
全局光照至少开到中，中和低是2个光影画面
帧生成不是只有40卡吗？
NB，阿狸狸辛苦了。
啊？
噔噔~
噔噔~
去测第三章啊
雪山上教做人 我这里130桢 雪山60不到
wow！
美女啊
收了神通吧
救救RTX3050吧～
三连啦，谢谢赛博华佗
QQ嘛我懂！
截图怎么按出来的
新皮肤很漂亮
谁？
amd 5700显卡tsr关了帧生成，帧率暴涨一倍
我赶紧打卡一下
神医啊
这都能救？
Ps表示无感～
没光追我也可以随便拉特效啊，问题就是超高的rtx光追
还真是，昨天我就发现捡东西不懂画面特别清晰
还好我显示器只有2k
啊？wo 7900gre可以刚4k了？
倒反天罡
赛博旅游
我1660ti  6G
20系卡皇真是可怜
神医啊
阴影开了有时候脸部细节都没了
3050完啦
让你度化完了
我的大脸阿狸去哪里了 你是谁！
我580运行流畅 昨天玩了5个小时
废话有点多
阿狸录视频的地方好像是成都的太古里
谁3060带4k啊
开了DLSS直接把抗锯齿拉最低就行
哈哈哈哈，跟我一样
《无帧生有》
？
一句话讲明白了
啊！?
行吧 没有4050
主打一个众生平等
核显充满信心
我一充钱，快乐七天！
她是天使
优化前简直就是我
我发截图，我爸问我这是啥电影
画风突变
哎，这个视频不够简洁
我改了也不行
它来了，就等阿狸的优化教程了
我欲成仙 快乐齐天
赛博华佗
经过这一优化黑猴果然是神作啊
4G咋整
E5，启动
我普门就是被显卡危机支配元年
报菜中
GT1030蠢蠢欲动
那我2080s怎么办
爆显存就把贴图什么的调低
我嘞个赛博华佗阿
nb
这是为什么呀
啊
我为什么这么拉才30帧
我的2060s  2k能到90多帧
为什么我的选择不了分辨率，不能调整，就只有一个选项
这不是玩游戏，这是看电影啊
我干！这真的是看着都爽！
啊？美女你谁？
俺也5600XT
你是谁？？？
steamdeck 30 提升到 60
不是你要考研啊
赛博华佗
棉花哈哈哈
1080:?
神医救救我的960吧
黑神话广智
960不服
好耶
4060TI？
赛博华佗受我一拜！！
5600g怎么优化
卧槽终于看到她没有刘海的样子了
为什么没有我苹果M芯片
6600Win！
3050:丸辣
3050:丸辣全都丸辣
????
电竞帧数!
实测4080笔记本也能抄这套
阿狸真的好可爱
升华了
满满求生欲
3050笔电显存4g根本开不这么高
WC
阴影影响阴影渲染距离，开超高才有可能避免消失又出现。
不会爆显存吗
这下听懂了
啊？这是阿狸？
这还用射
当年8600GT畅玩crysis
坏了，我970是3.5G+0.5G合计只有4G！
旧版缩放可以到8k，但是损失性能，DL缩放性能损失小
纹理是什么
别念了，狸师傅
确实畅玩，但是主机变成c4了（）
大盘脸怎么忽然笑了
真的吗？他把我8g的显存给爆了
1050还能再打十年！（）
想要一个970
俺也一樣
俺也一樣
不看帧生成根本玩不了 开了40帧勉强能玩
赛博华佗，请受我一拜
哦呼~
请收下我的三连（跪请）
拍照按P键
考虑到小破站会压缩视频画质
牛
看看就好。。真玩4K能舒服见鬼了
王之宝库
游戏比电脑贵
6
我1060 3G
588？？？？
wocao
贯口啊？
天才！
mx550
赶紧丢了吧
我欲成仙，快乐齐天
nb
开高会有画面闪烁，只能开中
4060游戏本也是很逗
孤岛危机3照样吃
610用户表示不可思议
老婆真美
开帧生成感觉手柄上像涂了淤泥
能玩
瘦了
黄风岭偶遇屋顶左弓，无限火力强如怪物，拼尽全力只能绕路
这下听懂了
削骨了?
黑神话的流量是真大
新造型唉
我欲成仙，快乐齐天！
这才叫普度众生啊！
这...
天降我在 天地之间 总该有故事让后人看
就游戏开发水平而论，比起外国大厂已属弯道超车的水平了
赛博华佗！
热度这么高，估计是骗不了了
说的好，我4g
让我想起了另一个神优化代表——给他爱五
960救一救吧
可汗大点兵
为什么我的4060不开帧生成都有65的平均帧率啊
没有渣配置，只有渣设置，猴哥厚道
阿狸你的脸变小了诶
不吃U只吃显，这样的优化已经领先很多外国大厂了
辛苦我1080p的手机屏了，什么都看不出来
5600G申请一战
原来是黑神话——卡王
当代卡王还是吃不下4K，怕嚥着
赛博女华佗
一个黑猴让我个电竞小白入坑了
布什借门
众神归位！
ppt猴
哈哈哈哈哈哈哈逆天了！
我20帧也在玩
不可能改，必须全影视级画质
塞罗
有一说一，优化真的不好
为啥开了延迟反而降了？这什么原理
啊？
全局光照最好是高，不然阴影闪烁严重
2g怎么办
阴影开低有的地方阴影突然加载特别出戏，中也有部分这问题
美女你谁？
最骚的是这俩可以一起开，帧数直接爆炸
我2060你给我讲4K 我何德何能啊
无中生有？无帧生有！
哇！老婆！！！！
我去
看完之后780M小主机蠢蠢欲动。
卧槽
3050：丸啦，没我
悟空：别念了，师傅别念了
卧槽
投币了投币了
不是姐们，啥显卡？
稍微多特效估计撑不住了
全是帧生成
今天也太好看了点吧
阿狸做我老婆吧，好不好？求求啦
怎么没有3050
2080ti在哪里。。。
那这4K也很难说是4K了
怎么拍照啊
美女你谁啊？
虚幻5还挺吃配置
？
内设顾大海
游戏都比显卡贵
dlss又帧生成主打一个低信息源
不是大脸盘子吗
能不能打一下黄风大圣
@iT雷轰
用键鼠玩？
优化好
终于等到你了
6800xt有不
然后还可以解决频闪问题，开始显示不要设置锁60
好美啊！！！
记得把开始菜单里面的检测当前显示器开一下，里面可以再设置一个6k已经帧率
1050TI？！
远处的为静态，小范围近景为动态
你咋这么多显卡
帧生成就是闪退的元凶
？？？？
老黄得来这进货
不知道为什么我感觉60也不算顺滑，调到70几才顺滑
？
lumen就是软件光追，效果挺好的
这下真分不清游戏还是现实了
轮遍照吉祥如来 妙功德住吉祥如来 善逝定迹如来 宝华光吉祥如来 超无边迹如来 妙香王如来 一宝盖王如来vb
南无宝性如来 毗婆尸佛 南无袈裟幢如来 无边身如性如来 波头摩胜如来 师子吼如来 拘留孙佛 宝相如来i
马
显存开最高也就吃六七G吧，不算太高
纹理就是贴图
我1050默认画质也有40帧啊
显卡危机，你们的大圣回来了
6600报到
富哥玩法
1060！！ 甜品之王！
错误的。1050TI用户拿不出200多块钱买游戏。
师傅别念了
？？？
好漂亮！
感觉断句有问题
三连当挂号费了
显卡危机
这个画质开半小时就得卡
1660s：我走？
4080d报道
阿狸瘦了好多
今天黑猴刚上线，就要测试这么多卡，我有理由怀疑up早玩到了游戏
显卡危机历历在目
截图了，截图了
我馋了
750ti能抢救么
30针也卡啊….
啊？不是，这能玩？
我打黑熊精到火背景的时候一瞬间从六十多帧降到了十三帧
30系有帧生成补丁的，可以搜一下
这就是钞能力的世界吗~~~
钞能力
3060
阿狸你问我啥，我都会说可以（痴笑）
确实好玩爱玩
美女你是谁
讲了半天
显卡：6，这把高端局！
PS4性能，哈哈哈哈
高手啊
3060
我嘞个新皮肤啊
太可爱了
阿狸：调参数的神
等会，盖革计数器响了
瘦了
每个字都听得懂，连在一起我怎么就不懂了？
这下是真分不清虚拟和现实了
佛头眨眼了
09年在网吧玩这个仍然记得被这个日出场景震撼了
您能分清这是游戏还是现实吗？
掌机级帧数 可以接受
我的2060有救了
4060ti ？
你是？
大家看，后面佛头动了！
纹理就是贴图
看不出来区别
脸怎么小了
p106-100
7900X战未来！
废话真多啊
这个我证明！我就是这样的，确实适合
7900XT：那我走？
4050在哪里？
纹理是什么啊？纹理是什么啊？纹理是什么啊？纹理是什么啊？
？！？！
纹理是什么啊？
7900xt：那我走？
7900xt：那我走？
4g咋办求教
请从最低的显卡开始
我是1060 6g的显存 设置上有区别吗
[ohhhhhhhh]
没有rx580
阿狸左右眼的卧蚕画的咋不一样
我个人的1060设置方法是降一档分辨率FSR拉到90关帧生成，各位也可以试试
空气墙是为了展示更多的远景 不然直接做成墙壁和山就行了
王家卫级别（
不好意思206055针，2k
后期处理就是你的特效会发出多亮的光，注意这跟你的特效的华丽程度没关系，就是纯影响特效亮度
2080Ti
为什么这个30多帧比上个30多帧要卡
视野距离就是你能看到多远的东西，调近了游戏就不会渲染远景，你也看不到远景
阿狸是受
WOC?
完全不吃CPU，就是显卡压力巨大
掌机画质这么拉？
植被就是地上有多少根草，多少落叶
狸妃这个男装打扮帅啊
amd、yes
4060ti没有？？？？
mx350申请出战
玩游戏的也会被骗到的，这太离谱了
70度左右
全局光照就是你身上的黄铜反光，是否会让身边的墙壁微微泛黄，看不太出的
1080ti怎么办
大力水手
众生平等
3050和1650做一桌
我的1060上阴影开低会有不少模型闪烁抽搐，开中就解决了
渲染精度就是模型的面数，面越多越平滑
阴影低配玩家也建议开到中，帧数低宁可降分辨率
问题是能不能稳住
听不懂思密达
没4060ti？
这明显是rogallyx
你说的都对！
老婆
你好结芬
试过就知道了，丢帧体验都没这么糟，画面是会流畅但是你指令会滞后
敢漏脸了
我的神呐，感谢阿狸，我的1050TI还有希望一战，我要哭了
啊？
完全不建议开帧生成，尤其是低端反而更加不能开
啊？
我阴影开低帧数反而跌了，很奇怪
4050 怎么办啊
我1660ti不行?
"1060,目前我的方案是降分辨率中低画质60帧打到第二回，希望视频给我惊喜"
哇，同款，可以抄作业了
赛罗奥特曼的bgm，我说这么耳熟
6500怎么办
没有3050吗
我直接看1650
mx150 怎么救
4050：不是，哥们
好像懂了。。又好像没懂
这个能不能开光追
这西游记原文
我还在用我的GTX650 2G 在用心看
1660ti还能再战
后面四大天王
3050?
960参考1050Ti
960：又不带我玩
我6600XT 全高开帧生成只有55
老婆，新皮肤
我不要看妹子 我要看猴子！！
这个来的太关键了
有摩尔线程吗？
好美啊
rx5700木有吗……
我2060再战10年
才60 -70吗
阿狸果然没让我们失望
好看
970申请出站
特效主要有个体积雾
780M！你是我的神！！
显卡危机
哈？
总之能玩就好！
赛罗快乐曲
我的960还能不能救救T T
3400核显请求出战
1080Ti还能一战啊？
啊？
好好好！
1660TI
神医，请给我的970把一下脉。。。
1066性价比拉满
这个必须要赞一下
图吧大佬狂喜
来了
神医啊
帧生成再补一个插帧
老婆
好美啊
2080ti？
夸张哦
哟
6
大乘佛法，普渡众生
1050ti！！！我直接三连送上
还有1050ti！！！
终于换妆容了
好美
这简直是雪豹7700xt！
如数家珍
我的大脸盘子去哪了你还我
废话太多了
线性游戏空气墙是多
幽默卡圈小鬼，除非家家游戏公司都是R星，那显卡就有性能过盛的时候
vega64用什么
不是哥们
那还是不一样的显卡危机相当于1080ti时代除了个3080ti才能畅玩的游戏
背光发黑更真实啊
老婆老婆老婆
老婆好美
1650怎么能和1660s放一起
纹理是什么
2080
2080
海星
7950x3d无所畏惧
赛博华佗
我588其余特效全中6 70针怎么性能还更好点。。
大夫，470能救么
英伟达面板找不到DSR选项的在显示器OSD菜单里关闭dsc
可惜20系没法DLSA3
纹理就是材质
该推荐电脑了  还是等50系N卡？
啊
为什么没有6900xt
这样设置为什么还是40帧啊，
750ti表示不服
军火库
美女！
今天的装扮秒啊。
arc轻薄本!?
神医
不成我就把手里960买了正好够买游戏
我就是这样的帧数，根本不跟手
就冲我狸露脸了，我给三连
开场演出我给10分！
赛博华佗
烫不烫
我的1080ti怎么办
！阿狸！我滴神
啥时候上小霸王
骁龙8gen3能玩吗
我试了感觉好像不太行
能玩
原始帧数低，开帧生成简直灾难，完全不跟手，这可是动作游戏
我就知道会有这个视频！阿狸我滴超人！
我3060也能跑20，影视画质
？？？
我看出来了，是棉花
游戏比卡贵了…
好活，赏
???????
好活
1650狂喜
这个必须mark，三联，转发~
神医
能讲重点吗
怎么变样了
1050ti战未来
英伟达直接更新有显卡建议设置
1660表示得不到尊重
？
美女你谁？
解锁阿狸新皮肤
看完1050TI 直接豪华版了
到
1080p完全够用！拍照在切2k
当年8600gt直接幻灯片
老婆
赛博扁鹊
纹理是什么？
配享太庙
全是科技
我6700k
纹理默认拉高就行，只吃存储不吃运算的东西。
赛博华佗！！！！受我一拜
嫁妆展示
1660
确实如果没这两个功能，1060真不够
光追利好开发层，减少开发成本，但预渲染烘焙好的开发商同样可以做出极致氛围，现在懂了吧，转嫁压力给玩家配置的商业布局。
美女你谁？我的大脸盘子狸哪去了？？
纹理是啥0 0？
啊？
2060报道了
好了散会
纹理在第四行
同配置，这么设置没法打，打boss卡得很
四妹cos？
1060哪有帧生成啊
不好！我就要2k
电竞华佗。。。。。
6750gre10g 12g两种，但显存都够
你是否在找：400元装机玩黑神话
手持580的不妨碍嘲笑4060的用户！
这身更适合你啊
帧生成延迟太高了
我一充钱 快乐七天
含金量爆炸
别念了，师傅别念了
3050笔记本按着网上推荐设置只有30帧左右，如果想要60帧往上画面真的没眼看
好看！
1660s可以把“其余特效”全改成中，个别设置改成高，然后根据情况设TSR，把原生帧数保持在45以上，然后开帧生成，暴爽
这个游戏很吃显存的
1050ti真的吗
刚看了这段原文
没有我的6500
50帧体验感不好
这不就是最好的状态
情商哥来了
啊？
善
a380：（
帧生成再原生帧率55以下不要开
750ti可以吗
960m出战
小逆天
看了半天就等这里了
电竞帧
理想老婆
赛罗处刑曲
妙手回春啊
我960 还能救吗
fsr插件用了画面一闪一闪的
哇，我的5900X有用武之地了
i卡应该xess吧
是的这就是我
巫师3的毛发可是显卡杀手
光追关！4060开光追确实有点难为他
阿狸！！
超采样
少废话
这个毛很奇怪不知道是不是我设置问题，研究半天了
吼不吼呀~
古希腊掌管显卡的神
史诗级大片
阿弥陀佛
8K
nb
盘子瘦了
63013
4060ti：那我走？
眼前一亮，还我大脸盘子，这就是“光线追踪”吗
在这问来问去不如自己去游戏里试试
诸神黄昏
握草！
哦豁
大家好我是显卡精
阿狸史诗级新皮肤
960老兵在此
580
纹理就是贴图
这是谁？？？？
来掏
说的对
妙手回春啊大夫
这视频真不错 干的稀的都有
老婆！！！
小脸盘子
换主持了？
950能玩么
7800xt路过
我狸瘦了
牛掰
不是圆脸我不是很认可
4K太强了，阿狸是神！
华佗救我
啊？？
3050ti只有95w，软件检测瞬时最大也就只有105w
太好了，没想到还能提高
这不飞起了……
我老婆
赛陀
不是不能玩
那我5600xt咋办？
为什么没有5600xt
p106我真有
直接说怎么设置
哇~  新造型！
个人不太推荐手柄
这里图是不是和前一张放反了？
原本帧数低，别开帧生成，延迟很明显，来不及闪避。原本帧数高，可以开帧生成，影响不大
完了，我好像喜欢上她了
2080用户来取经了
有没7900xtx
我没开帧生成，也能达到平均75fps
1063怎么办
赛博华佗
E5启动！
呐，这就叫专业！
如果只是这样，应该稳不住60
电竞帧数！
4060都能玩4K了
纳尼有1650啊0.0
我的大脸盘子去哪了
我是30帧硬玩，感觉很上头
摩尔线程
3050
阿狸好美哦，看呆了
1063路过
赛博神医！！！我调完回来啦！他就是不卡了
好平啊
无敌
神医啊
我3060ti70针
\\\\\\\\\\
卧槽，真有1050Ti啊
啊你这！ 完全没提CPU和内存！笔记本怎么办！掌机咋办呀！
1050ti
阿里的脸瘦下来了？？？？
对不起，我的手机实在是分辨不出来
（不吃显存）
动起来，你其实看不大清楚
右边这个水？？？
我欲成仙！
这是生化村庄
上8k显示器
啊？
脸变小了？
4060ti？
这是描述花果山的诗，应该是原著里的
植被，阴影，全局光照
真影院级画质
买中端卡去咯
阿狸NB
你自己没开
感谢你 赛博华佗
发现一个小问题，3060ti不见了了
强
强
赛博华佗
我的FC还有机会吗？
哇！！！！！！！！！！！！！！！！
纹理是哪个呀？
我超这么美
这不GTA5嘛
左上角40FPS没绷住
帧生成我就12ms延迟，打啥网游也没见人说12ms卡吧
哇偶
不是。。。为什么都没有人说1080Ti的？
4060ti怎么设置啊
狸大夫，妙手回春啊、
我3050得薄本，中画质嗯都还有五十多帧
打游戏玩4k你们的眼睛是显微镜加高速摄像机吗？
显卡风云再起
超越电竞
3050还没被念过名字，看看我好吗，妈妈（哭）
显卡大战
能测的全测了是吗？
3050笔记本不是只有90w吗
赛博华佗
赛博华佗
648游戏真的低级乐趣
这个新皮肤太行了
请问大师我的mac有救没
黑猴里4060开光追的帧数反而会提升。
美女，你是谁？
我欲成仙？
来一台比游戏还便宜的是吧
报菜名
很烂
这一套好看
啊？
美人在骨
还不行的有没可能是你U也太烂
阿狸好看！
1650再战
西游记后传的bgm呀
妙手回春啊大夫
这么横！！！
？？？？？？？
你是阿狸？
我欲成仙，快乐七天
4帧电竞
这谁
我成丈育了
我1050ti还能再战！
最漂亮的一集
为啥我的1080ti卡成PPT了？画质我还全开的低………
我核显也能玩 就是画质低了 帧率还行
可以打电竞了
1050是我了
30系开dlss+帧生成需要mod，自己找找
这次妆容画的不错
1080TI开了帧生成只有40多帧 不开有80-90帧
3050：我4g，那我走？
感觉不如不开
我的小天才能不能畅玩
我也是位列仙班了
？？？
赛博华佗
老婆再見
打黑熊精直接给我帧数干到40多
这里应该有问题，70ts按这设置只有50不到
这不是我刚拍的EBSD吗
卧槽，美女你谁呀
1650前来跪谢
大制作！
我去！白到发光！
核显也能玩吗
妙手回春啊阿狸
纹理是什么？
才反应过来这好像是黑熊精僧衣大会那段
我默认设置也有30啊
不是，你584用3060的设置，我的1060该有多尴尬
显卡菩萨在世
无敌
啊？？？
好看
幻术吗，什么时候
只要不是太拉，不卡就行
好看
没有4k屏………
但好像高和低没什么区别
哇哦
嗨，老婆
没写错，不开fsr。
阿狸这期好好看
凌虚子也瘦了
美女你哪位？？？
赛罗
30系再开个补丁就能开dlss效果的帧生成
妙手回春啊
网王的BGM很振奋人心了
看配置也燃起来力
盘子我的1050还有救吗
1063就有点难 显存太小了
电竞帧数
好
完全可以接受
1080Ti清朝老兵
可以，能稳4k60帧就够了
woc？deck90针？
我的590！
1080ti怎么办
你谁啊
富婆
可汗大点兵
阿狸好美
好好好
别念了 师傅别念了
赛博华佗
生化危机8？
哈？你谁呀
1063
台式版本3050 130w
盘子→碟子
1050ti报道
6666
图吧来活儿了！
这次好漂亮！
小脸盘子
3050：天塌了
快去叫如来佛祖！
上i7级
这是赛罗的主题曲吧
666
老婆这造型太好看了
哇
bgm原审吗
别放猴子，我要看阿狸
如数家珍
30系不能dlss+帧生成咋搞
580纯纯大矿卡
《报菜名》
格局打开
？？？什么？
慷慨且富有的阿狸
7900XTX便宜啊
960也太老古董了。
磕一个
750就干脆试都别试了。
内设谁
区别很大，不过没办法
阿狸瘦了？
《画质一般》这是哪个大聪明发的
带1050ti玩，好人呐
位  列  仙  班
1050还花钱玩steam，真爱了
你终于来啦。。。
帧生成要分开，DLSS3无脑开，FSR要有一定帧数要求，他们两有区别的
好看！
你是阿盘？？？
越来越漂亮了
当年孤岛危机1代足足到gtx680才做到1080p全拉满60帧还得超下频，不然平均55帧左右
还是虚幻5。。
2080ti
5090都不行还得上大力水手
3A大佐
啊？！
妖精，吃我一棒！
牛批！！！！
全是鬼影
牛
电竞标准
我的渣渣卡帧生成真的有反作用。。。
2060s到！
3050怎么办
啊？还有我i卡
无敌
3050在那里
20 30系可以用民间插件开dlss3.0
大脸狸去哪里了？
4060ti我在哪我是谁
我是不是可以出去了
哇哦，还有P106
空大
美女你谁
改锥开机
你谁？
这里是不是写错了，应该是fsr吧？
南无大慈大悲显卡菩萨
4060肯定是DLSS呀
1050ti都能玩？
P106能玩那么HX40妥妥的
截图了
啊？
大胆点，买5090
970还能再战！
970比它还强一点点
那就把王之宝库赈济灾民吧hhh
我玩3小时感觉帧生成还是要开，25-30帧的提升手感质变
毛发比较吃配置，1060建议中低即可
最终还是那些念，缠缠绵绵总不变，后面啥来着
掌机级帧数
6750GRE是多少G的
其实挺不错的，僵尸栽花
神tm1650毛发拉影视级，打灵虚子直接给褒姒
不错，整的热血沸腾的
说人话，二零二零年
个人不太推荐键鼠玩这种游戏
我倒要看看我全拉最低动不动30帧还有没有救
只要决心大360p也能玩
可以！
666666666666666666666666
黑神话：阿狸（限定提供版）
整活了属于是
赛博清道夫
4080占用全满散热轰鸣
7900XT路过
3050ti先玩一把，等50系
我一充钱，快乐七天
1050ti  体验还是不行啊
4080，DLSS75最理想，千万别开垂直同步否则很不跟手
能让更多人玩到比较好的体验就是好
请求中译中
进来就磕头
但我看的视频是1080p的
单机游戏吃显卡是正常   不要太惊讶
能动换了
别拿40系举例子，有帧生成
神医救世
画面一般的你玩过了吗
西游记后传的BGM
低角色没影子
终于不像南梁了
最高纹理没炸4G显存？
毛发技术迭代了，当年劳拉海飞丝是个杀手
还得是我狸
好玩
摩尔线程 加油
帧生成开不开你先打开试试看，不能就关不就完事了
光追肯定关啊 不管30
游科：明天，上班！
4080运行时跟田鸡做守门员表情一致
960怎么办
二战老兵卡
wff
背景漂亮
赛罗！！！
美女你谁
真像狐狸啊
nanite网格体和lumen的优势
妙手回春啊大夫
她只是不屑出手
真能水 不能直入主题吗
俺是来打游戏的。
军火展示
纹理是什么啊？
专业选手。佩服佩服
右边感觉黑的地方看不清啊
老婆老婆
我去，居然是美女
10帧不卡
真的好玩
牛啊
这下我就了然了
666
笔记本3060只有20帧上下。。。测的时候明明是60帧
笔记本1650 还有救吗
有那么好玩吗
帧生成2060也开不了
6啊
说书婆
这币你有了
必须上4K
并不行
阿狸的手！
我的大脸盘子去哪了
卧槽 这个妆是真的可以
主要是这个帧生成
赛扬！
妙手回春啊
《》大圣歌《》
能用国产卡玩国产游戏吗
必须必须设爆！
这是原生欧布的背景音乐嘛，听的我热血沸腾。
这个石头像牡蛎壳成精哈
巧了，我4G
我已經在測試用VR開黑猴了…
开光追吗
4060开光追吗
阁下高
我家大脸盘子狸怎么没了
太棒了
内设？羡慕大海
3050那我走
那1050ti的本能救嘛
不贪不杀西牛英伟贺州
听不懂专业的东西就只听“可以无脑拉满”就行了，玩游戏而已，没必要较真
都是大白话，为啥还要讲啊。。。
那我2060 115w笔记本该怎么办？
bgm好耳熟啊，是不是什么奥特曼的
够用！
闪烁那个是因为你显示器默认帧数没改。
6650XT泪目了
1050ti？
6700xt路过
坏处是：拉曼没啥区别啊喂！
卡皇牛哇牛哇
终于看到完整的脸了
有摩尔线程吗？
你就好啦
RTX1060 为GTX1060哦
@阿狸才不是受  这里写成rtx1060了
好像要这里的场景壁纸，还不知游戏内有没有拍照模式，晚上回去看看
跳过我的6900XT是吧~~
纹理在哪？
单机很多都是看gpu
这样弄鼠标速度也得调
计算量摆在那的，需要的是rtx9090
难掩大脸，哈哈
窗口化720p玩得了
5700xt路过（流泪
善
爱了爱了
1帧能玩，2帧流畅，3帧电竞，4帧起飞
nb
我1050 2G
我咋按照设置完了又卡又不清晰
好湿好湿
赞同，我们体验的是游戏本身而不是电脑配置
太好看了！！！
？
不是，我狸的大脸盘子哪去了
游科真的是为各种玩家着想
帧生成压根不影响
不坑穷人
赞
别念了，投币了
川渝婆娘只要不老子数到三，简直就是神
我中译中哪去了？
2080super怎么调
这就是我的老电脑hhhh
阿狸使我对1060充满信心！
好看！！！
神医啊
我擦
美女你谁？
2080s
众神归位
我去 vega8显卡
说实话我1080就够了
赛罗！
我去 va
美
960 能玩吗
是我
师傅别念了
川渝婆娘就是好看
fsr帧生成所有显卡都能用
不学不学
哇
？？？？
姐姐我好爱你
以前不是叫大脸盘子姐姐么，造谣，没看出来啊 是谁造谣的
太能了
快乐齐天
这一套 美翻了
只赚有钱人
打错了咋是rtx的1050ti啊
你谁？
3050--怎么办
我欲成仙快乐齐天
阿狸，你就是我的神话
开不了6k 啊
如数家珍
啊？？？
好漂亮的阿狸
啥时阿狸嫁给我，我就不用操心这些了
她果然他没有忘记我的1050ti
3050
580，woc熬，那我也能玩了
快进入主题
太贵了，能不能比游戏还便宜
阿狸，你就是赛博华佗
那么问题来了 怎么没有PS4版
善
这里明显要开帧生成，我这里不开只有45，开了才能60
真影视级
看看有没有960的设置
笔记本打游戏本来就笑话
我去，还有矿渣
啥？你说Surface？！
啊，大家的老婆真漂亮
众神归位
幽默幽默幽默4060
这套阿狸皮肤真的很漂亮
三连了
2g显存的1050还有救吗
这……
美女！
有苹果本吗（doge
军火显示
那我缺的大脸盘子这块谁给我补啊？
