杨戬：助战？助哪边？
原来卡二这么多致敬二郎神的
第二章的黄袍员外也是
原来是瓜田任务的那个boss
这我也做得到啊！
这还是贝吉塔和卡卡罗特的人设啊
悟空耶格尔！
杨戬跟画有很多传统故事
在黑神话里面天兵死亡是直接魂飞魄散的
这脸模比张翰帅
金箍棒在花果山就拿了  别云了
文字是取自西游记原著吗
哪吒？观音？
不是补天石
这个杀不了是指执念所化的残躯
太上老君可是道教三圣
换个身体！！
大聪明太香，老金上线
一口一个舅舅一斧一个老表
兄弟们一起打上凌霄宝殿，干掉太上老君救四妹啊！
接不住才对，三尖两刃刀比金箍棒还重一倍
天庭如果给天命人戴上金箍呢？
不是跪，是礼数
我靠 这下真解析了，我悟了
小舅子
毛线小迷沙，是小沙弥，小和尚的意思
我已经能想象到dlc救四妹，师兄弟两个反骨仔一起打boss的情景了
火眼晶晶后杨戬不是大圣对手了
这二郎神看上去有点像张翰…
豹纹啊
缘一，为什么!
忠义！
天庭反骨三幻神，哪吒杨戬悟空
天庭内战三幻神哪吒杨戬悟空
第二章黄袍员外也是
弥勒：我哪知道什么二郎神，我不到啊
如来断手回去圆寂转世了
如来极限一换一
洪荒体系套西游，真有你的。
张翰？
后台硬的的就数二郎神和悟空了
还有个小哪吒虎视眈眈
这就是我为何喜欢二郎神
太上老君是太清圣人的化身。只能通过这种方式来进行改变。否则会遭到天道惩罚。其实他就是想要猴子改变天地。
神话不是历史，不是你编的神话说太阳石你射的，别人就不能编与太阳相关的话题了
9866
黑神话·悟空2［再战天庭］
一个破小说比道教还懂清源妙道真君搞笑
杨戬几千人还是有的
三清麒麟崖三界第一扛把子
道教不是印度教呸
等待大圣归来杀上天庭手刃玉帝
反骨仔之间的默契
之前也帮沉香救母
六丁六甲也是二郎神帮的忙，没明说，但给了辰龙画轴
是天庭配合猴子演戏 摆脱灵山的控制。依旧是佛道之争
金紧禁三箍都是灵山的，不是天庭的。而且，二郎神前来未必就是二郎神自己的意思。如此多的人手，是天庭的意思。
听调不听宣
〈除妖〉其实是扩充兵力
焦恩俊：？
不是要打碎云霄吗，怎么不去了
这脸是照着张翰捏的吗？
懂了，太上老君才是真正的面壁者
铜炉烧不了大理石
叛逆的孫悟空
會不會太上老君也是25仔
后羿：你知道我想说什么
沉香：up主说得非常对
《贤侄》
都江堰有二郎庙应该是最早的了
最后还不是带上紧箍了？
弥勒想早点上位啊
吓我一跳，释放忍术
韩天尊是你！！！！！！！
这里一命过第一次听……
up可以啊～～
以似摆脱金箍，那不没意义了吗
摆脱的唯一方法是去似，确实摆脱了，也确实似了
太上老君：你怎么还在？
山河社稷图
眼LV.MAX
叛逆三人组：悟空  杨戬  哪吒
武器都不要惹
原来大哥是他啊
西游的世界观庞大。
这是哪里的剧情
不一定是谁比谁重，人选武器武器也选人，他们都是有灵性的，二郎神，这里把武器交给他，就是等于是拿性命给他担保呢
西游三大反骨仔……
下一部:黑神话 杨戬
三尖两刃枪两万五千斤。天命人没接住。
天庭三大反骨仔
这里错了，悟空是被各大妖王围剿死的
不是灵山上的诸佛吗
天庭？
点子王
那是西游记，上古神话不一样的
火眼金睛
灌江口祖国人
当时打到这里给我气坏了，我救你两次你还要揍我，等死吧你
现在的杨戬看着顺眼好多，更秀气了些
公然穿模
杨显
就是叶修
黑神话杨戬
6
张翰
定海神针三万五千斤
黑神话参考悟空传也不是不行啊
西游记只有二郎并无杨戬
jinbo
朱子真是黄风岭的黄袍员外
不是张翰，评论区是没看按哪个员工脸型做的吗
杀自己妹妹啊？
卡二
这CV是张杰？
如果封神的话，以后的修为不能再进半步
金蝉子:不赌，就没有输
沉香，这个我熟
透了
Dlc稳了
猴哥的社交能力三界天花板
这真是惺惺相惜了。所以二人那会叫斗法，太上老君看出来了，俩人绝对是越打关系越好的主，然后出手了
这妥妥的dlc啊
这dlc不就来了吗，黑神话 杨戬 黑神话 沉香 黑神话 魔幻手机
那些带节奏的举报就好了，剧情都坑都没填完，就带节奏，将来dlc填坑了，他们会出来道歉吗
天兵：我们也是play的一环
金箍vif了
枪在手，跟我走！上天庭，救四妹！
外甥
黑神话悟空2
这里，笑了
黄袍猪猪也是
把自己身体变为灵根，那么身体虽然还有金箍，但是只要5个灵根集齐在那个天命人身上，那么也算是摆脱或者重生了
骗过天理！！！
封神榜
银尖宝戟!
反天庭
玉帝，王母是鸿钧教主座下道童，和三清是师兄弟
太上老君是太清化身，真正的大佬，对标如来
说白了，说的孙悟空死了，是成佛的，带着金箍的，死了六根，回本是新的，孙悟空也是真的孙悟空只是没有紧箍咒
菩提祖师：？
弥勒是未来的佛，他也是想反
猴哥回来啦！
三眼甄选
大圣：稳啦！
猴哥牛逼！
眉山六兄弟 不是梅山六怪
肉身成圣
最牛逼的三代弟子
扯原著没用，都改编很多了，说不定人物背景也改了
一盘大棋
杰大声音真好听
呀，这不是封神榜吗？
后羿:来活了！
那是编制
封神榜：杨戬
这是哪里的剧情？
悟空传剧情
斗战神
老子：西游记是我被黑得最惨滴一次
黑神话悟空:年度dlc 大闹天宫！
开玩笑，白帮你外甥呢
这里面的二郎神真的太像韩立了
我现在还在黄凤岭迷路呢
元始天尊！！！
二郎神好帅！
火眼金睛好像还不如之前的
黄袍员外呢？
二郎神一直是我方
二郎神当年也是大闹天宫之人
灌江口军阀
上蔽天听！！
高空抛物
而且杨戬跟天命人说这些话时用云层把天光遮蔽了，上蔽天听
二郎神真的厉害很像韩立。。
壓在山下是救她 沒関係就拉進老君爐裡  西方救猴子比照而已
不成仙就成丹
杨显
大圣娶亲达成（doge）
白衣秀士王伦？
这是小人书吗？
大圣并非一个人（猴），而是一种精神
越看越帅
这是那本书《悟空传》。
。。？
我已走在路上
我现在有个疑问，所以天命人都是哑巴是大圣所化的肉体，还是大圣强行用了天命人的躯体
等dlc
玉帝九子:6
这个就是金箍棒
如果真是这样，那花果山的猴子猴孙是被悟空害死的？这可能吗？
衣服穿模了
借杨戬兵解
玉帝是元始天尊的书童吧应该算
金箍棒十万八千斤的笑死我
三尖两刃刀就是比金箍棒重 去查一查不难哈
三个反骨仔要打到灵霄宝殿吗？
天命人只是继承了悟空的所有能力和记忆力
天庭三刺头
二郎神和杨戬是俩人
俺老孙被你们骗了!被你们骗了!
第1次看还以为说的是让四大天王弑天命人。。。
练成二氧化硅了
玉帝本想一箭双雕，没想到对方强强联合
玉帝本想一箭双雕，没想到对方强强联合
《痛快》
杨戬一直都是反天庭的，但是双拳难敌四手，如果有猴子帮忙，再把哪吒拉入伙
哈！哈！哈！哈！哈哈！哈！哈！
你tm这是看的哪本的西游记，我怎么这么陌生
这是什么书？
懂了，真的感谢解读，这才是真正解读，没任何过度
真的好像张翰
小沙弥！什么小迷沙
没听过
原著里杨戬不是靠七十三变压着猴子打吗孙悟空只是不败，但不占上风
我不做你来做
苦逼打工人
一口一个舅舅。一斧一个老表。
杨戬放了个海啊
第二章的野猪也是
卧槽，弥勒也干了
大圣肉体已经死了 魂魄就是意志
法天象地太爽了
猴子生死簿勾的是魂魄的名 不是肉体的名
巽位有风
二郎救母
让他和杨戬做戏被杀后投胎天命人重生 就摆脱了
杨戬：这哥们原来是个挂
老无间道了
二郎显圣真君
老公
太上老君 “道德天尊”
那瓜田那个应该也是
五五开
在下 历飞雨！
飞起来
张翰老师
不才正是在下
杨显
我也猜到了
有没有种可能开局和悟空打架的时候杨戬那一斧根本就不是劈悟空呢，下面的山都劈开了哦
冷知识：三尖两刃刀比如意金箍棒重
因为还有黑神话：杨戬
我影踪派的，做不做的天命人
猴子原本的眼更厉害的被炼废了，西游谁都打不过
这些人都是帮我们拿对付关底BOSS的法宝或法术的
不能伤其身是怎么被穿琵琶骨的？
吾乃二郎显圣真君
夺舍
md二郎显圣真君可是肉身成圣啊，谁去都是歇菜啊
琵琶骨都能穿，为什么就伤不了身
原著的杨戬对天庭肯定没好感，后面和猴子关系不错的
换一个身体？
摆脱紧箍咒
不是二郎神妹妹吗？咋变成母亲了？
破虚神瞳直接被练没了
吴承恩版猴子几乎没被破过防，有也是一点皮
我都怕下一句来个荣耀不是一个人的游戏
元杂剧二郎神打的孙悟空在玉帝面前跪地求饶
爱慕很久
英雄相惜
得是二阶段哦，一阶段会说你朽木不可雕也
你要是打别的，我无所谓，你要是打我舅，那我一定得帮帮场子
血海深仇，便在今日来报！！！
三个反骨仔大圣杨戬哪吒都适合做黑神话系列
米勒是未来佛
听到了吗，才刚开始
太上老登：唉，我有一计！
天庭反骨仔
要不是为了奖励，谁会想跳下来啊
意会随身死而消散，所以杨戬把它收在天眼中
反骨仔
肉体消弭换意志永存
佛山电翰
太上老君故意的吧，将大圣放在风口只能被烟熏啊，而老君作为炼丹之人怎么可能意识不到
等杨戬出了，哪吒还远吗
到了灵山以后那个金箍不是自动拿下来了吗？
up有认真收集资料
历飞宇是你不
弥勒也是反贼
杨戬是封神榜 西游里面就叫杨二郎
韩老魔
其实原本的眼睛要比火眼金睛厉害，火眼金睛是被熏出来的
我怎么看这二郎神像张翰呢？？？？！！！
四大天王是怎么回事啊？
这次没带金箍，说明大圣已经回来了
白吃了一个大逼兜
分尸这个剧情是真离谱 这能看下去的？
意念成圣
什么焦恩俊剧情
二郎神身高不是380公里？
悟空划了生死簿，不入轮回就不会去地府
肉身成圣
出个姜子牙  带着二郎和哪吒一起反
期待下一部  黑神话 封神 姜子牙
先去享福。
如来是施了法术骗了孙悟空，不会真以为他秒了孙悟空吧
你们剧情还是探索不够。
什么反天庭竟然不叫我。
你的心结已经解了，但黑子们的心结还没解。
弥勒也干了
二爷高义
不是伤不了，是砍了头也长出来
估计是杨显
凡间49年？
迎风流泪么
坐等“黑神话：反天庭”
哦不，他也不愿意用这种方式赢
天上一天，地下一年
弥勒佛很可能就是老子化胡为佛点化的那位
封神榜跟西游记之间有联系吗
这就矛盾了，既然不能伤身又怎么被穿的琵琶骨
配音是杰大啊
韩立
尊者：一无所有不好吗
66
.
火眼金睛最大作用就是看妖怪。对实战几乎没有什么帮助。
《西游记》哪里会有认识描写啊？
牛牛！
封神换一种说法就是直接死了上去。
还有猪员外
sz，什么游戏都会穿模，更别说3A大作了
新版西游记有这一幕
那四大天王呢
确实小神，体制外的当然不入流
这脸换成焦恩俊就完美了
穿模了吗 下面的铠甲与白衣
诸神黄昏
杨戬：你知道的疑似有点太多了
原来大哥是他！
二郎真君看着有点像韩立
这杨戬好像张翰啊
金箍棒？这么重直接给砸下去了
六丁六甲 从不吃素
好你个焦恩俊
one piece是真的存在的！！！
那你特么的倒是让他复活啊
知道第一次大闹天宫的是谁吗？就是这家伙
所以开了风灵月影的无敌就是，我不想死没人能把我杀死
这二郎神侵犯我肖像权
因为杨戬有一个妹妹啊
封神就是上班的神仙
杨戬真的是好兄弟
弥勒是未来佛
神不讲信义，为何还要去祭拜神？
广智，救我！
热知识，孙悟空在刚出世的时候是破妄金瞳，因为沾染了凡俗，所以就没了
我来这是为了做支线啊，不先救后打图鉴怎么开呢，禁字法怎么学呢
一代传一代
还有噎得无头灵吉无语的黄袍员外
料到今日？
听调不听宣
社会上的人本身就是不讲信用的唉年轻啊…
之前弄的那都是没背景的…不够有功劳？
杨戬拿的这一把三尖两刃枪，可比那定海神针重
这CP我磕了
赛博朋克2077主角也被做灵魂容器了
因为杨戬炼化了，他有了猴哥的记忆，所以最后变狮子精
表达的道理就是名利和紧箍咒不能束缚？
孙悟空与死亡圣器
欺负猴
韩立
神话缝合怪
打了杨戬就不会戴金箍 没打就会戴
我勒个周冠宇
根器算不算魂器？
杨戬这天眼的形状……
难道还有第二季？
DLC《大闹天宫》隐藏任务解救四妹
金箍是佛祖给观音叫唐三藏给大圣带的，关天庭屁事！西游本来就是佛门主导的
我觉得天命人本身就是根器 杨戬天眼里的是大圣的记忆 不然我打完了杨戬为什么没有获得根器  再入轮回才有。
豪义！！
杨戬：不嘻嘻
天庭乱不乱，玉鼎说的算
太上老君：让他去我那来个桂吧
豹纹蕾丝
玉帝：事成之后赐小红花百朵
二郎槮所撒
第二章的猪员外也是
大圣:无敌辣
后羿呢？救一下啊！！
玉帝？定叫他有来无回！
《贤甥》
这个斗笠男在瓜田打的，不算很强但是很烦
白衣秀士也是吧，他也在说大哥的事
我当时就奇怪大哥是谁原来是杨戬
在前面看不懂很正常，打完杨戬就能明白了
大圣！
弥勒佛也想上位呀
杨戬拿了大圣的意志，却不受蛊惑，可见心地坚如磐石
讲信用也打不过这种圣人级的吧。。
小神
杨戬和悟空都是反过天庭的人，都看不惯天庭那帮伪善的东西
沉香就是杨戬的二创
二哥，好兄弟
助战？帮谁啊？
原来白衣和那个啥武士是他的人
生异形吗你哥俩
Dlc啊，赶紧的
三大反骨哪吒二郎神孙悟空
序章的杨戬应该是假的，是梅山袁洪假扮的，真杨戬在画里等天命人
怪不得，每章的宝物都是梅山兄弟送的
肉身成圣 显化无边！
带头大哥~雁门关外
上边老登太多~照进现实
会紧箍咒的只有唐僧跟观音
玉帝他们家人也挺浪的~没事就下界约跑
弥勒佛一伙的，hhh
有个彩蛋：这几个都没法打死收魂，说明只是试探败走
张瀚
首先，你这是电视剧设定
黑神话杨戬原型
就是二郎神先劈山救得母，这还有人不知道的吗
像什么太乙真人啊，还是干的赢孙悟空的。
不是，刀砍斧剁都不行，那琵琶骨怎么穿的呀
封神，跟西游两个世界观了，但很多来源都是相同
最后一博。。。。不怕粉身碎骨。。
二哥，义气！
确实diao，牛逼解读
杨戬是我错啦！
斩三尸，你看厚本看多了吧？笑死我了
偷袭！
上天庭，救四妹！上天庭，救四妹！
这才是中国人心中那英勇无双的二郎显圣真君！
拨云遮日
一刀一个老表
好像永恩的声音啊
没事就穷亲戚，有事就贤侄是吧
血海深仇，就在今日来报！
这段怎么感觉是今何在《悟空传》里面的……
我也一直在想这个大哥是谁，一开始以为是黑熊，但绝对不是
只能说给点面子，但不多
他一点不喜欢他的舅舅
二郎神从来不想听天庭的
古月方猿
三教合一，天庭可以说是灵山的，只不过各势力暗中较劲
宝莲灯的斧不要套西游记里
大家快去艾特张翰
弥勒是为了赶走如来自己上位
稳了
明白意思了
我靠，我的名字
打开生死路 你让我好生羡慕
二郎真君威武….
“真理是杀不完的！”
塘主
为什么场景是光亮的？我的在洞里好暗
这二郎神跟张翰似的 受不了
官位小≠实力差
前面的你还真说对了黑神话是三部曲
早就看我舅舅不爽了
你猜阎王的另一个身份是什么还有孟婆的另一个身份
本来就是我
同事来了
大哥就是二郎神
二郎神是梅山兄弟的大哥
猴子猴孙:我上早八
他太爱了
我要胜天半子
刀砍斧剁不能伤，用什么穿的琵琶骨
弥勒和如来是一个级别的
暗着反
二心竞斗，两个都是悟空
DLC快来啊  等不及了
这个是杨显
好像没有更加强大，火眼金睛反而是削了
所以天命人是悟空转世（小号），来拿回自己的圣遗物（大号）重新成为大圣（没有金箍）
获得新皮肤：地狱火
弥勒掌管未来，便已经看透未来
这个二郎神和旧版西游二郎神很像
七怪是封神演义里面的，六怪是西游记里面的，而且这俩不是一伙人
梅山七怪之一
有些人说黑猴在黑 悟空 我只想说游科黑的是斗战胜佛而不是齐天大圣
天庭二五仔的鼻祖
试试就逝世
不，你不行
感觉不是障碍，而是引导。六怪皆与隐藏地图相关。
错怪二郎神了呜呜呜(┯_┯)
哇，大腿
…………这声音耳熟
阿杰配音的？
这里我都听麻了
可以再出个黑神话杨戬了
byd这台词我都背下来了
那众兄弟可太惨了
游科下一部做个黑神话封神吧
这里丑多的的二郎神是不是指青狮精
杨戬毕竟还是杨戬，他的心魔只能是他自己
怎么你的牛头人是黄毛
..
DLC不会是二郎神做主角吧
归来了
像张翰
金箍虽取，但咒仍在
不是沉香劈山救母吗
收藏，通关之后在家看
大圣天生的眼睛才是顶级，火眼金睛是病，简直就是大削弱
孙悟空自杀传大圣位给天命人
火眼金睛是天生带的，炼了个青光眼，见风流泪
灵明石猴天生慧眼，通阴阳知天命，但被老君的炼丹炉彻底练没了，只得了个不入流的火眼金睛
這隻不知道為什麼打一次就過了
红孩儿：我说的都是他滴词啊.
都江堰二王庙
这不出个《黑神话-杨戬》
沉香劈山救母本来就是从二郎神劈山救母的故事里演化出来的
大圣没有死，跟天命人合体了
《黑神话:杨戬》
宝莲灯是二创
还有黄风岭的猪 都是梅山六怪 来协助你找隐藏关卡的
这个结尾好
所以后来孙悟空取经的时候才和杨戬以兄弟相称
孙悟空必须用心防护，才能水火不侵，刀枪不入
痛快！
取不下心中的金箍
带头大哥:杨戬
祖国人杨戬 哈哈哈哈
带头大哥 杨戬
他还把武器送给了他 我哭死
上号上号！
张翰？！…
玉帝老儿！我上早八！
韩立(雾)
第二章的猪和第三章的斗笠哥
封神别套西游啦
金箍随以去，但仍头上留
猴子猴孙不是天庭要杀的吗
好家伙原来你大哥是二郎神
有一说一，火眼金睛其实是眼疾，猴天生金睛，红眼不过是被烟熏的
穿模了。
蚌埠住了
不知为什么莫名想笑
杨戬再帮忙劈个山呗。
长得像张翰
这不是悟空传小说吗？
二郎真君的配音是叶秋吗？感觉好像
沉香:学到了，学到了。
那最后boos带只狗咋回事
金眼就这样毁了
杨戬不是第一个跟天庭对着干的噢，第一个是刑天，他砍了天帝的头才有了玉帝上位
紧箍咒不是在得正果后没了吗？
猴子在炼丹炉炼了四十九天都没事
三眼神将可以
还有黄袍员外
大哥是二郎神？
这是要出 黑神话杨戬？
杨戬听调不听宣
本来就是杨戬先劈山救母的
老君不是太清的善尸吗
他为什么就不敢反？有仇在，又没有牵挂，他是怎么就不敢的？
说来话长
干猴子这活外包的?
所以不打前面几个隐藏就打不了杨戬，原来如此
杨戬那千折百忍的坚毅性子，可是世所罕有。
杨戬严选
应该有续作
我记得是不周山
沉香：这剧情好像在哪儿看过，杨戬：爷专业跳反，记得有事儿下次再找我
不听不听，我被剧透了
太上老登
杨戬真男人啊
老牛啊 老牛
少侠，请重新来过
黑神话:杨戬
自杀
以身入局
致敬传奇大闹天庭篇
，不是，这声音怎么那么耳熟啊？
弥勒是东佛教首领，如来都得用第一继承人来拉拢
原版是二郎神，沉香是后来改版的
这个结果，我信服
偷袭！
龙傲天怎么能杀得了呢
然后杀了9
孙悟空自行兵解就是唯一的选择
二郎神反的时候孙悟空还没出生那
天命人就是悟空
昂昂昂昂昂，昂
这不是悟空传里的吗
听调不听宣
明着反：猴哥，暗着反：二郎神，说反就反：哪吒
所以杀光花果山猴子是为了演得更真？
？？？？伤口淤青这么快？？？
那大圣死了，紧箍摘了还有啥用
天庭三个斗神—悟空 杨戬 哪吒，也是三个最大反骨仔doge
他来了！
天庭还是灵山，我感觉是两股势力
猴哥是紧箍，金箍是红孩儿的，黑熊精禁箍，箍见肉生根，必须换个肉身
他的身份啊，它天生阵营在神，悟空是真的平民妖出身
喜欢上杨戬了，太有魅力了，宝莲灯里的也是
一开始想借着降服来扬名立万，结果不打不相识发现猴子是同道中人
《人生长恨水长东》
金箍是外神的污染，黑皇帝希望通过自杀再复活拜托污染。
天命人是悟空转世
火眼金睛可不是好东西啊，大圣的眼睛让熏成这样的，也是大圣唯一的弱点
这后面那个是张飞吗？ 长得太像了吧。
造三不就是二郎神反天庭，我们一路打
打上天庭
DLC
这个世界就一个巨大的张翰
白黄翠黑皓
下一部，黑神话造反
金箍也不是天庭安的啊
不要总是拿以前的说角色是什么什么样的人，他们的故事从未结束，只要读者看着喜欢，传播的够广，人们认同，那就是他的设定
韩道友
韩立
打上凌霄殿！
根器为什么事黑色的，我记得都是金色的哇
天庭就是中国绝对强权
现在看懂了剧情
朽木不可雕也
害，习惯了猴子穿啥都穿模，杨戬这些不更正常
真爱啊
还有黄袍员外和黑手道人
天兵甲：谁问你啦？八格牙路！
偷袭 太上老君有800种方法弄死猴
小牛个小马哥两兄弟真的是忠义无双
黑神话，二郎神
二郎神是有复仇的欲望的，他更想把玉帝为首的天庭全都覆灭。但看到猴子给他打了样，他也明白自身势力不够，只能苟着。
天庭第二反骨岂是浪得虚名? 杨戬，哪吒和猴子三个那个都不是让天庭省油的灯
我上早八！
游科下一个作品不是黑钟馗，就是黑姜子牙，已经注册了
杨戬会跪吗？
宝莲灯沉香的故事，是复制的杨戬
打个响指乌云遮蔽天机
张翰
还好杨戬不是美颜网红脸
如来断了五指还圆寂了
好兄长！好大哥
孩子看完这个视频该写作业了
梅山七怪都在游戏里出现过
梅山七怪
天庭三反骨哪吒杨戬大圣
猴子都称呼他为好兄长了，他肯定想让猴子拜托别人的控制
梅山六怪？
路:指三周目齐六根变真大圣（bushi
我问你了吗？
一口一个舅舅，一刀一个老表
这个角度好像金馆长
透明度0的金箍
耗子尾汁
诶！我有一个点子
如来救猴
弥勒有自己的打算，不能说是纯好人
九一新址[z叉47]
九一新址[z叉47]
二郎显圣真君其实就是和孙悟空一样的战力
杨戬劈山救母算是封神榜的外传故事？
一口一个舅舅，一斧一个老表
张翰的脸，阿杰的音…
反天庭就悟空传？没看过央妈拍的宝莲灯？符合我对没脑的想象
外包说是
你还得骂我一句
杨戬不愧是杨戬
重男
江大wq
杨戬：我袖手旁观已经挺不好意思了，你还让我去帮那猴子？
张翰脸真出戏阿
田文镜！
豹纹内内
大圣是明的反，杨戬是暗里反，哪吒是随时都可以反
天庭三大反骨仔
等哪吒一起
天庭反骨仔
黄袍员外也是
哎呦。。这句本来我也可以做到，直接绷不住了
可我还是打不过二郎神，今晚在打
宝莲灯?
愚善不是善，是恶
火眼金睛相比于之前更弱了
因为天命人，就是新的御魂大帝！
太上老君纯纯出生，活该被大圣针对
这老登还是这么出生
所以为什么要杀猴子猴孙？
二郎神换焦哥建模多好，这个像张翰
说你等级太低不会躲
哎痛快！我就喜欢你这脾气！
太上老登不讲武德
张翰吗？这不是
然后他现在拿大斧子劈我
封神里二郎神的设定你放西游来说，你要不直接用网文的设定算了
杨戬劈山救母的时候就开始反了
那封神榜的杨戬又是怎么回事？？？
谁叫都是同一个名字啊
可不可以不要拿宝莲灯前传的故事来搞
韩立你好！
难后又自己带上
细节满满啊
困住了啊，没困住为什么要做这些事。。。
分给妖王去祸害百姓，只为黑猴脱去紧箍
孙悟空：稳辣！
byd《悟空传》。。。。
宝莲灯plus
封神杨戬和西游二郎神是一个人？
第二部是大圣归来，闯天庭？
黑神话三部曲可以定了，猴子，杨戬，哪吒
我听了十二遍（
血海深仇，便待今日来报！
一个个体，在十万个平行宇宙，会有十万个孙悟空，但不一定有十万个齐天大圣。
因为弥勒是未来佛
《写轮眼开》
沉香救母，杨戬受不了玉帝
真香
从游戏科学注册的商标来看，下一个游戏应该是黑神话杨戬
你杀的了天吗？你杀不了天所以你杀不了他，因为天都是用他兄弟补的
反骨仔三人组？
大圣残躯放海，二郎神可没有，二郎神就是专门考验天命人的
如来：我的杰作可不是轻易可以杀死的
牛哥一巴掌把自己拍死了
掉下去害我笑了一下
好水 好水
四大天王是封神榜的，肉身死了回去复活就行
黑猴孙悟空为啥再次反天庭的原因，可以看大圣残躯文案
杨戬帅啊
不是，你这文案全都是悟空传里面的啊，何来解析一说
黑神话：蟠桃
杨戬劈山救猴
原来是精神小伙，老想斗个输赢
黑神话：玉帝
那四大天王呢？
太朋克了
生死簿名字勾了只是不会有地府的人来索命，不代表不会被杀死
肉身成圣前途无量
绍伊古 格拉西莫夫
废话，西游记的设定里是他劈山救母，母亲父亲被天庭害得这么惨，怎么可能没心没肺不恨天庭
擦，我特么被夺舍了？？！
西游记里叫“细犬”，从没出现过“哮天犬”三个字
不是吧，是互相破
我就是天命
我那会真心怀疑过 哈姆雷特就是抄的这个故事模式
这是哪来的野史？
天庭三反骨，一百多斤反骨一百多斤石头和两斤藕粉
灌江口：我这座小庙可难容你这尊大神啊！
我走后，你们就是我
神是神，仙是仙
这二郎神不会是照着张翰建的模吧
如来和天庭是死对头
二郎sen
太上老君是渡有缘人
？？？
大圣和真君一个明着反一个暗着反
杨戬身份特殊，神人混血，那边也不是
想去看看
劈山救母就是二郎神
偷袭我三百多岁的老同志
炼丹炉炼不化是不是跟他是补天石所化的原因
《贤甥》
然后玩家猴子又把它给戴上了，不就白玩了？
不算夺舍，是继承了大圣的记忆
就等第三结局弑神灭佛杀个痛快了
6
我这的画面怎么和UP不一样 我那不是阴天啊
太上老君也是反骨仔
