你也可以做到（Ray音）
bgm来了
啊啊啊啊，帅死了帅死了帅死了
好了，到我玩了
nb
真神
啊？
牛逼
卧槽
不，我做不到
牛逼
牛逼
牛逼
[ohhhhhhhhhhh]
woc太牛逼了
我真的很需要这个！！！！
不是哥们
牛
[ohh]
牛逼了
ray佬nb！！！
666666666666666666666666
万代:叽里咕噜说啥呢？我要开始敷衍了
牛逼
什么时候发售！！！
这个视频值得让全世界人看到
牛逼
牛逼
WTF
牛逼
高达的事情不用搞这么明白
反自由装甲
牛逼
啊
怪不得量产机都比不上过原型机
牛逼
见证历史！！！！
真神降临！
太棒了 做的真好
见证历史！！！
卧槽牛逼！！！
太牛了
牛逼
卧槽太帅了
[ohh]
见证历史
[ohhhhhhhh]
牛逼
太牛了
[ohhhhhhh]
这一下也太帅了吧
爆甲！
牛逼
应该在让莉莉娜TD25再来拍个定格动画
别马上被万代抄过去了
定价打算多少
RAY要是去做国模设计人就好了
这还要可动？
太强了
注意背景有个真·魔蟹
eva客串
这段落感爆炸，是配音吗？？？
帅！
BGM好评
这设计要是万代出品绝壁卖6000以上
我是农民，这就是甜菜
牛逼
[ohh]
[ohh]
Cast off
万代：明天来当总监
[ohh]
牛逼
帅啊
求求你买给我吧
膝盖怎么藏的？
电动的吧！
解体匠蟹！！ 6的飞起啊
这我学个集贸啊
操了，这万代也得说声服气吧~
牛逼！真的牛逼！！！
牛逼牛逼！
牛逼
真出量产买爆啊
牛
把这个视频发给万代
牛啤
求背景音乐
[ohh]
牛逼
[ohh]
万代好好看好好学
太厉害了
合着你上下集还是连着的？
牛逼。
赛博坦已经考虑换一个机械工程师了。
牛逼
握草
[OHHHHH]
这是什么？这是至高无上的神。
[ohh]
NB
好像太大了
明年1-3月上市
热爱，无需理由！！！！！！
高达啊，是自由哒！！！
肯定不可能，机器里面怎么可能空到装个正义
[前方高能]
这我能玩一天
666
我买还不行吗
nb
鸭子看了表示，老子当年有这个天天骑着骡子游街
万代：明天来上班
[OHH]
[ohh]
牛逼
Raystudio牛逼
nb
[ohh]
牛逼
万代：明天来上班
起一身鸡皮疙瘩
理论成功开始实践
你也可以
太牛b了
万代：请问Ray工厂在哪？我明天就来上班
？
unicorn！
找回了第一次看ray的感动
离谱的是你吧
有点像钢铁侠啊
[ohh]
666666
解体RAY机 魔蟹
wc
这一套要上万吧
高达开高达
牛逼
牛逼！
666盐豆不带盐的
无限战役套魔蟹。如果不是这样，那一定是他的问题
666盐豆不带盐的
比赛不能用3d打印件吧
绝了
我嘞个魔蟹正义啊
[ohhhhhhhhhhhhh]
牛逼
给个支撑设置谢谢（嗯！）
我牛高达的浮游炮就装了磁吸可惜不太牢
这不投稿一下我渣
太震撼了
啊？
RAY什么时候考虑一下把创燃放进大魔里
牛逼
牛逼
只能说牛逼了，大佬真的牛逼。
千言万语只能汇聚一句到牛逼。
成变形金刚了
牛而币之
我
牛逼
这设计牛逼！！！
解体匠蟹
别老是掉头发好吗，我听的头皮疼
片尾曲交响乐啊
曙光社员工退役be like
DQ
牛壁
牛逼
在历史相对时期，总是有相对不足，往往前发展提升自己才是硬道理，以前农村争田争水，现在出来的谁还愿意种田
万代:只送大脑
爆杀万代
错了 这不是life goes on 是あんなに一绪だったのに的变奏曲  SEED ED1
nbnbnbnbnbnbnb
量产
《独角兽》
[OHHHHHHHHH]
强的过分
牛牛牛牛牛牛牛
太牛了
教练我想学这个
那不就是创燃
rhino建模？！太猛了
豆角丝设计
他甚至还有解体展示！
量产
牛逼
简直离谱
牛逼！
不是kfc，差評
奈何在下没文化，一句nb走天下
反浩克装甲，或者六神合体
太tm牛逼了
牛逼
不是 哥们
牛逼啊！
牛逼
EVA
万代：这我学集贸啊！
啊！？
[ohh]
头发都想白了，爆炸爆炸
直接出通贩吧
帅
nb
建议万代看一下
牛逼牛逼
量产
万代:坏了，冲我来的
匠！
午逼！
阿珍，你黎真㗎！！！！！
啊？
牛逼
啊哈，犀牛，我擅长！~
万代:我打ray！真的假的？
魔蟹壳武装起来
[ohh]
不是哥们
22222
牛逼
战歌起！
我妈问我为什么跪着看视频
领先万代！
[ohh]
很喜欢胶佬的一句话：
啊？
机翼的造型角度不对  美中不足
还真能，只是官方的只能塞头部和胸部
牛逼
厉害！
终于到了我会的阶段了
[ohh]
牛逼
[ohh]
大佬牛逼！！！
牛逼
wocccccc，牛
牛逼
卧槽
666
牛逼
[ohh]
你行，你上，反正我不行，我只能跪着看
三连了
出必买 哪怕两千
啊?
[ohhhhhhh]
[ohh]
牛逼
牛逼！
主必买
还招人么
水贴终于是我会的了
[前方高能]
@万代
[ohh]
[ohh]
很喜欢胶佬的一句话:
龟龟，卧槽
fdm精度能这么高吗
万代塞了一个人棍
牛逼
卧槽 这太强了
牛逼
量产！！
量产差多少钱，你说
反浩克装甲
万代来了得叫声爷爷
从某种意义上讲，这何尝不是造了一台真正的高达
三联给早了！
[ohhh]
牛而逼之
见证历史
牛逼
Nbnbnbnb
？？？
↓有没有可能不是灯是荧光漆？
牛逼
天才
炸了太燃了
无敌了！！
牛逼
牛逼
这个我会
卧槽，牛逼
NB！！！！！！！！！！
帅
好像堆在一起的废弃零号机
CE最强 平角裤水产！
反黑骑士装甲！！！
牛逼
[ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh]
[前方高能]
学习一门手艺
卧槽
卧槽太离谱
我擦维罗妮卡
牛逼
牛逼
万代:明日来报到
这就是为啥他们几个不单干
卧槽!
牛壁
牛逼
牛逼
[ohh]
想看正比例银雷
牛逼666
牛逼！！！！！
[ohh]
献上我的膝盖
等一下，啊？
高达00
Ip版权不能量产
啊？？？
五刷
passion
现在压力来到万代
[ohh]
[ohh]
牛逼
万代我要这个
牛逼！！！
[(ohh)]
牛逼
币比赞多！
伟大无需多言
牛逼
务必量产
牛批
[OHHHH]
oh
三连献上
这魔蟹，光看站姿就强得要命
牛逼
太酷了
[ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh]
我出100
这还买什么万代
[ohh]
牛逼
牛逼
上链接
量产
圣衣神话
[ohhh]
[ohh]
[ohh]
牛逼
[ohh]
nb
牛掰
牛逼
[ohh]
nb
良作无人
万代：明天我来上班
正义蟹高
牛逼
这都不三连，岂不是显得我太不懂事了
太帅了
[ohhhh]
万代：不什戈门？
[ohh]
直接一键三连。
牛逼
求量产
牛逼
@万代模型官网
啊？
真牛逼
熟悉的流程
牛而逼之，直接封神
第二遍看明白了角是套上去的。厉害
牛逼
这个我真会
绝了！！！
[ohhhh]
看第二遍
[Ohhh]
[Ohhh]
[Ohhh]
[Ohhh]
[Ohhh]
[Ohhh]
[Ohhh]
[Ohhh]
[Ohhh]
[Ohhh]
[Ohhh]
万代:坏了 冲我来的
[Ohh]
[Ohhh]
去比赛吧！
[Ohhh]
[Ohhh]
[Ohhh]
牛逼！
[ohh]
[ohhh]
[ohhh]
多少钱出啊？
符合bgm的梦想爆发出新生
身材一模一样
直接封魔。
精妙绝伦
万代我要这个
[OHHHH]
[ohhhh]
[ohh]
[ohh]
马萨卡？
太帅了
我麻了
都到这了，把自由和命运也塞进去吧
牛逼
三连
三連
我也可以？
经典照片：几个牛泰普的合影
[ohh]
[Ohh]
万代：你造完了我干什么
官方：我整活你也整活？
牛逼！！！！！！！！！！
亿点点
这个翻折方式还真给你做对了
o h
剧场版中的无限正义。由于肩甲可以翻折，所以才能塞到魔蝎里面票房突破的小短篇里面就有
帅啊
氢氧根离子！！！！
[ohhhh]
[ohhhh]
牛逼
[ohh][ohh][ohh]
怎么蹦出来格纳库了？
难道是德…德天使？
独角兽：不是哥们
解体匠正义魔蟹
这爪子太帅了
漂亮
正义换成灰色的
nb
老登：这个我知道
离谱到家了
牛逼！！！！
等等，刚刚是不是闪过两台无正2？
[OHH]
牛逼
牛逼
[ohh]
天才
万代：学到了 这就量产
真是个把不可能变成可能的男人啊
神
冠军的帕瓦！
这比万代多一代，叫亿代
万代，去反思一下
[OHHHH]
帅！
我草
[ohh]
啊？
握了个大草
[ohhhhhhh]
今年的高达冠军还用比吗？直接给RAY拿吧。
太强了
[ohhhh]
无敌
？？？？？？？？？
冠军的实力
上链接
[ohh]
同人卷死官方系列
牛逼
牛而碧之
看得我，膏巢了
艺术啊！！！
[ohh]
牛逼
最强魔蝎是吧
牛逼
帅爆
反浩克装甲，启动
量产！
[ohh]
无敌
啊？
[ohh]
牛逼牛逼
这歌响起鸡皮疙瘩了
正义塞进魔蟹这个设定真的可以吗，你们怎么做模型？万代：没关系，胶老会搞定
没女人干扰就是工作快了
牛逼啊
财团:我们也是这样认为的，你小子在哪儿拿到的资料
牛逼
比万代有匠心精神
[OHHHH]
见证历史
[ohh]
[ohh][ohh][ohh]
操，这不当世界冠军谁当
NB
我妈问我为什么掐自己人中
大家好我是鱼Studio的Ray
我的天！
见证历史
必须三连
[ohh]
[ohh]
太nb了
《肯德基》
nb
甜菜
就一个字，绝
啥  还有格纳库，年度最佳了吧
我草 牛逼啊
萨斯兰 萨拉 出击
真的不知道说什么了，太夸张了阿阿阿阿阿阿啊啊
[ohh]
牛逼！
[ohh]
[ohhh]
你才是真的最强调整者 什么阿斯兰啊基拉啊小鸟啊都不如你
UP主辛苦了(^_^)ノ
太行了
新万代
不是，阿哲
牛逼住了
你也可以做到
[ohh]
牛的不行！
量产！！！！！！！！！！！
[ohh]
[ohh]
这…这就是世界冠军的实力吗！？
官方有设计图的
牛逼！
[ohhhh]
下次还敢！
卧槽 关键还有这么牛逼的可动！
Pg巴巴托斯+1
有没有可能是纳米科技
nb！！！！！！！！！！！！！！！
倒是给我蹭漆掉漆啊！！！！！
这刻线 稳如老狗！
[ohh]
[ohh]
啊？
牛逼！
牛逼
牛逼
啊？
啊？
[OHHH]
下次出个创制燃焰塞进大魔里吧
[OHHH]
啊？
万代你快看看！你出啊！！！
[ohh]
卧槽
hg刚刚宣
牛
这次一定
[ohhhhhh]
卧槽！这个联动帅炸了！！！！
只有五个人，但有七碗冰淇淋
高高，你也可以翻这个!(dog)
万代：削人棍就行了
省流，往大做。
那么多高达，我的发
超合金
[ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh]
[ohh]
这不是Z系列的胯部变形机构吗
牛逼
[ohh]
万代的只能装一个上半身甚至还得单独购买无限正义。
[ohh]
[OHHHH]
见证历史！！
牛逼！
居然还有地台
我艹，还带整备模式，这货卖2000都超值了
牛逼牛逼
我要这硬币何用！为啥只能投2个？
ray你怎么不烤肉了
1999 我迅速下单！！！！！！！！
woc！！！！！！！！！！！！！！！！！！！！
来啦
[ohhhh]
啊？
[ohh]
老罗都来了，嘿嘿
[ohh]
牛逼
欢迎回来
牛逼
[ooh]
我超，这联动
万代看了心发慌，连夜买了版权
[ohh]
建议直接量产
啊？
牛逼
[ohh]
至此，已成艺术
这个项目我投了！！！！
牛逼
[前方高能]
[ohhhhhhhh]
牛逼！
牛逼
[ohh]
牛逼
[OHHHHHHHH]
[OHHHH]
702个人出来吧
第一次见到币比点赞多的
牛逼
万代：不是哥们 你这样我们很难做啊！
nb
还能这么玩啊
上链接！！！
牛逼
[ohh]
见证历史
牛逼啊！！！！
要不了几下就坏了！
[OHHHH]
牛逼
[ohhh]
拿什么量产？
那是热破孩子！睁大眼睛！
能不能让我玩玩
你 也可以做到...个寄儿！
ray佬牛比！
"@万代 你们负责吹牛,RAY大佬帮你们实现。"
等于从头重做了一只魔蟹
牛逼
见证历史
妈问跪
[ohhhhh]
太牛了
牛逼
这个给我我能玩一辈子。
牛逼
在视频号看哭了，三连二刷
《正合我意》
巨人！
nbnb
合体？
看哭了
量产，量产
钢普拉心形流
直接改成变形机了
万代就照这个做
人玩玩具，还是玩具玩人呢？
how I miss you
[OHH]
[OHH]
[OHH]
[OHH]
[OHH]
[OHH]
[OHH]
[OHH]
我的一辈子
太帅了
牛逼
正好刚刚在刷万代新出的消息
me.，我做不到
牛逼！！！！！！！！
距离钢铁侠又近了一步
能不能做一个pg夜莺
我想看创战者塞大魔
太牛逼了
这不搞个创战者塞大魔
次回：盖塔合体还原
我没记错的话魔蟹飞起来的时候是能看到正义的脚底板的
啊？
我看到变形金刚了
解体匠蟹
阿珍你来真的啊
量产必须量产
[OHHHH]
完全胜利
妙啊
[ohh]
牛逼
哇操
nb！
握草
牛逼
牛逼
牛壁
牛壁
这么牛逼
扎古王
[ohh]
牛！太牛了
牛逼
牛哇
牛逼
下次的彩蛋呢？
RAY哥：没错，我加了洋葱！
现在算是职业模型设计工作者了吧，不能参加比赛了
脚底不就是正义二的吗？
有没有一种可能正义二在魔蟹体内是分体的，脉冲的模块设计（元祖不也是上下两部分嘛）
50块钱交个朋友！
50包邮交个朋友
我也想看mg妖天使！
代哥：哥！你们这么匠，会显得我的产品很呆的…（飙泪）
这内购绝了
pg啊
可惜魔蟹的比例貌似还是大了点
这个整备状态可太帅了
川口名人三代目：GUNPLA 哇 几U 哒~
？这腰，这头
啊？？？？？？？？？？？？？？？
啊？！！！
啊啊啊啊？
啊？
建议量产
[ohh]
[ohh]
神
求你了，什么时候发售
我要这硬币有何用
[ohhhhhhh]
！
这个我也不会，找不到卖的
nb
我靠
牛逼
[ohh]
WOW
牛逼！
[ohh]
牛逼！
啊
哥们儿，我求求你赶紧去万代任职吧
[ohhhh]
3d打印的世界，创造力无限大
直接做肩甲折叠
bandai mgxx.Ray
想看大魔里面装创然！
吊打万代！
[ohh]
[ohh]
牛逼
wc
牛逼
我是模型公司的，期待和ray合作出国产机甲
牛逼
我是模型公司的，我公司的人也和他们一样身材
牛逼
居然还有人说国模买下版权量产，别云了
[ohhhhhh]
万代：布什戈门，你来真的啊？！
从头到尾的“我去”
3d打印参加不了我扎，其它比赛或许可以，但没含金量
卧槽他妈，我整个人一身鸡皮疙瘩
这里的BGM应该是英姿飒爽的夏亚
[ohhh]
见证历史！
卧槽。。。。。！！！！
[ohh]
啊？？
真的牛逼啊
WC牛逼
Ray其实是曙光社的
量产！量产！量产！！！
牛逼
牛逼
高技术力
这个声音，爽
上链接
说实话，拉伸这个我是不认可的
RAY:“你，也可以做到。”我;“这我做集贸啊？”
你负责梦想，我负责成真
[ohhh]
今年的模型之王已经有啦！在这个视频的人想必都清楚是谁了
魔蟹状态下接近mg比例了！！！好看，真的强！！大佬果然是大佬
[ohhhh]
牛逼啊啊啊啊啊
666
这不妥妥的冠军
万代：图纸给我！！！我出个hgex！！！快点
牛逼
这可动性，真的证明万代在摆烂
这也太牛了
[ohh]
卧槽！
牛逼！
牛逼
牛逼啊大佬
牛逼牛逼牛逼牛逼牛逼
牛逼牛逼牛逼牛逼牛逼
[ohhhh]
牛逼啊
我又觉得我牛了
我也要做加把劲骑士
牛逼！
解体匠蟹
牛啊！！！！
牛逼牛逼
晚上上YouTube看看外国人的评价
吹爆！！！
牛逼
牛逼
仙家法术！！！！绝对是仙家法术！！！！！
万代：你们这还缺人吗？
[ohh]
[OHH]
[ohhhh]
太牛逼了
你下次把创制燃焰塞到大魔里吧
万代快过来学学，你ray叔叔是专业的
压力给到了万代
妈耶
[ohhh]
爽
说设计rg的是真想多了，打印件有rg开模水平的话可以直接开模型公司了
见证历史！！
牛逼！
牛逼
牛逼
[ohh]
国之工匠
万代配不上
变形金刚思路啊
牛逼。。。
搜来哇，爱哒！
全体起立！！！
[ohh]
神
还有个推进器背包呢？
这支架太酷了，一种在制造的感觉
正义魔蟹，阿斯兰·萨拉，出击！
牛逼
独角兽直呼内行
[ohh]
卧槽
上链接
阿斯兰：万代那台我要2887掉，改开这台！
魔蟹正义，建造工厂
啊？
这是哪台00系高达？
鱼缸里的是能天使吗？
这太牛逼了，这件这战备状态真的是。
我想看mg非凡强自
我的天呐，能不能上链接呀？
牛逼
你们是高达创战者吗？
正义魔蟹，阿斯兰·萨拉，出击
全身鸡皮疙瘩起来了
[ohh]
我操，牛逼呀！
高达创战者
如果说拼模型等于在组装高达，他们就等于在自主研究制造高达
你也可以学会命？
[ohh]
废料零件不能回收利用吗？
妈呀，这是真爱了，这么精益求精
啊？？？
圣衣神话
[ohh]
那，这就叫专业
牛逼
阿代，我要这个
万代：你来上班
币比赞多
牛逼
太强了
模型之神
三连已不足以表达我的敬意
比赛估计不行，禁3d打印的
[ohh]
[ohh]
DQ打钱（
？？？？？？？？？
能不能量产我想要
超合金
woc
戈门泥水？
下次还敢
犀牛建模
赶紧申请专利
牛逼
RAY老师真的不考虑出一套手部的光束特效件嘛？
等一下！右脚内侧是不是掉漆了！！！
牛逼
[ohh]
牛逼
牛逼
等一下！右脚内侧是不是掉漆了！！！
解体匠义
牛逼
下次得搞大天使号啊
[ohh]
官方貌似后面真打算出魔蟹正义
RAY老师，你出模型吧，我不买万代的了
原原离大谱
[OHHHH]
来到了我也会的环节
亿点点细节
热泪盈眶啊！
[ohhhhhhhhhhhhhhh]
讲真，模型大赛拿这个去吧，随手冠军又拿个回来了
这就是为什么那么多世界冠军我只认识他的原因
bgm
零号机：我没意见
[ohh]
啥变奏啊，这是原声bgm
我是世界冠军ray
bgm豪庭
[ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh]
这就是热爱啊！是青春啊！
[ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh]
rhino是吧
阿斯兰·萨拉 Justice 出击!
牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼
你也可以做到（）
解体匠正义魔蝎
请接下我的膝盖
匠，实在是太匠了！
阿斯兰战歌起!
《你，也可以做到》
666钢铁侠 钢铁战衣
666钢铁侠 钢铁战衣
辛苦了
666
[OHHH]
牛逼
666
[OHHH]
格纳库
币比赞多系列
[ohh]
飒爽的RAY
为啥只能投俩币啊
碾压万代
高可动
RAY：万代新品只还原上半身，垃圾！我们全部还原
哈哈
官方恶搞 哈哈
这就是艺术！！！
野兽形态
地球online有挂逼
nb
万代吹的牛逼让RAY实现了
[ohh]
牛逼
平喷遮盖这个至少我能学
redmyth:thank you~~~~~~
2000个人出来
下会预告宙斯装备
万代要倒贴给你
巧夺天工！
好牛啊
[ohh]
[ohh]
ver.ray
上链接啊！
牛逼
rayNB
牛逼
虽迟但到
万代带着聘金跪在了RAY的门口
牛逼
无敌
nbnb
见证奇迹
超越万代!
活该你拿世界冠军
全都是广告
万代可以走了
收下我的膝盖！
《Reborn》
代哥，你真的不想合作一下吗？
[ohh]
牛逼
WOC
都怪瞎编乱画，别怪我
牛逼牛逼牛逼
牛逼！！！！！！！！
YYDS
[ohh]
这就是模型自由吗
正片开始
ray大佬也替我们确认了一件事，那就是以无正的原本结构是绝对不能塞进魔蝎里面的，而万代愿意出钱开模做可变形无正的可能性太小了。
bw的预告让我一直等
啊？
万代出来挨打！
666666666666666666666666666666666666666666
BV1ifiTePE2d
啊？
[ohhhhh]
无敌了
见证历史！
woc见证历史
鸡皮疙瘩都起来了。
头皮发麻了。
拿犀牛做结构我是真不理解
nb
cast off
牛逼
[ohhh]
[ohh]
牛逼
合影，必须合影啊
[ohhhh]
牛逼
卧槽
啊？！！！！！！！
设计太巧妙了，老师们太有实力了
[ohh]
所以哪里可以买到
牛逼
啊？
[ohh]
哦哦噢噢噢哦哦！！！！
这板件量，应该跟hg毁灭差不多了吧
阿珍，你黎真的？
啊？
啊!?
卧槽
take my money
把设计稿寄给万代
他们是真的热爱高达啊
[OHH]
牛逼
牛逼
Ray 老师，您要不带领各院士为我国开发第一批机动战士吧！！！！
萬代學嘢啦
啊？
托尼斯塔克了
牛逼!!!!!!!!!!!!!!!!!!!!!!!!!!!
钢铁侠？？？
万代：ray先生有考虑过买断吗？
一支好笔明明可以用很久，但为什么每次都开新笔？
独角兽：？？
真好看呀
旁边鲁鲁修看呆了，还能这样玩！
[ohh]
第一眼以为是特效
天线是原来的天线位置在头部加了一层外壳，万代也是这么做的
万代不是这样我不买
牛逼
牛逼
zhengyi
必须去淘宝店消费
"万代那个是小比例hg,分不清大小的吗？"
[ohh]
终于有我会的了
尽管我们曾在一起的变奏
斯巴拉西
没错！是变形金刚
还得是ray啊
万代一张嘴，阿Ray跑断腿
我嘞个豆啊
[ohhhhhh]
[ohh]
我不行啦，天啊
真实比例量产吧！！
一开始的打印件相当于草稿，后期调整了之后再用胶板造效率会更高
牛逼
万代:修一下直接抄
这个xian太真实了
66666666666666666
啊啊啊啊啊啊
大小肯定要参考mg魔蟹的比例的
[ohh]
全是蟹壳
牛逼
[OHHHH]
annaniisyodattanoni
下次：创燃塞大魔
[ohhhhhhhh]
[OHHHH]
可是创战没出能塞进去的模型啊。。
眼睛一下子就瞪大了
[ohh]
这参加比赛妥妥冠军
牛逼
卧槽，这联动
这次我做不到了
？？？？？？？
啊？
打印时候不能直接把线豆带上吗还非要手刻？
阿弥陀佛 阿弥陀佛 阿弥陀佛
卧槽，太帅了吧
我靠靠靠靠靠靠
[ohh]
全体起立！
啊？
看盗版
全程张目结舌，下巴差点脱臼
牛逼
这个画面太酷了
再次起立
太强了
啊～爽
窝巢
上链接！！！
帅啊!!!!
啊？？？？？？？？
全体起立
牛逼
万代：爷爷
做大做强
牛逼
牛
万代今天刚出消息要出这个了，还是能收正义下去的
[ohhhhhhhhhhhhhhhhh hhhh&hhhhhhhhhhhhhhhhhhhhhhhhhhh]
牛逼
好有趣，太牛了
是我低估冠军的含金量了
保留节目
肩甲的设计太妙了
两段式嘛
别这样，劝退老龄青年。。。
阿代快来学
请收下我的膝盖
这必须拿去参赛
刻线是真功底了！
666666
牛逼
牛
酷
4刷。
匠蟹
所以说做无限正义时已经考虑折叠几关了？
为我们的正义献上群星的祝福
太帅了，收下我的膝盖
[ohhhh]
[ohhhhhhhhh]
你这么吊万代知道么？！
牛逼
无敌了
真的nb
太强了
远雷！
我妈问我为什么跪着看视频
见证历史
牛逼
跟才出的模型似的
不是戈门？
这才是万代真正的设计团队
woc NB
牛逼
牛逼
NB!!!
29号晚9点2000＋
合影
[ohh]
wtf，万代都搞不出这玩意
不是哥们
万代：图纸给我，否则律师函给你
牛逼
万代要是出了，得多少钱
强，太强了
[ohhh]
[OHHHHHHHHHHHHHHHHHHHHHHH]
送给我
牛皮plus
牛逼
[ohhhhhhhhj]
cast of
cast of
cast of
NBNBNB
啊？
下次还敢
什么！你真做出来啊？
開個價吧
见证历史
这胖短加内构，莫名像新出的阿童木
牛逼
看爽了
牛逼
不爱还真做不出来
[ohh]
见证历史
nb！！！！！！
这胯我以为在玩mp05威震天
Bgm——Reborn 玉置成实
就是这个就是这个
全体起立
"RHION,YYDS!"
[ohh]
~~~~牛逼~~~~~
我勒个酱蟹
不能展示可动吗？
钢铁侠真传，反黑骑士装甲
万代怎么可能真的按这个来
我给我给还不行吗(三连)
[ohhhhhhhhhhhhh]
[ohh]
有把创燃塞到大魔的吗？
万代这个厂子已经消失了，现在的厂子是RAY代
牛批
啊？
太大了吧，不过我喜欢
正义骨架还要搞联动
万代:坏了！这波冲我来的
牛逼
[ohh]
？？？
人家工作室那么辛苦才做出来的怎么可能发了（其实就是我也想要）
不是我说 通贩的话万代真不一定抄的明白
ray老师什么时候来个手搓欧贝隆｛doge｝
奈何本人没文化 一句卧槽走天下
[ohh]
nb!
[ohh]
？？？？？
不是哥们
直接进化成超合金了
啊?
狠狠投币
再看一遍
啊？？？
终于做了，等了好久
真让人做到了
真正的ACE
[ohhhhh]
Ray的公司是造高达
绝对冠军
牛B
比万代牛
他就这么水灵灵的变成魔蟹了
建议量产～
真棒
真棒
真牛逼！
卧槽牛逼！
万代是什么啊  不知道  我只知道RAY(dog)
ray世界第一！！！！！！！！！
牛逼！
666
nb
只有这个我会
牛逼
[ohhhh]
真哭了，不说笑
牛逼
[ohhhhhhhh]
模型之神
离谱又合理
万代不是出了这个HG版的么
三连了三连了
万代想抄都没法抄
再来几遍
这个我有
懂了，买魔蟹！
差个盾牌
愣着干嘛，点赞啊
干翻万代！
RAYbai
佩服
[ohh]
[ohhhh]
.-*+*
请量产
有2887吗
牛逼牛逼
卧槽
超级变换形态
值得三连
牛逼
《你，也可以做到》
孩之宝
OH
盾牌是个硬伤啊
