黑熊精打白衣秀士险胜，反而黑风大王打他没那么吃力
@楚天明
灵虚子攻击欲望太低了
金派气功！
黑神话的怪没有闪避呀，就硬刚
金池长老，要是在主战场的话会更厉害
这就得有请大头娃娃了。
白衣秀士没有水，少了加成
动  物  世  界
等会，BGM怎么这么像粥？
新手boss，攻击欲望太低
。
*-+
精彩
最喜欢的一集
我草真的好好看
小黄预订第一～
灵虚子走好
居然有武侠片的氛围
左边是天命人，右边是大圣残躯
黑风之名，岂是浪得！
本来就是上下位关系
赢？黑风还有二阶段呢
动作设计是真的赏心悦目
最水妖王
氪金皮肤爆打原皮
我不服金池长老，他的小弟没出现，说不定我幽魂大范围攻击打到小弟回血能赢呢
黑熊必赢
朽木不可雕也
大圣残躯打二郎神
这受击反馈做的真好 比法环BVB互丢技能毫无交互看的爽
黑旋风斗浪里白条
黑神话的boss都会读指令，互相躲技能之类的，所以BVB互动感会比较强 看着很有意思
佛光普照！
大哥应该是杨戬
教学boss你让它攻击欲望高？
幽魂韧性低
幽魂就是金池长老死后变的幽魂呀
缩缸王14代
真阴吧
黑风赢
毒敌大王都杀了
建议两边血量都调成两到三倍 观赏时间长一点
还是选黑风大王
跪求大圣残躯打二郎神
保安打不过业主
我选黑风
灵虚子纯路边
科普：金池长老270岁功力约等于两个扫地僧，幸好是混西游记的，要是在金庸世界恐怕达摩都打不过
想看杨戬打四大天王
在水里修士就赢了
我披挂着雷霆！
这个白衣秀士的兄长是二郎神
灵虚子攻击欲望太低了
数值的美
山歌对唱
踩脚趾，小孩子打架（
比法环bvb好看！
笑死我了
技术力好高
人形怪物真帅
黑神话bvb和看动作戏一样
幽魂韧性没金池长老高
书生还是书生
你也有今天？
Kobe
本来也打不过黑
1000＋啊？
一命杀两命！
彩彩彩
观音大师徒弟就是叼
牛批
对不起！！！！
孙行者 大战 行者孙 （狗头）
肯定黄眉，法宝强
好好的禅院全让你毁了！
大圣残躯VS二郎神
李斌
白衣的回血只限与半血多一点
灵虚子攻击欲望太低了，完全就是给新手练手的
最没有悬念的一集
幽魂可以打金池，为什么黑风大王不能打黑熊精
灵虚子：啊？我？.jpg
这就是数值的魅力啊
你去把黑风大王鲨了！ 啊？我？
动态真好
很难想象一百多人的小公司能把人物动作设计成这样
两个怪的进攻欲望完全不是一个等级
精彩
可爱捏
大招收尾讲究啊
喜提蓝屏
执杖
想看大圣残躯大战杨戬，
着就开始斗蛐蛐了
没有水白衣秀士不占优势
赛博
哈哈
哈哈
我不是 furry
牛逼啊
这不比格斗游戏爽多了！！
一个师傅教的破不了招啊
解说太秀了！！！
灵光点+2
哈哈哈哈
大耳刮子
哥们儿显卡歪了
多少带点私人恩怨
哈哈哈
这下帅呀
JK小熊
这么看黑熊精也萌萌哒
灵虚子不敢想有多菜，怕是打不过广智哦
白衣有二阶段吗
这就开始了是吧
这不是蛇主场啊
打得好
凌虚子攻击欲望太低了，谁都打不过
帅！
好像拳击呀，甚至还把灵虚子打转圈圈了
多久？
精彩
伤害差太多了
为什么啊 我明明觉得幽魂更难
从清朝开始，杨戬=二郎神就已经是约定俗成的东西了
大招厚葬
毕竟黑神话有数值，稍微靠后点数值就有优势
我怎么感觉是运气，看谁出招运气好
飞舞哈基虚
有毛？上火你就知道错了
灵虚子：大圣呢？快来救一救啊
绝对打不过幽魂
发生甚么事了
野狼广智
感觉白衣还是需要主场作战
白色大哥哥快用你无敌的动感水波想想办法
好活当赏
为什么他不会回血
讲究
狗熊摧毁停车场
好活！！！！
加油啊，蓝色的大哥哥
白衣卡着黑风技能硬直时间砍出漂亮的一击！
好看
终结
你不穿装备打黑风就知道了
FGNB
南无三，多么高速的战斗
此时应有三花猫名场面
白衣秀士两管血条已经够赖皮了
虎先锋兄弟俩！！！
我超，发劲
虎先锋兄弟俩！！
白衣秀士一阶段确实是好打
这就是一寸长一寸强
下一期我想看演虎打成龙 龙争虎斗多刺激
白衣巨灵活我赌老白赢
妈咪妈咪轰！
这样看白衣其实挺难的
受身蹲伏
领地争夺
精彩太精彩了
没完了？
精彩的对决
为什么我感觉幽魂比金池难打？
打不动啊
鲁智深大战白娘子
白衣修士客场作战，不适应
汉堡： 像阅读一本书一样解读了对手
帅
我佛慈悲哈哈哈哈哈哈哈哈哈
幽魂10多次才打过
大快人心
？可为什么我金池一命速通
哈哈哈哈哈哈哈哈哈
黑熊：我可是物法双修
优雅
请好好感受我的一踏米吧！
请haihK
我打我自己
4070s配14700k就离谱了嗷，4080也不用这么好的u
都打不出他的二阶段
龟
有点欺负灵虚子了
出生技能
预测一下，白衣秀士如果能扛到黑熊第二阶段，黑熊必输。二阶段熊不如白衣秀士
正版就是牛鼻
白衣就是一顿操作，猛如虎一看，伤害0.5
kid
14代，完啦！玩牛牛啦！
还有？
上房找枪！
白衣有两条命
白刃乱舞
大圣打二郎，火速火速！！！！
谁把我游戏删了？
黑神话.智狼dog
二阶段小子
winner
狗熊看视频
光头强
关底BOSS肯定完胜，而且火属性还克灵虚子
讲究
攻击频率都不一样的
内战
灵虚子：这TM谁给我报的名
又到了爷最想看的电子斗蛐蛐环节
肥格这段解说多少带点私人恩怨
不平衡数值没法打吧
666
精英怪拿头打BOSS啊
黑旋风大战浪里白条
大圣残躯打二郎神
白衣伤害太低了
数值压制太明显了
正版：都没能让我进半血吸血状态，怎么比那猴子还菜
数值差距哈哈
灵虚子是什么拉给
这BGM不是平安京里打大龙的吗哈哈哈哈
疯虎vs不能（二阶段）
大圣打二郎
c vs m
白衣太脆了
幽魂主场啊
蛮熊震怒
啊？
他杀我的时候也这么帅
怎么做到的
采哪游戏
看好熊，灵虚子无论从数值还是机制上都比不过熊
黑风有虚化太超模了，白衣在这里也发挥不出他的被动回血
讲究
可爱捏
狗熊打狼人
鲁智深 VS 林冲！！！
这观赏性也太强了吧！
黑风大王：闹够了没有
精彩！
想看大圣打杨戬！
数值太低了
毛多弱火，灵虚子必输的呀
牢修
斗气化马
白衣输在场地太小了，不公平
两小儿辩日
白衣：不要CD的？
狗熊打狗
啊？我打黑熊？
游戏中地板和墙壁的硬度仍然是个迷
魂5空
幽魂是分身，金池是本体
金池长老为什么不替身（）
为什么我吃完饭才刷到
6666倒地无敌帧玩火影玩的
此地除了黑熊以外，其他BOSS都不是真的
笑死，黑熊二阶段火属性，灵虚子有的受了
幽魂可爱捏
哦耶，就等这个呢
金池长老是源于对袈裟的执念所产生，幽魂则是他生前横死后的怨鬼
猩之肘击
并非兄长
我今年270岁，再挣一件袈裟
看伤害差距不大，就是进攻欲望太低了，还有大后摇，吃了早起boss的亏
小一万，别想了
多少钱
凌虚子的攻击欲望本来就低，还有大后摇，甚至刚好弱火
1
这场真帅。打boss时候没发现他们招式这么帅
全新赛道
这个14700kf后期有我126kf强吗
把我最喜欢的斗蛐蛐端上来8～
警惕南通
金光掌
确实，黑神话的BVB观感真心可以
这特么不比我自己打有意思
什么极吧呀？
还真是灵虚子，确实就是黑熊复活的一条狗。虽然是狼哈，但地位跟狗差不多。
这是WWE吧。。。
伤害差太多了
500灵蕴，我买黑熊精
我要看大圣残躯打二郎神
三连了朋友们~
我比较想看四渎龙混战
..
那买什么呢？晒一下你的电脑？
g
门神是吧
幽魂就是矜持。金石是贪念，幽魂是执念。
本体打分身
多少钱
TM熊的力量！！！
黑熊精带火伤，专克毛茸茸
我怎么感觉幽魂比金池难打啊
灵虚子是最好打的boss，初见杀了
鲁提辖暴打王伦
黑风之名岂是浪得
被关版边了
观音：什么b动静
英特尔十三十四代，闪退崩溃小能手。
要是在水里打白衣有加buf
黑风大王的韧性很高
金池的韧性比较高
加油啊白毛的大哥哥
原来你一直与我同在
广智VS广谋
广志VS广谋
广智VS广谋
广智VS广谋
广智VS广谋
广智VS广谋
高产似？
广智！救我！
窝趣这个bvb观赏性好强啊
广智打广谋吧
我嘞个虚化犬啊
广智打广谋
我前几天刚从那里看过，up刚好也在评论区
我的天啊虚化犬
pvp?  EVE !!!!
两条命打不过一条命
再见
白衣秀士我两遍过灭霸卡我300回
《马 戏 团》
灵虚子弱火，必打不过
卡墙角
其实二阶段比较好打..
换血是吧
伤害不够
14代CPU还有人买啊
终结技
我的集显也最喜欢毛绒绒了，激动的发烫
狗熊拒绝精神内耗，狗熊删游戏。
不敢买，怕被女朋友拒绝精神内耗
精彩吗？没数值平衡谁赢一眼看得到头，还得改进
数值差太多了
什么黑风山神兽
我都没见过他喷火诶
优秀的匹配机制
黑熊很笨的，有机会
黑熊精
黑虎掏心！
黑风大王：你骂谁呢
幽默小狼
水系神奇宝贝有点不行啊
白衣
蓄力排云掌
刀哥
这灵光点是给谁了？
黑神话自己的龙王
真滴帅
电子斗蛐蛐·黑神话版本
电子斗蛐蛐终于来了
刀哥打关瑞生
狂扁小朋友
金池长老就是加强版幽魂啊……
会赢吗
王八拳！是王八拳！
我喜欢看
6666666666666
热乎的
白衣秀士打假赛吧
还有二阶段
我已经开始期待随机罐子了
怎么解说偏心啊
黑熊精打黄风大圣
.
的确体感上黑风大王更强
法环npc大赛不更啦？
很好！可惜我老婆已经送了我一台4080主机！
666
随迟但到
毒敌打晦月
灵虚子：？你认真的？
幽魂攻击欲望明显没有金池长老高
熊哥打小狗狗了。。
好家伙，吃满了
毫无悬念
伤害差得有点多
这配置玩吃鸡？
白衣，不是我主场，我怎么玩？
白衣说等下把我杨大哥叫过来把你熊精收了
幽魂感觉完全是金池的弱化版
白衣没场地还有被动吗？
像小孩儿打架，推来推去
别提你那b法环行不行？
遮影步
黑熊精半血之下就会开火。
两边的招式都很帅呀
熊瞎子准备拆房
哈哈哈，解气
亏了。白衣客场气势都掉了一节，还不能回血
闪电五连鞭！
黑熊精还有二阶段
好闪
双方数值等阶都不在一个平面上
这下你又有新的素材库了
数值不一样啊白衣这个刮啊
鲁智深
灵虚子还是二代的。
水之呼吸
总感觉gay里gay气的
上单狼人打狗熊
啊？
虎先锋打金池长老
幽魂魔尊
灵虚子是山里灵活的狗
动物派对（doge）
灵虚子弱火
德鲁伊内战
雷狼龙vs青熊怪
13 14代？
丝滑连招
牛逼啊
为什么我感觉有点儿燃
金池攻击欲望强
白衣刮痧啊
好解说
幽魂要哭了啊
寅虎打小黄龙
三连了 好看
帅
看buff快着了，要是持续打早打死了
寅虎VS小黄龙
电子斗蛐蛐
看到了自己挨打的感觉
到底谁在买龟星？
金池还是血厚
不愧是你
搏击俱乐部
喜欢我的霸体连击无敌风吗
不愧是白衣，居然能在没有水的地方使出水遁！
这咋玩啊
白衣白衣白衣白衣白衣白衣白衣！！！！！！！！！！！！！！！！！
攻击力防御力都不一样啊
不是白衣的主场，要在水里打
洪金宝：可以想象的
在水里up的显卡可能扛不住这个画质
鬃岩狼人VS穿着熊
我打我自己
黑风大王：真分不清大小王了？
E5启动！！！！
漂亮
这俩打架观赏感拉满
黑虎掏心！
他大哥是二郎神
《鲁迅大战周树人》
上单狗熊大战狼人
没水白衣不合适啊
人形态比熊形态猛多了
不是这白衣秀士伤害好低啊
金池还能回血 大头根本不可能赢
黑风之名，岂是浪得！
《灵光点》
被读指令了
躺？躺也算时间哦
出生内战
大圣残念打二郎神，谢谢
你大王还是你大王
有一说一白衣的技能真的帅
白衣在水里能回血
这招我会
《赛博蛐蛐罐》
鲁迅打周树人
他当时也是这么打我的
寅虎打的人还不了手
刀哥大战关瑞生
想看红孩儿大战小黄龙，百目蜈蚣大战毒敌大王
肉体大战元神
88
性感小裙子
吕布骑狗
自检星开机半小时
我打我自己？
别删我游戏
这是没撕膜还是没套lut - -||
有毛弱火
黑灵虚子吃火龙果
虎先锋VS“虎先锋”
哇，精彩啊
白衣会水之呼吸
讲道理，这的确比法环对战精彩啊
精彩！
葵花三段
我嘞个怪物猎人啊↑
虚化犬
力大砖飞
bro还会抵消控制
帅啊
加强版流星蝴蝶剑
什么李逵大战浪里白条
浪里白条大战花和尚
有种数值的美
你现在知道谁是老大了呵
灵虚子最好打的boos了
灵修子：打不过
对白衣不公平啊，没水的客场作战
出个黑神话决斗
一个师傅教的，破不了招啊
灵虚子怕火啊
可爱捏
什么？
电子蛐蛐区up主
妖王争霸赛
话密了奥
双龙出海
二阶段都没打出来
上一把属于数值宝宝互殴，这把是一叶知秋大战君莫笑
要攒势
讲究
刘邦:原来你也斩白蛇呀
灵虚子：啥？我打熊哥？
有趣，我要看到血流成河口牙！
糯了说是
别瞎理解，影神图写得明明白白，幽魂是黑熊精复活金池失败，魂魄和和尚残躯结合成的东西
白衣：你来我主场，定没你好果子吃
呱，看上一眼就算是死也值回票价呀！
打到版边了
并非水鸟
金池打碧池
黑熊哪有二阶段
UFC
对我来说第一回最难就是黑风大王，白衣反而两次就过了
灵虚子攻击频率太低
无所谓 还有二阶段嘿嘿
帅
哈哈哈
大圣残躯杀完了
fw刀
周树人大战鲁迅
精彩
白衣移动和连击很强 但太脆了
唉，魂5
我打我自己
二郎神打大圣
好快好快！！！！
这也太精彩了
帅
妹打着
应该到白衣的场景打
?????????????????????????????????????????????????????????????????????????????????????????????????
我打我自己
如果boss能互相振刀就好了（
鲁迅大战周树人。
上房揭瓦
我就知道有这个
鲁智深大战林冲
福瑞控狂喜
有种在水里打
白衣在水里有回血
你怎知道我笑了，是不是黑进了我的手机
灵虚子：告诉俺娘，俺不是孬种
[ohhhhhhh]
这位更是斗兽先驱
厕所战神
我出白衣秀士
幽魂虽韧低，但前期玩家的输出难以打出持续硬直，但金池可以。
幽魂一小时 金池一边。。。
换色沃里克vs换色沃利贝尔
接化发
一波，我赌黑熊精
这也是个戴箍的茬子啊
定时炸弹处理器
这黑熊肉墩墩的好可爱
大白狗凭什么打黑熊啊
这个是被黑熊精复活的白衣秀士
白衣数值太低了
暴打友人
刀哥大战尕娃
黑熊精：压力爆大对吗，牢灵
这么快就有斗蛐蛐了？
白衣秀士：我要求换到水池里再打！
金池长老这是客场啊
龟星
想看广智打广谋
大圣残躯打二郎神
确实精彩
白蛇兄长是二郎神
显然是这边更厉害                    我看这边可以
地盘争夺
幽魂
不分主客场的么？
花和尚
电子斗蛐蛐
我们狗熊就是最强的数值怪
鲁迅大战周树人灵魂
让我想起斗战神的蛇王
哈吉灵虚子
这就开始斗蛐蛐了啊
其实不是灵虚子，是苍狼精
又到了我最爱的电子斗蛐蛐环节
这金池怎么没小怪啊 有小怪幽魂咋输
这就开始斗蛐蛐了？？
原著白衣秀士被孙悟空一棒子就打死了。
黑熊精必赢，灵虚子怕火
黑熊爆炸可爱
大头加油，啊，都是大头
左 手 打 右 手
黑旋风大战浪里白条
应该分客场和主场，毕竟环境也有加成！
我打我自己
三局二胜赛制算了一局看不出来
熊怪能上火，兽妖都弱火
我打我自己
帅
小连击
没了
大熊
(⊙﹏⊙)
丝溜
蛇皮
巨灵神和广智！！！！！！
啊
解说
打到现在应该亢金龙最顶吧，投技百分比留十分之一血
鲁迅打周树人
啊
切
等虎先锋
不在水里差评
黑风大王帅啊
老农锄地吧
我压黑熊精赢
白衣有两管血
白衣：不是主场
oh
客场作战是这样的，哈哈哈
虚化不削能玩？
灵虚子论数值其实不见得比黑熊低多少，问题是攻击欲望太低了
带王，带王！，！
别把黑神话给我删了
如来神掌
月迅龙大战金狮子（雾
连环穿心腿
寅虎打小黄龙
氪金就是不一样
嚯嚯嚯这里也有领地争夺战口牙
黑风小伙立正了
黑风大王就是黑熊精吧
艾尔~普利莫！（雾）
来了来了 最期待的斗蛐蛐
罗汉翻天印
龟星
不是 你还升级了是吧
不是 凭什么黑风大王属性占优还要再主场啊 让白衣到水里打啊~
黑风之名，岂是浪得
老年一心打全盛一心
白衣修士位移太高了
黑神话被删除力
凌虚子是为数不多大家一次过的boss了吧
龟星
包赢的
旱地蛇
不是，凌虚子很虚的好嘛
刀砧星常昊
正反手教学
回放呢
自动给你的黑神话打差评
电子斗蛐蛐好看
这怎么打？
"ZDCN,;'"
没有水不会回血
往哪拍那哒咩
这里没有水白衣肯定劣势
土豆打地瓜
魯迅打周樹人
鲁迅大战周树人
讲究
上来就没蚌住
逗比的预言家对了开始电子斗蛐蛐了
想看广智大战广谋
只能说，输在数值上了
这背景音乐好熟悉啊，扒鸡上高地音乐？
金池的击倒抗性比幽魂高这么多吗？
尼古拉熊的力量
黑熊连二阶段都没进
广智救我
想看四神龙打二郎神
黑熊精是火属性吧
拖了半天进度条
数值怪的魅力
一个用火的一个弱火的，感觉没啥悬念
灵虚子：我打大哥？
443大战排骨游神
数值低了
这么快的么。。。。
黑熊难打，灵虚子一遍过的
顶级立回。
为什么不能找个有水的场地！！
赢了就是主场优势，输了就是血脉压制（
哪儿来的水
想看二郎神打大圣残躯！！！
我打自己
白衣秀士是客场作战
好精彩啊我靠，配上这场景
烟鬼斯摩卡
幽魂的韧性太低了，模组是比金池好点
黄旭东胜
刀哥大战黄旭东
自己的招有抗性
不敢想象两个大圣打架有多帅
黑熊真的好可爱
定身咒能破这招 ，别的打这个怪的时候也不会啊
幽魂的硬直时间和抗打断能力都不如金池长老
黑旋风大战浪里白条
没水 秀士劣势
大圣不行吧？除非用结局的大圣残躯
黑风比白衣好打   白衣太好动了
灵虚子我一遍过，反而黑熊打了好几次
感觉幽魂难，毕竟我在幽魂死了十几次，金池一遍过
灵虚子攻击欲望太低
互相磕头
帅
鲁迅大战周树人
黑风和尚没二阶段
幽魂：金池长老，不可战胜的！
广智天下无敌
他叫他熊皮怎么可能是兄长
白衣：不是哥们儿，就干打呀？我水呢
我就知道这个
讲究
公式
这里好帅，像打穿了肚子
黑风也是枪
水冷能换风冷吗
暴打
DLC出个pvp吧
刷啊
精彩
66666
力vs敏
斗法，爽！
好活！！！！
好活
帅~
果然都逃不过斗蛐蛐
你都没打出来二阶段。
帅啊！
帅
解说太秀啦！
这俩帅啊
感觉黑悟空出一个boss战模式，可以选所有boss来场PK
快刀大战慢刀
哈哈哈哈哈
nb
吾乃观音坐下守山大神，休得放肆！
风水之战
黑风之名，岂是浪得！
cpu 暴雷了都，还敢展示
灵虚子攻击欲望没熊熊高
自己打自己
不愧是黑风山扛把
666
UFC307幽魂vs金池长老
直接颁奖吧，广智永远的神！
黑风大王挺肉的
讲究
自己打自己
二段呢
野中匝地！
也中！！！
灵虚子打不过广智的
还推14代的14700k呢？有工艺问题
电子斗蛐的风还是吹进了黑猴
万千伤疤，多一道又何妨！！！
白衣秀士太刮痧了吧
哈哈哈
土地公：学艺不精
无中生水是吧
灵虚子逆属性啊
灵虚子：会赢的
银魂分段
鲁提辖火并王伦
沃里克大战乌里贝尔。
解说没啥必要 听的我头嗡嗡的
黑风大王数值好高啊
因为你打金池有免费血包，而且装备技能也有了
黑 风 山 赛 区
自己打自己
黑
红孩儿还难？
低于一万可以考虑
一张一弛！
这主板会删游戏吗
太可爱啦！！！
我就知道会有这个
黑熊精赢，输了变猫娘
讲究
操作你
灵虚子是玩家遇到的第一个妖王，菜是合理的
各打各的
这就开始斗蛐蛐了
哈哈哈
刀哥
WWE
你这起名颇有阿福的风范
掉色人：这招我是见过的
灵虚子攻击欲望太低，基本都是初见杀
我打我自己？
韧性差太多了
可爱
大王伤害好高啊！
凌虚子：谁给我报的名
可爱
看显卡
我打我自己
白衣秀士，灵儿啊，这会我帮不了你了
灵虚子是最弱的
并非并非
屋檐了
一张一弛
突然想问一下，这平地怎么会有水花呢？
这2个打起来真的好可爱啊
定
黑旋风斗浪里白条
没显卡
一张…一弛…
这集我看过，林冲打鲁智深
游科完全可以做个格斗DLC出来
可爱捏
想看黑风打二郎神
主场优势！
我赌白衣秀士
哈哈哈哈
二郎显圣真君VS大圣残躯
反了天呢，刚打你大王
哈哈哈哈哈哈哈哈
黑熊精也有二阶段啊
自他不二，你就是我，我就是你，没有谁不是谁，自他是一！
如是我闻，阿弥陀佛，阿弥陀闻，如是我佛。
幽魂韧性低的很，要不是体力限制，玩家能无限连死他
如是我闻，阿弥陀佛，阿弥陀闻，如是我佛。
十方三世一切众生一切万法皆为一人一念之所变现
十方三世一切众生一切万法皆为一人一念之所变现
如是我闻，阿弥陀佛，阿弥陀闻，如是我佛。
自他不二，你就是我，我就是你，没有谁不是谁，自他是一！
早就想看了
平地起水
幽魂竟是我自己
大王威武
白衣打了五次以上，黑风和黑熊精就一次过，没觉得多难
灵虚子攻击欲望低招式也少
@楚天明c
大逼斗
斗法现场
打蛇打七寸
我想看毒敌大王打小黄龙
福瑞控
灵虚子白给啊
讲究
会整活
白衣还有二阶段
买定离手
精彩
大慈大悲上
鲁迅打周树人
谁的主场，谁就输
红兜青熊兽VS雷狼龙
好玩
哦哦哦
黑风一次，白衣俩次，简简单单
熊瞎子都没开火拳，白狼半血的时候结局就注定了
伤害一样，是白衣脆
白衣秀士说的大哥是梅山七圣之首袁洪‘
这白衣真身是梅山七怪
黑熊精应该去跟虎先锋打
讲究
白衣秀士水里是有回血的，虽然不多，这个场地发挥不了全部
灵虚子：会赢的
大圣残躯不可能打得过二郎神的，没有意义
小弟怎么能打得过大王
黑风大王伤害搞太多了
被老板暴打
我的护院就是大王给的，让我打大王？
前面的，所有隐藏都是执念幻境，就是类似地缚灵这个概念，boss都是当年的实力
讲究
排山倒海
残暴啊！！！
虎先锋打黑熊精（家人们顶我！！！）
有种数值的美
蓄意轰拳
黑熊精有场景buff加持，烧都能把凌虚子烧死
黑风老公惹
灵虚子我第一次就杀了
帅啊！！！到底是黑风山的霸主！
灵虚子是一遍过的，弱的不如精英怪
寅虎vs大圣残躯
灵虚子和黑熊我都一遍过
这受击反馈做的好啊，一巴掌给灵虚子拍了个180°转身
灵虚子战斗欲望不强
场地问题，白衣秀士水里能回血
还没开火呢，灵虚子不得被烧麻了
这伤害不是一个水准的呀
枪兵
空大
一力降十会
想看刀哥打虎哥
黑熊还有火
鲁迅打周树人
石敢当打石先锋
长老好强的连招
啊？
白衣伤害这么低？
土豆精VS紫薯精
为什么都是毫无悬念的对局
狼人大空了
黑猴的bvb比老头还好多了
数值差太多 灵虚子脆得要死
白衣秀是两条命，打的轻轻松松
想看我虎哥
我就知道有这出
白衣有没有牛半定律
猴王最早出现在玄奘的故事里给玄奘帮忙就是白衣修士，后来慢慢发现成了孙悟空
李斌
666
白衣伤害对黑风大王太刮痧了啊
？
我嘞个虚化
残躯打二郎
犯规！
这里没有水！！！！！！！！！！
我想看悟空残躯二阶段VS杨戬
什么都玉只会害了你
看见工作人员用心了，太有观赏感了！
今日方知我是我
灵虚子＝雷狼龙
大圣跟二郎神是指令怪，主要针对的是天命人
白衣秀士因为有二阶段，所以很脆
很激烈啊
manba out!
福瑞控狂喜
大招收尾！青春无悔！讲究！！
感觉只要被打断一次，后面就很难了
太可爱了这两个
我到底是怎么打过这玩意的
广谋打广智
金池长老主要是有很多小怪可以打了回血，而且打到那里已经过了白衣秀士，自然觉得简单
输在数值少
吃这一套我已经化毛了
蛇皮走位
灵虚子不是弱、他是给我们熟悉定身术跟变化招式的。只要躲开几下就能一套带走了
黑风喝酒回血被打断了哈哈
想看虎先锋打寅虎
灵虚子是我唯一一个一命过的boss
个人理解金池长老是执念所化的复制体，幽魂是烧死后留下的怨魂
大力金刚掌
白衣数值太低了
赛博斗兽场
经典斗兽场
数值差距
妖王对头目的绝对压制
第一章开头的boss打关底boss，数值完全不匹配，好歹找两个流程紧挨着的boss啊
wwe
毒敌打晦月必输，晦月转阶段的鸡鸣能直接秒了毒敌
白衣伤害明显低一个档次
烟瘾患者慎用
神特么旗鼓相当
是火遁·术
这俩数值差距挺大的，打不过正常
终极掌心雷呀！
想看黑熊跟虎先锋
最弱boss打黑风？
白衣二阶段白给
