只因多看一眼，金池长老爆炸了
不是良心发现了，是不想为了那一件袈裟毁了一切
大圣归来
“如果我不是土豪，别人又怎能知道我不喜欢钱”
黑熊精：已老实，求放过（doge）
《看着很复杂，实则一点也不简单》
《纯M 》
这里有丹药，但是纯黑不会在视频里收集
白衣秀士：6
童话里都是骗人的
黑神话：广智
就会爆炸（doge
此时你刚从复活的土地庙跑回来
纯黑的噩梦：恐怖游戏
刀哥
金池这个boss给人的感觉就是很悲伤，不管是说话还是打架，语气中感觉都透出一种执念
《就为了让它暂停在一个滑稽动作上》
这我学集贸啊2333333
三姐～ 四舅～
咱们玩老外的游戏也不懂剧情，不也是靠看资料和背景故事才懂，现在轮到他们去找了
游戏能到这个深度，还是我国博大精深
收藏党的执念
大·圣遗物
2.6W+吗喽一起看！
最喜欢黑神话悟空玩家的一句话:啊？
帅
也有up无伤见切虎先锋
飞起来
帅
我操
你又不掉血你要防御力干嘛？
哇鸡皮疙瘩
-恐怖如斯
啊？
刀哥
制作组也是太刀侠
他仿佛真的想教会我……
三姐～四舅～
卧槽
我徒弟呢！
shuai
刀
太强了
帅到FK亏贼兄弟！！！！！
法术都是菩提祖师教的
帅！！
不得了
欢迎回来
nb
啊？
这bgm 听的我鸡皮疙瘩都起来了
？？？？？
woc
全体起立
这里说的是金池长老
游戏世界的黄健翔
李斌的动捕
腰好细
SUPERMAN!
帅
哈哈哈哈 ssr
终于等到了
准提咒 开念！
握草
辛苦UP了
啊？？
学集贸，散了散了
？？？？？？
不愧是你哈哈哈哈哈
懂了，这是图鉴党
6
还是个地包天
天啊好像实景，这画质绝了
天菜
nbnbnb
个个
你这孩子打小就不一般
这自挂东南枝的是谁？
好美
避火罩虚假的专用地图，黑风山，真正的专用地图，火焰山
有预购奖励第一章就是伤害高，第二章就不行了
《小黑子：悟空》
盖亚
帅
避火罩打瓜田那货好使
无敌
牛逼
妙木山？
啊？
帅
血轮眼
金蟾长老
66666666666666666666666
糯
啊？
啊？啊！！！
啊？
帅
还有这招？
帅
刀哥
到底怎么做到的
看到现在这个才是真大圣
有细节提示有道人传土地法术让他等天命人
这没法学啊
kid
啊？
牛逼
口中黏，辛中盐，先食包，去方便
瞬身止水
这是灭霸啊？
牛！！
还是那句话：熟练的让人心疼
；；；；；；；；；；；；；；；；；；
66666666666
帅
丝滑
刀哥
帅
不就是O的圣遗物系统
啊？
催更
啊？
开庭的时候带上你的游戏！
盖亚！！
啊？
牛逼
6666
注意这里说学艺不精也是提示，最终阶段黑熊变黑风可以直接用定身术打下来
帅
我靠
厉害
谁tm让我打开中文字幕的！！？
青铜二件套是第一章的最强装备了。
纯黑才是真大圣
提示:打开中文字幕
我靠 好帅
圣遗物闹麻了一天天的
是真是假看词条
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好机会
帅！
二蜘蛛
就会爆炸
广智！
五百年前
打了！！
这也太帅了吧
来力
画质好高清
翻译一下 同一个世界同一个梦想 one world one dream
南海留学生
反正是无伤 一路不穿衣服玩也不是不行
我在想，后面的得多精彩啊
咸鱼突刺
很吓人诡异
这首叫《屁》
帅
菜就多练（联想）
666666
可怕，
哈哈
一生靠袈裟治愈doge
坏了看到真大圣了
是大圣归来的回响
帅
帅的一
这是真大圣啊
旧观音禅院和旧拨浪鼓这俩任务副本演出挺恐怖诡异的
铁山靠，小纯黑子
卧槽 老年一心
啊
zz
我去
啊？？？
钉头
赛诺
圣顶号
啊？
观音菩萨？
李斌你好
丝滑…！！
啊？
啊？
还嫌慢，这可是无伤攻略
恐怖游戏实锤
菩提祖师当年的一句话“徒儿莫怕，我自由安排”让我感觉这土地是他变的，连二郎神都能定住的神通他都能教给猴子，他当真是个土地？
啊！！
男人的衣柜
毕福剑
坏了，遇到真大圣了
右边有装备
牛逼
该来的还是来了
帅啊
ber？？？？
我们玩的是天命人，你这玩的是大圣啊，得加钱
大唐五百年后＝近现代
我 操
少爷自己注意休息 我们老粉能陪你
经典动画
帅
太慢了，生产队的驴也没有这么歇的啊
吗喽在看大圣演示
帅！
借
[前方高能]
等待已久，不催更！！！！
你说谁瘟神呢
帅
这游戏里第一个传统快慢刀boss
熊大
我擦
小圣蚌埠住了
卧槽 神反应啊
不是 芥末帅？
刀哥
纯黑的嘴皮子真厉害
还多了禅杖
最喜欢这段BGM
磊哥快乐衣
太帅了
这个面部捕捉不知道比杨戬强多少倍
？
激动了，学会了，马上去自己开一把
1.9万人
太帅了吧
太帅了
黑熊精问金池求习佛法的你疯了？？？
丝滑
我4090还是喜欢在PS5上玩
？？？
就会爆炸
别天神！！
双勾玉
学个集贸啊
帅
《先不与你纠缠》
刘备借荆州
啊？
1.9W
1.6W
这特么打的是一个boos吗
我的新番更新了
有背景不能杀的
这个镜头绝了
帅
熊熊辣么可爱为什么要打熊熊
先赞后看，最后催更
帅
啊？
帅
可爱捏
帅
太帅了
刀哥
啊？
注意现在纯黑还是百戏套
啊？
啊？
来啦
包变脸
广智：若志
帅
就是因为你更太慢，我差点让白衣打退游
南无啊米佛陀~耶
袈裟为贪欲，而贪欲化作火卷黑云
啥也不说了我回家刷小怪升识破
对的，就是打坐的时候你看到的那几个场景，一般都是通往下一个地方的路，或者boss所在
我感觉我又可以了
我感觉我又可以了
哈哈哈哈哈
无敌
贪嗔痴 看见
太帅了
++
谁问你了
黄眉有剧情伤吧
喜熊的有福惹
徒弟自爆那招特效爆炸，我框框掉帧
玩的不是一个游戏
卧槽
1.9万66666
啊？
如果不写笔记，别人怎么知道我是做好人好事的雷锋
卧槽这个没发现，上号上号
想吃纯黑的（doge）
+
牛鼻
太牛了
可算来了
帅啊！！！
别人都通关了，还在这儿无伤
怎么做到的？
哈哈 这个谁建的
帅啊广智
23分钟打完黑风山……
帅！！
2万在线观看的兄弟，你们好啊
？
咱们顶峰相见！！！！
遇到真大圣了
帅
追番！
重明鸟 重明现 妖异潜 驱猛兽 化凶吉
这个我第一个升满的，因为他有前期唯一的高贵的暴击率
我们玩的不是同一款游戏吧
咱们顶峰相见！！！
老黑：MC真是个恐怖游戏
刀哥
1.8万
刀哥
多帅哦
你跟我玩的不是一个游戏吧
大圣的东西是你能碰的吗
有点何润东的感觉
长的有点像我姥爷
？？？
琵琶洞刷求爱
前面的广智是体力条
nb
就不给你！
这我学集贸
就会爆炸
大圣又来无伤辣
汗流浃背了
啊！。？
帅
啊？？？
帅帅帅
啊？我想大圣复活，拿六根，这么说六根不是好东西
空挥一击
化身雪豹
李斌
蝉丝在观音禅院买不到怎么办？
崔更！
你给人打哭了
正常的，打坐连跟着自己的二师兄都看不见
贪欲
二郎神吗
鱿鱼
灵虚子——
帅
啊？广智还能跳劈？！
溺尸
见切是吧
我草坪
太帅了
20*5010/36/0.500
害怕
这时候直接蓄力，可以打一个满的蓄力棍
你说谁骚呢
a？
这我学集贸啊
纯黑有直播黑神话吗想看
[ohh]
报警，报警，有人虐待动物
帅
可爱捏
孩子们，是我，我回来了
我擦，刚发现，错过了第一期片尾动画
这人真是太难打了，我都以为要打过了没想到还要二形态
三界！四洲！
太帅啦
没几个人用识破打的
刀哥
熟练的让人心疼
无痕冰丝更透气
这话是什么意思
棍花有时候会漏箭，没必要冒险
参见 真大圣
明白了，广志才是主角
至此已成艺术
啊？
帅帅帅
谁搭腔说谁
好机会，我入
熟练的让人心疼
帅
广智救我
感动
啊 我怎么不会这招啊
土地老儿放大版
玉壶顶身(bushi)
广智参团次数-1
熟练的让人心疼
妈呀这么快
一个讲义气的都没有，大圣来了都不叫兄弟们赶紧跑
这些年你都吃什么
啊？
刀
冬兵
好耶
草！这是同一个游戏吗
这一段动画可以去看看吸奇侠的解析
小技巧，大头这种化身技，轻击连段中使用会顺发，单独使用会转圈有前摇
不知妻美，不在乎钱
王老菊也是一样的反应哈哈哈哈哈哈哈哈
不爱看剧情就别看没人逼你
帅
让燃料成型（）
我们玩的不是一个游戏
织影者比这玩意难打多了
1.6万人
这个综艺^_^
[[ohh]WC！！！！！！]
太帅了
[ohh]
流畅
无伤可太难了
我了个识破仙人
帅
帅吗？熟练度换来的
闲庭信步
真大神来了，前面的马楼给你信心了
？
这个我三四次过的
关弹幕认真看了
连广智都要无伤
李斌
FGNB
黄风大圣也不能炼化
可爱捏
纯黑话*神悟空
学不了一点、
太猛了
大圣：刻下的话语浮上心头，将我的鸟……哦不，我的眼弃置于此
远古只因者（）
牛逼，我低头吃口面二阶段就没了？
[ohh]
[ohh]
太厉害啦
帅
NB！！！！
帅
啊？？
WC！！！！！
黑神话：智狼
wc！！！！！
若我不是首富，我说我不爱钱，又有多少人会信
那女孩对我说：
注意看 鼻头是两半的
1.6w
还得是菩萨
开团先切ad
天命人:劳资早显出大圣本相了
夜壶：加沙我不要了
行云流水
太帅了！！！！！！！！！！！
天上一天 地下一年
悟空啊，下跪上访吧
寅虎：它算个锤子连击
等会，这都是一次过的没有剪辑啊，不会被boss打了一下之后直接重来吧
帅
他能出这一期，那就说明下一期或者两期已经做好了。
红豆泥斯密马赛
广智铠甲，合体！
真的做的到吗
好短
帅
完美
啊？
师傅！！！
卧槽
帅
手动艾特昆汀
666这个入是桂
“亲手”
帅
1.5万人
懂了，猴哥是哈马斯
天秀，讲道理，这个识破真难用
这段真的绝
鄙人不擅喷泡
没币了我晕
啊？
这个抓的好准
土地庙前蓝刚好全用完，这资源规划的，打了多少遍…
可以，这红也中
二赤猿刀哥
其实可以更新快一点，没必要真的无伤
这就是 最后一个PV插曲是往生咒的原因 超度他们
这个我没打，直接打的黑熊
啊
看了这么多直播的 果然还得是中国玩家牛逼
66666
大哥是杨戬，考验天命人的
噗
你再骂
卧槽！！！太帅了！！！！
帅
坠机了
太牛逼哭了
坠机了
学不了，完全学不了。。。。
太帅了
帅
大哥杨戬
这里咋有三个棍势了
自挂东南枝
.0
啊！？！？！
黑神话：广智
帅
三连支持！
6
这套打虎先锋很好用
啊？
？？？
用广智打他还有彩蛋对话来着
这个玩劈棍的 千万别点 贼难用 点了之后识破反而不好打出来
楚狂接舆歌而过孔子
啊？
人话：你厉害 我溜
太好了
帅
桌下大圣发力了
放花絮也可以嘛
花钱被游戏玩不如云通关
啊？
，
前方弓箭手大军
对上了，法术不精，坠机了！
泉州镇国塔真好看
1.5万吗喽一起看
泉州镇国塔真好看
5A打坐
新番
《且man》
这数值太高了
啊？
哈哈哈哈哈哈哈哈哈哈哈哈
刚好打完第二章，一切来的刚刚好
界幽魂
有被帅到
可以定来
你才是挑战者
高博
幻境的时间不对 这是过去的幽魂 现在的幽魂小一号
牛逼
啊，感觉跟在看电影一样。
进度条  危
[前方高能]
那说了那两个家伙？那家伙就是指金池长老
握草
真的能这么帅吗？
圣牛魔的遗物
帅啊
应该发到外网去给老外一点小小的震撼
福建泉州开元寺东西塔！
帅
分不清游戏还是现实了
分不清游戏还是现实了
分不清游戏还是现实了
JK熊
Man！！
就等你出视频，我白衣修士一直没打呢
帅
不打金池没有避火袍，黑熊无伤不了
观音说话！
一镜到底是真牛逼
定息存神平A刚需！
3
帅！！！！赏心悦目
啊？？？？没了？？？？？？？
啊？这能下去？
艺术品
广智退场是固定时间还是血条没了退场啊 我还没搞懂这个
本以为自己玩的挺好的啦，看完纯黑，，我依旧还是吗喽
《见多识广，急中生智》
他真的打算教会我
他就是放下了才能被解脱
黄旭东
3
以色列刀哥
？
广智: 下饭
我听他的声音，好像塞尔达里面的那个独眼大猪头的声音
上号！
啊？
心疼大王
6666
这配音真好啊
卧槽 停龙车！
不穿上这行政夹克，世人怎知我是为人民服务的？！
黑神话的黑是纯黑的黑
啊？
就看你的
就爆炸了
里昂
前面韩立的不要跑
6
糟了，被纯黑玩成真大圣了
帅！
这个配音真心不错
？
识破是最难打出来的，判定时间只有零点几秒
盖亚！！！
我倒是感觉比白衣秀士好打，第三遍就过了
啊？还能识破
我焯，停熊车！
盖——亚——
地上的草有动静。
真帅啊
啊
崩了个屁 哈哈哈哈哈
大师兄六根都没了，已经是植物猴了
什么烟不烟的，眼神不好么？土地拿着的是挠背的不求人
帅
这个是真天命人
这个是真天命人
李斌哈哈哈
黑社会：悟空
帅
我觉得我又行了
这个系列太好看了
帅
别天神！
帅！！！
大圣归来
难道他是天才
这是切手技
《朕四季常服不过八套》
伤害怎么这么高
凡人修仙传京城篇胥王的声音
连广智都误伤了
啊？
？
5次过
盖—亚
素色，代表金池还是想变好的，但是唐僧的袈裟让他破防了
这长老有一个技能都没放出来 召唤小僵尸炸你
请帮帮我，广智先生
娘心 UP
看比玩爽
高质量动画
man！
中？哟，还是个河南土地
卧槽
先赞后看，形成习惯
卧槽鸡皮疙瘩！！！第一次见完美定身，连特效都是单独的！
帅
帅
玩到通关92级没点这个 不熟练的话这个很难用
啊   帅
前踞而后恭 思之令人发笑
啊？返回来再看一遍，啊？
帅
我感觉自己现在强的可怕。。。
理论上来说不止270，至少284
纯黑少爷是懂哲学的。
太牛B了！
药丸药丸
看了少爷的视频我感觉我也超勇的
熊罴
我现在强的可怕
66666
谁问你了(恼
啊？
啊？？？
帅
你才是boss
第一次见币比赞多的
那三口洪钟终于响啦~！
这段剧情很棒！
火眼金睛
越看越像韩立
沃日，这操作，给跪了
感觉需要字幕  不然听不清
大圣
啊？
歌手是唱理想三旬的陈泓宇
大哥是二郎神
黑熊精还是有点脑子的，知道这强派的活不好干有问题没敢碰六根
牛逼
牛逼
普通人说对钱没欲望谁信？马云说对钱没欲望都没人信
操作还得看纯黑
帅！！！
？？？
赏心悦目
收集癖
看少爷的攻略真的是一种享受呀！
牛逼，帅
卧槽这识破
啊？
天不生我金池，袈裟道万古如长夜。。。 袈裟来！！！
广智真是太强了
人靠衣装，佛靠金装
不是哥们
小圣饶命
啊？
袈裟估计是
八月新番
哈哈哈哈
一套255连秒杀
眼看喜 耳听怒 鼻嗅爱 舌尝思 意见欲 身本忧 佛家六根来的
啊？
卧槽
太帅了
啊？
眼看喜
哇，画面太高清了，堪比电影级别画质～
帅
我靠！
500年？那前面的长老怎么才270岁
哇，画面太高清了，堪比电影级别画质～
国服第一天命这
白色定身是套装效果，打碎加伤害
体感
哇，画面太高清了，堪比电影级别画质～
杨戬在幕后看着
啊？这踏马预判不到不炸了啊
亲一个吧
插入什么
666
杀人是广智提的
你是真正的斗战胜佛。
撤军
少爷牛逼
花果山最灵活的猴（纯黑）
已三连
哇，画面太高清了，堪比电影级别画质
哇，画面太高清了，堪比电影级别画质
哇，画面太高清了，堪比电影级别画质
老犹太人了
看见大头就头疼
帅到爆。
哇，画面太高清了，堪比电影级别画质
熟练的让人心疼
这伤害，有点当年但丁真升空的暴力感
哇，画面太高清了，堪比电影级别画质
少爷太厉害啦
犹太长老
哇，画面太高清了，堪比电影级别画质
这伤害
哇，画面太高清了，堪比电影级别画质
比比·金池
真的帅
哇，画面太高清了，堪比电影级别画质
少爷牛逼
啊?
白衣秀士：我可谢谢你
这个真不错
熟练的让人心疼。
帅
前方以色列长老
大鹏展翅
哈哈哈哈哈太逆天了
红色的不是加沙吗
666
、
以色列
帅
啊？
哈哈哈哈哈哈
发人数的全踢出去
鬼见条
帅
火烧俄罗斯
这才是天命人啊
哈马斯！
国度移动
帅
真的帅啊，这能棍反？？？
卧槽，太帅了
好看
重瞳！
啊？
帅
黑神话广智
催
啊？？
流批
临时抱佛脚
帅
帅
这么帅
牛逼
直接三连
终于更新了
帅
帅
好期待
帅！
树上的尸体本人才是真正摆脱了贪欲的妖
老板，加钟
为什么叫刀哥？
牛壁
已经三连了
黑爷！
这游戏是这么玩的吗
啊？
帅阿
man
3
小拳拳捶你胸口。
建议广智去救大圣
第一章的主题好像就与贪欲有关
我是来看攻略，这……这……学不会啊
广智:中场休息
哈哈
牛
牛逼牛逼
刀哥
终于等到你
神人
你告诉我学学就能拿金牌了？
打的也太慢了吧
帅帅帅
艺术！
帅
花旋风：鲁魁
看齐天大圣暴打新手村。
啊啊啊啊
为什么广智伤害这么高
这么丝滑？！
这个声音好像凡人里胥国国主的
这么流畅！不愧是
差生文具多
收集控
啊
？？？？？
众享丝滑。
真不错
绝绝子
？
伤害好高，这才是大圣
？
玩到真大圣了
帅！
啊？
shuaideiyipi
帅
万众期待，众望所归
小黑子，需要提高产量了，等的花都谢了
这才是大圣转世啊
啊？
1.1万人！
蓝染：是崩玉，选择了我
帅
纯黑带的什么铭文
帅
帅
卧槽
广智带火伤，这游戏，妖怪火抗普遍都低
bibi长老
真帅啊
刀哥
牛
我在看电影是吧
看大殿后面有一个大头的阴影一闪而过
"犹豫是吧,一直喊加沙"
《泥鳅》
啊？
纱世里
没错，背后就是如来指使的
[OHH]
啊啊啊啊啊
帅！
血骑士（误
一狼两吃
大圣本尊？
帅
太帅了吧~~~~~~~~~~~~~~~~~~~~~~~~~~~
啊？
最牛逼
啊？
？
楚狂接舆 凤歌过孔丘
脑子：我会了。手：会你m
666
个
陈鸿宇的声音啊
只是想证明自己地位高而已，实际成佛就是等于袈裟吗？
帅
帅
唐僧那锦斓袈裟可是佛祖亲赐的，能不馋吗
定这么远？
好看，爱看，多更
外国人玩能看的懂吗
刀哥
hello
被观音暗算了
帅
这是真大圣，帅啊。
你就是真大圣
我当时就手一抖把秀才的衣服做了，转头就后悔了
帅
上来就了一句诗
太牛逼了
帅！
帅
投币
二百七十岁，害怕寺院暴力。
这么轻松？？显得本吗喽很呆
哈哈哈哈哈哈哈哈哈黑风怪好克朋友
释永信未来写照
帅
啊
你是真大圣，我是野马喽
啊？！！！
太涩了
这就完了
我卡了黑熊好久。。。。
帅啊
毕竟视线对视了才能对战啊
二郎神不是自称小圣吗
学废了
帅的不行啊
学不会
大哥是二郎神，这是梅山兄弟的一员
帅
树上挂的凌虚子
文化小蛇捏
66666666
酷！
避火罩哪里拿
厉害了我的哥
玩的不是一个游戏
666666
帅！
高手高手高高手
观赏性还是得黑哥
你最好是
大圣！
给少爷投币
帅
这咋翻译
帅
纯黄
连广智都无伤
帅
这就没了？
黑风大王无伤一遍过，白衣秀士打了二十多遍
啊？
见钱眼开
蛇妖男
胖版火云邪神（bushi）
盖亚
这是唯一套模吧？
为什么他下巴上有四颗图钉
啊？
会了
卧槽
只有披上了这身袈裟，世人才知你是得道高僧。然而那些真正的得道高僧，早已四大皆空……
帅！
刚打开外卖血条就没了·
牛牛牛
痒痒挠，叫不求人
nb
来了来了来了来了
太厉害了
太强了
太牛逼了
电影急速感
帅
他好帅啊
帅！！！
我白衣一次过嘿嘿嘿
啊？
啊
帅
广智：只打高端局
刀哥你头上长草了
这几个动画全都百看不厌
66666666666666666666
各位先点赞投币，逼up主快更
？？你在干嘛啊哥
帅！
在其他人视角里主角是孙悟空的猴子猴孙
有个小技巧，跳起来直接重击可以秒出蓄力，不用等待
啊？
nb
来了
漂亮啊
无敌！
熊瞎子
帅
太帅了
哈哈哈哈哈哈哈
聚形散气和定身术好像是菩提叫土地教天命人的，土地的人物传记里面有隐晦的提到
帅啊
识破是切手技，劈棍式下轻攻击厚重攻击就能触发
敲三口钟，念念不忘，必有回响
全图鉴爱好者
帅！
帅
帅！
大家投币收藏就好了不要催更
帅得
好！好！好！等完结再来重刷
牛
啊？？？？
逆天
离谱
终于
黑神话版射爆大道
盖亚！
拜年啦！
帅
强啊
年度大片！
啊？
神王诺手？
秀爆！！！！！！！
啊？
还得是少爷
雷音寺无伤会打到你自闭
这也能识
这才是大圣，我感觉我玩的不是一个游戏
刀哥
李斌来了
品级不一样
传火敲钟
虽然更得慢，但是架不住好看啊
一开始就看刀一堆袈裟
讲真的 这真能拍个电影
刚好十年前，这个up的前第一播放量视频，就把他吓傻了
10几年游戏算什么？这大部分几十年的游戏生涯
啊？
完美虚化
up厉害了
广智：我呢 我呢？？？
帅！
盖
啊
伤害真高啊
伤害好高
啊？
这我学集贸啊
我打了十几次才----
你还好意思说别人？你自己咋回事忘了？
30 分钟 得省着点看了
我是哑巴
来辣！
超度的是挂在树上的凌虚子，不是金池长老
这才是孙悟空啊
来了
蒸发 蒸发 蒸发
6
草草草
66666666
为什么我的广志用不出来这招啊？？？
圣者遗物
哈马斯！
这我学集贸啊
天道！@
每天睡醒第一时间来看跟新没
这些都是论文
地包天黑熊精
帅！
黑熊想学佛法，可惜他不知道什么是佛法，他一直沉浸在金钱利欲里寻找佛法
晚了，哼！
帅
6666
牛逼 少爷
龙女说是观音给的差事，谁知道呢？
纯黑打的太有观山性了，看的好舒服
刀哥
法天象地
啊？？
帅
这我学集贸啊
看少爷的视频就是这么赏心悦目
前排提醒：请各位已经通关的天命人不要剧透，给还未通关的众们带来最好的观感体验～
我第一章打过的时候18级
有空气墙早说啊
帅
帅
真的牛逼啊
币比赞多
鉴定为艺术品
先三连！
宝贝儿袈裟
17级?
啊？
啊？
啊？
盖亚
奔跑，跳就这样子跑的巨快。
这么猛嘛
啊？
66666666666
大圣归来
帅
啊？
啊？
黑神话：速通
广智铠甲合体!
那件袈裟是菩萨给的
白衣秀士教会了我如何躲避和攻击
啊？
啊？
恐怖
帅的呀！！！
既见蔚来，为何不buy
谁家满月女王
我都270了要你件袈裟怎么了doge
帅
黑熊：我刚刚声音有点大
帅
啊？
人家都无伤了，我还在给大头加餐
这我学集贸啊
握草！！！
没毛病，这个操作难道不够骚么？
耐烧王
没有！！！！
王者老版猴子
Man！
黑神话：无伤
啊
速通
牛牛牛！！！
太帅了！！！！
啊？
所以黑熊精是金池长老变的？
打坐不跳过好评好评
老实说有大圣在就算真的是恐怖游戏也不是很怕
就这？
离谱
恐怖如斯
我文化低，只能说句:卧槽！
太帅了
怪猎见切一样，不能直接识破，要先轻攻击一下
无伤没了
我服了
这么简单就过了？
越往后越难无伤，很难想象小黄龙怎么无伤
所以现在来超度你了
我还以为上吊的是广智。
完美定身是银色的吗我炒了原来我一直没打出来过
刷人数有意思吗
这学集贸啊
66666
帅！
熟练的让人心疼
三连
我靠
好帅
？？？？？
那你们太菜了 完美定身还不难操作吧
啊？
无相之水（）
原来是个老黑子
这么帅！！！！
帅！
啊？
圣遗物
圣遗物词条
血骑士
好帅一猴
圣遗物
这么快就秒了？？？
黑神话：广智
啊
这个boss我怎么好像没打？
啊广智还有空中突刺？
太帅了
牛逼！！！
牛
真·大圣
出金了
帅
李斌你好
这是办了佛衣会了
盖亚！
帅
帅
帅
盖——亚——
观音
帅
这才是大圣归来
为什么翻这么多下都不中断，原来可以这样用的啊
大圣归来了
什么加沙
太好看了
就会爆炸
大圣 是你吗¿？¿？¿？¿？¿？¿？¿？¿？¿？¿？¿？¿？
卧槽
脑子：“我会了！”手：“不，你不会！”
啊？？？？？？？
黑神牛逼
学到了
李斌：即见蔚来，为何不buy
我还是喜欢你一开始桀骜不驯的样子
这里没有识破 识破是需要出招和闪避的时机一样，按重击就可以识破，此时棍棒上会有红色的光来提示识破成功
这也太丝滑太牛逼了
还得练练
骚毛猴哥
太帅了
？
帅！
应该570岁了吧 不是又过了500念
1
只是看到的蓝色幽魂就是金池长老的幽魂，刚才发的是怨魂
这招猪八戒也会
太帅了
你是个狠人，能无伤是不是快到仙境了
怎么学
666
远吕智。。
金池长老没复活啊，是怨灵
我觉得我又行了
好强的剑气
但是不刷新
怎么能这么帅
？？？？？？？？
我勒个
帅
李斌是真没绷住
帅
什么？广智还有跳劈？
帅！
帅帅帅
我的妈
更新太慢了，我都第四回了。。。。。
好强
犹太人长老
我猜备了份，挑一个无伤的发
鬼鬼还有BGM
啊？？？
纯黑神话！
kid
啊？
鸡多看一眼
我名叫阿黑的粉丝
这不是JK？
帅
这是真的弹反仙人啊
玉帝：闭嘴
仙境，意境太好了
每次打坐我也被治愈了
六根不净，贪念过重
黑神话，广智
帅
都是，还有葫芦老头也是一部分
收集党的怨念
杨戬的铠甲外面为何要裹一层白布衣
黑神话：纯黑
广智终于可以歇歇了
怎么学
«第一口，粉丝先吃»
纯黑神话
猴哥一定要问出来它用的甚洗发水。
贪嗔痴，看见！
好家伙
专打下半身
啊？
啊？
?
猴头上的毛还没薅光呢...?[捂脸]
大哥是二郎神
真帅啊黑哥
啊？
"要说这土地不是菩提老祖变的,你们信吗...?"
粥友
啊
真空短裙
这bgm好听
让给你们了
好好好
这个UP必须关注...!
这里先别着急，走在这个战斗场地往左走，里面有一个发着金光的大缸有三冬虫，可以拿
遇到真大圣了
啊？
我靠！这是李星云第六季不良帅配音
我的天，丝滑
再去练练吧
我在观音禅院修文物
锦衣夜行
到了浮屠塔就是恐怖游戏了
啊？？？
帅
眼睛和耳朵都明白了，就是手不明白。
帅
广智这个招式在能量满时按闪避加方向键加重击就可以打出来了
这哪是3A游戏，明明是5A古迹
我感觉我现在强的可怕
哈哈哈哈哈jk熊
我的天啊广智
可爱捏
黑风怪:没错我就是朋克
黑神话的世界线是南北朝吧？
李世民：因为你穷，没我有钱
广目 广智 广谋，嘿嘿嘿
蔚来CEO
好机会
好强！太强啦！
刀哥
好看，爱看
哈哈哈哈
[ohh]
本来袈裟也不是你的！
[ohhhhhhhhhhhhhhhhhhhhh]
帅
声音真的好听啊
有缝必有胖子
帅
真他娘的帅！
有缝必有胖子
刀哥
大藩薯
刀哥！！！
一周目已通，前来回顾
太刀侠！
学不了一点
一眼姚永恒
这个识破牛
终于等到你！
小和尚与熊熊
华丽
火眼金睛
