这才是文化输出啊
沙师弟竟然叫Sandy 我疯了我的英文名就是Sandy 我是女的
那大多数人都确实不了解
全世界都在玩黑神话
让我想起了马可波罗
你币有了
up好样的！
不是翻译硬伤
什么是第九艺术啊，比什么杰宝孔子学院不强多了
Sandy=三弟，没毛病
切，我们都能了解你们国家的文化，我们这几千年文化你们是一点不看
学习区上大分
我们也想帮助啊怎么帮助外国人啊
咱为了电影和游戏，什么希腊神话、北欧神话、埃及神话、死海文书不也都去学了么，只能说输出力度还没达到让别人主动学习
？花钱的还提不了要求了
他们不会学习一下的么
你币有了
．一：
你真666
連考試英文都給整出來了
不至于吧，让游科多赚点不好吗
互助呐
东游记的八仙
逻辑很棒
太有意义了
《简单》
而你，我的朋友，你才是真正的英雄！
必须赞你
推广大使
这下看懂了
这就算游戏的缺点，除非黑神话限制外区，那就是玩家的缺点，别无脑吹
哈哈哈哈
最支持的一集
不懂就去学，学不会说明脑子不行
up说师徒5个啊！小白龙烈烈要高兴的起飞了！
难道玩外国游戏就不要了解外国文化，这分明是一种傲慢
不了解就去了解啊，这不无病呻吟么
先生大义
上下5000年的历史文化，想要全部了解得几辈子，学切吧！
这不是游戏的缺点，这是你无知的缺点
那你去了解啊
国人对他的了解又有多深呢？
本来就是悟空，你不了解你干嘛玩
这。。
那就滚去了解
你币有了
三眼战神
“差评”
不了解就去了解啊 饭还要喂嘴里？
游戏无国界
牛逼
那就增加自己的文化储备呗
不了解北欧神话并不妨碍理解战神的剧情
那咋了?
好样的
对，就是这种感觉！
ai不太行吧感觉，西游记里的东西每个人都有自己的理解
牛！！
说的我了解只狼，了解战神一样
先生大义！
去学去啊
理解別人文化對白人很困難嗎
学无止境
那是你们的问题，不是游戏的问题
外国人做游戏也不关注我聊不了解他们的文化啊
善
自己去了解啊。没空教你
那就去学啊 去了解啊 一个个的还什么是事实 我看你们在玩刺客信条的时候都很热衷学习西方历史
nb
二币之力
你币有了
到我们了朋友们
不了解就尝试去了解，我们玩儿你们欧美开发的游戏也没有因为不了解游戏背景就打差评啊
一个游戏够他们研究大半辈子了
ok呀，不了解美国历史，去给大镖客打5分
自己菜还怪游戏
支持
宣传中国文化，为你点赞了
没事我们了解就行了
西游记看故事很好理解，再深一点老外看不懂的
那就去了解！昂撒海盗应该知道什么叫文明
补番呗
以后中国玩家也可以这样给外国游戏差评
看西游记啊
不好意思，我们中国玩家所有主流神话通修
你可以不玩
还替歪果仁担心价格，人家赚的可比你们多
启动！
你bi有了
牛逼
我都看得头痛别说老外了
nb
真不错啊
大义啊
格局打开啊，而你，我的朋友，你才是真正的英雄，这币留着何用，拿去拿去
是时候让他们学学汉字了
猿神！启动！
加油，你真棒！
当初西方做游戏不也没想过外国人明不明白他们的文化
韩国人表示好难受
不了解那就去了解啊
复杂怎么了，老外做它们自己的历史题材游戏何时考虑过我们中国玩家的感受？
吗喽，启动
翻不出去科普个毛线
不懂就去学
连看过也看不太明白
真感兴趣，他会自己去了解
upheaval
你做的好啊做的好啊
这下听懂了
的确良
悟净传？
那你去了解啊
其实，我真觉得，这样非常好，那群人想玩儿，就给爷好好读西游记去
得给你发工资
《设计单调且敌人恐怖》，可笑
哈哈哈哈
就好比很多北欧魂类游戏都会放几个神的名字，我们一样不了解还不是玩？这完全就是偏见
作为Steam老玩家，以往的3A大作对不了解西欧历史的玩家也不友好
你们国外游戏有考虑过中国玩家吗？把自己当大爷啦？
顶部红字这辈子有了
沙悟净介绍怎么这么少
开玩笑嘞 上下五千年 想这么快入门呀
也不算异变，而是天庭的手眼通天，不服从就是死
你是最棒的
《简单》
我们好歹也提前看了二三十年背景故事了
格局
他们做游戏的时候也没有考虑我们，我们凭什么要迁就他们
网络环境不允许啊
好厉害
玩不进去就自己学，哪有那么多事？
爱玩不玩
外国的神话更混乱
目的达到了
三连了
不了解就学啊？这都学不会
太细了，你币有了
优秀
升华了！
多出几个就了解了
英文名字真的这么大白话吗哈哈哈哈
毕竟外国的神话除了伦理关系，其他都挺简单的。
这里就不得不提某款打压国内玩家的三字游戏厂商了
之前我们玩你们游戏的时候你们怎么不反思这个问题？
你真棒
玩儿个战神，我还得把北欧神话读一遍，是吧？
会不会是他们没有学习能力
你币有了
这也不能叫差评吧
那你就去学啊
感谢
别说外国人了。。。我们自己都蒙圈
和角色“连接”？
出音味来
我玩你们外国游戏，也不了解外国文化。这也给差评
白骨：还来？
猿神，启动!
太强啦！
对于没有涉及过咱们文化的人了解起来确实很难，但这就是文化输出
西方文化倭奴文化我们也不懂啊
那就去了解啊，去学啊
入关都变成敏感词了还入呢，笑死人
那你们别玩不就行了
不了解难道自己不反思为啥吗？
哥们，你太帅了
不懂就多学
那你就自己去了解啊，干嘛要怪游戏？
谁让他们玩了
那你为什么买？想玩就别哔哔去了解去
那么，黑猴的评论区都是什么？哈哈哈哈哈
不了解也可以玩，因为剧情和西游记本传不大相似
MD，我们玩外国游戏时就了解那里的文化了？
他好温柔
我觉得太难，对平常不玩游戏的玩家很不友好，剧情都走不下去
的确，一开始的介绍太简单
永远不明白猴子的精神
即见未来，为何不buy
毕竟没有一点思辨思维和对本土文化的了结 国人自己可能都不了解
爱玩不玩，不玩滚
阿基米德，火种的传递者
不好可以不玩
你觉得不好可以不玩啊
黑魂，血源诅咒，只狼，老头环，战神我更不了解
46级过了  太哈人
buy buy buy
牛逼
我们自己也半知半解
不是这有啥好喷的啊？人家确实不了解，真就张口就骂
搞得以前我们很了解他们似的
学英语的意义
废话，肯定不友好啊
先生大义
干得漂亮，关注了
支持！
先生大义！！！！！！！！！！！
玩了游戏就会自己去深挖了
问awesome什么意思，就这个没看懂
up好样的
文化大使
好棒啊
其实老外玩过dota的应该知道大圣能变身啊
up好强
还好毕业了哈哈哈哈哈
感谢！
无知还这么理直气壮
中国传统文化很难翻译的，优秀人才
航母不够多导致的
有人喜欢蔡徐坤吗
有人喜欢蔡徐坤吗
81难81个成就
为你点赞
不了解就特么别玩
原来那帖是你发的
哇！！这一句话太美了
黑猴是真心好玩，我玩不腻了都，太爽啦
有实力的
玩游戏为什么要了解历史？
西游记他们翻译出来的都是史好意思说吗
游科不得给你打钱啊
想玩就去学就去问，当初你们做游戏的时候我们也是库库找攻略去了解。咋到你们这就不行了呗。非得嚼碎喂嘴里
不了解就去了解，谁一开始啥都知道
简单写了几段
今天我们传播中华文化他们不开心，他们非让我们传播西方文化
穿越超越，跨时空借鉴
碧潭
罚这些外媒看10遍西游记
就怕黑神话悟空成中国游戏巅峰，没有后续了
Monkey brother
越过长城，走向世界
不了解就自己学啊 不然呢  中国玩家以前打游戏不也读他们的神话嘛？
不了解就自己学啊 不然呢  中国玩家以前打游戏不也读他们的神话嘛？
哈哈哈哈，舒服
"不玩游戏的老阿姨被感动得热泪盈眶……年轻人冲啊,未来属于你们！"
游戏科学得给你奖金有一说一
国外的游戏文化我们也不了解啊
或者，信息茧房！！！！！
8分绝对合理
那不是白皮蛮夷能理解的
你有币了。
BGM不简单
文化水平差异一下就体现出来了
等等，这BGM是要原神……
这句话说的太好了，当年是去西天取经，现在换他们去东方取经了
你做的好，你做的好口牙
你居然长这么帅，我嫉妒了
60美元还贵？你逗我呢
老版西游记电视剧抓紧安排出国
那你就了解去啊，要么就别玩
他们害怕外国人了解中华文化
他们害怕外国人了解中华文化
他们害怕外国人了解中华文化
他们害怕外国人了解中华文化
真感兴趣就自己去找资料，我们也没指望没什么文化历史的家伙能懂我们接近一万年的传承
你币有了
自己文化输出做的不到位就别怪别人不了解
三连
大家都是打游戏的好心人
来自丰饶的恩赐！！
以他才会促进国外了解我国文化，促进文化对外发展。
弘扬中华文化！！
不懂就去学
这才是文化输出啊
英雄
搞的外国的游戏对中国玩家就很友好似的。要么去了解，要么就别了解
多简单，看了西游记不就行了。又不会害你
我特么也不了解北欧神话啊，雷神玩的一脸懵逼
头像还是靖兔哈哈哈哈兔果然善良
国外六十美元
北欧神话相比还是粗浅了 西游记原文里光对天宫的体系设定都是传承已久的民俗文化
那你自己去学啊！！！！！
支持
看不懂就自己恶补
感谢up主帮忙输出中国文化，你币有了！
所以你为什么不去了解中国文化
没毛病
不懂就去学习
不了解就学啊哈哈哈
那就让他们回去看
毕竟白龙算是收的第二个徒弟
接下来该我们把老外拉入故事了
我替白龙马谢谢您！！！！！！哈哈哈哈
那我们玩外国游戏也不了解外国文化呀
会说啊这老哥
而你，我的朋友，你是真正的英雄
格局打开
这句话挺有深意的
三眼战神没毛病
好！
国外那点历史很难懂吗，除了人物关系有点乱，基本没剩啥
那我们怎么玩战神玩仁王玩刺客信条啊
和尚带着四个宠物旅游的故事
中国人都没有特别清楚的东西你一个外国人能理解……
这么喜欢洗地？
这就对了
支持
游戏太简单了，还好玩么，就是要复杂，才能激发探索欲
支持你
为UP主点赞了
我玩战神都没问题，国外还说上了
你做的好啊
问韩国人印度人啊，不说是他们的嘛
牛
自己去学
哭死
我们也不了解国外文化，不还是学了
那就赶紧去了解啊，等啥呢
能不能让AI用英语写一个西游记的大致梗概，然后检查一下有没有大致问题就行了，也能减轻工作量
真傲慢
真文化输出
灵梦：变你大爷
打平，我们从德国取得了马克思主义真经
那不知道去了解吗？在这废话吐口水差评
哈哈哈，去外网卖西游记译本吧
不了解你学啊，我们也不了解希腊神话玩战神的时候我们说什么了
他不了解和我们有什么关系，我们玩西方游戏也没有这么说过啊
感动！！
牛逼！！！
呵呵，这算黑点吗？这是鬼佬自己的问题
这下听懂了
AKA.唐三藏哈哈~
那你了解去啊
这个Sandy真神翻译
这不废话么
阿伟罗跪下 朴昌骡出列
不了解就自己去看
可是我们国人玩爽了！
我也不了解希腊神话和北欧神话
干的漂亮
其实国人也没有个个都很了解吧
这种货，玩不在ta认知范围内的玩游戏是不是都会打差评?
老子从北欧学到希腊再到埃及，你们高贵？
别说外国人了，中国人都没法很好地理解
牛逼
确实啊，中国人玩哈迪斯都得查查这个神和那个神都是些啥
这哥们甚至在看1986版西游记
洋人太傲慢了
学去呀。知道不会还不学
爱玩不玩
格局
好人啊
干得漂亮
加油加油。
牛哇 牛哇
波斯王子谁去了解波斯历史啊？还有刺客信条，不也照样玩
挺棒的希望像你这样的玩家越多越好。
必须三连
咋了，我们要反思了？
这样说的话，刺客信条每一版都是火的呀
为什么要差评不了解那就去了解啊。
功德无量
当年它们的游戏对我们不也是这样吗？
那你就去了解 沙雕
下一站封神演义
很你做的很棒
复杂不知道也给老子忍者，我们玩你们外国游戏的时候还不是一样我说什么了
不懂就学笑死了，谁有那闲工夫学
原著我都没看过，看了电视剧
那咋了？
点赞！！
《战神》
必三连
三联支持
那咋了，想知道就自己去看啊
吗啰们都在打游戏，哪有空科普，嘿嘿
文化底蕴不深是这样的
买爆指的是大量购买，你怎么大量购买了.顶多买一个号，水平有点低
我tm玩魔兽世界的时候也不懂背景，不是去看编年史吗
没文化怪我咯？
不了解？原著就在那，想了解就去看！不想了解就滚开！别在那唧唧歪歪！
牛啊
ai
主要他们的文化就那点，太简单了
笑死，别国游戏里边的历史背景神话背景，全球玩家一定都精通吧？
菜就多练！
这才是真正的文化输出
不就是要玩过了再去了解文化背景吗
自己学啊 没大脑的吗？
牛逼
支持支持
太帅了
菜就多练，不了解就去看书
《简单》
好家伙
你也是在宣传中华文化了，点赞！
韩国人破防
其实出现的倒都不是什么狠角色 有名的也就每一章的关底boss、猪八戒红孩儿，狮驼岭朱紫国都没出现
牛逼
你小子
没毛病
漂亮
讲的就是现在的西方世界 直观明了
很正常啊，我们大部分网迷不也不了解西方神话么
太有意义了
你不说也许会考，你说出来了，那就不考了
那就肯定不会考了
我一个中国人都没看过一卷原著
狠人
黑神话 猿神
了解一个游戏背后的故事，也是一种乐趣
打大家都很了解艾尔登法环的背景吗？
我也不了解西方文化
诺，这就叫专业
启动。。。。启动。。。。。启动
你币有了
玩个游戏而已，
不了解西游记反而是好事，了解了评分更低
复杂？一点都不复杂，凭什么咋们要主动了解西方文化，他们不了解咋们？
这次到我们了
北欧神话，除了乱论，没啥可说的
不了解别玩啊（豪气）
为啥是原神的小曲
你做的好啊！
这个很客观了，我一边玩一边就在想这件事呢
看不懂自个学去
主要不是简单的拯救世界或者复仇
哇呜，好棒up
爱玩玩不玩滚
啊？
战神4我还真的玩不下去 老头环我都通关了
确实
真不错，咱们既搞到了钱又传播了中国文化
懂了，这就去科普
轮回吧，确实是异变的轮回
其实不了解也随便玩，因为里面只有过剧情才有孙悟空，其他时间不存在孙悟空
太棒了你
讲个笑话黑神话悟空里面没有悟空。
点赞比粉丝多
你这个老师你看看，这不就带来流量了嘛
大义
先生大义
你不了解，不去学习，别人还错了？
nsfw
博大精深外国人看不懂正常
不懂就问
那就从今天开始学习
不了解，那你怎么不去了解？
厉害
牛！你币有了
哈哈哈哈赛博取经可还行
北欧神话其实并不复杂，还算是挺好理解的
国外月薪2500美刀，花70，贵吗
那你去学不就好了
你做的好啊
自有大儒为我辩经
杨戬：三眼战神！！
黑神话真好
那你别玩儿呀真服了
了解西游记对黑猴的剧情也未必能接受，黑猴剧情更像是以大话西游为基础
中国建筑文化
《我们的思绪向东旅行》
论文级别了属于是
你毕有了
混惯了二游社区，已经见怪不怪了
朋友，你是好样的
菜，就多练
那咋滴，学呀
二波来一个
悟空传的黑化
有墙
莎士比亚是贵族戏剧，西游记是白话小说能比吗这通俗性
笑死了，国内不懂希腊 北欧文化都是出于兴趣自己去做功课的，没人强迫你玩
在外国也得几十美元
66666666
一阵强烈的音乐响起
那是不是亚洲人应该对老登法环也差评？
那tm去了解一下不就行了
想玩就学呗，大家不都一样
对他们还是太友好了
你赞有了
这才是文化输出 6666
关我毛事，自己去看西游记...
支持
说得劳资玩战神了解北欧神话一样
不了解就去了解，别发牢骚
战神只是神话故事，黑猴可是文化内核。
只狼我也不知道啊。。
这句真可以
就像艾尔登法环完全不了解背景也看不进去所以确实玩不下去
先生大义
好一个《一时兴起》
几段？
不了解不回去学吗？
不了解你就去了解，爱玩不玩
支持！
那我们也没必要了解欧美神话啊
搞得好像 很多老外玩战神先了解北欧吗
你不了解是你的事，我们也是一点一点翻译你们的历史才了解的
别惯着这些老外 我们当年玩战神 巫师的时候还不是一样去主动了解时代背景和人物关系了
英翻西游记！
《不了解西游记 中国玩家》
不玩  滚
这下听懂了
玩不进去就别玩
爱玩不玩
让他们自己想办法了解
啊？这世上还有不了解西游记的人？
带动旅游业
菜就多练，玩不来就别玩
UP主可以为八戒、沙僧和白龙马单独出一个背景介绍，天蓬元帅下凡、卷帘大将和龙王太子也很有排面，给歪果仁一点小震撼。
简单！
666
哪个编辑写战神，对不了解希腊北欧神话的玩家不友好，你猜会怎么着？
你真棒
切，搞不懂别玩啊。风水轮流转，也该外国人学习我们的文化了
up真牛
猿神，启动！
他们的神话除了伦理其他的都不复杂
哦，那是你的问题
牛牛牛
一级棒
哈哈哈，你老外也有今天哈哈哈
问题是这个也不是西游记呀，而是黑神话的续作
你别说还真别说
好人万岁！
关我们中国人什么事
你学呀
做得好啊！！
点了
你应该先叠甲起手
哈哈哈
好好好!三连管上!
那你去了解呗
西方来中国取的经可不少
不要有文化歧视好不好？
刚想说战神
你也是爱马仕
三连奉上
不了解不知道查资料吗？
三四百
这个游戏做出来就是为了让他们去了解的
消音消个寂寞
游戏开文化靠剧情吗？游戏的魅力是好玩！不是文化剧情！
突然想起英语作文要介绍四大名著的题材…很多人不是写不出来这样的科普，只是懒到见人就喷
不是，那我们去看他们电影啊还是游戏，不都去了解哪怕不了解也不会差评哇
二郎gold
厉害
不懂就去学
其实中肯点去看，不了解文化是门槛也正常，正如对西方神话无感，也不一定对战神感兴趣，得通过别的地方吸引去玩了，觉得里面文化有意思才会去主动了解，国内外均如此
《复杂》
为什么我们就了解他们历史
我玩刺客信条、巫师也会去搜索背景知识
牛逼
白龙马：终于有人记得我了
加油
你币有了
有功，当赏!
这里的西方不是欧洲，是古印度半岛的西方，应为古尼罗河流域，大家想不到吧？同时代欧洲还接近原始社会
没毛病，不懂就去学啊！
这游戏剧情门槛很高的，一般游戏很少这样做
不了解就去学
别让英语老师发现！
我打战神和大表哥的时候也是这样。
不了解就去了解，还要我们来喂饭？
comic relief真的很适合英美玩家快速get到八戒的定位，哈哈哈
就牛逼
不了解，你学啊，来，我们教你
算你厉害
那就滚去了解
我了解阿克琉斯、四骑士 你也应该了解孙悟空
我也因为以撒去了解了一下基督教，然而还是记不住什么
不知道是你无知。还赖游戏了？
东土大唐
感谢ip
平行宇宙
异世界是吧
北欧雷神
不了解就起看西游记
我二十号开始在非洲给他们讲杯记，拉了百W黑人入坑，我高调过吗？
对他们说：爱玩不玩……不玩滚蛋……
Monkey Sun
忘记点赞了 回来补上
这种差评很扯，魂环不去看视频鬼知道讲了个啥
怎么 还要送本西游记给你吗
好样的！！！！
UP好样的，比我这个喷子好多了
我TM也不懂北欧和其他国家神话故事，我也用这个去喷行不行？
牛哇
有没有可能是你们自己的缺点？
你币有了
嘉然和马文杰向你表示感谢
一眼ai
沙悟净，sandy  三弟是吧
海盗  抢夺   很难理解吗
愣着干什么，作文素材快截图啊！
干的漂亮！
啥？三眼战神
不了解是游戏的问题不是你人的问题？我不了解希腊神话也玩战神123了啊
那就了解一下呗
功德无量
西游记的西方应该是印度啊
看好了小子，硬币之力是这样用的
不了解，那你学啊！废话什么，给老子学
我也不懂希腊背景，这就去给战神差评
那就自己去学，自己去看
互联网精神
不了解byd学去鬼知道我玩边狱巴士看了多少国外名著
自己要玩就去了解。
那就是说，我隋三藏取不到真经啦？
不了解就学习，一堆西方的神话游戏不也一样
三连支持，感谢UP主！
支持
厉害
不是，没文化还有理了？
牛
不错不错
加油！支持你！
那凭什么只能我们去了解他们的文化了，自己去自学
我也不了解北欧神话，我还不是一样玩战神
开始教学
没文化看不懂怪游戏。。。
功德无量！！
不辩经，入关之后自有辩经
而你，我的朋友，是真正的英雄
入关之后自有辩经
干得好
