有什么原因，同样是境遇一落千丈，妻子可以抬头向前还照顾家里人，他就超雄？
大家都承认的就是大众艺术，小部分人承认就是小众艺术
每个不想结婚的人都是因为父母婚姻不理想
纯超雄
神金
这光脾气好，孩子是一点不教啊
若之
1.1万多人
看得好压抑 男的不死不想看了
任务？这不是她人生的任务，是她主动担当的责任
终于，太好了
我的家庭就是这样的……
科幻片
终于走了
这飞舞
终于自由了
愧疚你**
T5000
因为男主觉得女主太厉害了所以他就发神经了
8K+在线人教
中年无业多子贫困，经历过就知道多崩溃了
抽象
我理解了这个男人，谁来理解这位女性？
看吧，还是女孩子才会仗义执言
骂他的人，你没走过他的路
？理解他干嘛？理解他？谁来理解妈妈？
母亲：没事   网友：出生
纯FW
神金
他排斥伊芙琳的光芒却又渴望生活在她的光芒之下
太无能了
情绪太不稳定了，大起大落，时好时坏。
为什么要歌颂女性受苦呢
外国不是不禁枪吗？崩他
难道不应该更努力的追上妻子吗？一起维持这个家有什么好生气的？
好了，房子也保住了，可以把这个男人踢掉了吗？
皮特格里芬 真人版
需要看医生，
可以，你不要这个家庭，这么多米生出来的女儿儿子也不可能亲你，你以后也别指望她们
皮肤上的是什么？
咋还不似呢？
长期酗酒解决不了现实的问题
女孩们，这样稳定的情绪，已经可以做五百强企业家了，为什么要拘泥于家庭
不想抱怨，还是要努力生活
巨婴
也就电影这么演
好伟大女人
这下先生大义了
还不去扶
女人就是社会的沙包
不结婚就好了，人生不要没苦硬吃
出了事故就要去工厂，看来也不怎么知名
婚姻给她带来了什么？难道这些儿子女儿不是她的财富？
这个家的痛苦全部来自于这个男的
男主纯剑人
出生东西，离婚吧
？
这种环境太容易催生家暴男了
烟酒
神金
和我爸一个样
老美离婚不是对女方比较有利吗
笑死，别对父亲要求太低了
十几岁二十出头的时候追求感觉、刺激、为了完成社会家族任务去结婚，会后悔也不奇怪
先生大义
，，
无能狂怒
非暴力沟通
好幸运的妈妈呀，老天眷顾
真的是太累了
歌颂的不该是家庭主妇的价值，而是这个母亲个体身上的百折不挠的精神
我家也是这样的啊，我妈情绪也很稳定
老婆还能对他不离不弃属实厉害
这居然是真实的
？
凯利，我就一绿叶。没我你们不出彩
啊？
说科幻的没看懂吧，这是女主自己的写作才华赢来的奖之前的活动都是写作比赛
出生凯利
被家庭困了一辈子的女人
哈哈哈，如此丝滑
男的就是情绪不稳定
找了一个这样的老公是整个人生的不幸
这样的男人真的让人觉得世界上还有这种奇葩
原来是时代不同，怪不得我看的怪怪的
这是侏罗纪世界里的女主诶
怎么不问老婆要啥
我觉得真离谱，自卑什么啊，一起认真工作搞钱不好吗
轻松？
？
见货
do it then
可悲的是，这一切又要循环了
y？
她的丈夫一直是拖油瓶，还有间歇性暴力倾向，到底对这个家庭有什么用
我身边也有这样的家庭 小康生活被男主人搞的负债累累
无能狂怒
什么都先靠女主，我麻
太好了，有酒喝了
好耶！！！有酒喝了。
买个桌子给你感动的
科幻！
加载情绪中…
情绪保存中…
不道歉？？
下一个一定更好吗？至少他对孩子好
这都包容了   这就是爱？
看了这电影女的会不想结婚
见人哈见人贝贝
.
.
见男
太要强了  不想吃软饭  又不认命
当然是选择原谅咯！
上帝私生女？
骂得好
呵呵见人问谁
？见人
科幻
哇见人
累了就似吧
麻木的人还能这么积极？
四肢健全的飞舞
卧槽
超雄基因
这种是惯坏了的
10个？
飞舞
继承他爸的基因
这冰箱上链接，感觉很坚固
说理解的希望都有一个家暴家庭。
这个男的……受不了了
签的老虎队啊
人生的本质是痛苦的和这个电影主题也太不贴切了
仁济丈夫
不要给酒鬼和赌徒机会，因为是在骗自己
幸运女神
不要乱讲
离婚吧
"女儿无疑是矛盾的 没中这奖有机会让父亲站起来但中了这奖可以让家庭又回归""原样"""
为什么要原谅他 凭什么
这个入是桂
这种苦难是自找的
仁济丈夫
男人也是出事后心理出问题了
麻木的母亲不会教育出这种孩子的
太厉害了
《妈妈总能想到办法的》
去父留子
精神内核太强大了
………
零帧起手
所有问题都期待母亲解决的家庭真的好窒息
……还要生十个……
说的跟她自己不吃一样？
10 个，她起码失去了十年的自由
Bgm： Bleeding love
等等！为什么是侦探
伟大的都是个人
fw
妈妈内心好强大哇
超雄
？
妈妈永远要操心，爸爸永远置身事外
母亲：一生为家奉献情绪稳定教育孩子理解丈夫  丈夫：不那么嫉妒母亲了 （当男的就是轻松啊）
现在可不一样了，都是男的做家务
坚韧
啊？
是人我吃 湾泉部诗人
发癫
超雄是吧
额滴天啊…
哥们，女主摔倒是因为她丈夫推了她，别太爱了
BGM：Bleeding love
有付出呀，至少内设了十次
真的是中奖吗？这难道不是暗喻人伊芙琳才是这个家养家的主力，这些东西全是她通过努力换来的
剑楠
前面的，是因为那个年代的限制
伟大的人
他应该是被自己心中男人就是要赚多过女人的价值观束缚了吧
这不就是五十岁出走阿姨嘛
啊？
3w到账
夫妻就是相互扶持。双方经济贡献肯定有一方高一方低的，但在精神贡献上补回来两个人一样是平等的
情绪真稳定
男~人~至~死~是~少~年~
女儿真美
超雄
外国人像这样早就离了，太梦幻了
。。。。。。。
这相当于又养了个孩子啊
《道歉》
塔芙真的是个很厉害的女儿
这好像是一个国一辅助带青铜打野
至少这个父亲他不会伤害家人
cs
见男
。。。。看的窝心梗
这个女儿真的很懂事思想很成熟
无语了，
就依剧情来说，没有女主的好运，这个家早就散了
无语了，，，
不要歌颂苦难
和我爸一模一样
初代Mustang我操
这不是奇迹，这是伊芙琳的努力啊
做坏的打算，最充足的准备
舰？
辛普森一家的玛姬
纸张丈夫
他就不能做点啥，整天让妻子付出
我妈和这个男的一样
这什么活动？？
呕，退了
真下头
现实中这得把人吓死
典型大男子主义
最强王者伊芙琳
血压爆了
啊……10个！！！！！！！！
还是酒……
这男的多少有点心理问题
红温了
？？
她温柔坚韧，我好希望也能拥有这样的品格
真出生吧
接好运
怎么可能？有这么暴躁的父亲，儿子性格应该是自卑胆怯的。
我是蔡伦，这就是纸张
好漂亮
孩子们起码是好的。
女生还在担心他伤到背
其实这个家是11个孩子，一个大人
？
这还不离婚啊？！！！！！！！！！！
？
她以前可是作家 不只是家庭主妇 她非常有能力 被家庭拖累
感觉这个家有没有他都无所谓呢
现实里不可能有这样的母亲，但这样的父亲倒是多着呢
她一手烂牌打好，但如果给她一手好牌她会更好
还喝酒
第一次…
fw
歌颂的不是苦难，歌颂的是战胜了苦难的人
塞翁失马焉知非福
居然是真实事件，太窒息了，致敬这位伟大的女士
其實還蠻真實的；真的有類似發生在我現實中
男人收入不高就在家作威作福，女人收入不高还得伏小做低
集美情绪稳定
十个我的意思是过成这样也是应该的幸福也是没有的
字幕错误：不要花这么多在买酒里
这没有什么值得歌颂的
生产队的？
性别互换的话在家呆着的女人通常会照顾好家庭，这个男的除了喝酒还会什么
神仙母亲？要是没这个男的她根本不用受这些苦！！
。。。。。
？
酗酒真不是个好习惯
？
回复上面弹幕 这男的都没有养过孩子和家庭 为什么要管他
有这个爹 永远不会好
妻子这样能干，男子汉可怜的自尊心又受不了了
国外十个不是很正常嘛
哈哈哈
这都还不离啊
出生男主
bad   dad
他想找机会证明自己
啊wocnb
woc
他是想出点力没说不希望妻子厉害，他其实更多在抱怨自己无能找东西发泄
bleeding love
出生男主
丈夫曾经站在高处，NBA退役落难比比皆是
精神有问题
。。。。？
不是，这连招
神金啊
到底，在自卑什么啊？好事也自卑，但凡真正上班努力过都不会这样
艹
不是？十个…
居然躺平了
遇上这样的男人倒霉一生
飞舞
就这十个孩子
这图啥啊，不明白
女主榨干了自身才华拯救这个家
朋友们，我们先理智点，欣赏电影本身好吗，闲暇之余看一场电影解说，是为了看电影本身的精彩，而不是因为一些不好的角色影响心情
这绝对是科幻片!
恐怖片
可笑的男人
怎么还有人同情上这个男人了，他不仅做不上帮不了还一直给家庭添堵
飞舞
飞舞
woc？！！！？？
这不离？
？！！
有饼吧
这一幕和多少人原生家庭相似啊。。
这个男的好气人啊啊啊草
飞舞
啊？
什么叫这才是真正的伟大女性？噫……
飞舞
耍小孩子脾气…老婆已经忍受到习惯了，好心疼
多少个？
飞舞
因为这个男的也不是什么也没干，是他每天在工厂得来的回报很小，搞得自尊心很扭曲
两个大女儿拽着老登
。。。无语
傻波
神金
啊，这种人的神经啊
女儿都想给妈妈分担
养个大儿子
啥家庭啊生十个
展示苦难的目的是为了让人们从苦难中学到点什么，而不是歌颂苦难
太惯着孩子了
伍迪哈里森
经典代表了。小镇做提家
邻居太没有眼力见了
道歉？谁给谁道歉
这也太多孩子了吧
开头置顶红字说谁是家庭经济来源来着？
一定要结婚的
不结婚怎么找到属于自己的报应呢。。。
不想要有这种歌颂 我认为是一种枷锁
这次就有点太。。。割裂了吧
一针见血的
难以理解，弹幕里那些共情男人的我对你们表示同情
这个世上有烂男人，也有烂女人，你可以说这个女子很伟大，不能说女子很伟大，更不能说男子就是烂
bleeding love
不是哥们
这不纯纯飞舞
可笑的自尊
不願成為附庸吧，因為失敗而產生自卑感
私人
他终于走了，我滴天
那神父怎么办？叫他离婚？赶紧逃？神父该做的就是维持家庭稳定，宁拆一座庙，不毁一桩婚。
令人窒息的男人
无敌了
太强大了
自己不拿出一分钱买牛奶全买自己的东西还想让妻子孩子们幸福？
兼任
根本不现实
笑死了，弹幕里好多男的共情这个男的，谁说男的不会共情哈哈哈哈
?
毛利兰啊你
啊
？
什么强者思维，人的脾气秉性不一样，哪里有什么强者
有什么任务，在我看来只是一个被拖累的女人的一生
越战：嗨害嗨，来了
这哥们终于干了件人事
怎么可能
很难想象？只能说互联网人均千万家产是这样的，现实可比这残酷多了
这是为自己准备的吧！
要对生活抱有希望
以后发弹幕人机验证吧
他爸 我觉得很像 shameless 里的frank 虽然也一直想着 给孩子们更好的生活 和更多的爱 但他是一个极端的自利主义者
是个好妈妈 让孩子看到希望
发弹幕的不知道是不是人类
这就是超雄？
过好自己的人生
女权失败
不穷的家破人亡酗酒的毛病都改不了
原谅他，那你怎么办？
现实中贷款也买不起房才是常态
难道她作为独立女性抛弃十个孩子，逃避现实
天哪
糟粕 也不必宣扬歌颂
要他是我爸 我早跟他说 u a piece of shit了
女主真的不觉得没有丈夫，她和孩子们也能生活的很好吗？为什么不离婚呢？
我从来不理解，对人生对生活参到如此的智者为什么会让自己陷入这样的困境，一次又一次
只隐忍 不改变 错误的解决方法
如果没有这位伟大的母亲，她的孩子们的命运肯定很悲惨
这老公心理年龄不到七岁
就像你们吵架了他只会说对不起一样
现实的生活可比这个女主惨得多
沟通不了
只会说
画饼
你明明什么都没做
你还装上了
伟大的母亲
真乃神人也
自从做了妈妈，总在孩子面前表现出榜样的力量，而且尽量不在孩子面前跟老公吵架
红温了
卧槽？！
科幻片
美国电影的套路
这不就是典型的中国家庭嘛
我也问过我妈
纯出生
还是有点自知之明的换别人真就不回来了
哈哈哈哈哈哈哈
见不得妻子比自己能干，自己又干不出什么事情来
连收拾都不会吗
哦不
跟长不大一样跟这种人在一起很累
好乐观
？
心态好
好！
不是，为什么一定要让她加把劲
这是实力不是运气
耍酒疯
凯莉太爱他了
哇我好惊讶！她摔倒了～
？神金神父
烧伤痊愈之后会留疤
但凡少生几个娃
牛
？
一边画饼一边什么事也帮不上
超雄
没有一美元别墅吗？
正常家庭碰到这么一个超雄家早散了，不是所有人都能天天中奖
这科幻片太可怕了……
超雄父亲
为什么所有人都要由着他的性子，这么多小孩都要吃不起饭了还在斤斤计较自己那点脸面
触发连招
神金
？
？
总觉得自己付出很多，超自信人群
？
毛病
怎么有点弗兰克的感觉
这个男的纯出生
啊  这男的。。。
fv
长期用真的很养肤修复，老用户强推
hehe
飞舞
温柔且强大的女性
左眼为了记住你
这不叫什么女性力量，这是面对时代顽固的妥协
？
《俺娘田小草》
她竟然还能这么淡定交谈，情绪稳定。。。
见人
仁济儿子和飞舞爸爸
这就是情商
这个综艺有人看过吗
你的苦难是你妻子造成的吗是你孩子造成的吗 迁怒家人就是懦夫
第一次享受了为了自己出行
在国外就是超市货，便宜量大
不要对男的标准那么低
不要帮一个老是闯祸的人擦屁股了
男主受打击精神应该出问题了（认真的），这种表现确实很像精神疾病
他赚的钱有一分一毫用在这个家里吗
第二人格？
对 永远不会
最坏的结局
女子真的很伟大
溺爱 过分的包容，使得“在场所有人都没有能力养活自己”
见
超雄
确实，男演员演的太逼真了
666这个入开桂了
与这个男的离婚，她就幸福了
艰苦？之前就是这样
夺少
强者思维，不计较自己失去什么，而在乎自己得到什么
前面的你不知道有很多男的登女号打拳吗？
太绝望了
没什么值得歌颂的，这是一部女性的苦难史！！
不要歌颂！！！
只能说看看就好了别把自己带入到女主，这么有实力的女主不多
太惨了
从小用到大~
？
666盐豆不带盐
女主回天乏术了……男主属实有点……
这个妈妈真好
只是一个循环罢了
这不是运气吧，这是实力呀，大哥前面的都是什么人？
女儿挺好看啊
香槟问题！
我更希望她是一个伟大的女人，而不是一个伟大的母亲，
得了吧，想支持别喝酒，看看小孩，洗衣服哪个做不了
寄生虫
太厉害了
觉得这根本就不是母爱，这是一个巨大的保姆
啊？
一定要生这么多吗
她是否如此积极不得而知了，但在孩子的眼中她就是如此宽容可靠充满希望
值了
哦！哦！哦！哦！哦！哦！
这个父亲是行尸走肉的摩尔？
无能的人还迁怒于别人
这个妻子值得被爱，可是这个丈夫呢？
。。。这么超雄不会影响孩子孩子吗
凭什么啊，这个丈夫凭什么？
有原因不代表可以这样
沙雕
恭喜她
她如此优秀却没有勇气离开他
？
我被打了一套连招
我买过他家的润肤乳
完辣
被PUA了
这女人也太能忍了
现实中人人都有性格缺陷啊，无可厚非
。。。
这个剧为什么总是有活动和幸运，不会最后跳出来一个神魔吧
飞舞♂
没有动手已经赢了大部分了
这个男的真幸福！有那么爱他的妻子！而且是同甘共苦！
？
好了，我的括约肌感觉很好
女的共情不了一点，只觉得看得来气。。。
超雄无能男
申金
今天这个有点不丝滑啊
这皮肤是滤镜问题吗？好吓人
哇，这是有血缘关系问出来的话吗？这爸爸当的是真的失败
为什么不能恨下心及时止损呢，要烂在循环里
适乐肤确实还不错，便宜好用，支持你恰这个饭
啊？
飞舞男人
能理解的这辈子有了
女儿这个打扮好帅
卖跑车（for sale）太难受了
这不离婚？
英国小跑啊
超雄父亲
养了11个！
害喝酒呢
笑死啦
我觉得这个有点侮辱父亲了
不是科幻片吧她有这个实力
之前不愿承认自己不如女主，但出事还是全指望女主
50年代的美国蓝领可不是什么穷人啊
他甚至还在工作，比大部分父亲要好
好六
男人的自尊可太脆弱了
没钱生了十个 你真是该
越穷越生是因为想广撒网，幻想总能有一个有能力的带着他们飞
？
对这样的人 ，光明的照耀只会把他变成灰烬，偏执狂
外国生孩子有补助的
别人不能说理性母亲，你又怎么臆断她的人生呢？
骂这骂那的，在这个影片就学到这些吗？
太强大了
这电影到底想宣扬什么 看得我心梗
若只结局
身在其中，努力坚持所以是伟大
这里深渊是对十个孩子抚育，十个孩子养育她无法脱离
强者从不抱怨环境
结婚的后果
可我有时觉得，太完美的伴侣也会造就巨婴
？迟来的还是想要的吗？
神经
什么叫科幻片？就是凭实力，她本来就很强，是这个家拖累了她
不吃拉倒
这电影是来治疗低血压的吗？我感觉我血压要炸了
哈哈哈哈哈天才
好
这男的上辈子拯救了世界吗？
啊
要成为她们，没多少人会降下身段爱你们
她并不智慧，她应该离婚，才是对得起孩子
如果她选择了放弃也就不是这个能撑起全家的母亲了
六
？
唉，伊芙琳真的是天使，这时候她想的是会伤到丈夫的背，劝他明天白天再弄
六
只会说Jesus？
她像我妈一样
国内的话性别反过来了
身在福中不知福啊
养儿防老原来是这个意思
电影歌颂努力的意义
不是哥们
为啥不去收银区拿钞票
异形都没你科幻
上一个让我这么憋屈的是人间信
对家物质精神双重摧残，一个失败的男人
离了吧，你都让女儿感到绝望了
比较幸运
没办法，男人不能接受没女人强
温馨提示：女主有剧本才能这样垂死挣扎，别的女孩不要轻易尝试
世上还是好阎王多啊(T ^ T)
没苦硬吃
温馨提示：女主有剧本才能这样垂死挣扎，别的女孩千万不要轻易尝试
温馨提示：女主有剧本才能这样垂死挣扎，别的女孩千万不要轻易尝试
？？
孩子是她最最用心的作品了
看电影别代入太多了红字。现在社会主流还是男人养家
凭什么要给他好生活
自己一个人生活多好啊
是我了
这是天使吧（就像是康纳的老婆）
太生硬了
fw
女主：自己选的还能离咋的
不知道就偷偷躲起来扇自己嘴巴子
女儿懂她，儿子总在闯祸
？
足球队
夺少？
为什么生那么多？还好养得起。
共同努力撑起一个家不好吗
这里的场景好像加菲猫里的啊，尤其是这个沙发哈哈哈
？到底谁得跟谁道歉啊
呵呵，一直靠运气赢来生活必须品，丈夫又一直酗酒输走这些。就这样一直循环，有什么意义呢？
包汉堡了
男的太惨？？他有本事别只喝酒整天抱怨还妒忌有才能的妻子
无能狂怒的男儿本色
把自己孩子锁屋子外面
哪怕妻子不回来一天也要付起父亲的责任啊
又是这个宗教
上面的这老是科幻部科幻片的你先看完你再说话行吗？
真实伤害就是最真实的伤害
这么丝滑？！
面子是自己挣的，尊严是自己给的，只能说fw丈夫
这内核也太强大了吧！？换我都崩溃了不知道多少次了
神金
伊芙琳
糟糕的男人：“你们惹哭了妈妈”自己的无能怪到孩子头上
当电影变成现实，科幻片才会成为励志故事
人生本质痛苦，人生经历不同才明白痛苦的含义
做人的教育在于母，而生活的规矩在于父，孩子屡次犯原则性错误，就是因为家庭缺少父亲的威严教育，只有母亲的宽容教育是不够的
凭啥……
挺理解的，有同样经历，才了解这样的感觉
脱离现实吗，兄弟，别把你的人生编排成一串所有人都应执行的代码好吧
这不离？这不离，剑人
十个！？
我一点也不奇怪
只不过是男人自古以来掌握财政大权逆转了而已，这他就受不了了？
妈妈是神
.......
何苦呢
这啥活动啊 次次能获大奖
活着干嘛
无能男人
为你点赞
远离女人会变得不幸
fw
男的只是抑郁了
剑
唉，真的绝望
不会老了醒悟吧，什么绝望剧情
收拾啊，真绝望
玛德鲨臂
fw
唉，这个视频夹杂着这个，真的是让人不知道说什么好
这男的。。。。
？
气死我了飞舞东西
她如果没有家庭会是一个优秀的人
英雄母亲和11个孩子
酗酒赌博吸毒就是这么可怕
所以你个头啊，仅仅是一部电影而已 不是所有的父亲和母亲都是这样子的
不是，真有情绪这么稳定的人啊
为啥生这么多
恐怖片 这样的女人做什么事业不成功
【科幻片哈哈】但这是一个女性真实经历的故事 脆弱的小可怜 永远都自卑
她就是个母亲！
那个时期超市哪来的电子产品
所以我们更不应该结婚   永远都不会知道ta会变成什么玩意
万里挑一的人才
拥有这么强的力量，怎么可能仅仅只是麻木
无能又懦弱 只能挥刀向弱者了
离了男人活不下去吗？
女主简直是天使
地位？历史造就的事实与印象罢了
先生helps先生
只会对家人发脾气的懦夫
这么情绪稳定的老婆哪里领一个
超雄是这样的
喷男主的你们把自己带入到男主的生活里试试？
oh！她摔倒了！
好多孩子，不止牛奶还有学费衣服之类的好多钱
请你收下我的下巴
笑死，全家的天都靠她撑着，在男人嘴里才是能顶半边天的劳动妇女，男的靠身高顶剩下半边天是吧
男主奉劝女主不要垮掉，那不知道是谁谁从来没有支愣过呀？失去了歌喉就醉生梦死的态度
不是，他都没感到自己很错误吗？
看这个就更看国内忍受家暴的妈妈一样，我去。
男的在家，她赚钱不就好了
我好像有点看不下去了，女主只生过一两次气，感觉全程我都是闷闷，很难受
穿上这件衣服，她就像一朵郁金香一样。
emmm买酒的时候怎么不会想到妻子为这个家的付出要有多少
不得不说，演的都很好
个人感觉剧中女主越努力撑起这个家，男人就越会感到不悦，他看不到自我价值
看到现在还是大女儿最好，护着妈妈
“家庭主妇”？
同一个爸爸呵呵
不是没有正面作用能不能自己退出这个家庭
又要依赖她又厌恶如此闪耀的她
女主做活动拿的奖品他在工厂几辈子都买不来，笑死
如果不能做出贡献为什么不退出呢
结婚需谨慎，不要当无偿提款机
香槟问题真的完美融入剧情了
不得不说，这个男演员演的挺好
失败的man
什么科幻片，科幻男人
夺少？10个？
我想去体验那边的痛苦
洞北烙铁现状
就会对家里人发脾气的懦夫罢了
很难想象中国这样的一个普通家庭在当下的社会环境中该如何生存
失去了女主，这位父亲就跟巨婴一样，四肢不勤五谷不分
能屈能申大丈夫
这好像是女主第一次生气
bgm:泰勒斯威夫特的香槟问题
能活就活不能活死去
如果你的绝境是自己造成的，就不要怪别人瞧不起你
若之
抗压能力是真强
居然还有人能为男主说话，什么成分
他是自卑，不是优越家暴，自卑是人的情绪失控不代表不够爱别人，而家暴是优越感爆棚带来的畜牲行径
对待不算太无辜的人发泄都叫私刑呢，何况无辜的人，施暴者的理由听听就得了
超雄
朵少？
所以呢？其他人就活该？
没得奖的意思是之后的日子全靠丈夫养活了？
草快给我看崩了
这爹能在所有的事情上都做出错误的选择也是人才
多少有点太出戏了吧 真就硬塞
你既然生下了孩子，那么教育养育孩子就是你的任务
卧槽无能狂怒
超雄父亲
超雄
出生皮特
不结婚哪有你，什么香槟问题
超雄
一家子有啥可自卑的啊？又不是妻子自己一个人全造了
"no,you win"
天呐…
nmd
啊啊啊啊太好了吧
？6
再说一遍，这不是普通的抽奖，是他自己赢来的
她是家里的顶梁柱
？
针飒碧啊
我很好奇，工厂赚的钱也不低呀，天天喝酒肯定也遭的住啊，钱呢
不是运气好，他是个作家，他的作品得奖了，这是他的实力
说是运气，其实还是实力，假如没有他去参加这些，也不会中奖
10个孩子以后想不福都难
超雄
耐生王
有些人伟大是因为她认为这是她的任务，有些人无能是因为她在问这一生的任务谁给的
这是什么精神方面的病症吗？？
可现在都是女性的地位高
。。。
美国独立女性是中国远不能比的
太窒息了
机械降神
啊米诺斯
这是红斑狼疮？
典
《贷款》
可怕吗，这时常伴随你身边而已，只是你发疯时候没有被录下来。
孩子都不要了？扔外面？
还有反转*
啊*
有人揣着小人的心去故意往男女对立上引，却故意忽略自卑和家暴的区别
好痛苦，虽然赢奖了，但这个家真正需要的是破而后立啊……如果妈妈真的不曾指望过爸爸，那这个妈可能有点白骑士情节了
？？
闹餐，你有原因也不能拿别人撒气
意思就是如果有其他家庭跟他们一样参加，也就是25w之一会失败
国内这样男的很多女的基本没有
男主在旁人眼里就是个混蛋，但在女主眼里知道他是因为对自己无能的疯狂
这位女人是伟大的，男子是幸运的，他她们是确实相爱的，只有家人能知道家人发的疯，不会把自卑和家暴划等
给你整笑了你就笑呗，别笑死了就行
都养男人了厉害，中国基本都是靠男人
现实的痛苦就是自卑者只能靠让自己死亡换取对家人的幸福，靠自己离去摆脱掉自己痛苦带来的情绪失控
典
气死了
女主就是免费的心里辅导员吗？
我服了
不要被pua了，现实中遇到这种男的跑得越快越好
这个国外也很火的
不难看出有很多孩子也好故意把家暴和自卑挂钩的人也罢，都在对这一个家庭讨论对错
10个？超人啊这么能生
大男人
？
大男人好样的
自卑者能做的只有让自己死亡换取自己爱的人新生，愿你终不会被压力打垮。
但只有他没有付出
实质上，丈夫只是生活中各种灾难痛苦的集合表现
化身超雄
说离婚的，有没有考虑10个孩子，离婚了谁要？
大男人
没中过奖的日子里，家庭靠谁来维持那
能互相理解的就是爱情，哪有生离死别却又何尝不是生离死别呢？
那咋了
超雄
人的光辉
完了，又被否定，估计快疯了
理解不了，离婚孩子更快乐，她才是真的伟大
男人是幸运的，幸运有个爱他的妻子。自卑和家暴有着本质不同，家暴是优越感作祟而自卑是自己对自己仇恨变成自己的不配和更多情绪不稳定转嫁到身边人身上，最后恶性循环
欠打了
我超？
半场开香槟
天啊，这宿命感
长按屏幕为他加速
这也不是发神经的理由
？
男主的不幸福感源于自卑和自己恨自己的无能
所以心理医生对这个社会很重要
哈哈，喊魔幻的都是男的，这种丈夫还少吗
弹幕里什么成分咋老有故意往男人女人和对错上靠的？
奇迹妈妈
抗压王
正常
愿你永远不会有难过的时候，只有那样你才会意识到自己发疯时和别人没有任何不同
听到我赢了我一点也不开心。更希望她输了
这倒是实话
