标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
究极无敌难狗生存!当你开局只有「3滴血」!!?丨MITE打破一切 第四期,马里奥红叔,https://www.bilibili.com/video/BV1g1421t7PC,121.1万,5380,"超级无敌难狗生存来了！！！
由于这个包难度很高！如果喜欢这个系列可以多多三连支持我们！点赞过15w加速摇人录制下一期！！！",19.2万,5.0万,19.2万,721,"['整点电子榨菜', '游戏', '单机游戏', '我的世界', '单机游戏', 'MC', '搞笑', '生存', '沙盒游戏', 'Minecraft', '生存挑战', '沙雕']",2024-08-17 08:00:00
什么动静？还变脸？,Jiaber吴伯滔,https://www.bilibili.com/video/BV1JE4m1d7iv,111.1万,2434,我发现你们投稿越来越上难度了，来点简单的行不行555...,24.6万,4.3万,24.6万,813,"['搞笑模仿翻拍', '生活', '搞笑', '翻唱', 'giggity', '那艺娜', '恶搞之家', '搞笑日常', '变脸', '曼波', '廖俊涛', 'BILIBILI金电视奖']",2024-08-16 12:00:00
评分9.6！观众坐牢60天，如今却大呼经典！载入史册的「轮回」神操作！【泛式】,泛式,https://www.bilibili.com/video/BV13y411v77C,163.8万,4946,新番时光机夏日临时特别篇：15年前名垂青史的「轮回」行为艺术！漫无止境的八月,15.5万,5.5万,15.5万,6802,"['动画', '动漫杂谈', '凉宫春日的忧郁', '新番', '搞笑', '凉宫春日', '凉宫春日的消失', '泛式', '杂谈', '吐槽', '败犬女主太多了', '不时用俄语小声说真心话的邻桌艾莉同学']",2024-08-17 19:27:13
那些动物们的用餐时间！,蒙哥马利愛学习,https://www.bilibili.com/video/BV12y411i7Sn,319.2万,2114,"BGM：U R The Sweet In My life -SheldonLeeee
           Head Empty-Tsundere Twintails",20.8万,2750,20.8万,2467,"['动物总动员', '动物圈', '动物二创', '动物世界', '萌宠', '宠物吃播', '动物治愈', '可爱动物', '搞笑动物', '野生动物', '神奇动物', '有趣动物', '动物总动员-陪小动物过夏天']",2024-08-16 19:29:05
【Uzi】这个难关，看看我是怎么闯的,Uzi,https://www.bilibili.com/video/BV1xn4y1f7K8,603.6万,1.1万,【Uzi】这个难关，看看我是怎么闯的,14.4万,13.0万,14.4万,3.5万,"['巴黎最前线', '游戏', '电子竞技', '马拉松', '胜者只闯难关', 'Uzi巴黎全马挑战', '主播', 'Uzi', 'JustDoIt']",2024-08-15 18:00:00
【奈德】人类极限游泳记录，64岁老太历时52小时横跨海峡！,流心影者,https://www.bilibili.com/video/BV1NW421R7JE,610.1万,2137,年龄困不住梦想,13.9万,8370,13.9万,2431,"['影评观点开放麦', '影视', '影视杂谈', '电影解说', '真实事件改编', '励志', '高分电影', '人类极限', '奈德', '暑期星榜天团创造营']",2024-08-16 10:51:50
探秘法国奥运会！冠军庆功宴！都吃什么？,HOLA小测佬,https://www.bilibili.com/video/BV11M4m1y7Sz,355.2万,6089,探秘法国巴黎奥运会，奥运冠军都是怎么庆祝胜利的？庆功宴上都吃些什么？那今天就跟小测一起！登上奥运冠军广场上的埃菲尔铁塔！一探究竟！,11.2万,3.5万,11.2万,5072,"['运动哔计划', '美食', '美食侦探', '测评', '法国', '奥运会', '美食', '试吃', '4K', 'X4全景相机', '探店', 'Insta360', '开启暑假的100种方式']",2024-08-17 18:30:00
哈雪大帽险,暗杠读秒p,https://www.bilibili.com/video/BV1gQetekE5P,104.4万,2497,"我才不怕哈基米，我一听哈基米我就高兴

别复制简介了，家人们我怕",11.9万,4.9万,11.9万,3.6万,"['滑雪大冒险', '鬼畜', '音MAD', '待兼诗歌剧', '山泥若', '电棍', '踩背', '炫神', '曼波', '哈基米', '东海帝皇', '胖宝宝']",2024-08-15 21:07:42
“人类一败涂地”,星雨Starrain,https://www.bilibili.com/video/BV1By411e7jn,187.0万,1569,喜欢就三连支持一下吧 (๑ᵔ⤙ᵔ๑) /,17.4万,4.2万,17.4万,1298,"['万物皆可游戏', '游戏', '单机游戏', '我的世界', 'MC', '单机游戏']",2024-08-16 17:28:58
国人诱捕器 #3,楠方a,https://www.bilibili.com/video/BV1c1421t7Wf,355.8万,1202,这是一个全新的系列，希望能更久一点,15.3万,3422,15.3万,7149,"['整点电子榨菜', '游戏', '单机游戏', '森林之子']",2024-08-16 02:52:08
疑似齐白石真迹,智勇双全富贵君,https://www.bilibili.com/video/BV1B4421Z7bD,494.5万,3110,-,10.3万,8525,10.3万,1805,"['搞笑研究所', '生活', '搞笑', '搞笑研究所2024 5.0']",2024-08-16 18:08:38
"金牌律师支招：被打后一个小操作, 2w赔偿金秒变20w！",肖恩看,https://www.bilibili.com/video/BV1LH4y1c7qF,259.3万,9699,喜欢别忘了一键三连！让我们把热度延续下去！下期视频看提车！,14.2万,4.7万,14.2万,1.7万,"['我们的夏游记', '生活', '出行', '高能', '社会', '知识', '上海', '生活记录', '犯罪', '案件', '真实', '罗翔']",2024-08-15 22:30:00
东方寒兔看原神5.0纳塔前瞻 直言玩原神这辈子有了,东方寒兔,https://www.bilibili.com/video/BV1Ty411q7Dd,217.6万,4437,"今天的原神是无敌的！
求个三连 冲热门 拜托了 这是我一生的请求！！",16.2万,6469,16.2万,1458,"['原神UP主激励计划', '游戏', '手机游戏', '手游', '基尼奇', '玛拉妮', '卡齐娜', '玛薇卡', '纳塔', '米哈游', '原神', '原神5.0', '原神UP主激励计划4.8']",2024-08-16 17:03:58
我蒙恬终于有皮肤了，本将战功赫赫，穿个皮肤怎么了,磊哥游戏,https://www.bilibili.com/video/BV1x1421t71r,244.1万,4171,我蒙恬终于有皮肤了，本将战功赫赫，穿个皮肤怎么了,18.7万,9705,18.7万,2867,"['王者荣耀UP主激励计划', '游戏', '手机游戏', '王者荣耀', '王者荣耀 UP 主激励计划']",2024-08-17 19:25:18
《黑神话：悟空》游民评测10分：踏平坎坷成大道,游民星空官方,https://www.bilibili.com/video/BV1Gi421a7QY,185.6万,1.7万,《黑神话：悟空》达到了世界顶尖水平，对看着《西游记》长大的中国玩家来说吸引力更是独一无二。,9.5万,4.9万,9.5万,2.4万,"['黑神话悟空媒体评测', '游戏', '单机游戏', '单机游戏', '游戏评测', '评测', 'steam', '黑神话悟空', '动作游戏', '游戏科学']",2024-08-16 22:00:00
我觉醒了，六种瞳术？,圆桌动漫,https://www.bilibili.com/video/BV1dE4m1X7ad,326.7万,8982,Not Found,7.9万,8489,7.9万,764,"['海露滴眼液，才不是插线板！', '国创', '国产原创相关', '搞笑', '海露滴眼液', '圆桌宇宙', '轮回眼', '写轮眼', '瞳术', '眼干眼涩']",2024-08-16 18:00:00
啥!我来cos黑神话悟空?,魔改丶老K,https://www.bilibili.com/video/BV1SW421X7Lk,187.9万,1942,这次cos体验还是挺不错的，虽然没有我大甲累，但是他的面罩是排不了汗的，毕竟第一次cos猴，下次如果还有机会继续体验~,21.3万,1.4万,21.3万,5531,"['生活', '日常', '手工', '孙悟空', 'cosplay', '黑神话悟空', '拓竹科技', '天命人', '拓竹']",2024-08-17 18:05:56
这何尝不是一种传承呢？#故事源于网络#猫meme剧场#真实还原#童年#小猫,喵meme小剧场,https://www.bilibili.com/video/BV1RZpRewEo8,96.5万,442,-,28.1万,7609,28.1万,2083,"['生活', '搞笑', '动画', '搞笑', '故事']",2024-08-17 17:41:59
《归龙潮》公测定档CG | 公映在即，特邀莅临~,归龙潮,https://www.bilibili.com/video/BV1Rf421v75a,412.0万,2728,"【龍】早已隐匿声息，阴影之下暗流涌动，【瞳】能否带来新生？
“打破它，新的规则由你主导。”

《归龙潮》将于9月13日正式全平台公测，欢迎前往https://www.biligame.com/detail/?id=109978预约！",14.8万,2.4万,14.8万,1.3万,"['游戏', '手机游戏', '游戏CG', '归龙潮', '归龙潮公测定档', '归龙潮913公测', '宣传片']",2024-08-16 10:00:00
【22娘×33娘】2233，生日快乐呀！,其人,https://www.bilibili.com/video/BV1dU411U77k,85.7万,6382,"这样的我们，最好的我们，共同拥有最美的青春，彼此守护最爱的人！

后期 夜雨星繁y
22娘 CV 幽舞越山
33娘 CV 一颗小油条
BGM Luxøfons-Sleepy",20.8万,3.8万,20.8万,2196,"['一起疯凉一夏', '动画', '同人·手书', '33娘', '22娘', '洗脑', '生日', 'UP！共创剧场【十万个冷笑话篇】']",2024-08-16 12:00:00
《🤩》,LandenPurifoy,https://www.bilibili.com/video/BV1Zy411e7BM,462.3万,525,➪ Landen Purifoy,34.5万,1048,34.5万,553,"['音乐', '演奏', '箫', '高能', '独奏']",2024-08-17 20:22:07
《国服马保国》,伤心欲茄222,https://www.bilibili.com/video/BV19U411U7Fj,170.9万,3636,-,23.8万,8130,23.8万,1.2万,"['搞笑研究所', '生活', '搞笑', '搞笑', '八嘎', '搞笑研究所2024 5.0']",2024-08-16 13:59:00
和平精英地铁逃生新地图冰河禁区发现神秘铁爪油桶爆率惊人！！,勇敢的木易小龙,https://www.bilibili.com/video/BV1iW42197kn,270.2万,208,-,3.4万,1.0万,3.4万,1107,"['和平精英地铁逃生新赛季', '游戏', '手机游戏', '勇敢的木易小龙', '和平精英创作者激励计划', '和平精英冰河禁区', '和平精英']",2024-08-16 14:59:04
带你体验美国凌晨的外卖市场#美漂宁哥,美漂宁哥,https://www.bilibili.com/video/BV14M4m11744,171.1万,3755,-,13.4万,2887,13.4万,4141,"['生活', '出行', '生活记录', '美国', '外卖']",2024-08-16 14:58:43
当我们在MC里开了家「空岛汉堡店」第二期 !？,萝卜吃米洛,https://www.bilibili.com/video/BV15S42197MM,108.7万,4692,"我们的新坑启动啦！这一次我们一起开了家汉堡店！
但糟糕的高坚果将店名改了，于是现在叫做汉尼拨堡店！
另外这个系列是好久之前就想录的，但当时在很辛苦的做复古物语中~、
感谢整合包作者 ：",12.1万,2.9万,12.1万,672,"['万物皆可游戏', '游戏', '单机游戏', '我的世界', '单机游戏', '独立游戏', '沙盒游戏', '搞笑', '生存', 'minecraft', '生存挑战', '沙雕']",2024-08-17 08:00:00
沙子竟然可以烧成玻璃？在现实世界中，这样的“合成”能实现吗？,这不科学啊science,https://www.bilibili.com/video/BV1Yi421h7e2,321.1万,2379,Not Found,14.7万,2727,14.7万,473,"['知识', '科学科普', '科学', '实验', '科普', '沙子']",2024-08-16 17:37:48
警觉！！小马宝莉卡游对中小学生的“危害渗透”。,潍坊警事,https://www.bilibili.com/video/BV1Cz421i75o,230.4万,6443,警觉！！小马宝莉卡游对中小学生的“危害渗透”。当下，在中小学生的课余世界里，“小马宝莉卡游”如一阵旋风般迅速崛起并大肆流行。然而，这看似有趣的潮流背后，却隐藏着对孩子们健康及消费观念和心理的严重威胁，请家长一定要高度重视！,15.4万,3736,15.4万,5.9万,"['政媒扶持计划', '生活', '日常', '潍坊公安', '吴警官', '枫桥宣讲团', '资讯直通车3.0']",2024-08-16 16:16:06
在本地上学有多“爽”,岱岱的猫,https://www.bilibili.com/video/BV1GE4m1d7aW,314.6万,246,-,32.0万,630,32.0万,1698,"['搞笑研究所', '生活', '搞笑', '生活记录', '校园', '学生', '搞笑研究所2024 5.0']",2024-08-16 18:13:49
《电子文盲与赛博孔子的故事》,方羽生,https://www.bilibili.com/video/BV1FuYCeYEUi,190.9万,3654,我了个赛博孔子啊,25.6万,1.6万,25.6万,3.4万,"['生活', '搞笑', '孔子', 'STEAM', '日常', '搞笑', '生活', '赛博文盲', '电子', '赛博']",2024-08-13 18:05:11
尽管功能单一的全新PS5买不起，但自己在寝室手搓的散装多功能投影PS5更有性价比,蒙面加菲猫本猫,https://www.bilibili.com/video/BV1b1eGe8EHr,83.9万,861,-,12.9万,6783,12.9万,1.2万,"['科技', '数码', 'PS5', '手搓', '组装', '寝室']",2024-08-16 21:13:59
古代土地不种树吗？为什么看上去光秃秃的,猫村猫村,https://www.bilibili.com/video/BV1MZ421K7n1,286.2万,2290,可以说科技以及国家整体的进步，才换来了绿水青山,16.2万,2170,16.2万,852,"['人文历史档案馆', '知识', '人文历史', '霍去病墓', '行走的人文', '老照片', '清朝', '砍柴']",2024-08-17 11:30:00
我们给猴哥写了一首《猴歌》，等待黑神话四年的故事,洛恩佐Lorenzo,https://www.bilibili.com/video/BV1xi421a7b8,70.9万,1452,"《猴歌》
作词：洛恩佐Lorenzo
作曲/编曲/演唱/混音：戊泠人捕鱼为业

视频组：
组长：白浪乘风 —— AE/剪辑
组员：未知老D —— 剪辑 
 灵鬼狐 —— AE
统筹：点子王丶沐耶

美术/绘画组：
组长：漆坷—分镜/人物/片尾
组员：东耳—建模/人物
 雷克顿的手斧—人物/景物/动画
 修罗—书法/饰品
 睡衣小男孩儿—人物/景物/动画
 紅彦—动画
 鲨棘—插画
 画画的三哥—插画

音乐组：
组长：戊泠人捕鱼为业
参与：少白的音乐小栈—箫
 BK小星星-吴昱忻—二胡
 托起一把泥 —吉他
 尼奥Neo2049—部分音色调教
 DJ_Yooth—部分音效设计

配音组：
组长：洛恩佐Lorenzo
参演：紅彦
 楚天明c
 利维坦mY
 芒果冰OL
 呼叫网管
 智能路障
 贞子姑凉
 肥格Fager
 直言trigger
 逗比的预言家
 洛恩佐Lorenzo
 七绝大圣红鳞蟒",7.9万,6.7万,7.9万,6373,"['游戏', '单机游戏', '西游记', '孙悟空', '黑神话悟空', '黑神话', '黑神话吧', '洛恩佐', '戊泠人捕鱼为业', '猴哥', '吧歌']",2024-08-16 10:35:00
【不齐舞团】家人们，叔叔学的怎么样？,不齐舞团,https://www.bilibili.com/video/BV1Ez421i7Q7,160.9万,1167,"创作类型：模仿
谢谢你的关注",24.5万,6804,24.5万,1.6万,"['用一支舞打开b站', '舞蹈', '舞蹈综合', '不齐舞团']",2024-08-17 19:32:40
史上最强17岁“熊孩子”，手搓反应堆，全城4万人遭辐射,捕月说,https://www.bilibili.com/video/BV17Z421K7EC,452.2万,3495,"8:40这里把”核聚变反应堆“写成”可控核聚变“了，更正一下。（一不小心给泰勒·威尔逊抬了大咖）
这个17岁男孩堪称史上最强“熊孩子”，他在自家后院里，手搓了一个“核反应堆”。被警方发现后，他的母亲竟然因为害怕受罚，悄悄把大量放射物扔进普通垃圾桶，导致全城近4万人遭受辐射，最后畏罪自杀。",5.5万,2021,5.5万,2738,"['知识', '科学科普', '熊孩子', '都市传说', '奇闻', '未解之谜', '核辐射', '核污染', '捕月说']",2024-08-15 18:00:00
【登陆日】TF家族三代出道战第八期,久渝远州,https://www.bilibili.com/video/BV1WU411U7as,196.0万,60.5万,"@登陆计划-TransFormProject
官方发布在@登陆计划-TransFormProject，Iqiyi，we tv
仅为录制舞台纪录片，无打投非选秀，无任何投票链接",6.2万,6607,6.2万,4437,"['音乐', '音乐粉丝饭拍', 'TF家族', '登陆计划', 'TF家族三代']",2024-08-17 18:23:20
水灵灵的拿了第一的《杀掉她啦》^-^,纯白UvU,https://www.bilibili.com/video/BV1nQebehEDy,95.2万,239,"大家跳的都超棒啊啊啊
就这么在七夕水灵灵的赢得比赛冠军
战斗爽！
翻跳的振付是kakumi的！超萌！指路：BV1Rw4m1X7hc",14.1万,7290,14.1万,1104,"['我在漫展跳宅舞', '舞蹈', '宅舞', '宅舞', '杀掉她啦', '宅舞比赛', '舞蹈翻跳', '我在漫展跳宅舞-夏日活动']",2024-08-15 18:44:23
绘黑悟空 魑魅魍魉,MEspace天植,https://www.bilibili.com/video/BV1jE4m1d7LQ,93.7万,860,-,25.4万,8.3万,25.4万,8298,"['一起来画画吧！', '生活', '绘画', '孙悟空', '西游记', '游戏', '原创', '绘画过程', '绘画', '手绘', 'mental canvas', '一起来画画吧！暑期绘画逆袭之路2.0']",2024-08-17 18:04:32
【干货】如何手搓时光机,闪电侠-flash,https://www.bilibili.com/video/BV1Ei421a7My,96.8万,3359,-,18.7万,4078,18.7万,1.2万,"['重返未来1999创作者激励计划', '知识', '校园学习', '高考', '校园', '时光机', '77号往事', '蓝手帕', '高中', '干货', '经验分享', '重返未来1999', '重返未来1999创作者激励计划2.1版本']",2024-08-16 12:00:00
【无剧透】老戴《黑神话：悟空》50小时游玩感受,老戴在此,https://www.bilibili.com/video/BV1FH4y1c7Bu,321.1万,1.2万,"玩了50个小时，还在前期，做节目和自己玩是两个概念，很慢很慢，没任何资料，但是游戏咋样，基本上知道了，聊聊吧，开售后应该不会花那么多功夫找东西了。
我的重心在流程节目上，我就偷懒没做字幕了，大家当音频节目听听吧，当一个朋友和你说这游戏咋样。",10.5万,2.3万,10.5万,1.3万,"['黑神话悟空UP试玩感受', '游戏', '单机游戏', '老戴在此', '试玩', '老戴', '黑神话悟空']",2024-08-18 10:00:00
耗时三年！辗转多国！我终于找到了世界首款西游记游戏！,坏孩子的角落,https://www.bilibili.com/video/BV1EE421w7XV,54.5万,3853,"寻找世界第一款西游记游戏，并把资料带回中文世界！
PS:
原视频有30几分钟，但考虑到“传经”不能枯燥，所以我删除了带科普性质的以及寻找过程中的一些细碎内容，如果大家有兴趣的话随时可以找我交流，我会尽量分享的
游戏仙人的社交账号显示，他在2024年8月4日已经康复并回归博物馆了

参考资料及引用：
黑神话悟空宣传片及演示片段
维基百科词条西游记
危机百科词条西游记衍生作品
机核网文章：从《西游记》在外国的传播，谈谈“魔改”背后的真实原因
1978年日剧《西游记》
日本大型机台相关内容报纸「ゲームマシン」（Game Machine）
Museum of the Game网站介绍《Monkey Magic》
日本街机达人的报道和相关频道：
《ゲームレジェンドにワープ１とモンキーマジック持ち込み》
《おにたま(オニオンソフト)のおぼえがき》
《オニオンソフト》《onionsoftware》《onitama.tv》
游戏仙人相关报道：
《中日新闻 ＜三河撮りある記＞　西尾・天野ゲーム博物館》
《YT频道Yukki games - 天野ゲーム博物館のＶＩＰルームに入ってみた。》
任天堂博物馆相关报道
Nintendo Museum OFFICIALLY CONFIRMED!!
bilibili world展会记录
台北国际电玩展 展会记录

BGM引用：
黑神话悟空宣传片配乐选段
Hotline Miami 2： Wrong Number Soundtrack - Bad Ending
Hotline Miami 2： Wrong Number Soundtrack - Bloodline (M_O_O_N's Extra Cheese Mix)
Hotline Miami 2： Wrong Number Soundtrack - Sexualizer
Hotline Miami 2： Wrong Number Soundtrack - Voyager
1986版《西游记》主旋律云宫迅音
Double Dragon - Dead or Alive Theme
1978年日剧《西游记》主题曲monkey magic
1984SonSon BGM
西游记续集主题曲：通天大道宽又阔
Hotline Miami 2： Wrong Number Soundtrack - Dust (Carpenter Brut Remix)
O Boy - Jeremy Black
空牙BGM Vapor Trail： Hyper Offence Formation (Remix)
《西遊·降魔篇》 電影配樂 Stephen Chow - Journey to the West
胡毅 - 通天大道宽又阔 (唢呐版)
Tracks Of My Fears - John Deley and the 41 Players",7.2万,9.4万,7.2万,2372,"['整点电子榨菜', '游戏', '单机游戏', '国产游戏', '任天堂', '经典游戏', '西游记', '游戏杂谈', '游戏解说', '单机游戏', '游戏考古', '游戏鉴赏家']",2024-08-16 18:00:00
第一视角 大众ID.3聪明款详细体验 智能化大幅提升后ID.3综合产品力更上一层楼,宽面车神,https://www.bilibili.com/video/BV11H4y1c7SU,371.5万,1156,Not Found,11.0万,1302,11.0万,3188,"['汽车', '购车攻略', '汽车', '大众ID3', 'ID3聪明款', '大众', '汽车测评', 'ID3', '上汽大众']",2024-08-15 19:32:02
曾经的“猪仔”，马来西亚华人现在过得怎么样？,食贫道,https://www.bilibili.com/video/BV1Uw4m1r7T6,105.1万,1.4万,冷知识：马来西亚是除中国大陆、港澳台两岸四地外，唯一保持和实现完整中文教育的海外国家。,7.3万,5.5万,7.3万,6403,"['炎炎夏日·美食解暑气', '美食', '美食侦探', '尼康', '生活', '美食', '纪录片', '4k', '尼康Z6III', '记录', '出行', '食贫道']",2024-08-16 21:56:21
野生动物纪录片如何拍？直接怼脸开大,火舞纪录片,https://www.bilibili.com/video/BV14BYCekETu,401.1万,3865,本纪录片讲述摄影师如何接近猎豹，并成为它们的朋友，然后看着小猎豹一步步成长起来,15.1万,1.1万,15.1万,2785,"['动物总动员', '动物圈', '动物二创', '猎豹', '人与猎豹', '豹子', '野生动物', '动物纪录片', '狮子', '动物总动员-陪小动物过夏天']",2024-08-13 19:30:00
再次靠“实力”征服哈登,李炮炮儿,https://www.bilibili.com/video/BV1RU411U7n4,125.1万,341,-,16.5万,1654,16.5万,777,"['生活', '搞笑', '生活记录', '篮球', '哈登']",2024-08-17 14:40:21
