《他更蠢一些》
救命啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈遭不住了张峻豪你哈哈哈哈哈哈哈哈哈哈哈
不是我看错了迈
夹心开始报复了哈哈哈，势必把这些宝贝叫回来
左……邓？
其实说实话，看了这么久，有些下位圈其实挺摆烂的
笑死我了，甩脸哥
鲫鱼粉很开心
张极其实想说是盯苏新皓，如果不是关于这个真的为什么非得笑呢？
朱苏爽爽爽爽
这句话。让我突然想起苏新皓还在舞室的日子
左              邓上！（bushi
前方爆笑有
允许黑粉叫芒果 为什么不允许粉丝叫芒果 反正在我们这都是爱称
盯苏新皓，哈哈哈哈哈哈哈哈
翔霖虽然不是原唱，但翔霖的出圈舞台是屋顶着火啊！我真的哭死
为什么是五人团。很难火的。后面肯定又是解散重组。不信等着看吧！
铲棍屋顶着火
铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝铲宝
顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺
人越多舞越不齐
公司最近卖翔霖卖的呦～缺钱了吧
哇哦，左邓的距离~
我靠，朱志鑫和苏新浩应该是和好了。
余宇涵全麦面包
阿兰和咂克一直玩下去吧
纯正三比味
我勒个极禹
綦江的神一定会火遍大江南北！
我也想到了陈奕恒
鑫鑫怎么有点不开心
张泽禹的路不是谁都能走的
这里真特别戳我 小铲小棍的家属感
《宝的锐评》
说个题外话，我是宋亚轩张极双担，我要笑死了，这俩玩抽象的
玉米也偷，粮食也偷，啥都偷，偷偷偷
好难听啊
百忧戒高音唱的上去吗
就是要恶剪呀，这是最后捧俊豪的一次了，接丹夫去给丹丹做手抓饼
张哥和浩翔的《认输》
这地这么干净
不是女团舞咋了  每个人都是不一样的个体 不是每个人都喜欢一样的东西
我嘞个朱苏啊啊啊啊啊啊。。
极禹天亮了
《窗》的词就是陈天润写的啊不知道就去搜啊（捂脸笑
我真服了 为什么非要二代团的舞蹈啊 吒 礼 鲸的女团舞不是都可以吗
我再说一遍是佑芝！！！！
朱苏朱苏朱苏
极禹妈呀…太对味了
谁再说朱志鑫下楼，你担下楼
左      邓超绝距离
一起出道吧
我们航航子是女孩酱
苏朱菩萨情侣
猫猫怎么了？怎么感觉兴趣不高啊
别管！芝佑真情侣 ！
懂了  竹马的《认输》
大米爆天台一位
烫手的山芋～朱志鑫好奶
他俩都不会rap 陈天润舞蹈不行 总不能逼他去跳舞吧 恩是舞担啊 而且陈vocal部分比恩强
苏新皓！太阳要升起来了！
师兄粉丝天天哭
苏新皓 天亮了！该出道了
七人团朱志鑫C位是最好的
志极笑死我了
不是？……
颜霸组上
老师可以让苏新皓来跳吗？我想看他跳
毒唯和正主一起出道
左航连夜爬上崆峒山
左:你说这是谁研究的呢 真好喝
苏朱这你俩熟啊你们说是吧特务勾
霍元甲让苏新皓去唱啊！苏新皓的戏腔多好啊！
浚铭酱可会了 朔哥～
c83我真哭了
俺们棍棍就是真猫咪
双担张真源和朱志鑫爽了
前面说苏新皓下楼的，你担下楼，你替苏新皓挡灾
朱航极禹余请站
我想听夹心还有毛哥和秀儿的戏腔对比
就卖了 你管呢 哈哈哈
黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔黄朔
忙内的吐槽
讨厌邓佳鑫 不知道为什么
这就是区别 看看两个队态度的时候区别
哈哈哈余宇涵超绝情商哈哈哈别骂秀儿了再说一遍他就长内样！
寶鏟吃一口
祝君武运昌隆 愿君顶峰相见
苏新皓宝宝好帅啊
阿呦小拨！妈咪亲！好可爱！
果然之前神六不是吹的。。。。。
前五个出道就行了
这怎么就是卖了啊？这是真情况好不好
就凭朔的这一句已经可以当队长了
苏朱！！！！
录制结束后 恩仔搭着苏的肩膀说“兄弟 那三个哆啦A梦出吗 可刀吗 包不包”
《马喽骑单车》
但朔哥凭实力到了第六啊
《登陆日牌足球》
陈天润你要点脸
天润放心飞，60永相随
这首歌是那种很激情的，你们自己看看他们唱的是什么样子，不想让说就唱好点，好好学，还是多听听原唱吧
老师我心疼你。。。
不是，八中都教些什么啊？
百忧戒！!!
《不是》
他们不是失败的养成系他们是热血的疯子
我觉得他除了谈恋爱其它实力都挺好的
《三比变形计》
《固执的一条鱼》
鑫左秒了。。
恩仔脾气好 他就这样直接决定了 也是无敌
张大大什么时候成你的师兄了？
童姐三段高音
小鱼的声线确实和真圆的有点像的 唱前面也适合
航童磕一口
喜欢朱苏极航
男团跳女团舞是有啥不能跳的吗，哪个韩男团没跳过女团舞
什么叫我我们喜欢的？翻唱一首歌曲最重要的就是尊重原创，尽可能达到高的完成度
让苏新皓来！！！！！
被贴当事人怎么都才反应过来，看来真的是平时被余贴习惯了
邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫
左航三词一
张泽禹实力人气双top 牛牛的很安心
五味杂陈也对的啊
惊！野兽是家族兄妹不再赌博后居然搞起了诈骗！
艾福杰尼越来越像花园宝宝了
惊！野兽式家族兄妹不再赌博后居然搞起了诈骗！
艾福杰尼：“丑小子!亏我还满怀期待的!”
我嘞个空调梦男啊
请尽情的骂公司，不要骂小孩，谢谢
我嘞个盯苏新皓
《八中必修课》
我的两个孩子八中都教了你们些什么呀
颜霸组给我站！
有没有一种可能？公司明确告诉陈天润，他不能出道，所以他也不愿意演了呢
«哥们儿～»
哈哈哈哈哈哈哈恩仔泪眼婆娑
志鑫生病感冒了所以看起来打不起精神大家要注意没有甩脸哦！
他说他是女王欸，破案了，左航才是张泽禹最大的泥塑粉
Lucas梦回那年跑男黄旭熙
《团踢突埃克斯》
朱志鑫往那一站就是兵！
《豪的严肃》
《这不跟平时拍的一样吗》
全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道
这个全场最好笑
朱志鑫是真的累了啊
啥锁一下是把腰子嘎一下吧。
苏新皓宝宝你小心点啊啊啊啊
《双向奔赴的病情》
笑死我了，这个反应最大
老师我们子墨也想领奖
突然就想到朱志鑫一朵花扔李飞头上了
实在不行咱唱干豆吧
求祖师奶放过求祖师奶放过求祖师奶放过求祖师奶放过求祖师奶放过
悬殊这么小，就差了7分钟的练习时长，没事的苏苏我们下次加油
妈呀，这个后期笑死我
我们小鱼儿可不装
最佳男友奖最佳男友奖最佳男友奖最佳男友奖最佳男友奖最佳男友奖
三比挺厉害了这样来看
这才是我记忆中的三批
我要棍铲我要棍铲我要棍铲我要棍铲我要棍铲
《苏的浴巾》
苏新皓超绝人机步
第一届。。。。 细嗦鼻孔。
颜霸组不站？
别人家唱就是致敬 到我们这里就不行 别双标了
我真的笑了我的天呢
在燃什么
著名哲学家朱正廷说过……
别管了 他水缸座
黑幕
《正片开始》
7v老公？
小螃蟹∶6啊
顺的摔跤够蟾蜍学一辈子哈哈哈
没少看新说唱啊hhhh
顺顺小心点 又好笑又心疼
突然想到了这福气给你要不要？
不是呀，一个二代粉已经要破防了
《老铁们》
《门把手out》
八中都教啥啊哈哈哈哈哈哈哈哈哈哈
这比啥啊..上位圈那舞台太抽象了吧
说实话真的浪费其他几个小孩白白浪费这么多年然后还出不了道
救命，我要笑死了！
这期后期绝了
感觉导师是来参加中国喜剧人的
要学就好好学玩起来没完了干嘛啊这是
给孩子整这么大压力，非得学这么多舞台，质量又保证不了那么好，除了给孩子招黑，还能干嘛呢？
《百忧戒》我的上楼曲
这后期绝了
朔朔萌死了
直接出道吧这组
不是。。表演型人格怎么你了   少尬黑
热血疯子
三刷了这期是真的很好看
好神金啊这个奖，毛哥可以是最佳有梗奖等等啊
报告老师 小铲铲偷偷在小角落散发可爱
常州！二三代联动了
«变声期»
左航你咋不系鞋带了
是质不是量啊节目组
童禹坤很棒要自信哟！非粉为你加油！
这期物料值得n刷 笑死我了
出不了道直接酒吧再就业了
全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道全员出道
有的歌本来就好听，唱的再差能差到哪去？这歌分的一点都不公平
这组真不严肃点 那还出什么成绩
朱志鑫唯一C位队长朱志鑫唯一C位队长朱志鑫唯一C位队长朱志鑫唯一C位队长朱志鑫唯一C位队长朱志鑫唯一C位队长朱志鑫唯一C位队长朱志鑫唯一C位队长朱志鑫唯一C位队长朱志鑫唯一C位队长
这个小时候看小伶玩具的时候玩过
别给三代累死了呀。
志极丝快笑死了
小宝伸懒腰航酱还用手帮小宝护头，航禹这家属感
不是怎么旁边都是左航。
ctr有点油了。。
给子墨哥颁一个“最佳口音奖”！
这个后期，我服了呀
《不是》
不愧是官宣组 就是这么默契
一听到足球，陈天润眼睛就亮了哈哈哈哈
不知道在燃什么
你们在莫名其妙燃什么
朱正廷老师说过，性感过了就是……
鑫鑫不用麦，舒服
角落这俩要笑抽了
左航：那咋了
老子的朱正廷呢？
低情商说就是麦的更严重了一点
这五个真的实力人气并存，而且主唱rap舞蹈都有
左航：诶，这水什么牌子的？还挺好喝
皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇皇
哦～好可爱
航禹
对家哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
TFBOYS
难度都不在一个级别。。
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
别粘小凯的边
苏新皓C位出道苏新皓C位出道苏新皓C位出道苏新皓C位出道苏新皓C位出道苏新皓C位出道苏新皓C位出道苏新皓C位出道苏新皓C位出道苏新皓C位出道
这是李飞自己写的吧笑死我了
感觉回到以前看团综的时候了
《正片开始》
不是啊，高速上憋笑真的很难
子墨哥子墨子墨
邓佳鑫好可爱
邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫邓佳鑫
朔哥好好笑
神经啊，让下位圈的全唱师兄的歌
要笑飞了
Mp3超好听
好想让他们都出道看他们拍综艺
又来了朱志鑫
宝宝有新相机啦
棍极航丝打卡
wow!!时代少年团《百忧戒》
聪明的宝
好像和好闺蜜蛐蛐男朋友
老师能给我家左航一点镜头吗？
哈哈哈哈小苏快笑成筛子了
啊啊啊铉哥我爱你！！！！
时代少年团宋亚轩申请出战
啊啊啊啊啊啊啊啊啊啊啊翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖啊啊啊啊
朔哥好敢说
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫
苏新皓拿了奖状可高兴了
过分了吧
别人:我可以… 志鑫:挑战！ 别人:我会… 志鑫:挑战！ 挑战！挑战！
邓佳鑫太稠了下楼吧
谢谢夹心
哈哈哈哈直播
天呐佳鑫宝宝辛苦了！！
航丝打卡
又是我蛋团的歌
哈哈哈哈哈哈中大奖了
我想听黄朔唱粤语歌
邓佳鑫你怎么还在撒娇！
香蕉型人格
啊啊啊小苏可爱死了
棍丝打卡
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈余宇涵
而必
张极好可爱！
我宣布这一期封神了
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
野兽式家族
太懒散了，效率不高
极皓极皓
就这么水灵灵的进去了
超绝心态朔朔子
小哭包出息了
这期我笑的苹果肌痛
猫老大啊啊啊
«朔的搁浅»
猫老大！！！
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
老公你收敛一点
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
笑死我了你们两个
梦回22年冬 弹一弹
美式家庭爸爸独坐高台，家属都在下面坐着呢
第一次在登陆日笑那么开心
我不吃
二代粉碎了
前面有说难度加大啊
关机
跳完也得给我避嫌
不想我笑的肚子疼
确实就是这样的别骂
天呢苏新皓可爱死了！！！
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
那些骂的自己心里也不想想做为队长他不管谁管？？还要乱到什么时候难道他们不训练吗？
好喜欢这种氛围！介意前五番直接出道！！！！
认真对待舞台
认真对待舞台有错吗？
泽禹太帅了！
朔哥身材比例真的是毋庸置疑的第一了吧，但是朔朔你真的太瘦了多吃点
粉丝不吃
张峻豪还是脾气太好了
《女团舞的神》
张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪张峻豪
张峻豪做的很好
好乖的铲妹宝宝
张峻豪最为队长不是应该管的吗？骂他干什么
朱志鑫朱志鑫朱志鑫
极丝打卡
张子墨
《极的不信》
天呐！张极无袖＋臂环＋狗链是要going我吗？！！
为了我的开心，他们丢脸算什么（狗头）
他们跳干豆的时候也是边练边吐槽吗
陈天润这孩子藏不住事，心情都在脸上了，加油！相信自己
家人们变百忧愁了
我滴头发~是真发~
铲妹好厉害
朔哥试一下啊
干豆后代 挖藕~
苏新皓好帅
张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨张子墨
神经公司
润子哥在这个剧本里像是被献祭的棋子
打断某人施法
哈哈哈哈后期这么抽象的吗
这是巴啦啦小魔仙吗哈哈哈哈哈
苏新皓C位
《下台下台》
我懂了 这是个小品
中间这个位置是等苏苏来坐的吗？
《老登迈克尔》你值得拥有（bu shi）
这五个小人机可爱死了
逆蝶打卡
以十三打破规则，手牵手一起出道
动不动挂脸
豪丞
橘批打卡
《墨的再现》
左航，天会亮，我们在你身后
左航独美
这样的三比谁会不爱啊
苏朱be朱苏be
惊！野兽氏家族兄妹不再赌博后居然搞起了诈骗！
《一箱金钥匙》
绝对看过潮t的羊村
每次左航都在旁边哈哈哈哈哈哈哈笑死我了
二代粉，要骂就骂时代峰峻
余宇涵那个真的像我去
桀骜不驯，，，的嘴角哈哈哈哈哈哈哈哈哈
朱志鑫抓球后续挑战成功哈哈哈哈哈
又甩脸？自己能力不行。。。
大米爆天台一位
小苏唱的好听
颜霸组不站？！
能不能五人组唱这个。
啊啊啊啊好可爱的
不是你甩脸给谁看啊润博
张峻豪你每天都要像这期一样天天开心
张峻豪队长牛逼
老登放心飞，出事自己背
好帅
朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱志鑫朱
航酱必须可爱
就是你猫老大！
张顺啊，你要笑死谁呀
哈哈哈哈哈，《托》《托中托》
时代峰峻倒闭了时代峰峻倒闭了时代峰峻倒闭了时代峰峻倒闭了时代峰峻倒闭了
哎，恩仔啊
啊啊啊这是我俩宝贝的歌，额……没想到首唱竟然在这
时代峰峻什么意思哦
棍铲驾到统统闪开
张极张极张极张极张极张极张极张极张极张极
泽禹酱
整的我很火大呀
sdfj速速给黄朔的手上保险！！
卧槽，这个暂停的好
死去的豪丞。
哎呀宝宝慢点哈哈哈哈
...没人懂你好好的这个梗吗
我去三比好抽象
张泽禹
陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润
无花果山！
苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓苏新皓
这组抽象的只有三个人
我靠 朱志鑫帅惨啦
就这个甜蜜志极爽！
志鑫宝宝哈哈哈我包相信你的哈哈哈
这跟哪个老师学的韩式发音
全麦面包
啊～
黄朔你有这样高速运转的大脑进入登陆日
大米爆天台一位。
豆几公主
啊？苏新皓主舞超绝预言
张泽禹还没玩，我家泽禹镜头呢一点儿也没有。
张极朱志鑫左航张泽禹一起出道
《装B》
你担是神经
最佳男友奖最佳男友奖最佳男友奖最佳男友奖最佳男友奖
两个小时硬是看了三四个小时 笑死了 来回拉进度条
主舞超绝舞感预言
顺丹真情侣
小宝好可爱
可爱
猫老大
童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤童禹坤
跟我打王者的时候一个死样
这组真得有个人领着
我们三比太可怜了，时间这么短，舞台这么多
先把你担淘汰
张子墨快回来啊
志极航ok3给我站！！！
啊！！！！！！！！！儿砸快出来，人洗澡呢
广东人看他们学粤语想笑
朱志鑫三代唯一真猫！
陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润陈天润
余宇涵刚刚好帅
卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵
余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵余宇涵
《极限挑战》
