魔王这个造型有点像the weeknd …
他横刀拉了一下，是怎么避开鼻梁正好拉了两只眼的
肯定是方丈干的！
这个主持也是大理寺少卿
比他师傅强多了，狄公半年才钓上一条
应该是 女中女人也
郭继承点了个赞
这段彩蛋打戏很帅
恋爱闹
哈哈，和现实重合了
是你苏培盛
这种夸人方式属实是
就是用来劈骑兵的
方丈：你厉害你说啥都对
补药啊…！
重伤后缠着绷带只能瘫在床上面唇无色好真实，比gege们吐血转圈战损好太多了吧
墨刀？我熟啊，做原型图用的
可是第一季的时候，他不是还认为公主是仇敌吗？也没认为他是娘亲啊，怎么第二季突然就？
这里都靠猜。看着挺好的。推理的话。太牵强了
太卜司的话实在不行可以找符玄帮忙
西域加迷药 都是这套路
方丈被怀疑了一整季哈哈哈哈，等到云鼎了还在怀疑方丈
庾澄庆之后有人信吗
这个配音太太太棒了！
是你！第三季的凶手！
经济低迷
两个大理寺少卿
敢c我的b
第一季喜君送给卢凌风的就是一把横刀，在对战魔王的时候断了
MAN！What can i say
卢凌风何在
坠机了
这里就很割裂，第一季的时候苏无名不懂政治，到第二季直接成谋略家了
郭！！庄！！
恋爱脑
蒙眼睛 细节，
你们一个外婆一个姥姥的，都是方言，正规说法是“外祖母”
姑娘 敬你是条汉子
这个剧只要是老戏骨出现就很有可能哈哈哈哈哈
仙人已乘黄鹤去，此地空余黄鹤楼
费鸡师！
苏无名呢？
苏无名嘞？还没看
我的眼睛也直了
九义人三娘？！
金色阔刀
250但纯粹
那秃噜
好耶！！！来了！！！
中郎犟大战飞头降
晋松
玩自诬~~~不愧是名师弟子
马上快八万赞了
是刀
好像地狱变
笑死，被偷家了
苏无名:我来搞定变色油墨
卢凌风，男中人妻也
胡一菲？
大嘴
人物有点多啊
老书子是狼人
佛真是有眼无珠
就是方丈
钥匙仙？？？
先人竖着葬 后人一定旺
我来搞定变色油墨
按历史来说公主是不是要下线了
小卢不是真的信有鬼 而是不想再让恶人以此为名作恶 搞的人心惶惶
你过分了=你说得对
业务外包
我高力士呢
某些bl粉连这里都不放过啊
《眉宇间全是丹青》
思想觉悟确实高！
这主持会通天篆吧
无天？？
马：焯小鬼当家是吧
第一次听说书虫这东西
这脸看着怎么这么诡异
？？？？
写个北阁不就行了
鸡鸭案件（确信）
可惜开局就领盒饭了
找到我的G2
黑神话-周劳
是你堂弟啊
还有狐妖小红娘里面的金面火神
好计谋
下一案封神
哈哈哥
下一个案子最精彩
后面的是沈腾吗
那个姓陈的啊，将军杀的
吕布：这词儿怎么这么熟悉？？
库库雷利亚
王伯当啊
刘查理的脸在我面前晃来晃去
方丈，就是你
这打油诗不错
放过方丈吧
还有罗马那边的事儿？精罗狂喜
掌握哥出现了
有事师兄，无事苏无名，哈哈哈哈哈
老李家的影帝
这里全剧最虐
飞头蛮？
记住，这个少卿职位还是“代”少卿，哈哈哈哈哈
眉眼之间毫无丹青之意
这一铺垫 鸡皮疙瘩都要起来了
还以为是三嫂
要不第三季UP主你来当编剧？！！
柯南：很高兴你对bgm有自己的见解
其实还是有点脸谱化了
不知道，反正怀疑到最后一个案子。
俺也一样
真相只有一个
hhhhhhh
冬青当皇帝去了
上手了
江郎才尽的江淹
真的美哈哈
大唐荣耀崔彩屏
鲁智深？
一人之下张怀义
张怀义
他醋了他醋了他醋了
霍光
可不许胡说
哎哟，我去
收手吧阿祖
太可爱了。
我知道了应该是古代的偏光色
霍赵！
难道他真是天才？？
终于不用长枪了，免得扎死
牛逼
时长感人
《喜欢的不得了》
隔墙有耳
简小郎的配音
都给我狠狠点赞！！
要抱抱
好新奇的比喻
这几句画外音有灵摆的感觉，爱了爱了
老帮菜
为什么叫丈夫，我直接打拳
卢凌风：沉冤得雪，沉冤得雪！
kswl
李进荣老师
变色油墨是吧
这两个材料没问题，是第三个材料有问题，需要人的内Z
片片！快更啊！！！
江淹，别赋，推荐了解，写的特别美
凶手绝对是方丈
之前公主就说过是十月初一冥阴节
睁眼就是干
喜军：我爹李元芳
卧槽仵作之死这个案子封神了
耳中不静
咋都往公主那跑 太子就啥事没有
中郎酱～
黑子老师在灵摆《旧事》里扮了一个苦命人，虽然也杀人了
快点啊来不及了
人虽然多，但大多是线索人物，我只记线索没记人
我不吃牛肉面
武力天花板不是通天犀吗？(
夏冬青
COSPLAY
之前四个游光买家不是都入狱了吗
之前四个游光买家不是都入狱了吗
张：我大号密码忘了
点赞啊
秘书省不是批注的吗
巧了不是，无天佛祖前身是魔罗，魔罗是魔王波旬别名，这波是我扮我自己(
吸毒
确实没有妖魔鬼怪，只有异兽
秦孝白还兼职唱ost。
qinzia
感觉这里有点不合理，按照老费和他们的关系，救了卢凌风怎么会不第一时间通知喜君呢
8个案子的幕后黑手方丈来啦
雷区蹦迪
李火旺？
超长的滞空时间
哈哈哈
这是汤晶媚啊，特种兵1我觉得她巨好看
哮天犬！
3
书老师？
哇…这个解释好好
真坏
崔器
姥姥
当你考试写数学卷子不会时:
喜君T_T
方丈第三季绝对是BOSS
凶手一般都是老戏骨？
.0.
很难评的夸赞。。纯粹是古代背景忍了》
洛阳一别已是终身大错（想起了某果子狸
热知识：这面墙剧组花了几百万
忽如一夜春风来 千树万树梨花开
卢 作揖的这个手势是啥啊，咋没见过
是吉卜力啊！
尾巴是细节
他是不是二丫
这好像是虚竹，应该是吧
遥怜故园菊，应傍战场开。
踩雷王 耐扇王
不是，什么叫卖弄风骚？
大威天龙，大罗法咒，世尊地藏，般若诸佛，般若吧嘛哄，淦！
喵！！！！！！
吓一跳
马夫人振刀
你去把唐僧师徒抓来！
冯寒
2000+
鲁智深
我了个罄竹难书大将军啊 想你了牢忌
哈哈哈哈哈哈哈哈哈
卢凌风何在
魔王坐骑就是马？？
第二季喜君的妆造好看很多
小郭同学死的太惨了
还是原声好听啊
丝绸之路
两千多人在看
之前四个游光买家不是都入狱了吗
这宫斗一言难尽
铲什么？
艾斯爱慕
拖更是吧
这个配音在好多地方都听过哈哈哈哈哈
我还是感觉尬啊
no name
锅庄！
这个视角好像安欣
前面苍云的哈哈哈
不会是。。。。
大皇庭！
火鸡面~
风餐露苏磕到了哈哈哈
苏无名怎么会不懂啊 他只是不想斡旋在权力中心，只想为百姓做事啊
这肯定是在救卢啊啊啊希望卢可别误会
看剧的应该都能猜到，淡泊名利的苏无名不可能出卖卢凌风求官，苏是在救卢吧
卢凌风何在
苏无名太牛了哈哈哈哈哈哈哈
苏无名这都想到了
降魔变封笔之作吗
test
老二婶儿
蛇妖我要你助我修行
就知道揭天子伤疤
黑子老师演过好人吗我想问
这个镜头好有感觉！！
许褚
自动刷新
我打女武神？
提前剧透这个方丈是凶手（dog）
崔瀺
这配音cv一听就知道是谁
秦校白想到了长安八万里的李白
deadline 是第一生产力
安西军的将士，他们再过几十年就要跟唐朝算总账了，投奔安禄山也是被逼的
安乐门这个又属于是信息差
第一部也是根据出场顺序写的演员表，只是前两案正好第一个出场的就是凶手
www我快哭死了我的郭庄
天子搞了三次搞不掉，放弃了
岑挚:我不道啊
草席“厚葬”
极光会
哈哈哈哈
收手吧书老师，外面都是JY
方丈，你就承认了吧！
真的有！！
？？？
佛祖有眼无珠
狼牙棒都打碎了，这一击得多大的力气
救命，剧里是农历八月十六，现在是阳历八月十六
马将军：我要写一个大大的惨字
这里真的神还原
“吃香喝辣”的辣就来源于胡椒，在古代是高级食材，不亚于今天的鱼子酱
女人中的女人！！
唉
夸女人：你真是条汉子；骂男人：你真是个娘们
徐知运是神机军师朱武吧
请君入瓮说的是不是来俊臣
第三季苏无名卢凌风一定要把方丈绳之以法啊
通天教主
有樱桃当老婆谁还想出轨
怎么就违禁了呢？又不是吃的
吴道子用游光吗
美窃贼
广西只有一个何老二那就是何俊
比赛第一河池第二
美差这么漂亮的老婆陪着钓鱼
阿祖
我老姐呢？老姐？
来啦
男中女子也
段正淳：这我熟～
陌刀！！谢苗砍的！
卢凌风：看哥不把你迷死！
天呐这个解释
现在！立刻！马上！更新啊啊啊！
cv好像是小胡
第二季就这个第一案可以，后面的都不行
一个方丈，贯穿全集（doge
反派必须要站旁边慢慢看戏、等折了一个再上一个吗？
|、、、、
要毒死李隆基。
虎狼之词
细说铲壁
河老二
几百万，，主要是后来拆了
乔碧罗的声音
唯物主义者万岁
方丈：黑子道歉
这个导演说了，看到观众说猜牌大的就行，导演就改套路了
胖头陀！！！
两部的结尾曲都是于毅唱的，也确实唱的挺好
杨旭文打戏演的确实挺好，表情和架势都很到位
三嫂！！！！！！
劳务派遣，哈哈哈哈
樱桃美丽又可爱 还性感
这里苏无名和樱桃情侣装
看剧的时候我就感觉这个高度就算磕了后脑也不至于死
狄仁杰每个案子死老长我基本都是跳到结尾，实在太慢，这个案子8集，我没快进，真算是挺好看了
你带多少 也得交代多少
我的妈这个时长
第一部的结尾他就打酱油了，明显不能只让他打个酱油
王天放，厚葬他~
老苏都懵逼了
第一部也牵了的，卢凌风主动拉的手
小片片解说就是爽
你在想P尺
车保罗确实很适合唐诡的风格，但是他这个角色，其实删了也不影响啥
\\\\\\
点了点了，别催了，我点了
现在老戏骨接活真难，好不容易有个配角还一直被人当单元反派怀疑
这期长是因为这个案子好像是8集我记得
事业粉痛击恋爱脑正主
太平公主注定失败，所以没办法
我投公主
发工资都用这
不“代”你想咋地，人家得给儿子留着位子
nb
杨过，杨过，你是杨过，是杨过
小葱和猪油
老苏是真的会玩啊
胖头陀
没有对比就没有伤害
弹幕不知道古代都是阴历吗
魏风华上一部把公主身边的韦风华写死了，白杉（柏杉）这是准备一直留着啊，编剧可以把自己写死，不好意思把导演写死
剧组厉害啊，连通天教主都能请下凡
通天教主
哈哈哈
这还不明白？↑搞笑来的
安西都护府
太有精神和体力了 羡慕
耗资为之
中娘将
小郭杀青了
666
你看得到路吗？  装什么装
你这接的，抱回去以后捂着腰离开，嗯 累啊
中狼酱
这个案子是凶手好猜，大boss猜不着，没看第一部的是猜不到的
质量最高的一集
此时岑典军还在跪着扇自己
主簿那图鲁
唉～～～郭庄啊～～
天呐
这是于毅最好看的造型
你这个时长。。。
笑死
你就是懒
裴喜君者兔子造型挺有意思
最近这段也特别火，各种转载
甄远道
觉悟太高了
这就是爱思爱慕
好惨
666
画了个魔王吗
好家伙
贤得真是时候
没必要啊
j2
甲方爸爸呢！招租！
看来郭庄危矣
时长好评 爱了
人家明明是英俊哪里难看了哈哈哈
代
卡拉瓦乔
卡拉瓦乔
看脸的社会啊
苏无名钓鱼愿者上钩
天花板
一定是个天策
杀人诛心
刀羊
怎么每个马夫人都这么有女人味
宝马
有多少人不小心去看了唐朝异闻录的
怎么一个普通的杀人案，能惊动大理寺?
这个转场，呐，这就叫专业
第三季我必将方丈绳之以法
胡夏？
耐打王
轻红！是轻红和独孤啊T_T
当时看的时候我就猜到弹幕肯定有人对女中丈夫这个词有意见哈哈哈
笑死小卢天天被妈妈太子拿捏
正好这会儿都有佛性了，可以出家了
是晋松
结果探了一季案一点成长没有，还信神鬼，收徒收了个寂寞
马！救一下马！
鲁达火箭炮
元芳也被陷害过
创立江山，杀人无数，岂有鬼哉！
第二季没人看吗
马将军
哈哈哈哈哈哈
锁：？
阿祖收手吧
他真的好爱他
就怒了一下，这很睿宗，哈哈哈哈
白日焰火
有点像樊少皇
哇，这一下，很像 比拉布 赵靖忠
每次都是差车广
介不是钟馗嘛
我去干掉孙悟空？
长安诡兽传 开启
下一季 太平公主就是嘎了
防魔喷雾
甘文崔
菲尔普斯
县委
无天
年轻就是好，睡一觉啥事没有
樱桃好帅
太精彩了
红豆生南国，公主生男模
我白眼都翻上天了，你们老李家真是全员影帝
llllll
s
完了，必死无疑
你的小弟已经被我搞定了
就是皇帝安排的，皇帝先后搞过三次这种事，长安红茶，参天楼，降魔变，都没成功死心了，直接退位
黑猴西行
现代的古董其实在古代也是奢侈品，古代值钱的东西才大概率能成古董
你可以上大号嘛
喜君宝宝
想不到现在居然还有高人能画出这么精美的壁画感觉和古人的都不相上下了
怎么一个普通的杀人案能惊动大理寺
这个剧才赚多少啊还特地画个壁画也太烧钱了吧
其实搞谋反的就是公主啊
这么说来其实太子才是正派毕竟他是名正言顺的天子啊
皇帝退位有啥问题啊？反正皇位迟早是太子的你不给儿子还给别人吗
10万赞更新
快点赞
这年老变年轻什么药搞得给我也来一份
尽在掌握之中
你的人马呢？哈哈哈
握草太狠了
外面都是成龙哈哈哈
你是想听小品还是江南
法海：大威天龙
你装什么糊涂  你就是我老公的弟弟
拜占庭帝国！
哈哈哈夫人是真的好美啊
好像 dota 剑圣至宝的语音配音
没人感觉像钟馗吗？
哈哈哈美釹喂葡萄
当面说杀她唯一的亲儿子哈哈
鬼市歌女是红袍女巫(bushi)
喊破喉咙
美美的兔子妆
很润哥
大理寺卿猫爷
其实我一直很佩服佛祖，他是怎么能忍住色欲完全不为所动的
我真感觉这个电视剧是按电影的标准来做的
看电影了
好像是吃醋了哈哈哈
徐知运是雷轰啊哈哈哈哈
公主很多孩子，卢不一定是太子
卢肯定认识公主啊，人家很大才去范阳
并没有一心只有儿子，后面也让卢被贬了，对卢这是因为儿子从小不在身边，并且是第一个孩子 感情总是不一样啊
对下属怎么可能一直好啊，肯定要恩威并施啊 这算什么通络人心？
哈哈哈哈哈哈哈
阿祖，收手吧，外面全是成龙
香积寺之战就是李嗣业带领的陌刀军击溃了叛军精锐曳落河
无天？
陆瑾
赵吏前传
好多老熟人
冬青:我，我的眼睛
赵吏附身了，随后直接可以勾魂了
哈哈哈这丢枪
猜到了岑参
哦豁
前期是真善要是一辈子这么伪善就好了
守鸡待费才是
公主：绝我的后？？？
《雄壮》
这是不是莲花楼的和尚
没跟错人只能说人和马都命不好
？？？？？就这么死了
岂敢班门弄斧？
来俊臣的手下，那可酷毙了
陈思诚？
薛崇简
舒老师？
尤其是每天傍晚都消失几个小时
致敬成龙是吧
？？？这俩人不对劲
那图鲁?！取我打狗棒来！！！
打成这样了，寺里的东西一点都没有毁坏
想起来牛头马面
卢凌风何在
苏无名呢
贯 星 长 枪
反 唐 复 隋
致敬大贤至圣先师拉姆
藤虎一笑
我打宿傩！?
这就是马夫人的老公，被控制了
转 瞬 即 逝
出院！
这是鬓边里商细蕊的妹妹呀！
姑娘真是条汉子
给我整笑了哈哈哈
面 非 面
异兽是汗血宝马 人是将军
胖了
赤 砂 蝎
这时长爱了爱了
这里没看懂，怎么对师弟这么好
不可能有大理寺代少卿这个说法，正确的应该是检校大理寺少卿
衣   鱼
不好看 哈哈哈
难怪杨贵妃喊冬青三郎～
皇帝：还能咋办啊？只能退啊呜呜呜
灵摆的既视感
不会塑造女性，要么就“妇人之仁”，要么就“最毒妇人心”
这是书老师原声吗？
太漂亮了
公主第一部说忠心比能力重要，第二部找了个只有忠心地哈哈哈哈哈
哈哈哥
江南炮王林俊杰吗
原来书老师前段时间京城大师赛不打来唐诡拍戏？
书亚信！？？？？？？
贯穿了第二季的嫌疑人
怎么一个普通的杀人案能惊动大理寺
卢凌风何在
本人中元节实名观看
本人清明节实名观看
收手吧阿祖
业界良心，这个也适用于up主
他以前口吃，现在好点了
机智啊，长安已经成血肉磨盘了，就得赶紧跑
春琴抄？
第二季的boss就是方丈
凶手就是方丈
所以前面那个人卖的胡椒就是这样来的呀
对啊，那不是还有一个老板娘还两个弹琵琶的女子吗？
中元节看的点赞
+
马九斤这是你舅！
不是靠推理，第二季原本40多集的，删减了很多，所以有些剧情会不连贯，可能就是删减的
这一期文案挺有意思
主角会师，悬案必破
马将骑
车保罗爷爷！！！
就怕你把第三季奶没了呀
老费是全剧积功德最多的人，救了好多人
这下毕不成业了
病娇师弟
方丈这一季不杀人，下一季肯定杀，我就不信第三季他还忍得住
这部剧的构图也是顶级，把国风美学展现的淋漓尽致
好装啊
凌霄
剧透一下，方丈是凶手（狗头）
好尬
string
唯一的凶手出现了
这是马塑吧
鸡汤来咯
嗣业乃肉袒，执刀立于阵前，大呼奋击，如墙而进，人马俱碎
齐大柱可惜了
白嫖是大唐文人的最高成就
哈哈哈哈哈
不！她是女人中的女人！雌性中的雌性！
第二季比第一季好看！
李嗣业一个人改变了香积寺的战局
牢 周
大唐雅量是这样的
鸡皮疙瘩
一小时？？？？
为什么这画面有一种模糊感？？？
.0
这哥们好像张译呀
唐诡盛产颠公
哇塞这里好赞，都是金吾卫都很厉害，而不是就主角一人就干倒反派了，好赞吖
（ 鬼 叫 ）
我就知道黑子老师
猫眼？美甲人都懂
苏无名就是故意出去的啊
终于来了！！！！！
看到这里，我就觉得唐诡里有一点遗漏，那就是反派想上位都只靠诡事，完全不考虑招兵买马啊，那阴谋再精细也架不住人少灭的快啊，不过我不太懂，可能招兵买马是死罪且更容易被发现吧哈哈哈哈
时长好评
中
不会走差路因为他自毁双目但是不会完全失去视力吧，可能是暗+模糊，
这案其实没有那么紧凑，有点乱，只是最后都能解释而已
收手吧阿祖（
敬你是条汉子
花非花，雾非雾
郭庄！
我就知道！
黑子老师这么大个大腕？不会只跑个龙套吧？
这树葬果真随便，直接就给人放树上了……真树葬得挖个洞啊
真猜对了，我是医学生！
这段笑死我了 岑说尽在掌握哈哈哈哈哈
霍光
这就是教梁知抓书虫的大胡子吧
这里小卢看到师兄差点委屈的哭出来
怎么一个普通的杀人案能够惊动大理寺呢
up，真的是太好了！！！投币投币！！！(ToT)(ToT)(ToT)
画人物画像感觉有点万能了，每次都画就没意思了
拜占庭精锐甲胄骑兵
滑马
真的是齐大柱
闹呢？？？失去双目还拉车，认得路吗
区区数百魏军，看我一击灭之
赵吏懂得多
曰慈曰简，曰不敢为天下先
樱桃：你来给大家整个活。红袍人：忽略！
而且活了一季还没死
精彩！
快更！
商务殷语
我在电视剧解说里学化学—
杀孙干嘛，这应该杀她啊
身高差，踮jiojio哈哈哈哈
可爱捏
不要去啊郭庄 呜呜呜
7
、
收了。
这位更是专业对口
笑点在哪
谁家花魁这样穿呀
唐都快完蛋了你才想起来复隋
催更啊！！！
6
陛下为何造反
无能狂怒的皇帝
我嘞个汗血宝马啊
野生乌膏
催更
让我尝尝吧
喜君是超绝恋爱脑
都用了外包2333
一步踏错终身错，鬼市伴舞为了生活
给苏无名脖子都气歪了
不要用男性词夸女性啊。。。
为什么要用男性词夸女性……
军 火 展 示
敢什么什么？
卖香烟的
汤晶媚
那图鲁估计有问题，看演员知结果
佛教谈业力
他这是系统给导航了？咋认识路的？
丸辣！
卢凌风看到汗血宝马两眼发光哈哈哈哈
黑子说话
就是叔嫂关系，不懂的可以参考慈禧和弈訢的叔嫂同盟
泥头车哈哈哈
天子：你是在质疑我的正统性？
是要死了吗
娘！！！！！
好像鸭子啊哈哈哈
贝尔
不会就是中元节吧
甄远道！
你看，又急
也是镇魂里的教授
原来就是生儿子的好处
点赞啊家人们
补药啊！哭死
费鸡师：说谁难看呢！我姓费名俏字英俊
但是这些增加了真实感
乌梅子酱
还差2w加油啊
.
美窃窃
这个故事太牛了
币必须给
Facebook了
元芳
卢凌风何在
无天是你
没学过但是为了杨过我全文背诵过
梦幻西游飞天舞
人面花案在洛阳，怎么会在长安乐游原
太痛了
魔罗波旬的三个女儿
又跟灵摆联动上了
诚信互刷
好伟大的镜头语言
超绝茶艺师
男人中的女人
甄远道？
。。。
这是不是参加桃花坞和宋茜特别好那个
正在吃葡萄
哈哈哈哈哈哈哈哈哈哈
我们新野的
身体刚好 24小时干活 满满牛劲
阳春面哈哈哈
卢凌风使用手册
元芳！
有天策血统
我来搞定变色油墨
出两个呢
汗血宝马还是干不过哮天犬的
我眼睛也直了
都不让人家躺着
转瞬即逝
cpu高手来了
所以苏无名是保了卢凌风一手啊
他眼睛是看不见，但是，挑的位置还不错
前面说的有道理，他不拿根棍子不怕掉沟里啊
以后门口写上：禁止随地大小演（doge）尤其某位知名不具
秦：你没有艺术细菌。卢：不，我有（喜君）。
费鸡师太好了
加油！六万了
佛祖:不会就别瞎说，我闭着眼你就不用点了
难道不是因为佛祖是闭着眼的吗。。。。。
期待！
更
更！
啊？摔死了吗。。。
卧槽，真是抢一作
不要啊
公主手下到底有多少25仔啊……
等等这不是我的大殿下吗（doge
此处略微不合理...
后面太阴会就做了类似的处理，将太过庞大的故事分成了两半
真细啊
744760661
吓到了
哈哈哈哈哈哈惨了捏
@天策
《你厉害的像个男的》
公主要是当皇帝，那小卢就是太子了
有点像猪叫哈哈哈
哈哈哈哈哈哈眉眼之间毫无丹青之意哈哈哈哈哈哈
哈哈哈哈哈哈哈
保罗·菲尔普斯
卧槽，这剧什么神仙阵容
不是  哥们？
欢迎回来
阿祖啊，收手吧，外面全是成龙！
一脚踢开他不会怨你啊，为啥要找死
第二季第二个疯批男，第一个当然是秦孝白
自在天魔王
这一块一边说太子一边是公主，苏无名在中间
公主故意挑拨的吧
咖位大就是boss
夜袭敌军，错其锐气
老公
老公们
猜是公主作祟
还有美女作陪
这段应该讲下苏无名对自己的认识 挺重要的
岑夫子，丹丘生，快喝快喝
这个不是亲爱的热爱的里面的教授吗
公主的演技有点差
恶心 夸赞女性优秀 要说她像个男人
夫人真的好漂亮啊
这段好有灵摆的味道
应该是化用了芥川龙之介的小说，跟地狱变那篇挺多相似的
第二个案子有种大宋提刑官的感觉
？？？？
pH
啊啊啊啊啊老二婶
神张飞
哮天犬怒擒白龙马~
我学过我证明真的有这个理论
手撕卢凌风
这差事那里有，我要去应聘
男中妻子也
是个狠人
阿祖 你收手吧
一生大笑能几回，斗酒相逢须醉倒。
这一家人都被骑了
费鸡师：说谁呢！
这画画的演的好夸张
哟 赵吏
齐大柱！
好看好看
这难道就是，赵吏的前世吗
裴喜君的眼，苏无名的耳，费鸡师的鼻子
师弟是梅梅哦
反唐复隋
女就是女，不是丈夫
这时长！！！爱了！！！！
汉尼拔:我也妹去唐朝啊
白牡丹~
两鬓苍苍十指黑
伐薪烧炭南山中。满面尘灰烟火色
刘琮！！！
大唐没那么严格的文武分家，所谓的文职仅仅是差事的区别，跟能不能打关系不大
+ +
笑毁了哈哈哈哈哈哈哈哈哈哈哈哈砰砰的跪啊就是
郭～庄～小天使！
这说明方丈时凶手
陆仝：我？
这就是不说了
风雪山庄我没猜到最后
还有他外甥
什么牛头人
赵立前生
关键还得看我们老费
阿祖收手吧！外面全是卢凌风！
怎么一个普通的杀人案能够惊动大理寺呢
