但，这还是2D的视频
这种不密闭的，在打印过程中，热熔的树脂会散出有毒气体。而且3D打印的精度普遍不太高，高的都很贵嗷
这个过度不是电影级别的，后期好好努力！
可以打印斐济杯吗
缩小帽，我哭了
一点卵用都没有
这期视频怎么这么大的~~~~~~
打印一个八小时起步吧
有大雷
激情下单!!!
打印枪支弹药，这很刑
啊，为什么你何里何气的呢
说的我都心动了，赶紧点个赞再走吧，，，
材料不一样价格就不一样了，虽然会有很多奸商
Y喷是龙（虽然这只不是Y喷，还是提一嘴）
打印机2W
喜提：公司捣蛋王称号
不是 哥们 你这不止3D吧
啊
我靠
讚阿
只能说明这玩意还没到真实用地步
有点内容啊
印度怎么你们了？
我 就是 建模得
決定買瞭買了  一台多少錢  那個牌子
哇靠  打印這麼絲滑
我決定買一台  我都忘了3D打印機
哇靠  我也想買台來玩
啊啊去啊啊啊啊
矮弟儿
啊，大雷
大哦
2块不止吧，材料36一卷
没位置摆放收纳
打印你材料费多少？
拓竹打钱
女版何同学
可以打乐高吗
卧槽 第一次刷到长得像我前女友
好霸气！
长大了呀
这个形状真好看啊
打印枪支这很刑的~~
现在经济环境很好啊
我都是用3d打印笔画着玩
喜欢了
是这样的，接触外语游戏然后开始学外语，想组电脑然后学硬件参数知识
这不琴叶榕吗
这真的很帅
那个龙！我在景区买过！70一条！
想问能打真人建模吗？
好漂亮的up，我要打印一个1：1的
仿真硅胶玩具
我喜欢斗兽棋
为了部落
好无聊。。
挺大的
所以这，是一期3D（区）视频
建模buy'oq
那不玩无聊东西的你肯定很无聊
还是2D的你啊
原来我买的玩具是3D打印出来的
所以3D视频呢？
不用选了，拓竹A1miniOr tuo
这个手，666
大
我想看3d视频
鬼打墙
易用？只是对你们初学者而言罢了
爹
何同学？
怎么能把QQ放在桌面
拓竹A1
就这套衣服，我都忘记这一期视频说什么了
蘑菇象棋其实不好，因为分不清菌子
暂停
女何同学？
不是？这 合理吗？
而这，是猫
欢迎回来
炒面达人来噜
不是姐们，你一个A1干了这么多？帕鲁A1
tb买几个妹纸3d模型，那叫一个刺激
森林之子同款？
懂了 一定 要 买 拓竹
达文姬！！！
可以打一个3D打印机吗
啊？
大了
大了
哇 暂停成功 好大好大！！！
焦点不准
胶佬狂喜
完了我想买了
有一种何同学既视感
懂了，一切玩具、模型和摆件，最终比拼的都是房子。。。
6666666666
打印手办（？
laopo
这个看起来是个吹风机，其实是个剃须刀
电费一点都不费
。。。。你家里有点有用的东西吗
听说你玩的比较花分享下视频
.|.
这个衣服我受不了了，我要三连
这玩意不是金属的吗
？‘
啊？
有毒
啊。？
开关开关666
因为这个东西可以摆摊卖掉
这个是真的想要
这是D吗
这是女版何同学吗
gf  ：大胆
阿弥陀佛 阿弥陀佛 阿弥陀佛 ·
逐渐小何化
这拍摄风格不就是何同学吗
喜欢红色
这胶吸多了会不会不好？
何同学同款开头
战锤50k？
今天字幕太碍事儿了
我看是36D
3D龙呢
好想要!!!!!
我为什么老往回拉
呼之欲出
这是36D的up
懂了，自制手办
叫姐姐
打出来的效果比较粗糙，不光滑
卧槽，你这真的吸引我
劳大视频模式别吵了
“影视飓风”世讲解
影视飓风抄了
不是二哥打的就是3D打印
又想骗我买打印机
别想了，买回来就是个积灰工具
喷火龙是火系+飞行系，没有龙属性
老婆
火+飞
三弟打印机，有没有二哥打印机
打炮可以的
可以用3D打印机再打一台3D打印机吗？
难怪手办越来越便宜了
不是GG ag差评
Powered by HTX
带子
琴叶榕啦
视频5分钟了还在说...
打印纹劝退
这打印文完全用不了啊
你重头说一下，没来及听啊
我肯定打印各位老师
这就去换1000块钱硬币
这个好这个好
这玩一局，手指疼三天吧
自己建模，什么都行，各种黄油随便来
甜？那肯定不是光固化3D打印
动辄好几千，买回来干啥
卧槽，赔我显示器
骆歆？
有被安利到
明明是3D
我已经想要了，姐
这，是佳能400D
这衣服非常好看
我的注意力已经不在打印机上了
3D打印的垫具
两块的成本能卖十几倍，区区电费何足挂齿？
这是猫
者
她一定觉得这个创意很酷
暂停
那我的3d视频在哪里呢
3D的视频呢？
小米其实更性价比
《感觉这个UP主是何同学旗下的》
《感觉这个UP主是何同学旗下的》
懂了 可以用來獎勵!
宝宝亲一个
懂了 3D龙
一眼Voron
我买了两条！
36D也是自己打印的吗
3D打印复制机器0.6缩放板
skr~
好啊好啊
- -所以现在什么人家里还有那么多硬币？
哇  哦哦
眼睛移不开了
亚克力能自己做立牌吗！
怪不得最近都不更新了！
可以用3D打印机打印3D打印机吗？？
说喷火龙不是龙的是认真的？
我去！
巨
3D视频是什么意思？？
我怀疑你会打些不正经的玩具
红色吊带爱看
问二弟和三弟都去打印了，大哥在干什么？
直接买解压玩具会不会更加便宜简单？
连接上了
我打印过枪，而且能发射
我现在玩3D打印都是从自己建模开始
可以打印硅胶或者TPE吗
2000
篮球有主人了
可以打印 硅胶模型吗
哎，没一个有意思的
战锤 40K
战锤
有50个人需要，结果500个人在卖
10多年了，3D打印又热门了？
有实力
pla是这样的，玉米淀粉加工的聚乳酸加热之后问起来甜甜的而且环保无毒
L8168
我的屏幕，你赔钱！！！
打印机多少钱一台
三弟？哪有三弟
10块一个
首先，你得有一个大型工作间。那么支持房地产去吧
淘金热，赚钱的必然是卖铲子的
给我打印个别墅
能给打印一台打印机吗？
我觉得不保真
打印啥
那是不是还需要一台能做3D渲染的电脑
我是大学生结构设计大赛第一次要求使用3d打印参赛，自学了建模
有毒就是甜
增田的d
解压玩具
沙僧和张飞的打印机
味道受不了
多少钱
安倍切能打印吗
duang
打印机不是问题，材料才是问题
我自己打高达模型是不是比较省？
能打硅胶女友吗
富有但不慷慨
痛失韩国粉丝
哈哈哈哈
为即时策略的卡牌游戏画蛇添足，浪费时间
没有价值
其实就是灰尘收集器，，，
把你抱回家
细说diy
我选择面粉
真*小孩玩具
呃，很久没摸过硬币了，用不上
2D视频怎么看不见？
卧槽 赔我屏幕
价格呢
我们小区好像很多奶奶带着孙子
买前生产力 买后造玩具
用3D打印机，打印 ，3D打印机会怎样
P1S毫无压力
暂停！
开炮！！！！！！！！！
奇怪的型号
毒素的甜味
cad自己画
我去！缩小帽！！！
打印一个自己1比1的
有东西啊
什么酸？？
我也喜欢（嘿嘿
3d視頻呢？
苹果也是个门把手
打印材料有这么Q弹的吗！！
我摸到小宁子的手啦~
自己设计
还是自己建模好玩
哈哈哈
都是打的玩具哈哈
可以买一台
好厉害啊
打印乐高，官方下图纸，就很舒服
比溢价的拍立得强
三连了
能打手办吗
又想骗我买数码系列
买个打印个网球拍
哈哈终于等到拓竹
什么时候金属普及，还能打印模型
玩不起啊
哈哈哈，已经 玩了五六年
你们好过分··
也不至于那么便宜，2块钱那种很拉的
这么有实力！？？
自信一点，95%的人都用不上
开光船
衣服点赞
P4G
王多鱼投了~
热打印臭，UV打印毒
突然好想买台来打印水星领航员的娃娃
靓女喔~~·
茄子
打印个算盘
香蕉
黄瓜
好了！ 你说服我了 一直也想买一个这个机子
3D建模太难了
这个能打兽装头骨吗
玩这个最好，你别会建模。不然很容易非法呀。毕竟我们有火力不足恐惧症。
确实忍不住
她在说什么？
琴叶榕
懂了，买回公司打
价格2199，这价格依旧可以劝退我。。。
受不了好像我前女朋友这里
小宁子这么有实力？
放心，你赚不到这个钱的，玩玩儿就可以了
还有固定资产折旧啊
其实它是一个痰盂 (●ˇ∀ˇ●)
不行，完全不能集中精神在视频上了
传说中的羁绊，哈哈
别凑这么近，还是有毒的
必中
我三弟也是搞打印的
6，猜不出来
摇钱树
精准点赞
我逗敲碎屏幕给孩子我吓得......
这么说 盲盒也可以打印了？
你变了，让人没办法用心看视频了
其实1000那个效果吊打后面这两个
Are you OK
要不你帮我打
一体成型骨架。
买前生产力，买后……
这衣服选得。。。。
可是我不会建模
bgm是 幽默曲 德沃夏克
'
我还以为5元有一台打印机，标题党
能打印杯子和小玩具吗
创生之法
能打印大型手办吗（doge
然而自己做的菜是做没有味道的
那么代价，
音画不同步，我说怎么有点别扭
你赢了   成功种草了
旗舰店asgony
什么显卡这么便宜？
不会建模 不想用别人做好的参数
有没有金属打印
我们这学期3D打印课也打印这个小船了
有，我也看到了
我们景区20元
增爹
能打印甲基钯吗
琴叶榕
这期积极向上了兄弟们
询价不等于买
上ABS啊
我要打印个UP主！
喷火龙确实不是龙族的
精度好像还不错
对小宁子又见钟情了
开罗尔打印机
三弟打印
小宁子太好看了
hhhhhhhhhhhhhhh
喷火龙不是龙，椰蛋树是龙
炮打金枝
肾防垫诈
收藏起来10年后买，现在初中
能打印一个内增高吗
能打印一个假内衬吗
爱了爱了
可以打印妈打系列吗
拼回去很麻烦
效率和成本呢？
我的手机！！！
可以，机械都不想工作2333
限制我的只是家里没地方放，不然...
2000+
并不易存储。很容易受潮
已经好多年没见过硬币了
模型要钱。
拓竹a1
你打我屏幕干嘛
我们的目标是打印小宁子！
许愿
许愿
哈哈哈哈
哇~~~~~~~~~~~
那岂不是手办自由
3D打印强度不高的
支持FREECAD吗
终于发现小宁子是真的大
没错，砒霜据说也是甜的
Zack King 是吧？
那个手怎么毛发这么旺盛
你的良心，被我吃了
淄博夜市卖12元一条
存钱罐有了，硬币在哪
3.
模铸做这个不好做，关节位需要再次后处理
秦文龙
不是哥们你告诉我这个比打印机还大的玩意是打印出来的？
能打鼠标模具么？
目前稳定性好的吧
也打不了杯子
说电费的，你拿到水电站旁边打不就好了
有光固化3d打印工厂
什么比动静
是的适合小批量生产
3地打印
关键打的都不是刚需物品，不如搞些收纳盒
打桌游收纳盒和场景很多淘宝卖的
你赔我屏幕！！！
打个爱情公寓的“创界山”
竹子是啥？
是增田的跌
代价就是需要建模
哈哈哈哈哈哈哈
打乐高？
可以打印硅胶玩具不
电费贵啊
可以打乐高积木么？
那是阿罗拉椰蛋树
有泡沫
否定否定
有没有ben10的模型啊
硬了
有没有甲醛
能不能打个有用的东西
触发东北话母语
存钱罐
能打印出可以震动的那种吗？
达文西
建议petg，天瑞之类的就很不错，通常比PLA便宜，用店家的预设并没有什么难度
还是没到主题，成本5元的3D打印机呢
赔我屏幕
前面说了有模型分享网站 直接下就行了
把国王拼回去的过程会很漫长吧
BGM：幽默曲
少旅游一次就行了
《增火龙》
打乐高
我的打印机从不用来打印这些无聊的东西
还好啦，吃顿饭都要四千，少吃一顿就能买了
慢点，大得一闪而过
是可以变任意棋子，只是后强力，所以一般都是变后。
老婆真会玩
这是家里房子大的人才能玩的玩具，不然打一堆东西都没地方放
张飞打印
没钱
打印主播的手办，然后卖服装？
就是，好看的都要花钱买图，有钱人的玩儿
机械贵呢，过了新鲜期后还不是放一边
打高达
3d视频呢
打扫卫生想丢系列哈哈哈
打印机容易坏吧
、
德拉诺啊
琴叶榕~
哪里有钱存
666
缩小帽真是神作
博启！
没觉得
66666
Shut up and take my money!
能够打那维莱特吗
赔我屏幕
你会3D建模吗？只玩别人的模型，直接买更划算
光固化打印机效果更好的多
突然成长了的感脚
可不可以去掉字幕，让我专心看视频
败者食沉
美国：3D打印樱桃当水果卖，了解下
美国：3D打印葡萄当水果卖，了解下
无敌
美国：3D打印蓝莓当水果卖，了解下
美国：3D打印水果当水果卖，了解下
美国：3D打印水果当水果卖，了解下
时间成本高
厚礼蟹。。。。
你好漂亮
三弟
不止D了吧
2D的视频你给我看36D干嘛
3d打印之所以没有被大规模应用于生产，除了强度很弱以外，主要是效率太低，想象一下，如果我对一个零部件的要求如果是一千万件，用3d打印，那就难绷啊，3d打印就特别适合初期做demo，批量做成本太高
买这种东西打东西摆摊，明天是对创业有误解，自己多出去被打几次脸就好了
三弟打印
给你存两个吧
等一等创想k2系列把  八月底就出了
幻术
一张显卡的钱
3D打印的学生 自己小组组装的打印机 拓竹的测试文件再熟悉不过了
有没有天火圣裁
德沃夏克
没有美甲好评
要不闻闻光固化的
模型自己下载，但原材料有毒，要在通风环境下作业，而且靠谱点的都要大几万起步
只买贵的
全自动打桩机
我要有中国那啥银行背书的那种玩意儿
吃灰神器
你赔我的屏幕
你这3D打印机能给孩子打印卷子吗？
又想骗我买打印机
能打高达吗
哇，这个特效好强！！
我第一个是大学为了期末混学分打的小齿轮也还在！
挺圆的
3D打印车头灯？
hhhhh
它是个风筒+须刨
我的屏幕！！！
关键是2000多，买个switch不比这个好玩？
Shapr3D好评
返回重新学习姿势
懂了，已投
今天这着装，我这关注点让我内疚。但真的挺好看的～
小宁子在玩波斯王子失落的王冠？
琴叶榕
长尾理论
3弟打印机
谢谢，我自己奖励了自己。
好看
淘宝已经一堆，卖不出的
这就买咖啡机
3000以内可以接受
电费呢
树脂有毒性啊
我心动了
主要时间成本大
乐，拿不到怎么办？
打你
主要现在一年也见不到两枚现实硬币了
都是落灰神器
你就直接开头报价格得了
《影视》版讲解
关注了。忍不住了
那个 章鱼我还买了个
成功率多少
kakdsmkamkmkdsgjrqlapaemkdsgjgaqmk
那么 代价是什么
乐高: .....
螺旋式上升
打印机耗电量很大的，要一直开着，主要是电费
卖给谁？
还是CNC吧
对，打印个盒子外壳什么的还不错
手办要光固化打印机
能不能打个三上优雅
还有好多小的电子模块呢
你既不会喷火，也不是“龙”凭什么叫···
别闹，义乌工厂会教你做人
印度:啊？
离谱
还有运费呢
我记得这个打印出的东西比较粗糙
我喜欢做手账  买了台用来做六连印章  超级划算
暴龙王不是龙
能不能把手拿开？真是的
可爱！
你是故意的吧
晾衣架
这个姿势好美
可以打印小宁子吗？
3D数控就是3D打印前身
到底我是怎么做到的
翻七十倍卖给老人小孩
都是男孩子玩的东西
超级吃灰
bjd能吗
打印男朋友
劝下各位，如果你不懂。就别入手。
熟悉你需要自己设计模型
关键是怎么收拾 脏乱差的
小宁子的大学专业是会计吧
太酷炫了吧
网上卖的价钱差异大 是因为有些人打的龙填充只有5甚至是0
也就PLA玉米杆做的能闻着甜了
我投还不行吗
打一个UP
可是让儿子拿到小学生跳蚤市场上去卖会有很好的销量
电费呢   贼费电
我想打印钛合金自行车
就是小吹风机
打印枪支子弹.....
这期我一直盯着字幕看
are you OK？
不会建模
尺寸有限制……我想打印乐器
可以打印不穿衣服的手办吗？
太酷了
升变
PLA毒性没那么大，别没事凑着闻就行
能打印一个小宁子吗
能打印一个女朋友吗
上1秒2d，下一秒3d
PLA(聚乳酸)
手提电话同时是个须刨
正解！我是学这个的，整天就想着打玩具
主打一个玩具，能干点正事吗
能打律师徽章吗
真3-D
经典生产力
dnd！
拓竹A1
9.9交个朋友
我喜欢真人解压玩具
可以啊
我就看你入手
我还倒回去看了好几次这个专场
petg打打小摆饰很好，精度要求高的话不太行
果然还得是竹子
风风风犹存
直接三連
这是俺老婆↓
花里胡哨
PLA 0.3块钱一克
你是闲钱太多了……
等等？结束了？这期说了啥？我咋感觉小宁子怎么好像不一样了？
哈哈哈哈哈哈哈
等等？结束了？这期说了啥？我咋感觉小宁子怎么好像不一样了？
幽默曲
真不戳啊
幻龙
暂停
竹子一步到位
真的好像和同学啊
【【【【【【【【【【【【【 前 方 暂 停 】】】】】】】】】】】】】】】】】】】
打印的时间需要很长，时间成本呢
这精度还不错
神奇玩具？？我想的有点歪
竹子的风吹到小宁子这里了
这何尝不是一种赛博购物呢……
骰（sai3）子
想打好依然需要动手能力
还要沟通费、设计费、电费、损耗费、维护费、邮费、退换货风险费
你是凌凌漆是吧
龙已经6元一条了~~~成本7？邮费呢？
解压大师剑
你猜有没有毒
不许你打她！
建议新手直接上SLS(dog)
亲生的
这期我一直在暂停和后退间度过的，你们呢
谁没打过？
拼西西几百块钱就能打印  哈哈
矮地儿
55555555555
是个刮胡刀
我去去就来
能打高达吗
打印不出来细胞。我不是很认可。
这玩意无毒吗
《奖励》
细说现在这个经济环境
哈哈哈哈哈哈哈哈哈哈
我的是voron 方块
你不得有个很大容量的家
不是哥们儿
哇
能打Rtx 4090吗？
这是3D
2000还真的是可以入手的
这个真牛
不 这是36D
这件衣服仿佛让我回到了05年的那个夏天
wooo~~~
琴叶榕模型
何同学雌化版？
建模主要就是建模软件和编码解码导入软件
这是一条3D视频
可以吃吗
第一个甚至买了
是病得治
牛蛙
成就感拉满
哈哈哈
东北姑娘~~
好了好了  你该下播了  该我来玩儿了
这种棋子游戏15面前在美国见过
A1mini，尝尝鲜
小游戏照进现实
你是何同学的什么人
啊
成本低，效率也低
专属玩具
有点东西
瑟瑟发抖
有点东西
有点东西
这个姐姐可爱可爱
得先学会建模
张飞还会这个？
这衣服真红
服了，这存钱罐
人挺漂亮的
吹风机
注入剑魂
amazing!!!
手磨咖啡
无语了，这是我学校下课铃
打印农场了解一下
我等小米出这玩意
一样
鲨鱼我打过！！
（慢慢 ）
为啥走性感路线了
pdd批发已经跌破4块了。
小东西吗
漂亮啊
【自沙行为！！请勿模仿！！】
一拍即合
《职场霸凌》（雾
这期讲的啥我好像有点梦游
来了来了 ~~
光固化还得搞排气
给你两块，给我打
非常3d
因为他善
不是幽默曲吗
二弟打印？三弟打印！
哈哈哈哈哈！！
这期诚意满满，三连有了
別闻啊
吊带
赔我屏幕
很刑
虽然会用CATIA。。。
落灰神奇
个人DIY才是重点
金属是SLM
椰蛋树才是真正的龙
哈哈哈哈哈哈哈，史诗级哈哈哈哈哈哈哈哈，这个开关哈哈哈哈哈哈哈哈哈
包选FDM，SLA太臭了，而且SLA材料不便宜
这是我最最关心的，哈哈，有目标了！
烟灰缸（小傲音
打炮～～
《打炮》
可以打印不能播的吗？有人回复了赞我下
这个手势非常的AI
别搞我，我都快心动了。
琴叶榕
图纸咋来？
后面的手办是谁，亚索？
那么请问我能在什么地方找到这50个人呢
姐姐可以倒模卖
光固化需要空间排掉废气
琴叶榕
bgm可能是摇曳露营的插曲
我要看3D视频！
欢迎回来
拓竹是真的离谱，短时间内突然就成了行业巨头
能吃吗
So cool
哥们直接自己做
你那件红色的衣服多少钱啊
我也喜欢
实力被隐藏了
这不哈利波特里的嘛！
5000+
能打印碟中谍的换脸面具吗
我以为又是解压玩具
视线完全不在脸上
感觉到了
还配音了呢
我也不由自主的往下看了
目前的研究表明fdm3D打印机对健康是稍微有点副作用的，尽量在通风良好的地方使用。如果是光固化的话味道更大，更需要注意防护。所以尽量别对着3D打印机闻
你把右下角的小火箭去掉我就差点信了
把小宁子抱回家
建议新手上CNC，质感好
成就感吧
拓竹A1
人话：情绪价值拉满
椰蛋树（阿罗拉的样子）
一句都没听清楚
就冲这个增…喷火龙这个给你点赞了
3d视频呢[doge]
想买一个
打个机箱
无脑选拓竹
你也挺诱人的
而这 是猫
想象力匮乏了，玩不起来
打印机成本呢？
突出 重点
创意工坊
、-------------------------------------
-
建模也要人工啊。。
先整个a1入坑
李连杰的史泰龙
并不
小宁子呀，你这是肿么了？
也就一台手机的价格
不止可以变成皇后
有没有血缘关系？
能不能用3D打印机打印3D打印机
3D打印机最大的用处就是打玩具...
不止两块啊
刚进主题
小宁子状态最好的一集
喜欢伸缩玩具？
法 国 国 王
哦 这不是Q币哥嘛！
他们3D打印农场就专打这个，这两年赚疯了
Y喷是龙
你喷火龙既不会喷火也不是龙，你是真的火爆兽
光固化的多少钱
有不同颜色的材料，不用上色的
我要3D的小宁子！
啊 未来工厂
宝可梦的。。。
3399
手磨咖啡
这是3D了
这个椰蛋树是龙（系）
不懂组装，后面出现的各种问题自己都不会解决
为什么这个视频的焦点不在脸上
工业4.0
我猜对啦，哈哈
投个币
我想打95步枪，柯尔特1911，沙漠之鹰，还有吃鸡里的各种带皮的枪械，
吹风机
哇！！
哇！这个帅！
达文西直呼内行
feijibei?
买了几台就用最了
能打印小宁子就买！！！
太美貌啦！
眼睛一直上下有點酸
da
就是更新快
用的什么材料打印？
真2d啊
衣服是3d的吗
啊，不是打得不错？
罗恩狂喜
.....................+33333333333333333333333333333333333333333333333333+++++
那么多少钱呢doge
可以打印手机壳吗
黑布林，大李子，甜不甜？
其实，他是一个风筒
吃灰
妈妈我眼晕~~~！
丸美
凡王之血必以剑终
大岩蛇
这个小姐姐好可爱啊
w f w ge 5 n
紧身的好看！
造物的快乐
我记得边缘世界里面就有一个 三弟打印店
盲生你发现了华点
我早上刚点完186个五毛、227个一块、海上一袋子一毛
提问:打印一个up成本要多少？
我也是这
骰子 色子
大家鸭梨都很大吗
当然可以打印了
这个制作升王棋子视频我看过
美女你谁啊
现金都快没有了。。
wow！
和乐高比呢 ;-p
Bgm诙谐曲
骰子塔！
了呀打印手办的只是精细程度有限
BGM：诙谐曲
2年前IPHONE15PRO是吧？
好看，捏
有没有打印过奇怪的动西
卧槽这个无敌
我十年前买过，那个时候还不太好用
再看一遍，这期讲的啥来着
dnd棋子对3d打印的需求确实高
想多了，卖110条龙花费的精力可能比进厂还累
注意是花钱
弹
区别呢
a1！
+1
快递费
所以打印机倒地多少钱？
那为什么没有3d的视频
主要就是diy，买爆款的话，注塑量大更便宜
up主好看，玩具也好可爱
而这还是2D的视频
这种直接买更便宜
根本没在看打印件
欢迎回来
小宁子好健康
老板！打印一台3D打印机
你打印的时候桌子晃不晃？
这件小可爱好T恤
材料很贵吧
我也觉得诱人
《解压》
可以打印手办吗
全部各种积灰难清理
1999
《半计划经济》bushi
你中毒了
这么多竖中指
我感觉她在侮辱我
天才↑
这是一期多少D的视频？？
中间那个a1不到2k就能到手哦
这就是工业4.0（大雾）
打个娃
竹板这么一打呀
懂了，本期由拓竹赞助
怎么做的那么大的
硬币玩具
打印纹重不重，还需要后期打磨么
完了，你让我入坑了怎么办？
太刑了
正常，第一次总是忘不了
可以打印成人玩具么
哇哦~~~
说的买机器不要钱一样
主要是没有模型数据啊
拓竹落灰中
这个太酷了
这期看不够，真的看不够
而这则是4d打印机
有了3D打印貌似哪里变大了
当年可是万众创新的代表
大玩具
你开启了弹幕～
这剪辑师有意思
忽大忽小
于谦手磨咖啡，有感情！
琴叶榕
毕竟是亲生的
以后买个大的，我给自己打个特色骨灰盒…
大岩龙
宝可梦乱入
不是，还有一体成型铸模
a1不是去年出的吗
商机!
史泰龙
勒布朗何慕斯
成龙
关键是设计模型麻烦
没办法，动手能力太差，小物件还是买算了，打印手办老婆目前应该需要很贵的机吧
我爱夏天
生孩子
小宁子手办怎么设置模型打印出来
能打印ikun手辦嗎
老板开会都溜号哈哈哈
小宁子你是真的好看
想打印一个你能打出来吗？
我也喜欢大  玩具
大
琴叶榕
大
我好喜欢这件衣服，每期都穿好吗
你的衣服也挺诱人的
我的天，《蜀山奇侠》都来了，小宁子确定是90后？
嗐 装作国际象棋的愤怒的小鸟是吧
？集合
任天堂震怒
打印高达是不是侵权
奖励自己？
可见这里的人压力是多么大
你上次玩国际象棋是什么时候？
3d我看到了
而这，还是一期2D的视频
怎么上色的
哇哦 大了
温馨提醒，如果打细高物件那选择p1
宝可梦：你没有自己的bgm吗
我有一个想法，用3d打印机打印一个3d打印机，无线套娃
大呢
琴叶榕
我是无敌宝宝龙
怎么说呢？我觉得是口袋被掏空的感觉
我觉得刑
想打印小宁子
精度不够
Pokemon的bgm吧
PLA触发关键词（peace loving army)
是因为买了不用不就闲置浪费了
吃灰神器罢了！
都不适用，精度不行
至少得是光固化
你要花的推广费比打印机还贵
我3dmax能用吗
你这分层，完全没抛光啊
前提是你得会画图
我也有鬼屋
up是我喜欢的类型
比如打印情趣用品
你值得抱回家
大吹风机
吹风机
依旧是一个吹风机
还是一个吹风机
也是一个吹风机
是一个吹风机
前面的dna动错啦
打宝可梦去卖，坐等律师信
疯狂暗示
FDM 光固化都会在工作时释放有害气体
那我的屏幕什么时候变成全息投影啊？
大
终于有人说了，前面的高人
每個3D打印玩家都有這艘船哈哈
这叫琴叶榕
幽默曲
多少？
数值膨胀
损耗还是挺高的
手办随随便便 但你得自己上色
打印头经常要买
大
现场打这不是要等半天
这个可以打印真枪吗
“普通人”
哈哈哈哈哈
你是打出来就是彩色，还是要自己上色？
成本5元？我又不是没打过，抛开附加不谈，只说物质本体，那石油应该免费，毕竟那是自然的馈赠
诙谐曲
懂了这就去建模接单，要什么打印机
打印机便宜，打印的材料才是大头
这不就是龙与地下城么
你
火纹的bgm好吧
大哥！
心动了
根本过不了检测
……
细说 打炮(狗头)
闻西你来啦
其实是个刮胡刀
普通人玩fdm就好了吧
艹，植物肯定买真的
而这是一个3D的视频
模型胶佬都会有吧
有没有可能就只是你喜欢打那种小玩具
贪玩歌姬 大 宁子
富有…
我打的没有那么便宜，材料不一样打出来都不一样的感觉
衣服好好看啊啊啊
3D打印能打印出3D打印机我就去买
报价组呢
慢着，我要打金属！
好想玩啊啊啊
