真有人分不清现实和游戏啊？
合理的，就像老干爹也在老干妈手上
新闻学魅力时刻
剧情没问题逻辑自洽
被说哭了，这段时间太憋屈了，明明是一个好游戏，被这么抹黑
剧情只有彩蛋，和斗战神原本剧本是没有关联的
会误解不看，看的不会误解
《10天》，没听说过天上一天地下一年么？
这个就是纯原著
其他弟子也帮忙添柴火了
猜猜黑神话为什么叫黑神话
up主是有道士证的，这个up主确实是权威
西游记 也可以说就是二创里最有名的一个而已
原剧党
留下根器是留下希望，但希望被利用也属于希望的错不属于幕后推动者？什么逻辑
与时俱进，经典咏流传
因为那个时代专打封建
于是他母亲长生不老
我说过那些人没有看过西游记
不同时代背景会对孙悟空赋予不同的使命
越近灵山，妖魔越多，来头越大
理解他，成为他，超越他！
人家是创作者，人家愿意致敬你乐不乐意有什么用
说句不好听的，又有多少人真正看过西游记原著全文呢
并没有 自以为是众人皆醉唯我独醒而已
吴承恩孩子们我也干了
但是游科明明标注了基于1592年西游记  你说是不是元杂剧
刺客信条：6
先把七龙珠的悟空形象改过来吧
四大名著另外三部结局都是悲剧，你以为西游也能跑得掉吗
自己这么想要一个西游的正面故事为什么不自己去创作一个，而是在别人的作品下一直喷
不完美，但是我要给他满分
黑子：我不管，这就是原著，我心中的白月光神圣不可侵犯！
哪怕是央视版，都跟原著不一样
不完美跟主观满分有什么冲突吗，不完美于他的游戏表现，满分于他带给我的情绪价值，杠什么？
前面的。。。真的是费尽心力咬文嚼字的反驳啊，你看明白up在说啥了吗？
每一代人有每一代人的西游记，吴承恩也借西游的故事讽刺当时的官场
黑神话最大的矛盾点在于塑造的不是大众心里的那个盖世英雄猴儿哥
没有调查，就没有发言权！
那什么是“正确”的理解，哦他们觉得自己的理解就是正确的理解
人都被吃了，当然不贪不杀
哇还有人不许游科他们对同样付出心血的作品塞致敬呢，笑嘻
当然配，四大名著没一本是给朝廷唱赞歌的，水浒和红楼更是从市井和高门大户两个方面最登峰造极的揭露封建苦难的古典小说
举个例子{让子弹飞}诞生了 让学
东西神佛实际上是南北官场
吴承恩：是的孩子们，我也干了
“祖宗之法不可改”到底让谁得了利。
为什么要忘记斗战神呢，有切割的理由吗，作为彩蛋不也是很正常的吗
央视拍的电视剧和动画肯定会把这些美化，因为面向全年龄
想不到？我早就都习惯了。
不用抹黑，吴承恩自己就干了
他们还是忘不了斗战神
玄奘：尊重一下我呗
没有苦难谁还信佛
那两个孩子是妖物，悟空为了百花羞能重新寻良配，才选择这样做的，那公主本身也不愿意和奎木狼在一起
你这不是断章取义？前因后果都没有
《那它为什么叫黑神话》
有问题，而且这个问题是最大的
快两个星期 终于想好剧情文案了。。。
呸
对啊？有什么问题？！
彩蛋就彩蛋你别放在主线设定里啊
吴承恩去掉了元杂剧的恋爱剧情，使西游记成为了四大名著，然后游科给加回去了，这就是你说的合理？
《当时》
明显急了
我觉得没问题！
西游记里的东西天只是暗指当时的当权者
沉迷黑神话的一周，我直接戒掉了手游，感谢大圣救我脱离苦海
西方：我们的观点神就是有好有坏
事实就是剧版美化了西游
但对于很多人立场和搞事更重要，事实是怎样又如何
弥勒也是在利用别人，他的对立面是西方的如来
这不就是纯放p
西游记本来就不尊重
鬼子母在佛经上被称为夜叉捏
他们的批评只存在于他们的想象中，压根没读过原著
改的非常好，所谓“原著党”先别批评黑神话了，先批评一下86版如何？
没有直白的相关剧情作铺垫，这样写默认基础受众是斗战神玩家而不是西游爱好者
金瓶梅怎么了
说的好！
这才是我们心中的大圣！！！
一个人说“小偷偷我钱”，跟小偷当着你面说“你的钱我偷定了”这是一回事？
他们只是想知道自己看到的东西罢了。
你猜5%为啥不给好评？
红楼梦不是没法改，是因为曹雪琴的文学造诣实在难以超越
哈哈哈
满嘴的情怀大义，一心的世俗名利
没看出来是为了广大人和妖摆脱苦难，我只看到塑造了一个只为自己的悟空
到底是谁强词夺理？
是的，每看一遍都有新发现
讲的是：想玩我 ，电脑要高配置，还要花钱买游戏
就是因为这种既想说，又没说明白的设计，造成了大量误解
没有抹黑，黑神话弘扬了中国文化。
原著里西天和东天一样市侩
支持
能从100回的西游记里看出主题是反封建和抗争那算是白看了
偷换概念都来了？
流星花园可能更适合这些人
第五章剧情连贯，内容生动，这就是评价
电视剧拍的老少皆宜，对推广西游记有大功，但和原著的区别还是要搞清楚的
就跟现在美国吹捧印度一样
他一说话 我就知道是八戒
黄眉还在赢，而且会一直赢
他们不在乎答案，他们只是需要攻击
哭了
三葬真经，葬天葬地葬众生
不分好歹的善不是善，是恶的帮凶
开除dj
推翻天庭然后成为天庭
上学时候天天做阅读理解 现在不让做？
游科:西游原著不是小说吗？黑子:笑死我了，原著明明是电视剧，你不懂西游记！
鼓励分不少 由于是自家游戏 不忍苛责
哈哈哈这笑死了，大圣你那些都是我玩剩下的了
给我DLC！！！老子要杀回天庭！！！
西游记二创比较合适
原著里面都很通俗话，没有那么神圣
黑神话剧情质量简直是仙品
看完我就给你两个币~
这几年笑话很多，可能是当喷子赚钱吧
《不贪不杀西牛贺》
下版本大闹天宫
《申遗》
倒果为因
我要救四妹！！
迅哥啊！
顶级文案
我靠这还不尊重原著，这可太尊重了好吧。
这不能说作者不重要，只是部分下放。要完全取消作者，那写二创就是了
黑神话开发才4亿，某些光宣发成本就不止4亿的厂商坐不住了
等等，这是不是金陵副将马国成
吴承恩不尊重原著，不尊重传统文化
前面狗叫的，人呢？
那外国的3a给我们玩是不是也是同样的道理呢？那么那些笑话为什么不去喷呢？（搞笑）
牛逼
唐僧肉！！！
只是感觉和黑神话里两位大圣的关系感觉不搭
事实上西游真正原著在明朝中期就失传了，后面有清朝的近代都要更改
倒果为因
嗯，怎么算呢
没有反抗的悟空没有灵魂
看来那些人是倒果为因了
不算，怎么能算呢
我不接受
我也觉得，满分，我国第一款真正的3a
六小灵童还抨击过别人的西游记呢
不确定？
这是原著
原著骂人挺猛的
感觉有点儿避重就轻了……否定取经的意义怎么不说？否定人心的成长怎么不说
我多说吧，那些人都没读过书的
弹幕是钱到账了？
西游记里的神佛给我带来一种强烈的不适感
老牛！
没有火影的美化，大家也不会对忍者感兴趣
他们从来都是懒得理解。。。何谈错误
被误解就是表达者的宿命，说的真好，没有人能完完全全共鸣作者
对线了好几个，明显他们没读过百回本
还是阴谋论那一套
我直接叠加耍赖
别烧了都别烧了
如来不是知晓一切吗，弥勒能瞒过如来？
唯恐天下不乱的人可太多了，应该说没少过
原著字面意思也不黑…就看读者怎么想了…我已经听过太多从西游记里拔出的理论了…什么养生风水厚黑等等太多了
666
"这一段真的,B站一群人在发视频骂，不知道他们到底有没有仔细看剧情"
没什么问题，本来就这五秒不到的东西，一直抓着不放要死要活的我看倒是有点问题
@幻梦的尤米尼斯
那说明老猴估计就是观音了
先别急着扣帽子，明明是制作组笔力不足
太神了！
云西游记的来了，我当时听到这句就觉得大圣就是会这么说
悟空传不知道吗？斗战神不了解吗？
原著更黑，佛道之争 当时的时代隐喻更露骨
那么，啥时候带着猴哥去打沙巴克！
已经说的很清楚了，二心合一
……
弥勒要造反？
就是社会讽刺
是西游美化了黑神话
没看过原著的原著党们听都听不懂
它们的原著是86版西游记
我也不尊重
悟空就不能有七情六欲了吗？悟空就必须出家？
好骂
法环黑魂更扯
问题是…怎么建立新秩序啊？
没有苦难拿来的香火
这个真是
天命人就是悟空，那些觉得天命人不是悟空的在于你怎么理解天命人
有没有可能我们本来就不尊重宗教
黑神话 悟能
支持
大圣还会吃桃子，会招手让你过去
说破天，亚瑟王也是呆毛吃货！
学新闻学的
八戒，其实你也知道，你的师兄并非那么圆满
怼的漂亮
这一看八戒成了大善人了
还真是
这能叫留白啊？
薄纱
还真是
因为六老师没有跳出来
人家能通过游戏让老外了解中国文化，而我某些只会敲键盘喷的朋友你呢
还真抹黑了
花果山电报猴是真的（确信）
抹了
这么赚钱，没有2是傻吗？
互联网这种东西 反正你又抓不到我 我可以在网络上重拳出击 笑
成败生死莫讲理 不强走那正道才有戏
又一个艾伦叶卡
up就是来黑的吧！
哈哈哈哈哈哈哈哈
婀娜伽耶讨要人事和如来三升三斗黄金 就是故意的
游戏剧情啊
连自己的文化都要去变相抹黑 真的太悲哀了
杨戬那语气和后面根本不同，还有他对自己狗的态度直接骂“蠢狗”，这怎么可能是真的？哮天犬可是多年的战友
原著的文笔真的太好了，建议各位读一下
好了，可以关视频了，浪费时间
游科又买商单了，开洗
弓本太郎
有没有一种可能，吴承恩也干了
搁在5年前，up估计要被六姥爷向全国人们谢罪
没有一个视频聊战斗的，聊配装的，全是说剧情的，这游戏到底有没有arpg玩家玩啊。
黑神话的关键就在于黑，众所周知小说的一大看点就是各种人和人、事和事之间的矛盾，白神话哪来的矛盾给你看
86版的西游记才算魔改
我看完了
呜呜呜呜呜呜 哭了我去 致敬太多了
只看过86电视剧的来喷毁原著是要笑死我吗
网络魑魅魍魉多了
吴承恩写这个就有反抗封建统治的意思
有问题
西游记原著就很黑暗的
支持
为什么不能魔改
习惯了
故事讲不讲的清楚和体量无关
不然你猜猜为什么叫黑子？
就一个问题，把原著搬来放到游戏文案里，就能说成尊重原著了吗？最主要的是内核，内核，内核
支持
咱的文化输出爆表，我吹爆
《黑神话》是《黑神话》，《西游记》是《西游记》，思想内核完全不一样，不要当一个东西看。
第二部用时应该更少
有点搞笑了吧，没看过斗战神的人这样认为不也是合理解读吗？现在又成泼脏水了？
游戏是不玩的，云是要云的。
你跟黑子摆论据啊。。。他们就是为黑而黑
没办法那个年代不该都放不了
好好好
金猴奋起千钧棒
此国死在道士手底下的和尚不计其数
说的好
都叫黑神话了
黑子们连“神仙都说”这四个字都搞不懂是什么概念 笑死我了
以为只看过电视剧和动画片
有些刻意了，你是没上过网嘛？不要低估互联网的恐怖之处
黑子说话！
洗的好
杀妻证道在这个剧情里没问题
弥勒是吃瓜小子啊
不知道，只知道有的版本酒是甘露，鬼是卫
笑了，所以就没有问题了吗？
斗战神剧情同样精彩
很多人不知道真正的西游不是六小龄童的那个。
就算是事实，我的大圣也没死！他在dlc一定还会出现并帮助我！
有好多是行走的50万的
我们喜欢的是吴承恩的西游记不是之前的元杂剧 经典偷换概念
那不玩斗战神的还不能有异议吗
看个86版就以为自己看完了西游记？？搞笑不是
有点洗了
这才是真正的大圣 挽救苍天 时刻保护百姓群众
是的，大圣残躯攻击欲望不算强 ，你过去打他他连招才多
黑神话这名字不明摆着吗
说简单点就是这俩人边打边互喷
大部分人都没看过原著，猴子原本就不是什么正经猴，这也是它的猴格魅力所在，就像现在老外搞得反英雄电影一个意思
说的好啊
"我给99,1分时因为不完美。不过任何事都不完美"
7000+
对
不是，为什么要尊重宗教
白神话：吉吉国王
这叫哪门子阴谋论啊？你懂什么叫阴谋论吗？
建议这些人去看宝宝巴士
绝杀
情癫大圣，唐僧都大闹天宫了
黑暗之魂也干了
斗战神，老玩家再次，
对
斗战神老玩家】
作为一个二字游戏的玩家想说:诶，感受一下吧
你说不好就不好？
吴承恩：我写的其实更黑，毕竟社会是这样的
我反对一点，杨戬难道不应该是女性吗
支持。
他们只是觉得原著这个武器用来黑游戏更趁手罢了
所以大闹天宫改变孙悟空人设了吗？
老猴身上有带子，那是佛家的
吴承恩：封建官场需要抹黑？
已经有咧。
大家在问还有没有其他结局已经说明了结局做的有问题，做的不完美
有一种可能是游科做的太好了，怕外国人分不清DOGE
谁说妖怪必须死了，，悟空把没把自己当妖怪又啥可讨论的。。？
来个说战斗系统，玩法的，这下我看up怎么洗，你说剧情见仁见智，那玩法那
神仙也好多不是好东西
2020年你还说黑神话和斗战神切割了呢。。。-_-||
BBlang
分不清游戏与现实
红孩儿现在是中科院院士了
其实还真不是，原著中附和广智广谋的和尚个不少，不过全杀肯定是过激了
看完啦
都说了黑神话了，抹黑个der
别问 问就是计划一部分
想这个问题之前，不是有大话西游，TVB西游记吗，都没看过吗，那这几个算抹黑吗，热度一上来思考反而多了
主要是游戏宣传用了云宫迅音和敢问路在何方让路人印象先入为主了
天人五衰
86版西游是美化后的产物
原著就是猴子的修心成长。寻得六根清净，偏偏抛开爱不合适吧，只要后续处理得当我不觉得谈爱有问题。
对我来说就是完美的
.--
创造性破坏
那些steam列表里只有一款黑神话没有其他游戏的人的发言都没有意义
一看等级全是二级号
薛定谔的猫 因为作者不在了没办法得知真相，所以真相就是薛定谔的猫
小狐狸萍萍被他红孩儿送出火焰山了，影神图里有
这个诡辩的真的厉害
西游记本来就不尊重啊
搞笑了
因为游科用地步低成本做出来这个品质悟空，其他游戏公司不好和投资人交代
8000+
反阶级压迫
别忘了，我们这代人也有我们自己的大圣
说不尊重的，根本就没看过西游记
有问题
火眼金睛，嘴角上扬
习惯了，当我们的一样东西足够优秀，影响到产业和文化的时候，就有一般狗腿子配合着例外攻击，也有不明真相的群众跟着起哄，所以需要更多像up这样的人出来辩经，越辩越明，看看谁是妖魔鬼怪
关键是转阶段的时候 石猿猴兵解，云宫迅音响起，第一时间 所有中国人都会知道，大圣来了
社会本来就是黑暗的。doge
袁守城也是明着帮大圣的
现实意义不能更现实了
支持支持支持
开洗开洗哈哈
对对对
抹黑了
“这一路，你都看到了嘛”
关键争议是，冯提到的“原著”究竟是指《西游记》，还是西游故事演变史上的诸多版本之一，包括现代网络的某些版本
“打开生死簿，你让我好生羡慕”
有捏猫问题，你自己都说是二创了还搁这问题问题
你猜为什么叫黑神话
讲实话，发售之前其实已经有外国人翻读原著甚至做出了详细的资料整理了（详细的令人瞠目结舌
"""原著党""快冒出来反驳啊"
一眼冬郎
开门小曲
项目开源是吧
说的很好
肯定活的是大圣啊  不然坏结局怎么来的  不就是天命人没有反抗的意志吗
我勒个原著党
就是意根这说的已经很明白老猴子去再还有人信老猴子呢，UO该多讲讲为什么意根还在
圣经旧约，应许之地
不是monkey grandpa吗doge
迷路加的hg
到处“河蟹”导致以后这样的误会只会越来越多
说得太好了
抹黑西游本来就是伪命题
对的
对
内核都是抗争奋斗精神
事实上故事中背景正是贞观之治大唐盛世
不要期待，要成为
作为从小看着大圣长大的人，这场战斗绝对是我几十年游戏史里，做的最好的一场战斗
我觉得很好了，一口吃完那以后还玩什么哪里来爽文？
为什么弹幕一直认为原著党口中的原著是86版西游记？
一百万了，感谢你的科普
原著二郎神就是羡慕悟空
喷子都是为了抹黑游戏而喷的
读一读影神图吧，云子除了硬喷还有啥？
“归属感”这仨字牛逼
大话西游抹黑西游记了吗
6老师的可悲
龙珠：点我？
惑乱人心，倒果为因
此处艾特某弓兵
大大圣的过程就是满满的感动
有些人，被挂鱼钩上下不来了，只好嘴硬
这也是《让子弹飞》过了16年仍是经典的原因
对
这游戏哪有剧情
其实很可笑，很多人包括我连西游记的原著小说都没看过，为啥敢说这些话
西游记也是小说又不是历史，小说怎么写都行的吧
虚无主义不可取，偷换概念了开始
真的别老原著党这么划分，原著中也不是黑的人那么说的
新韭菜
其实核心就是反抗强权
感觉好新啊（
鲁迅也干了来着，说白了怎么解释都是可以的，只要符合人民情绪价值
辛苦up
哈哈好！
wegame上的翻译问题什么时候说说，酒=甘露，鬼=卫？
这游戏取名黑神话斗战神2或悟空传没人会说二话
林子大了什么鸟都有
只能说游戏做得太成功了，代入感太强，需要理性看待而不是人云亦云
好了，知道了说这些话的人去看86西游记就好了，玩什么游戏哈哈哈
原著里本来就有染了，只是八戒染了七个，游戏里只染了一个
有一说一，确实
我觉得这个游戏的剧情很厉害 如果我不晕三d我也会玩
薄纱了
非常棒
up和我想的一样，太有共鸣感了！
第一次听说把创作说成破坏的
这个完全可以理解，火了也不忘本，不忘初心
剧情没一点问题，那大圣就是我们心中的大圣
如果三部都是这个质量，游科你就超神了
这就要提到去fate吧里喷黑猴不尊重原著了
是的
狗粮到位
江流儿
啊 看过86就知道 这猴子平时骂人都是各种阴阳怪气 除非破防了
所以你给错误信息站台是正确的？什么人啊这是？
只看过电视剧的原著党
好骂
哇 直接点名了
根本不乱
弥勒是储君啊，盼了一辈子也没盼到如来死，那怎么接班
这才叫格局
大唐反正也亡了大明也亡了我
这才是名著 他给与了人们反抗的意志 点燃了最初的火花
但现在提前注册占着不用真不会被释放吗
当一辈子宝宝
我玩过游戏的话还会喷你吗？
一个永远在光明里的人，永远不知道什么是黑暗
光是老牛和杨戬二人都是能和悟空至少五五开的人 还摇了这么多 还真打不过
魔改又怎样，见第三回片尾曲
这部分人压根没认真看过吴承恩版原著
好耶
这不是阴谋？
只能说，黄眉又赢了
拿下！！！
偷梁换柱
可能
我还以为大话西游之后不会有这么愚蠢的问题了
嘎嘎新的书
因为外国是快乐教育啊，他们连读书都费劲
你们猜猜神仙指的是谁
没有
原著齐天大圣三棒把upma打死了 这么愤怒很正常
打不过可以妥协嘛，也可以加入嘛，就比如现实。哈哈哈哈哈哈哈哈哈哈嘎
只有玩过这款游戏的真正的中国人，才会有这种感受
说得对
大圣也是与时俱进的
这帮人只是为了黑而黑
电视剧中悟空也是这么说的，悟空被唐僧救出后杀了几个强盗唐僧不满意悟空说自己在花果山杀人无数
我感觉老猴子不是在说假话，而是学新闻学学的
西游记的核心 永远是反抗 是自由的人民反抗体制性的压迫
飞5
一边吃麦当劳一边看，太有意思了
我喷你和我看没看原著有一点关系？
看的86版原著
“偷偷”
我看过原著还会喷你吗
斗战神才是真正的黑神话，其实我耿喜欢斗战神剧情
原因是连“事实”和“观点”都分不清的人都可以当自媒体和播主了
我感觉改的没毛病，相当完美
原不也是，这么多年了都
我刚在小黑盒评论了这句话，哈哈哈
三连有了
原来这是花果山，那么多猴子猴孙
有些人无视这些明面的，就抠那两秒动画笑死我了。
立场就是抹黑他家大米了
上纲上线
如果故事美好，而标题叫黑神话，某些人是不是又要说跑题了
懂了，说明如来爱说反话
这个画面我都有阴影了
所谓的“原著党”
因为它叫黑神话，电视剧咋不去重新刷一遍
这剧情里的悟空自尽造成五方妖王为祸人间是不是事实他是英雄？
大部分人只看过电视剧西游记，没看过原著，以为里面描述的神佛是什么好东西
十年前小孩哥：cf大战cs
搞笑，没有这游戏别人都不知道西游记
自古正邪不两立，你告诉我合理？
耐撑王
一周目的时候我起码泪目了四次
剧情故事挺好的啊，我没有入游戏，但一直在看剧情解析
尊重佛教道教？至少表面印象是推佛毁道的。再深点，各种妖怪都和佛教道家扯上关系，这佛家也不简单。
这不就是双标吗
八股文
首先它是小说
不搞沙城霸主了？法玛大陆需要你
弹幕还在狡辩，主创说西游，可是内容就是原著西游，真的就是只是看了电视剧吗
大圣在教我，我玩的时候就是这么觉得的，他在寻找传人
原教旨主义
因为外国人认为口罩里有5G天线？(*^_^*)
泪目了，奋起吧，各位天命人，喝完这杯一起打上西天
当下
"我只能说,我希望她是 233"
有没有一种可能，凡人的苦难大多数是因为妖，打妖才是正确的
搞清楚成佛后还骂街吗
章承恩震怒！
概括：原来喷剧情的人就只是看过电视剧而已
经典的原教旨
新的斗争开始了
看完了已三连
有没有一种可能吴承恩本身也是反宗教的
這什麼時代精神？陰謀論全是世界社會的錯？我沒有錯？
芒果冰带着义愤来为黑神话正名，给你鼓掌，三连为敬
真相了，那些所谓的不尊重西游，原来就只是看了电视剧
大家都被86版洗脑了
人家致敬一下自己以前的作品都不行、
确实超过了，甚至是我玩过最好的3A
第三章主题曲已经回应了黑子了《屁》
不行！这个可以是
本來就是
原著党：我不管，电视剧就是原著
接着洗
86版电报猴了解下
什么孙悟空梦女啊
拉瑞安做博德3之前也只有150人左右啊？
吴承恩：孩子们，你猜我写西游记到底是为了攻击谁呢？
他们看的不会是儿童版吧？
原来喷的人压根就没看过原著
逗比
髦
所谓的原著党原来就是只看了电视剧
疯狂@六老师
死灵法师太上老君，杀妻证道的猴子，头戴骷髅胸挂佛像一脸肾虚样的杨戬
先生大义！！！
又开始找补吴承恩之前的西游记了，你改变不是按照四大名著版吴承恩版的西游记吗？为什么要拿之前的来说事呢？
哈哈哈，那些说抹黑原著的怎么不说话了
弥勒：岂有五十六亿年的太子？
育碧两万多员工对比一下吧
你说得对 但完全和斗战神分离 要求所有设定都能在原著中找到根据
甚至拿经书的时候阿傩迦叶二尊者公然索贿
黑神话和斗战神一样，其实讲的都是悟空传的故事
哈哈哈哈哈，骂得好
如来老儿
玉帝老儿
黑神话又不是再讲一遍西游取经的故事，肯定不同啊，关键是有没有继承精神内核，有没有致敬经典
原著党说话！
电视剧玉面狐狸本来就是被猪八戒杀死的，喷的人不会是在打拳吧
是很棒的文化输出方式
鹤仙人拿妖精炼丹
哈哈哈哈哈哈
一个个问题又会出现新的问题
我小时候看原著就有点毁三观，所以我小时候四大名著还是最爱看三国，没有太多人性黑暗的描写
我也觉得超出了预期
考研必过
那帮人估计连86版西游记都没记住
所以元杂剧是四大名著了
二郎神是第一反骨仔
斗战神老玩家在此
宝宝西游
齐天大圣可不会对强权说好话
666
后面隐藏剧情杨戬都已经说明了
这是连一个字都没改啊 哈哈
祖宗之法又不可变了？
芒果冰→当代赵高
Up讲的太好了，一键三连
好 好 好
一个明朝时期的小说而已，还代表上传统文学了
我来助你
元杂剧西游记甚至孙悟空有妻有女
打大圣残躯结束动作就感觉大圣很失望，这种招都能吃，起来再打过
热血沸腾，鸡皮疙瘩，这才是永远的大圣
强者以弱者的自由为边界
可以猜下扣帽子的人的性别。。。
游科确实花了时间研究西游的
西游原著可比这浑多了
开放式结局挺好的
这就受不了了？杂剧西游记甚至更野呢
那为什么一开始要大闹天宫？
怎么办？我的币自己跑出来了
为啥就没人喷《龙珠》乱写？
先吸引人来了解，再将文化传播出去，黑神话能促进第一步就很厉害了
又是哪个国际巨星出来发表言论了？
灵山脚下无民生
‘】’
战神？
腾讯的士兵何在！芒果冰：到！
这剧情我很喜欢
这个是对的，行霹雳手段，显菩萨心肠
拿下！把黑子全部拿下！
这就是最合理的剧情解释
理解下吧 温室里长大的 出了社会适应不了很正常
红楼梦增减十载，真的只有曹雪芹一个人吗？
北大也干了
真以为神佛是什么好东西吗？还用的着抹黑
"鲁迅:""这话我确实说过"""
因为东西天就是强权象征，本来就不用抹黑
都是黑手套
谈剧情就谈剧情，叠什么甲？
原著和86版电视剧对东西天的形象能好到哪里去
原著里面就是道貌岸然还需要抹黑？本来就黑
红字，确实在洗
黑神话本身就是在文化输出，即使它本身跟悟空无关
太长不看
上美也干了
三连
西游记原著也是二创的。。。小说出之前就已经有零散的雏形了。。。原著都是二创后世就不能再创作了？祖宗之法不能变又回来了。。好家伙
我觉得美人鱼就是黑的！白雪公主一定是黑人！！！
断章取义是这样的，选择性忽视神仙们说
立棍比玩家高一大截，特别有意思
这个地方明显是故意把大圣的心思从理想信念变成小情小爱。
笑死
黑子说话！
是的
精神内核哪里变了，一样都是反抗强权
我也是再黑神话公布后才去了解了斗战神的剧情解读 斗战神的剧情方便做的真的挺棒的
爆纱
这才是真正的齐天大圣，而不是当狗的斗战神佛
黑子只会跟风刷话术赚米
我想到了，节奏不可能小
说的好，不过弹幕有东西急了
看看大雄宝殿的倒影
你猜片尾曲为什么叫《未竞》
大家好，我是伊述人洛基
啊？？
没必要和战神比那也太卑微了
《全年段无公害86版西游记》很多人的童年滤镜来的，就这样被打破了肯定不服哈哈哈
B站有某人所谓的取经意义，很多人估计就是被它带了
有些人连这都要说是阴谋论
两天前今天还热搜，这哔哩哔哩真会吃
别说什么没斗战神哪儿来黑悟空，我是来玩黑悟空的仅此而已，没其他因果关系
他们看的电视剧
看完了，支持！
黑神话剧情确实有点问题，已经算是二创不算原著了，翻版悟空传
认同 不接受位列仙班
这里不赞同，主创还是夹了些斗战神的意念和影子在这部里面
六老师表示不服
不不不，大批人只关心立场
因为急的喷的人看了某人的取经意义视频
从销量去推这是一款好游戏挺好笑的，只能证明这是一款集天时地利人和的商业作品
豆腐脑都忘了吗
这剧情就这么简单，某个视频非得取经意义讲那么复杂
大话游戏炒鸡喜欢
没有？看到这里不用看了，断章取义用的飞起
销量是最好的证明
那神神现在就应该大力推崇黑神话，干嘛还要诋毁？
得多乱才叫乱啊？
只要改变合理有深度就可以 那这么事
我以色列没有杀人！
确实，都10多天了，还不出DLC
这剧情很正常啊，真不知道哪里来的阴谋论
玩游戏玩的
结束得太匆忙
大话西游
既然那些人已经认定了结果，我们还何必和他们较真呢
原著党说话
电视原著党也是原著党（绷）
快请西天六小龄童
nbcs
说说红孩儿？
那些已经认定了结果的人，真的在意肚里有几碗粉吗
温良恭俭
好故事
我现在都在想游科做黄眉角色的时候是不是已经考虑到现在的情况了，倒果为因
应该是颁发狗粮了
说的真棒！
弓手冬郎，甲级战犯
阴谋论小桂收收味
尊重你大爷，宗教，他有几个师？
这就抹黑了？西游又不止一个版本
说不尊重的过几年就没了，人能活多久呢
有些人收了米国的钱在这带节奏呢
这才是文化输出
有个群体的几个up疯狂带节奏，克苟，空灵，寒兔
黑粉：专家救我！
样板戏
七龙珠
@不死鸟总监 卢也进来聊聊
魑魅魍魉怎么它就那么多
我没玩过斗战神，个人觉得没问题，没有影响到我的体验
人吃动物，而妖怪吃人，都是一样的
这才是齐天大圣啊
不贪不杀说的是人类
为什么是名著呢 这种剧情放在《某些时间段》依旧适用
又是阴谋论，原著已经说清楚了是怎么回事
你自己的预设立场又是什么呢？
已经10天没出DLC了 哈哈哈哈哈哈哈
没有完美的游戏，就是想给满分
还有高手
啊？
猴哥起手就是爷爷外公
《罚酒三杯》~~
像啊 太像近代史了
不会有人认为西游记是一本美好的神话故事吧？
支持
你讲的战神和刺客信条那些逗比可能都没玩过 真假Steam都难以辨认
我怀疑你就是想留下一点长生不老，最后大餐送走
