元气团仔（
北乔丹南慕斯
别说了别说了
花舞少女
唯一真神！
鸡皮疙瘩起来了
喰种啊啊啊啊啊！
女主可爱！
三国杀太平天书之将魂觉醒（doge）
开始痛了
别说了，我尴尬死了
小学直接给我看抑郁了，往后几年是不敢看黑深残
无敌！！
然后就磕奈因了
當年阿b有，但我在補夏娜，等我要看的時候已經下架了
我看到这一幕直接痛苦嚎叫，这辈子没有一部动漫对我伤害这么大
很符合二次元喜欢的病娇
我竟然追完了这部番……
46+
入宅作啊啊啊，小学看这样的题材铭记一辈子
半田君！！！
都十年了 漫画都还没在一起呢我服了
眉头皱起来了
姬哥！
别说了师傅
入坑作
终于到我的入坑年了
下个季度就入坑十年了
顺带一提，当年瞎眼大家还猜男主是奥丁剧本，结果。。。
最强中文mad！
上次看到这个还是新番预告，都十年了。。。
超爱
这个确实厉害
靠，这个记忆太深了
芜湖
就是啊！
喔喔喔喔！
入坑作！！！
搞姬日常草
是的，这首歌也好听
影响了后代很多rpg剧情的描写
所以什么时候第二季！BTW，这首歌真的好听
公主怎么能嫁给骑士呢
唯一神
美食番是吧
核爆神曲
疑似有点媚泛了（恼）
好看！
确实是日本出来的
牛头人
前传也好看
看剧透的福报就是这个了
成年人都喜欢来点兔子吧
唯一优点我记得有个女同
真神，我的入宅番
真神登场
我勒个老虚
看山还是山了
？
woc，az
六叠神话大系
下雨那真好笑
这个番留下的唯一印象就是op很好听
花舞少女
泛式，你在说什么啊泛式
我小学用的塑料包书皮上面都有金木研
搞姬日常不讲讲可太可惜了
花舞少女很好看，歌也很好听
太痛了
有人记得加速世界吗……
伊藤城：没错是世界的错
直到十年后的今天也没有第二季
网瘾少年的后宫生活
中后期真的感觉太赶了，什么都想讲，但什么都没讲好
配嘛
woc，诗乃乃
都是当年轻小说入的坑
并没有
这个有意思
上半部分王炸开局，下班部分超级扯淡实在是没看下去
真神！！！！
痛，太痛了
谁和男主走的近就离死不远了
对味了
确实，第二季等麻了，这个番我刷了无数遍
白色方案前夕，德三把各类虎豹的生产方式卖给波兰并承诺和平
姬哥
学好数理化，走遍天下都不怕
痛
对，世外桃源
这个好看
啊啊啊，入坑番
什么seed
来力
好看
1000-7
我记得op1好像不是洗海带吧
强烈推荐
剑舞的原作轻小说还可以
死枪篇确实精彩
老虚好像就负责了前三集的剧本，后面的剧本他只写了个大纲
虽然明白是政治联姻，但给黄毛的戏份真的太少了
好耶！
没看过，不会这就是假面骑士空我里面被打的蝙蝠吧，每集都挨揍
团长（）
马达马达kimi
鬼灭之刃现代版
我的青春啊
我靠，我的暑期双榜单
是真的
对啊，第二季呢（咆哮）
月刊少女野崎君！看了好多次！！
看到封面，我啪地一下就进来了！
开痛！
无敌！
神
不要再讲了口牙
神！
淦！又是老虚！！！！
花舞少女！
确实
元气囝仔！！
1000-7
新时代团灭神作，鬼灭之刃
这个是真的好看
搞基日常
是谁想看，你不妨把话说得明白些(
起立
最活全家的一集
神中神
神
这首歌真的好怀念
这画面当初在学校和同学偷偷看的，到现在记忆犹新啊
丝袜圣剑我能记一辈子（
别让我想起来啊
草
学好数理化
这个我还真看过一集，就是刚买的那个季度
动画最后魔改了吧，是真的只剩一个人还活着
一直都没在意王女这个角色的戏份，所以意外的没觉得是烂尾
我接受不了！
呜呜呜呜呜呜
切尔茜呜呜呜
居然都十年过去了
绝剑篇
游戏人生为啥不出第二季
当年看这个公主真的觉得是个沙壁。
草血压真的高了，我是男二党
治愈番神作
这个日剧也好看
养女党来了
璐璐萌！
58+++++++++++++++++++++++++++++++++++++++++++++++-+
北乔丹南慕斯
痛，太痛了
重量级来了！
我勒个那年今天啊
烂尾！！！！！！别看！！！！！！
女性天生就有爱人的能力。
我入坑了
怎么感觉这还挺崩三原神的
什么崩三
14年太恐怖了
慕容复屡战屡败，为何与萧大王齐名
这个我是先看了小说，过了一年多忽然动画化了哈哈哈哈
可惜只有bgm出圈了
扎古？学员机最多就是铁球
日方d
超好看！去看！
日漫入坑作
月刊啊月刊 有生之年还能看到第二季吗
黄头发  是牛战士！
我超，当时给我留下阴影了都
痛，太痛了
入宅看的第一步，冲击感还是很强的，可惜现在找不到那种感觉了
bgm一出就想流泪了
这个太典了
早期ylg动画(
刚高考完
最好的一个季度入了宅
这部番居然十年了？！天呐当年给幼小的我带来极大伤害...
当时几个不看动漫的大学室友都开始追这个了
艾斯德斯真的很喜欢
到现在三刷
谢谢，光是想起当年的自己三室一厅就抠出来了
马云我赐你姨妈！
专业对口
好看
1000-7＝？
夜拳妹子我觉得很好看啊，可能是人物塑造带动了我的喜好吧
背景音乐   幻昼
？？
想起伤物语了
诸君，我喜欢战争.jpg
啊我的初中
还以为更新了哈哈哈
我到现在还掰手指呢
为什么缺外汇呀为什么会有经济的
让我们把荒坂烧成灰
堪比笑容的代价
青春之旅！！
那么用斩断万物的剑来砍吸收一切的盾会怎么样呢
绷
全体起立
最虐的一个
超级厕纸
死枪篇好好好，最喜欢诗乃了
青春之旅，真的好看
已经开始痛了
囝仔（zai）
这个时隔十年依然让人很痛心啊
幸好没看
知道了，原来是这部番啊
好看的
Summer porkets要动画化了！都去看!
=-=
1000-7
az相比核爆神曲更喜欢这首
1000-7＝？
东京喰种何德何能并列。。。
公主对谁都没有爱情
入坑番，我的白月光wwww
第一季还是没问题的
痛，太痛了！
搞姬日常hhhh
youki是神！！！！！！
夺少？
这里不是拔脚趾吗？
已经开始笑了
这个挺好看的其实
这可是小泽亚李第一个主役，配得太棒了
BGM: Breathless
公主就是路人
绀野木棉季
？？
夺少？
信长协奏曲！
eva
千代酱太可爱了
这个要补小说，动画完全没有展开
全体起立！！！unravel！！！！
好好看啊这个op
好小众的文字哈哈哈哈
寄生兽才是从头到尾都没烂得神作
好看鼠了
绀野木棉季
以色列：我就说吧 暗杀就是正义！
那首在高速上骑摩托逃跑的配乐真的绝
大师，我悟了
女主声优是华哥，女二是帽皇的cv
虐杀原形了属于是
我记得当时女仆的声优描述配音现场两个男主看到剧本脸都绿了哈哈哈
赞美欧姆尼赛亚
这个神！
神
其实前作半田君传说也很好看
这个超级好看强推
那个半田君传说的男主！这个动漫也超好看
青春之旅非常好看！有神曲
这都10年了呀
恶鬼缠身！
1000-7等于多少！！！！~~~~~~~~~
上条当麻：不幸啊！
这本书中期展开真的不错，可惜动画完全没做到那里
《凉宫春日的小屋》
难怪我洗海带呦
全体起立
来了来了
花舞！
当年追到最后人给我追傻了：）
真神登场
青春之旅甚至无法出现在正片
泛式喜欢的ntr出场了
太痛了
泛式想看的其实是有的
师傅别念了
别的不说东京吃货的音乐真的很棒，第二季结尾真忘不了
最后成为萌豚
草
bgm超级牛逼
神
最爱的一部
?
看这个视频感觉年轻十年……
那个年代，B站资源太多了。
卧槽，这特么真是我的青春了，还不知道追番是啥的我傻乎乎的吧第二季全程追完了
你给我亲上去啊啊啊啊啊啊啊啊
这玩意当年可不算烂番，它的模仿者才是烂番
入宅作
这么说，我的头像也十年了！
真的超喜欢登场时配的这个音乐
我大刀剑还能再战500年！！！！！！
这个商城真的痛
seed不就是偶像剧吗
我也想要真物！！
十年了还不出第二季！
女主和男一只有朋友关系，男二第二季被妹妹牛了
辛买臣名留青史
寄生兽是神作，其他两部cjb
漫画反复看，后面没怎么出，凑不齐第二季
原作没有这段
还有高手？
月刊少女神就神在就这一个瞬间片段都能让我笑出声
诚哥：抢台词？
大师，我悟了
原来已经十年了
别说了！别说了！啊啊啊!
神，但是没有第二季
不记得这番叫真实之泪，只记得后面那个养鸡了
痛痛痛痛痛痛痛痛痛痛痛痛
痛痛痛
神！
这个其实很好看
这个特别好看
来喽来喽
神！入坑作
这个在当时确实有点太黑暗了，表达的观念不怎么样
9和12的爱情故事
竟然都十年了
第四季是真无聊  给我看困了都
个人评分7，能看完
这才是季度真神
太痛了
笑了
入宅
这部居然是14年的吗我的天…
大鸣王潮
[ohhh]
因为这个名号知道的…
最早接触黑深残是寒蝉，那个反差太大了
入宅番
全体起立！
月刊少女
全体起立
啊？搞姬日常？？
我小学都有一个喰种的书壳。。
前传是半田君的传说
前两季特别好看 后面都就emm
这个世界并没有错，而是它就存在于那里
老虚发力了
听说好多人是这部番入坑的，，，何其惨烈
大道至简，最后醒悟还得是萌豚番
wc，入坑作！！
刀剑2的第二部分是川原砾原作写得最好的一个部分
纷纷完结
我去精灵使的剑舞！
哈哈哈哈哈哈哈哈救命
ED印象很深
我基本每年都会看一次
寄生兽是真神作无需多言
草
当年的三大美食番
养鸡党大战养女党
起立！迎接我们的神
别说了别说了啊啊啊啊啊啊
我记得结局不一样是因为动画的进度超过漫画了，所以原创了个结局
丸辣，全看过！
痛，太痛了
哈哈哈现在b站签名还是这个
这个很有意思
鸡皮疙瘩来了，第一季到第二季我看了六遍
第一集就很震惊了，把我看致郁了
全体起立
太对味儿了
美食三部曲
温馨提示：别看第三四季
别说了别说了
这个好看，又一个永远没第二季的
痛，太痛了
全体起立
典，但是我还挺喜欢的
看到月刊马上就进来了
全体起立！
结局太惨
这个成棒棒糖了
三位食神
本作女主CV小泽亚李后来和ed作曲者结婚了
我当时看真的觉得一般般，特别是去年夏天还有进巨第一季的情况下
真•意识流恋爱
马云我刺倪马
信长！这部我超爱！
主播行为请勿上升观众（）
这个想起来了，巨胃痛
泛式的语气开始愉悦了起来
白学构图
刀，但刀得很凄美
死枪是真的可以
我勒个美树啊
已上天堂了
《你是否在找莉可丽丝》
这个巨好看
刀片来了
从科幻剧情变回现实剧情，只不过太现实了
结果后面两男主cp飙升
前几天N刷了，还是笑到胃痛
《虚渊玄》令人安息的三个大字
十年了还没第二季
实在是超赞的作品
卡其脱离太
瑞葵！
当时追到结局我人都傻了
入坑时间
这剧的两个男主的cv是不是花江夏树和小野贤章来着
当时的弹幕：学好数理化，走遍天下都不怕
来了来了，它laileq
啊啊啊啊啊
但是全都不防水。然后被男主的训练机吊打
最有名的其实是这首歌（
这不铁血一个命运吗-0-
经典的烂片出神曲
啊，真威武啊
他还是忘不了春物
超级高手
跟宫崎骏的电影里小孩角色的配音很像
14年的九岁女孩现在已经19岁了
寄生兽真的很nb
不也挺好吗
有牛不看
出院！
明明是白化
真神
这个声音一出，直接笑喷
对啊！所以什么时候出第二季啊！啊啊啊啊啊
我去 这就是我！（
月刊！
真神登场
吾辈楷模
吾辈楷模
歌好听
d当初在迅雷的在线网站看的，时代的眼泪啊
终于来了
中嘞，俺们走——♪卡其脱离太，莫娜莫娜一♪
这个有前作的
sabage!!!
名场面
与冰菓，游戏人生形成三大未解之谜
痛，太痛了！
您是否在找：《甲贺忍法帖》
来了
而且没什么门槛，圈外的也能看
月刊少女野崎君都十年了，什么时候出第二季啊啊啊！
救命
《动漫群星闪耀时》
入坑作
[ohh]
有牛我不看了，看了我睡不着觉
艾斯德斯，女王大人
有牛？？？？？///
舒服了
终于等到东京食尸鬼了
人生番
师傅别念了，别念了
你懂什么最后剩下的两个男主才是最好磕的doge
这个真的是我小时候偶然看到的第一部后宫番，给我看后宫番打开了一扇门
可以中間截掉兩人牽手
?
好，我的拳头硬了
sabage好看的
大师我悟了
这才是真小孩声音啊..不是成年人装的
这个我当年还挺喜欢的
突然想起来看过。。。。
然后我学会了掰手指
入坑作
我勒个love stage
青春之旅！！！
起立！
痛痛痛痛痛痛痛痛痛痛痛痛
我的神！
当年萌豚看着他们的深刻发言一脸懵逼
十年了！？
哈哈，确实是从这个学会了扳手指
Pa的人设真的一直很美型
所以最后搞得很多人嗑奈因，官方也经常让他俩一起出贺图（）
路人男主笑死我了(￢_￢)
最难看的就是寄生兽
可惜在真正的正片开始之前结束了
这部番给当时主要看的是王道热血的我带来了巨大的震撼（阴影
OP依旧带感
这位更是重量级
信长协奏曲永远的白月光
花舞少女！！
喰种的优势就是时髦值，不光战斗方面
小孩才喜欢黑深残，成年人都喜欢爱与魔法
现在是小盗版时代
看过权游都免疫了）
五倍弱火派拉斯特
神！！
听起来比较奇怪
切尔西——
神作！！
这有什么很难想象的吗？牢饭
可惜后边剧情一起在塌
饶了我吧师傅别念了
竟然有斩赤红之瞳
你放过我吧
起立！
对咯铺
这个其实还行 没风平浪静胃痛
卧槽人才辈出
1000-7
痛！@
男主跟我的表情高度重合
信长协奏曲超好看！虽然很冷门
第一季是真的神啊
这位更是可爱的日常风动漫
我超!斩瞳!
？
诗乃！
大正版十代（大嘘）
唯一的有点是OP
敬礼敬礼敬礼
这是我第一部看的男主寄了的番
这个可以
b站有
蕾丝？
全体起立
不要不要不要啊啊啊啊啊
哒哒哒哒哒哒哒哒哒哒哒
真神
已经知道最后一部是谁了
真 神
今天刚看完！
求求你了出第二季吧啊啊啊啊啊啊啊啊啊
＝1（二进制）
生存游戏社挺乐德
啊啊啊啊啊泛式你是我的神！我最爱的两部！
第二季呢？？？
???
啊啊啊住嘴啊
重量级
我的入坑番啊啊啊啊啊啊啊啊啊
入宅作
他们把大卫的——去掉了（狗头保命）
全体起立！！！
西园寺世界
哦洗海带哟～
龙族？
终于来了
玛茵真的是我的意难平
这3个比 的确寄生兽更好看
神！
這部前面還可以，後面爛掉
第二季才是巅峰
马云我赐你姨妈～
midouli
哈哈哈哈哈
真神登场！
成为传奇动画领域大神
op我是真喜欢
马云我赐你姨妈！
残响！！！
万番皆可言情剧
这个我还看过。。。
尔康，我看到了
狂喜狂喜
所以什么时候出第二季啊TT
我可是看过hellsing的人，中二值已经拉满了
我嘞个东京残响！！！！！
真神登场
当时真的满足了我的中二之魂啊
青春之旅！
我的第一部高达番，从此很久不再看高达
上一代的现充伪二次元时尚单品
笑出声
《这个盒子打开了吗，打开了，但是没有完全打开》
可惜没有第二季
这当年就是动画版的雪豹
你这第二第三阶段都是同一阶段的两种人罢了
经典治愈番
看山还是山了
核爆神曲 很好听
回到岛上三天，囝仔治好了我的精神内耗
bgm breathless
我掰手指的习惯还是从这时候开始的
原来已经这么久了
我一直认为这部是pa由盛转衰的转折点，直到赛马中兴
看到了，但是没完全看到。
这不是清末明初的那档子事？
看到了，但是没完全看到。
支持奈因
我的入坑之作了
来了来了
三大禁番之一
谁能想到这个ed是世外桃源，元气囡仔的ed
当时看的时候都蒙了，真的蒙了脑袋都空了
印象深刻，憋屈了十一集半，最后那1000-7格外的爽
我去，歌是真的好听啊
老虚：别来沾边，我就写了前三集
我真喜欢这部
神！
呜呜呜一直在买漫画版，后面特别好看呜呜呜
这期差点意思，不有趣
这个啊，都过去十年了，当时知道还是在2018年
死的死 死的死 活的死
好啊
姬哥强推啊（doge）
我看了20遍了都没有第二季
程心直呼内行
神
凉宫春日狂喜
这个我爱了
《集体癔症》
雅美罗，我求你别说了
神！
我小学的时候我也在用他的铅笔盒，太帅了！不得不说这是我喜欢上的第一个白毛角色！（女）
起立！！
亚瑟那这个头是断了吗
不得不说第一次接触他的时候还是在我小学一年级，当初那白毛我一眼定钟情！帅炸了！
↑是养鸡！！！养鸡党哭晕，怎么名字还能记错
治愈番唯一的真神
太痛了
青春之旅！
洗海带哟
什么！月刊已经十年了吗！！！！
入宅作
全体起立！
真神！
蚌
剧情真的胃疼 但歌还挺好听的啊哈哈哈哈哈
？我好像看过变喰种的画面，直接童年阴影
我的入坑作。。。。
全体起立！！
[ohhh]
我嘞个豆啊
这真是我入宅作
我的后宫入坑作，结果我的买股女主输成十八番，精灵使的剑舞你欠我的拿什么还！！！
信长协奏曲好看的
4
那确实
以为是OP差点跳了
因为吃货认识的tk
莉可丽丝勉强也算
真神降临
呜呜呜
有没有fate
马云我赐你姨妈！
同名歌聽過無數遍，就是沒看
这个好看
这不那谁？
可以挺中二的
这个是真的可以。
月刊少女野崎君现在依旧是我最爱恋爱搞笑番第一
烂片出神曲
诗乃！！！！！
来劲了
啊啊啊啊啊我最喜欢的ED！
那能叫一点原创吗
《烂片出神曲》
休业好看（）
以前的画风真的很好看
别念了别念了 要觉醒了
笑死了哈哈
感觉不如……漆黑子弹
什么时候出第二季
人一生永远存在的两个敌人：过去的自己，未来的自己
切尔西真的意难平
已三连
这一年入宅，上来就是第二季，开头说什么团长剧情，我还以为是倒叙，结果是插入回忆啊
高开低走
这是我想看还是泛式想看（恼
四大名著
这个我看过漫画，叫呃……叫什么一族来着
利物浦！（不是）
都看过
qtqil
太空歌剧
棒棒糖女孩
老虛只有寫前幾集 不背這鍋啊 這番前幾集確實很精彩
love stage让我学会了找资源…从此节操是路人
还有那个歌姬（捂脸）
难绷
音乐真神！
"你不要再說了,我朋友接受不了"
求你了别念了，真的汗流浃背了，我要哭了
九一新址[z叉47]
什么六边形的恋爱
别骂了别骂了，算我求你了
九一新址[z叉47]
九一新址[z叉47]
九一新址[z叉47]
1000-7
本作只有伊神一人算戰力其他都在送
如果是老虚写的反而不会这么烂
神作，无敌了
艹
痛...
我的百刷王！！！！！
痛…太痛了
这个看过
可以说带给了我和我弟深深地震撼之作…啊啊啊啊啊啊怎么都死了我不能接受啊
这个我就记得过膝袜之歌了
然后被男主的训练机吊打
D4C
哈哈哈练习机
6
我念（因阿）
剧情是不知道的，歌是火爆的
血壓爆了
这个应该是半田君传说的后续
很适合压力大的时候看
核爆神曲出处，歌比番火
第二季！！
这我真的喜欢
bgm是BRE@TH//LESS
姬哥
至今没看完
基佬紫～
今夕是何年
全体起立
入坑作！！！
那个菜啊
纯爱改编天花板之一
我永远喜欢诗乃乃
确实！
我们仨
马斯克？
拉巴！
呃呃
白色镜头
这位更是中二最爱
八块腹肌练成番
凉宫狂喜
可以想象的
青春啊
火星的传统是吧
每年都要看！！我超爱！！！！！！！
蓝鲸蓝鲸
呦西！
我靠这个我妈带我看的
真物
一辈子都没有的第二季
华哥啊
当时看到切妹的脑袋，直接崩溃
哦 我的耽美启蒙番
不把东京喰种看个一百遍不要和我说话好吧（dog）
旋风游侠说得对
这位烂番出神曲
我稀饭这个
我唯一记得的只有12的结局……呜呜呜
我超，AZ！
哈哈哈哈
橙色恶魔
欢迎来到没有第二季系列
入坑作
花舞少女也好看的
别说了哥们汗流浃背了
这个真喜欢
姬哥必须有排面！
很难想象当时的人吃的是什么史
是我
小千代好萌
半田君传奇
我，我看到了！
神！！！！！！
噢噢噢噢噢！！！这个当时非常喜欢！
555555555555555555
入宅作
感觉看过但又完全想不起来。
EVA
后来漫画玛茵没事，但已经是龙的形状了
致敬传奇画师海苔男
公主都会嫁给王子，而不是骑士。
那年确实这部番最火，征服了整个漫展
巨人主要虐利威尔（不是），喰种主要虐金木
是我老了
亚丝娜这个头跟断了一样
这编剧是真敢写啊0.0
我第一次认识花江夏树就是这部番，表演的太好了
卧槽，我找到了，我一直想着到的动漫
野崎
我差点信了
事故（指网络奔现被骗
DNA动了，待会去重温（
不太能接受黑深残的我倒是对东京喰种没多大感觉，可能因为男女主都没死吧
囝仔！！
圆神，启动
后宫入坑之作呀
.
？十年了还没第二部吗
期待未来讲解the异世界轻改对正版动画界的影响了
治愈番
寄生兽是神，其他的两部，烂尾了
pa社对味了
哈哈哈哈哈哈哈哈哈哈真实
别说了别说了！！！啊啊啊！
尴尬得我要抠脚了啊啊啊啊
推荐希德尼娅的骑士
第一季绝对的神，后来就玩完了
原创剧情是这样的，第二季就扑街了
你懂金木的痛吗！（大声
我一看到长发时的女主就绷不住笑了，十年前吃的史至今难忘
赤瞳
派拉斯
我第一次看这类的，是甲贺忍法帖
A/Z
az
好看但迷惑
啊啊啊花舞少女
派拉斯！
看的第一部番
这部更是重量级中的重量级
神
男主是钢铁直男
中二之魂被唤起了亚美咯！
你太懂了
可惜续作烂了
我不行了你这段话好中二
派拉斯大战木头侠
那时上高三了
？这是14年的¿
这番不如真实之泪一根毛
这大正版时代不要也罢（嫌弃）
空耳君！
救命
鹰山千翼了属于
信长协奏曲真的很好看！
«大正时代»
嘉然和马文杰一起看完了
花舞少女好看！
你这个高达个个都是月光蝶级别的重量级
痛，太痛了！
看了六遍了
Osiheteo siheteyo sono sikumio boku nona kani danegainuno
回答我1000-7
还得是银英
整整11集的好评周榜，最后1集拉穿了地心
自古烂片出神曲
1000-7
派拉斯
强烈推荐花舞少女，即使你不看番，也要听听花舞少女的神op和ed
由纪啊，当时看不知怎的哭个不停
洗海带啦！！！
这番的歌我循环了好多次，但是没看过哈哈哈
看完刀剑就直接转日常类了，只能说没有中二之魂
吾辈楷模！吾辈楷模！吾辈楷模！
是的
1000-7等于多少？（大拇指压无名指）
闭嘴番
犬山哥
这把还直接带来了一个直接在b站动漫区up主的崛起
超好看，虽然没有神作什么的
von
三坪的小说是真的太长了……都40多卷了
恋爱之舞真的是我的入宅番让我变男娘了
《推荐后会反目成仇的》
不仅有核爆神曲，其他配乐质量都很高的
说是虐，可是你细数几位角色的死因和剧情的联动，除了大哥，绿毛，基本上就是强行死的，比如玛茵，漫画就没死。所以就取决于作者，说死就死，不死就不死。想到这一点我就没什么感觉了
斩妹子之瞳
辣条哥
第一篇看得挺爽的
别说了，别说了
我的入坑作，那年我四年级，给我心灵留下了创伤
除了罪恶王冠
是你，火星ntr
黄毛赢下所有
14年毋庸置疑的霸权
月刊第二季也喊了十年了
真神！！！
好看
他改变了二次元.jpg
青春之旅！纯爱人大喜
别说了老师
全体起立!
意义不明的动漫，看完了不知道讲的啥
入坑番之一
被aoe不是吃多倍伤害
那不就是丽克里斯吗？
花舞！
治愈番
切妹！
神作
我超！四大名著！
对，这也是我当初没看完得原因，现在想想真的很一般也
马云姨妈再度受害
我靠入坑作
这番的音乐做的是真不错
洗海带咯！
！！！！！！！！！！！！！！！！！！！！！！！！！
小孩才喜欢黑深残，成年人都喜欢爱与魔法
学姐！
小孩才喜欢黑深残，成年人都喜欢爱与魔法
小孩才喜欢黑深残，成年人都喜欢爱与魔法
OP太顶了
说的就是你游戏人生[   ]
？
起立
漫画活得比剧版多
是美食番哦
东京食尸鬼，第一季我感觉更像是金木研受难记
封面是野崎君！？
最后直接去看萌豚番了
战场伽利略
真的好好看
搞姬日常哈哈哈
当时那种硬板夹子全都印着金木研
花舞少女啊
嗯，我正在追
主要是动画带了一点原创 漫画远没有那么惨烈 好歹男主和玛茵还活着
当时真觉得不咋样
进化成动漫高手
军国主义思想的隐性投射
好像另一部同时带有火星，战争，骑士三个要素的作品也存在类似的问题
跟宫崎骏的电影里小孩角色的配音很像
真神
当年中学的音响都在放洗海带
我看了确实无聊
这里是东京残响吗
这个无敌
砍了三遍
痛，太痛了
音乐超级好听！！！
小千代！！
最喜欢的一集
大正版时代也结束有段日子了
这部我入坑没多久时看過，好怀念
神中神
青春之旅好看
亚刻歪头杀是吧，伊神释放你的理科小知识吧
1000-7=？
boss只剩下10年命了吧好像
淦
来了来了
这下不得不看了
哈哈哈哈
火星少女这也来了？(ʘ言ʘ╬)
游戏人生最起码有个盼头，但这个是真的是真的，至今也没有个盼头
入坑作差点入宅就脱宅
艾斯德斯真的很喜欢
】
这位更是重量级
牛头人？最符合泛式身份的一集
先看的真人版漫版就一直没看拖到现在
没有第二季
不是烂片不是烂片，烂尾不算烂！！！！！
青春之旅也好看
啊啊啊啊
原来十年前这个公司已经走下坡路了…
洗大衣~
神！
金木你好香↓
元气囝仔！
看一半没看下去，太刀了
这样是虚渊玄才不会是这个结局，
影分身十字刀
终于有一个看过的
这个真的是绝活，一定要看野崎的心理活动
东京小馋猫
生存游戏社！
这个超好看！
三大美食番
那这剑能砍断这盾吗
除了结局，前期真的各方面超神
笑傻了
这个小说到现在还没有完结
烟花
完全没问题的
他们不看，绝杀over
哈哈当年一集一集追完的
我们仍未知他们说了啥
好看
我哭了
真的好看
这个不错的
养鸡养女？
真神
993
第一季真的无敌啊，后面就。。。
入坑季
作为我的入坑作，真的是有点阴影的
啊，月刊都十年了，哭
此事在Lycoris中亦有记载
全体起立
3.60
ins
