我服了身材怎么都这么好！！
这雨就像在下粉钻，真美
喜欢
冲冲冲
好好听啊
kksk
泪目了真的，12周年快乐！！！！
好喜欢这个词
压播放量了吧
真的感谢回归！大火！打歌吧！
没事吧这些弹幕
看了好几遍mⅤ
哇，这位中文唱的好标准
加油姐姐们
啊啊啊啊啊好喜欢
好听
每天听一次，给姐姐增加播放量
希望破个100万
这beat你们没觉得耳熟嘛？
支持！！！当年还是我结认识的姐姐
哇  好听好听
这里好好听
唱的尊嘟很好
听得我一把鼻涕一把泪
太帅了啦
真的很好听
有练习室版嘛？
必须支持支持
绝了绝了
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
一键三连助力姐姐们百万播放！
这段真的好喜欢
啊啊啊啊我又来啦
太好听啦！！！词填的也很好！！！姐姐们加油！！！
ELF携手蓝人们前来祝贺，FIESTAR回归大发！
加油
大发
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
身材好美...
每个发音都很标准啊，都能听懂
太酷了！！！！
太棒了！！！！
这里的动作真的很干净很帅
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
Linzy姐姐的马甲线0 0
珉智姐姐！！！！
Linzy姐姐爱你！！！！
期待百万！！！！
大发
这首诶！！！
rap是成员自作词哦哦哦哦哦！
大发
这词好棒啊
FIESTAR
来了！！！
加油
副歌已经会了
不敢相信，太好听了
因为中文版所以背景是红的嘛！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
加油加油！！！
姐姐们打歌吗
回归大发！
我也觉得 光脚会更好看
姐姐加油
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR
中文好标准啊
冲冲冲！
太好听了
加油！
二三代就是坠吊的
这个姐姐好棒啊
支持
好棒啊呜呜呜呜
曹路都没词
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
冲
这个词好好啊
大发
爱jei！！！！！
姐姐们加油！！
中文版真的好听
太棒了吧，太棒啦
冲冲冲冲冲冲，太棒啦！
突然好想听歌，听歌软件豆删了好久了
助力姐姐破百万视频
加油
林智敏！
泪目！加油!
上热门啦
绝，好听
这每个成员都很漂亮呀
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！
好长的腿
回归大发
姐姐挣大钱！
这一句话好标准
惠美这两句歌词很好
太爱这种风格了好久没有这种喜欢的感觉了
好棒！！!
助力百万播放打卡
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
这位发音好标准！
中文填词真的超棒
好听好听好听好听好听好听好听好听
回归大发！！！
这个姐姐一出来简直惊艳我
啊啊啊啊啊啊啊啊啊啊啊啊
回归大发
太棒啦！！！！！
发音好好啊
大发大发！！
姐姐们好美，好厉害
好带感啊姐
太棒了姐姐们
穿裤子的主唱姐姐唱的也很好 跳的也很好
词写的好好啊
好听！
回归大发！！！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
6666666666666666666
大发！
长裤子姐姐是谁长得好好看？
大女主！！！
。。
一定要有一位
好好听
姐姐们加油，大火一次吧
加油加油，有梦想就是了不起！！！
恭喜回归
太帅了这段动作
真的特别特别好听
有梦想真好
真没有意义的歌曲
大发
泪目了！
天知道2015年的我把这首歌循环了多少遍
这个词填的是真不错
好听好听
这姐好牛
破百万！
状态好好
姐姐加油
闪光的梦想啊
好好听?!
跳舞动作有劲且美！！！
这个姐姐唱得太好了!!!
回归大发
这么多年没跳舞了捡起来还跳这么好
这词和衣服有什么关系吗？
词填的很顺耳啊
音源请上架 中文版的词太好了
支持支持！
回归大发！！
大发
很有那个年代的味道，好听！
啊啊啊
回归大发！！！！
两位主唱发音听着好舒服
这段词好棒 鸡皮疙瘩起来了
太好听了
好好听
flestar回归大发！
啊啊啊好好听
卧槽卧槽，好舒服听着
妈呀这个rap太好听
全团上乘风破浪的话其他人还有的玩吗（doge）
歌词好好
有生之年还能看到回归太好了
哇中文很不错诶
回归大发
linzy中文太好了吧
这段很不错
自组回归这个质量和状态真的
回归大发
美女
看哭了
编舞太好看了
姐姐们冲！
大发！
哇哇哇哇哇
加油加油！！！！！
回归大发
姐姐好美
回归大发！
回归大发，三刷了已经
大发
真的很棒，被这种坚持与热血狠狠感动到了，而且歌和舞蹈都超级棒！
新沙洞老虎的曲子
这rap 秒了五代的
我靠原来是这首歌 很早以前就听过
这个调调真的梦回。。
回归大发
颜值实力配置真的很强，以前kpop太卷了
填词太棒了
最棒
回归大发
中文也太好了
词写的好好
中文发音有下功夫的
Jei真的太漂亮了
雨落在地上像血，配合这个曲风简直有种重生的美
这段好听！！
哇
姐姐们好厉害啊
dream一个打歌舞台
词很不错
太好听了
好美
FIESTAR回归大发！FIESTAR回归大发！
冲冲冲
天呐，中文唱的好好
西装姐姐是谁，好酷啊啊啊
加油！！！
好好听！！！
姐姐加油
大发大发大发！！！
姐姐大发
加油！
好听！
歌词填的真好
就怕少我一个
上热门吧
这个胯部动作绝了！！！
好好听！
回归大发！
歌词真的写的很好！
回归大发
审美好好 对我眼睛很好
看了很多遍，突然好想哭
fiestar！
回归大发
挺爽了！
加油加油加油！！！冲冲冲！！！
啊啊啊啊啊啊啊啊啊啊
这个词我爱啊啊啊啊啊
大发
好感动
lulu怎么还是只有i dont know的几句词啊泪目了姐姐，太有团队精神了
好听
超级好听，无限循环播放好多遍了
呜呜呜今夕是何年
这个姐姐好漂亮啊
歌词填的不错
即便填中文词曹璐也没多一句，太大爱了
加油
这歌词有点水平
给我冲！！！热血kpop
真的好棒
回归大发
这一段好爽有没有懂的
对味了
曹璐大女主剧本！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
好听！！！
期待打歌舞台
姐姐们太美了
这个填词真不错
好耶
好听好听
有认人字幕吗！希望认识漂亮姐姐们！
长裤姐姐真的好美 爱上了
填词真的不错 很押韵 不尴尬
啊啊啊啊啊啊啊啊
有梦想就是了不起！
Fiestar回归大发！Fiestar回归大发！Fiestar回归大发！Fiestar回归大发！Fiestar回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
真是太好听
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
惠美太美了
好用心！！
姐姐们唱的好好听！一点也不突兀
好听到救命啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊支持一下fiestas
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
刷到了就再看一遍
哇哦
好美，好喜欢主唱
牛逼状态都那么好
呜呜呜呜
天啊中文发音好清晰
这个姐姐发音好好
好听！
舞蹈中翻都很好
词填得真的好好
期待全力以赴必有回响
FIESTAR FIESTAR FIESTAR FIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
好看
FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR
FIESTAR FIESTAR FIESTAR FIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
加油加油
好听好听
标准
这个换装好有感觉
歌词好
真爱啊对组合
冲啊
这个填词真的不错诶
好听好听
好听
好听
真不错
加油
冲啊
这个美女中文发音好厉害
中文词填的好好呀
开头见！
好听好听
哇啊啊啊啊啊
这首歌真的好好听
超级棒！~
歌词写的行
中文版好好听 可以一起唱了
中文版好听~
加油~~祝贺回归~
豪庭豪庭
三刷
开头见开头见开头见开头见开头见开头见开头见
开头见开头见开头见开头见开头见开头见开头见开头见
开头见开头见开头见开头见开头见开头见开头见开头见开头见开头见开头见开头见
这个姐姐好厉害，中文好标准
这里真的出不去了。
从我结开始关注姐姐，一路走来太不容易了，姐姐加油啊！！！
中文发音真的非常好
回归大发！
再来一次
穿裤子的姐姐真的唱的又好跳的又好，超喜欢
yezi的rap杀我
超棒！
来啦来啦
大发
回归大发！！！！
中文太好了
姐姐们冲
姐几个冲啊
FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR  FIESTAR
好听
回归大发
好听好听
FIESTAR回归大发！
FIESTAR回归大发！
FIESTAR回归大发！
FIESTAR回归大发！
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油加油
太飒了
姐姐们我太崇拜你们了
这个镜头璐只露个脑袋好可爱啊哈哈哈
开头见
Jei
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智yezi李礼智
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智linzy林敏智
她发音好好啊
太酷了
yezi!
大发吧fiestar！！！
真的很爱！！
惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美
惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美
真的很好听啊  之前完全没听过的歌一下就爱上了  中文填词真的特别棒！！
惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美
惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美
惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美
姐姐真的很棒
惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美惠美
曹路这一段收尾舞蹈有一点差呀，只是说实话
回归大发
谢谢你们一直坚持这份梦想
啊啊啊啊啊啊啊啊啊啊啊啊我要哭
歌词好棒呀！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
yezi一生的老公王
李礼智yezi李礼智yezi李礼智yezi李礼智yezi
填词有水平的
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
太厉害了，有梦想就会发光
中文让歌更有味道了，听懂就是好
yezi这个表管看爽了
加油啊！sone 帮忙
大发
播放量50w了！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
yezi主人！！
这个回眸！！！敏智欧尼真的好港啊啊啊美绝了！！
这歌真的好好听
好仙的歌
上热门了！
回归大发
大发！
冲冲冲！！！！
曹璐加油
一键三连
中文版也好好听！完全不尴尬，超好
这个姐姐好利落的感觉  喜欢！！！
歌词好好，好好听啊
洗脑了
谁懂啊这个扭胯转腰看了100遍看不厌啊  强度刚刚好
这个词很用心啊
好棒！！！
回归大发啊啊啊啊
太美了大家
啊啊啊啊啊
帅太帅了
好听
这个姐姐好美啊
这个太标准了
回归大发
支持！！
西服就有种大女人很合适
回归大发！！！回归大发！！！回归大发！！！
词写的真的好好啊啊啊
好牛啊这段中文改词
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
回归大发
回归大发啊啊啊啊
冲！
再听亿遍
这部分真的太美了！
回归大发！
听八百遍都不够啊！！！！
这歌听着好上头啊
说真的，我一直都不知道有这个团，现在知道了
这个姐姐好美
FIESTAR回归大发安利安利安利
好听好听好听
璐姐值得！！！！！！！
中文好好哇
好听
FIESTAR FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
姐姐们加油
】
泪目了。我的jei
天  好听
好感动…
好有回忆，当年单曲循环了好久好久好久，现在再听还是那么好听！人美歌靓哈哈哈哈
看看这个身材。！
疯狂循环。
这个唱的中文好好
好听
FIESTAR FIESTAR回归大发！！！！！
天啊，这个词真的让我起鸡皮疙瘩了
妈呀好长好漂亮的腿！！！！！
老铁，中文也太标准了
这个姐姐好漂亮！！！！！！
璐璐姐，你真的好帅，从内而外
"三代女团都很有魅力的，女生其实也很喜欢性感风，每一个都是高质团，AOA,missA还有很多宝藏"
哇这个好标准
好聽！！！
這段歌詞真的很好～
上热门了，太好了，太好了╮(￣▽￣)╭
回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回
加油
我的天，前奏响起热泪盈眶了
好好听
回归大发
都好漂亮，歌也好好听
这词改的真的太好了，中国人写的词就是不口水！
回归大发
一直都喜欢的一首歌
爷青回，姐姐们大发！！！
词写的好好哦
太好听了
好好听！
加油
这个发音，听不出来是韩国人了都，很标准
回归大发
世界名画
RAP绝了
加油加油，都好美啊！
再来亿遍
我要被惠美圈粉了好好听
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
当年吃的太好了
门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙门面金珍熙
太美了
门面金珍熙
“扬长而去不会后悔”
自私点无所谓！！
好棒！
歌词写的真好
好棒
好好听
很听话
向着崭新的自由远走，喜欢这句
好棒
我真的好喜欢惠美这段，好有华语歌的感觉
好棒
三连支持
回归大发！
发音真的好标准
好好听
再来亿遍！真的很棒很好听
姐姐太美了
换的是当年练习室的衣服……
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
填词神了
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
这个MV真的很有感觉阿，看了n遍
回归，我要看那打歌舞台啊啊啊啊
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
哭了
wooo 这rap牛啊
回归大发
哇哇哇！
FIESTAR FIESTAR FIESTAR FIESTAR FIESTARFIESTAR FIESTAR FIESTAR FIESTAR FIESTAR
新版编舞真的简单又好看还贴合歌曲
这套衣服真的好绝
填词好棒
rap好好啊
无限循环了
果然不是二三代没人了。只是我们年级大了。没有那么活跃了
支持追梦人
这里真的太帅气了！
回归大发
新版编舞真的太好看了
惠美和linzy的声音好好听啊真的
加油
支持支持
吐字清晰到不看字幕都能听懂的程度 姐姐们太棒啦！
穿裙子这位发音好标准啊唱的也好好
这两句没有外国味儿啊，很像中国人唱的太标准了
加油鸭
好好听，梦回从前了
姐姐们都太美了，实力美貌兼具
大女主们，爆哭
再来亿遍！！！
你们，好棒！！！！！
酷酷酷！
太棒了，期待舞台
我的天哪这段好好看
下的说玫瑰雨
哭了哇哇哇哇我的韩娱初心T﹏T
回归大爆
姐姐们回归大发！
卧槽！好好听！
回归快乐
看完韩语版来看中文版了呜呜呜姐姐们好棒
曹璐姐姐加油加油加油！！！！！！
欧尼怀挺！！！！！！！！！！！！
卧槽这段真的听不出来是韩语母语唱的
Linzy姐姐呜呜呜呜呜呜呜呜
Linzy Linzy Linzy！！！！
Linzy姐姐啊啊啊啊啊啊啊啊啊啊
歌词不说了 新的编曲也很带劲 很棒
加油
上热门了
音色都好好啊啊啊啊
双主唱中文发音都挺好的
回归大发！！！！！
原来听懂是这种感觉
中文填词真的不错，不尬
编舞很棒哎
加油鸭
好标准啊唱的
填词很好啊
好听
来啦
吒回归秒了
太好听了
歌词写的太好啦
回归大发！！！
主舞就应该站C！
冲冲冲
歌词填的很不错啊
大发大发，拿下一位！！！
姐姐们回归大发！！！！
正经rapper椰子
怎么觉得曹璐跳舞比以前更好了
加油加油加油
好好听
一眼望去全是腿啊啊啊啊啊姐姐我斯哈斯哈
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
刀群舞！！！
曹璐！曹璐！
林敏智！！！
来啦！！
大家记得一键三连！
再来亿遍！
啊 这才是rap啊！
真好听
帅啊
业务能力和身材管理还是这么在线令人感动
jei姐姐好辣斯哈斯哈
这位姐姐中文发音好标准
回归大发
加油加油姐姐
回归大发
不是粉丝都被感动到了
好听
这种热血真的很圈粉
再来助力！结尾见兄弟萌！
身材都好好
回归大发！！！！！
太棒了！
啊啊啊啊啊啊
原来是这首歌啊TT
太好听了
高跟鞋。。。完全是主人级别。。。妈妈们我爱你们。。。
她中文很标准啊
在各自领域发展，爱豆的综合素养也没有放下
姐姐们的身材管理都做得好好呀
成员姐姐们说中国粉丝喜欢红色，中文版雨中打光就用的红色
璐璐姐在今天的直播中说话，经费有限，尽量做到中韩两版的MV有差别，中文版特地用的红色的光
前面谁说的英文担当，本来很感动，一下破防了，璐姐以前词太少了
歌词好真实啊
这发音绝啦！好标准
还是那么美
好激动，姐姐们太棒了
我会给这个世界所有人好脸色。二三代粉吃的太好了
加油
单曲循环！！！
回归大发
加油啊啊啊啊
姐姐们身材管理都好棒
真的很喜欢这首歌！竟然是中文版(TT)姐姐们加油！！！
各平台听了好多遍了
被解散是有理由的
草啊真的要哭了
这个长裤小姐姐发音好标准，我以为是国人
天呐帅疯了我了
回归大发大发
太棒了
一键三连！！！！！
唱的好好
好感动姐你们好棒
yezi好牛
回归大发
滤镜加太厚了磨皮太严重了，可惜了姐几个的颜
巨好听！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
太绝了！词也很好
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！FIESTAR回归大发！
好！！！！！
一定要火啊
填词好棒
已三连！
哇梦回！！！
呜呜呜呜
回归加油！！！！！！！！！！！
好美
这个姐姐好厉害
这段不穿鞋或平地鞋感觉会很漂亮
太棒了太棒了掌声响起来
三连助力梦想启航
姐姐真的辛苦了！真的好厉害！！！
回归大发！！！！！
姐姐们的身材管理都太棒了吧
回归大发
力度太对味了
这段拍的好啊
好看
太棒了！！继续看一次
歌曲确实不错
