包裹着金箔的史
超爱王家卫，超爱重庆森林
侮辱王导了哈
山河故人
up长得没有王家卫电影的感觉
歌名 f**k love
音乐一来，感觉就来了
他有什么审美？？？
电影，怎么打光，镜头调度，构图这些都是模仿不来的。。。
别人用胶片，你用数码摄影，其实就已经不像了
毒药
这个赞给贾导～～
二十四城？
拍的很好，但是把郭小四和另外三个并列确实不太合适
这不是王杰的歌吗？
不喜欢这种
晕车的感觉
还加了个周星驰的剧终片尾是吧
飞机场的十点半
毫无瓶颈
晕车了
真不知道
hhhhhh
灵魂抽帧
你太厉害了
哈哈哈哈
他算导演？
《审美在线》
是那个味了
?
姐姐真的好美好有才华啊
李米的猜想
姐姐台词好厉害
不搓  有想法！
不像，光不像。。
像马达姆一样找
哇哦卸个妆
小时代其实还是可以的
怎么还有郭敬明
要不你们找一下，现在有时尚大片的片子？为什么国内时尚这么拉，不就是一直没有导演吗？
从苏州河开始喜欢周迅
少不了赵涛
我天 太强了
赵涛是灵魂
"不是3d,给我看晕了……"
有物质的爱情，被警察抓。
审美....额，在线？
春风沉醉的夜晚
bgm是f**k love
这音乐是什么
我好想你！
郭敬明的审美还真是没得挑
声音这么像
王靖文
不能没有叶倩文
完了，要吐
审美。。。
这个镜头看起来就是文艺片
重庆森林
哈哈哈哈哈哈哈
神经
重庆森林
？
BGM:past live
这个好经典
唯一真史
也没抽的这么厉害，，
重庆森林！
ppt
鹅鹅鹅
好厉害
原来是你！
《F X love 》
啊啊啊啊啊啊山河故人
这个不像
马达马达~
啊？
我好想你！！！
弹幕里有刘森粉！！
卧槽华北浪革
山河故人哈哈哈
up厉害，女士大才
trippie red fck love
记得尬舞
帕金森拍摄模式
呵呵呵
我晕车啊
郭氏美学大概率是美术导演给力，他拍爵迹时就拉胯了
涛声依旧
涛声依旧
涛声依旧
？？？
抽帧对味
苏州河啥比电影
哦，我就挺喜欢小时代的
春风沉醉的夜晚，就是这个味
苏州河
原来亡妻回忆录风格从这来的啊
我去还以为我电话响了
精致度略差一点，味儿倒是差不多
小四的审美是悬浮而不是在线
娄烨赛博
阿菲
亡妻回忆录
你赞没了
周迅？？
啊啊啊啊啊啊啊啊啊顾里
最喜欢贾樟柯
建议看一下奇葩说第一季
有点侮辱前两位了
最喜欢这个
这个像
不像
山河故人
怎么有史
科长
牡丹！
没有四叶光圈没有灵魂
华北浪革
那个年代好火啊
苏州河那个一般
好喜欢这种风格
没绷住，段位差得有点多
《审美》………
江湖儿女
叶倩文的珍重！
三毛!
吃午餐肉罐头吗
哇，看到喜欢的导演我真的太开心了
好爱金城武演的那种感觉
剧情离谱到佬佬家了
叶蒨文哦
郭敬明—石的代名词
这个场景是三峡好人
啊啊啊啊苏州河、
苏打绿！！！！我好想你！！！！！！！
少不了赵涛哈哈哈哈哈
把郭敬明放进去是不是侮辱其他导了
什么站台啊
儒儒真的很高质量博主
是不是王菲那个角色
啊啊啊苏打绿啊啊
太对啦
你别说，郭敬明审美确实在线，最擅长把人拍美
小马哥！
味道正确
会呀
有没有这三种电影推荐啊 最好是讲感情的
这个币我添了
我来添一下币
真史
他拍的不是电影是长mv
欧阳崇到此一游
什么音乐？？？
郭也算导演？？
还的是苏州河呀
有那个味儿
他确实有风格啊，虽然史但也是风格
昆丁呢
你信他审美在线还是我是秦始皇
赵涛专辑
金毛玲
倪妮
贾樟柯最出圈的电影
我爱你有种左灯右行的冲突
不会
哈哈哈哈哈哈哈哈哈哈哈哈哈
1000+
哇
娄烨这次戛纳，也算是把底裤露出来了
唯一真神
这舞姿我喜欢
金城武的声音，啊啊啊啊啊啊啊
苏州河！！！！
每次都能买到5月1号到期的罐头也很厉害
把王家卫和郭敬明放在一起？！郭敬明也配？！
你只知道它入了外国的电影节，我还知道它的外国爹给了它零分。
他那叫审美啊
还有慢动作
？？
来了来了要来力！
很多演员最好看的妆造都在这了还不算审美在线吗
圆明园
苏州河！
亡妻回忆录
然后抄袭偷窃
前面问娄烨是谁的，你去搜搜不就知道了，我只知道他有不少作品入围了国际电影节。
郭敬明算了
这个裙子好好看
不同导演又没说是好导演或者坏导演
就知道经典舞必有
郭这种谁都会，就是各种玄
空荡荡的表面华丽堆砌，浮夸的廉价本质
哈哈哈哈哈
有内味儿了！！
太对了
刚刚是不是掉下去了？！！！
好有才
打光不太到位王家卫室内基本都有红色光绿色光
快跑
凤梨罐头！
好会拍
这个镜头像龚蓓苾
郭金明的不行
眨眼补帧
审美在线？
《防不胜防》
一模一样
春风沉醉的夜
大制作
黑凤梨
本来已经赞了直接取消，郭敬明是什么史
曲错币无
哈哈哈哈
无敌了
没了？
抽帧
苏州河
抽帧
哈哈哈
BGM：past lives   给个赞吧
好有感觉姐姐好牛啊
你会来找我吗？
he～tui
贾樟柯是喜欢用长镜头
？？？？？
裤子导演
可惜不是山西的县城
他也有风格了 哈哈哈哈哈哈哈
BGM是xxx的《fxxk love》
王家卫教我装逼几十年，现在我还没装出成绩
夸你会
说实话 王家卫没仿到精髓
原来大家都喜欢gay
娄烨这种拿外资拍戏的是这样的，不阴郁要不到经费
公知导演
把他们三个放在一起我是没想到的
郭敬明啥玩意？？
呆
蔡依林
贾科长的灵魂是赵涛的舞蹈
苏州河还是很好看的啊
构思！
摄影师是真的牛
这里不是CS起源的包点吗？
主要是抽帧
？？？
我随手一拉，就知道这是贾樟柯的风格
普通话不对味
郭敬明算什么？
不能平光，一定侧面打人物
太紧了，而且不要切空镜
抽帧
使
他也算导演啊？？
？？？？？？？
王家卫
抽帧
哈哈哈哈哈哈哈哈哈哈
（哦8.1）
巧了 也是我的生日
《审美在线》
有王家卫么？
山河故人！！！！！
这才叫江湖
我果然不喜欢文艺片
有一说一 这个是真的石
贾科长仅有的几部在内地上映的电影
这bgm就对了
有周迅就妥了
娄烨开头我是没想到的
郭敬明的审美是没问题的，只是剧情不行啊
倒是没说错，剧情再离谱镜头拍摄美感在线的
刘涛
这肯定不是山西县城
这个就算了
现在重庆大厦里全是阿三叫你friend
涛的宇宙
时间煮雨呢
音乐一响，整个青春没了
哈哈哈哈哈哈
风格鲜明
我最爱贾樟柯了！！！！！好喜欢好喜欢呐！太符合了！
涛声依旧
暴发户
啊？
杜可风
B
苏州河
好像jolin
李米的猜想？
风中有朵雨做的云
抄袭怪也能上桌了哈哈
三连交给你了
好美
？？？
这也算导演？
虽然但是我很爱看小时代
《小武》 《站台》
郭敬明这种镜头真欣赏不来，纸醉金迷的感觉，浮夸而没有灵魂
锅敬冥
涛声依旧
安红，我想你
分不清，以为是王家卫的风格
王家卫特有的绿油油
王氏抽帧
贾导别带媳妇行吗？
少不了的是刘涛
。。。
不像
郭比特最值的一天
这个卫儿有点重了
这么像？！
郭敬明的功底当然比不上前面两位，但是他的风格还是挺明显的，很有辨识度
这bgm让我想起哥哥
可是我觉得郭敬明选的小时代的角色真的都很绝 还有服道化审美
不是模仿不同导演嘛，谁说他们一个层面了
山河故人
王家卫唯一真神（）
……郭敬明也是好起来了……
娄烨的还真是这样
美版走西口
有张艺谋嘛
我不知道
？
经典抽帧
王家卫一定得有抽帧
苏州河
这段bgm是《恍惚的眼前》窦鹏
还有抽帧
是周迅 电影《苏州河》 不是李米的猜想
王菲
看来没有博主能抗拒小时代的诱惑
郭敬明居然也能蹭上了
一股小短剧的感觉
这个不行，太拉
hjm就是很厉害啊
以玛丽莲梦露，麦当娜，杨贵妃所有美女的名义，妇女解放，脸无雀斑！
这个是最不像的
郭敬明给钱了？
抄袭者好减分
好适合复古风
？？？？钩式
都不用风吹 走两步就散了
哇哇哇这句话真的好像啊
？？？？有点突然
什么玩意？？？？它能算导演哦
郭敬明为什么会和其他人在一起
郭敬明？导演？
三平？
周迅
直到大厦崩塌
《李米的猜想》
山河故人
三峡好人
？
《山河故人》
抽帧
禁片大王哈哈
是郝蕾的声音啊！
求bgm
啊！！！娄烨！！！
苏州河！！
音乐好评
太真实了
这个确实是真的
？？？猝不及防的转折
郭敬明是在反讽吗
这就是江湖
AI识曲
郭就算了吧
郭是有自己的风格，但也仅此而已
然后还有独白……巴拉巴拉的那种~
山西吕梁人
山河故人！！！
你带够钱没有！
经典抽帧哈哈哈
太有才了啊啊啊啊
我其实还是很喜欢小时代的  那是我那段时间里最好的回忆了
田馥甄？
天注定
太腻泰慕斯
MV风格
抽帧狂魔
晕了
勾使
不太像科长
零分的娄烨，哈哈哈
郭敬明真就算了
推荐大家看小四代农金时代
矫情
开始头晕了
太有才了~up主才华横溢
太绝了
《珍重》
OMG
求这一段bgm！
有一种玩游戏掉帧严重的感觉难受的嘞
这味道~真对
妈呀！郭什么时候审美一直在线了​
我爱山河故人！
好好看
后期滤镜的搭配，绝了
主体面
叶倩文一直是贾科长的女神哈哈哈哈
啊啊啊啊啊啊啊啊叶倩文的珍重
大如什么大如周迅也是你随便叫的
不得不说郭对演员审美还是高的
姐姐本来就是配音视频火的
经典抽帧
盲猜有王家卫
姐又瘦了
学得太像了吃了几个顾里哈哈哈哈哈哈
我好想你绝了
有那味了
ONLY
混进去的郭敬明
他的审美不好。
前面的收收味 这又不是奥斯卡评选 有人说郭拍的电影很好吗
老文青的感觉
啊啊啊山河故人
看到郭敬明真的是要划走了
涛姐哈哈哈哈哈哈哈哈哈
太有内味了
哈哈哈哈哈
好晕
有内味了
奇怪的抽帧～
我是king
也像王家卫
“娄烨”哈哈哈哈
谋子─一镜到底
山河故人
这个像
重庆森林！！！！
他也配相提并论？取消关注了
好有感觉
没有县城  万万不能
太棒了
不会
娄烨过时，小杨哥不过时呗
亡妻回忆录
已经开始晕车了
郭敬明是乱入的吧喂
？
苏州河！
哈哈，好早
和赵涛
会啊
莫文蔚
素颜+画质再差点就好了
这是接了郭的广吗
最爱贾樟柯！
哈哈哈哈哈配色还不够深
娄烨电影是真致郁
？？？？？？
姐姐喜欢你
苏州河
小武
姐姐学台湾腔一绝
太像了
本山西人看了很安心（）
好像啊 顾里声音
三峡好人
繁花的感觉
就知道会有这一part
好多人在看
就是这一瞬间，好像啊！！
少不了赵涛吧？
这个是真不像，镜头颗粒感要更重一点，不是演的锅后期没调好
郭敬明？
马特达蒙吗？
BGM:past lives
重庆森林！！！
应该在亮一点
那个现在不止960w了
果然台词是你最擅长的
郭敬明也有风格了？
郭敬明:我出息了，能跟王家卫贾樟柯同列。
Go West
珍重！
我想看你演绎包租婆城寨催租经典桥段
浅醉一生
哈哈哈哈
山河故人
郭敬明你配吗？！【流泪】
郭敬明适合去时装杂志社工作。
娄烨导演？【doge】
欢迎来到吧北横通道
画面比例不对
郭不配跟前两位导演相提并论
非常贴切，都是那个风格
