通臂猿猴一直都在主持猴王工作
大圣啊，多少人想念你呀！
好伟大！
就是会死，天灾会
我专门拿了全套大圣套才打的大石敢当
石（dan）敢当
猴哥300多岁才改生死，其他正常猴子能活到他这个岁数？
齐天大（dai）圣
气绝身亡（wu）
石（dan 猴）
石（dan）候
通臂（ba）
谁？我怎么没见过？
通臂猿猴本身就是大神通猴，活个几百年不成问题，后来被勾了生死簿就可长生
原著没有啊
泪目
真看哭了
去也！去也！
你就说是不是拿了五韵寻回孙悟空吧
同样的六根还寻回了记忆，基本上就是换了一个躯壳的大圣了
真泪目了
泪目
000                      控偶Komk
这一刻她才知道了大圣的想法，大圣让天命人来替自己，大圣自己不会再复活了
罢了罢了
这就是妈呀
泪目了
这时候原著里二郎神把花果山烧了 死了7成的猴子
这文案都不用写，直接读影神图
猴子猴孙被屠了
不是啊 你刀我干啥！
确实是“她”没错
我看这山魈也是风韵犹存啊
命运的齿轮开始转动
天产石猴又不妨碍大圣是灵明石猴
你似那故人半分，我便慌了神
雷姆了
泪目了
不要成为大圣而是要超越大圣
世间又那样那么多完美
因为花果山是玉帝的修道场
泪目
花果山那个叫通背猿猴，四大灵猴里那个才叫通臂猿猴
可是通臂猿猴能活到340岁等大圣地府平账吗
西游记导演杨洁如果能看到西游游戏那么火一定很欣慰
B站要没了了吗？卡顿得要死
我想起来了，我看见过她，她从那里跳下去，我以为那里也可以下还追上去来着
有借无还
马流二元帅，崩芭二将军
满是细节
《借》
影子是六丁六甲？
通背猿猴？
擎天白玉柱，架海紫金梁！如意金箍棒，随心铁杆兵！
五百年过去了但他们还是对大圣很忠诚
妥妥的指导猿
？？？这是咋来的
尽一切恶得须陀洹，然后布施远离诸苦，受苦众生令得解脱，怖畏众生令得远离。
泪目
最近看了原著，通臂猿猴是建议猴哥去找长生不老方法的那只猴
罢了，罢了
我穿着大圣套来的
通背猿猴
这么说你也活了五百多年？
师父
这时，大圣已经不是他一个人的大圣了
你的职位都是别人给的，还想选地点上班？
大圣342岁下地府改生死簿，后大闹天宫五指山下500年，游戏里取经回来不知道多久被杀，然后又过了几百年到游戏的世界线，少说1500年过去了，通臂猿自己就能找齐五蕴还一路指引我们，怎么可能是个普通猴子
山魈怪谈
我一直以为是老鼠
你就是没名字子生死铺上也有真灵记录一生
《借》
刚在电视上看到，现在又在手机上看到
后来有人似你三分，我便慌了神
原著不是猴群意识到的吧，反而是大圣自己意识到的
这时的她，衣服已经非常破旧了，不知道她走了多远吃了多少苦
跟我读：通臂猿猴
他们族的生死簿被勾了啊
大圣是不是灵明石猴
既是无奈，也是希望
这是大圣的养母啊
通背猿猴:超级无敌麒麟脚
因为头上的金箍
四建将
西游记有四大猴，
我换题了，还是怎么了？我听到回来了
这里开始就是黑神话的设定
亚父
相貌有些雷堆
被你抢了4次，最后一次就摆烂了233
前面的，不算冷知识，除了六耳和灵明石猴之外都是种群的名字
山魈不应该有长尾巴
是谁说通臂猿猴是袁红啊？你逆天，去看看书
因为悟空心系的不止是花果山，所以他决定塌碎凌霄
啊，我回来了，我回来了，他没有
好一个没做多久
这叫零元购
"""大王回来了″，""我家大王回来了″"
罢了罢了
看到大圣后继有人，她也终于释怀了
现实生活中有山魈这种动物，长的跟狒狒差不多，跟游戏里这个形象一样
泪崩了啊……
是看天命人像猴子故意留的
玉帝：阎王你七大姑八大姨寿命5000岁都是那孙悟空给改的？
混世四猴它们并不是四只猴子而是四种猴子
不是留下，是准备拿走，被你发现了
打完二郎拿回记忆不戴金箍就是转世复活
转世和复生差不多
大圣好像不是四猴之一吧，是女娲补天石产的天产石猴
《留白已升华：已成艺术》
泪目了
长生不老的设定应该是:寿命无尽，生机不可夺。显然猴子猴孙后者不能满足。
别人的目的就是不让你回花果山，跟你道场设在哪没啥关系
三周目就回来了
这里有一段天命人小跑过来接五蕴，这可是很加分的
怪不得，要集齐大圣套才能打石敢当
孙悟空为什么不把修道场直接定为花果山，这样不就永远能陪着猴群了
那石猴似你不是你
我觉得说是她带的路比较好
站在不同的立场（要不是有黑，这里有点讨厌猪）
《借》
孙悟空改生死簿的时候，把很多自家猴的也涂了
是啊，她比马哥都多走一顿
辞掉佛位是发现灵山的事实
通臂猿猴生死簿名字被划了呀死不了
这段动画剪的真棒
观自在菩萨行深般若波罗蜜多时，常照见五蕴皆空度一切苦厄
仙人不是太上老君就是菩提
通臂猿猴不是袁洪嘛
悲欣交集
吉吉国王皮肤
天命人的样貌和大圣一般无二，说是让给咱比较合理
卡卡罗特同款发型
泪目
生死簿会标注什么生物的
天命人应该就是猴哥的救命猴毛，只有猴哥的样子和意志但是没有记忆
然后把大石敢当纳入灵山坐下
而且图鉴还说如果集齐五个，大石敢当就会变得超级恐怖，实力强劲，感觉跟通臂猿说的那个仙人，可能是灵山那里的，目的就是为了加强大石敢当
借
难怪 我一直记得 花果山 有猴子长老.......的
菩提应该不可能，因为我感觉是有人在骗通臂猿猴，目的是把这五颗，给大石敢当，你们可以去看隐神图
孙悟空是感恩的人，值得我们学习
会死，怎么就不会？由于生死簿被划了，如果你的肉身被毁，只有灵魂的话，是不能投胎转生的，因为地府不收了，不入轮回，由于会老，所以肉身会渐渐腐朽
小偟书，，Z汊泗 仨
其实灵明石猴是天命人
哎
泪目
即使真能拿日月，缩千山，辩休咎，乾坤摩弄。可就连大圣都没能捅破的天，它又能怎么养呢
通臂（bei）猿猴
看见天命人时，她知道大圣已经回不来了
以前记载的山魈就是狒狒，这通臂猿猴就是狒狒形象，倒是也没说错
借
影神图里这么写的
养母一般
‘
一朵相似的花
花果山的猴子猴孙在原著里是大圣被压在五指山以后就被图了
命运的齿轮开始转动
伟大
大圣最缺的就是妈妈，菩提三藏都可以是他的父亲，三藏属于后爹
这不是山魈是什么？你也就会打个书名号了
他的衣服和小张太子一样
极端的天庭
能活什么久她也长生了。
“石猴似你不似你”
他没有天命人傍身的本事，也没有土地、生肖、小马哥、四妹等神仙妖怪相助
天命人是大圣的意，但又不是大圣，因为它也是玩家
大圣把生死簿划了，其中肯定有她
是哦，黑风山见到的时候衣服还很新
《借》？！
津门第一，霍元甲！津门第一，霍元甲！
所以大圣宁愿放弃佛位
弹幕有个说:似乎说了句 好怀念啊  瞬间绷不住了
雄
雄
←大圣是“天产石猴”，不是“灵明石猴”，生死簿上写着明类的
回来了，回来了
行深般若波罗蜜多时，照见五蕴皆空
灵明石猴 六耳猕猴 通臂猿猴 赤尻马猴 混世四猴
通臂猿猴，明灵石猴，六耳猕猴，赤尻马猴，四大灵猴
老邻居东海龙王：彳亍
主线任务开启：寻找永生
“可是我才拿到第一蕴啊”
哎
不枉她一番好意！
我有这么多神人暗中相助才走到这一步，不敢想他一个人是如何坚持到今天的。
可是咱们也是猴子猴孙啊
不是狒狒吗
类目
大圣养母
这应该是弥勒或者二郎神给的讯息
梅山七怪个屁，这是西游记不是封神榜
寻得五蕴却无获
幸好猴子都有名字，不然生死簿保不住了
孙悟空对自己猴子是真的好，全部长生
梅喉王
不是他留下的，他一直在找，但是无法直接获取五蕴
泪目
谁又知道，他到底付出了多少
哈哈哈，他回来了，大圣回来了，大王回来了
“大圣已经死了，但是，他的意志传承下去了，罢了罢了”
通臂猿猴不是男的么？
结果被包魂炼丹取圣果
转世就是复生
那个管山魈叫狒狒的，眼睛不要可以捐给别人
五蕴皆空
山魈在妖界属于嗯，到处寻宝的那一种
细节是衣服越来越破
崩将军
悟空刚从石头里出来就是成年体了吧
他知道大圣要复活了开心
这小猴跟他的大王长的一模一样
我在他的眼中看到了一位母亲的绝望。
leimu
黑神话启动
三界六道，就毁在这长生不老四个字上
你不是…不，你可以是…对对对，你可以是！可以是！哈哈哈哈哈…
泪目
拿日月，缩千山
泪目
太感人了
泪目了（哭
花果山点子王
他开始只是想和猴群永远待在一起
劫
这里是准备大闹天宫
内心的挣扎与释怀
不是狒狒是山魈
通臂猿猴：山魈？我一拳能给你打成山魈
通臂猿猴也有一根棒子，叫擎天柱，和二郎神打架差点没把二郎神打死
不是生人，是熟人！
奶奶的.年纪大了一看就落泪
菩提老祖（确信）
崩巴二将 不应该还有一只吗 还有马流二元帅
五本
眼睛袅袅了
它可比赤尻马猴，靠谱多了。另外一位直接背叛大圣，也不能算背叛吧
美猴王就是通臂猿猴取的，还告诉大圣去寻菩提拜师
开心的叫着跑开了
死不了孙悟空在地府把孙猴子的寿命全化了
经历了多少苦难！
原来是她啊...
通背猿猴
这他喵喵名义上是将军，实际上是太后娘娘
《三年即可》
终是一朵相似花，是大圣，却不是悟空
逗比吧，本来说的就是黑神话里通臂的故事
通臂猿猴
是有名字的猴子不会死，但是没名字的一样会死
可惜，外国人不懂
跳伞：01：32
欧阳崇到此一游
所以这帮猴子除了孙悟空没有一个简单的吧，通臂猿猴活的比孙悟空还长
天命人本来就是大圣转生，集齐5根后和大圣也没啥区别了
人生第八苦，五蕴盛
通臂这衣服有点日式的感觉。
泪目
五行山
雷姆
常务副猴王
通臂猿猴是狒狒啊？
“悟空师父再助你一臂之力”
这一段配音也是神级的
疯了
是的，就是“她”
、}|+“
为了塑造一个对大圣默默关怀的形象，改成女的能体现母爱
我回来了
，，
通臂bei猿猴
这里应该是在指责石敢当无限汲取灵气残骸花果山生灵
你这猴子真令我欢喜
四猴本身就不生不灭，猴子是明珠自晦
罗伯特——————
释怀了最后
花果山的猴子看似长生，但是因为没了籍，地府不收投胎都不可能
生死蒲相当于是任务了，都是等死了之后要收到下面的
真看哭了
会死，但地府不会收
通背猿猴原著就是山魈的样子
这不是影神图里写的吗
通bei吧？
看到这就可以拉黑了
"我,最讨厌猪头,回回都是你们坏我好事!"
3000+
4.4w+1
这里是应了开始仙人梦 虽然方式不同 五蕴还是度化了苦难
《借》
照见五蕴皆空度一切苦厄？
劝学
可不单单只是因为这个，而是发现了天庭长生的秘密。不然也不会有之后天庭过来抹杀的故事
东海龙王骂骂咧咧地划走了
主角中的主角片命人，自己早都死了几千遍，他走一条命都没定
后面就有了黑神话的故事。
然后在那之后的故事，那就是黑神话里的故事了
“我儿回来了 回来了！”
山魈是没有尾巴的 这是通臂猿猴
小鬼：抹黑大圣~抹黑原著~
感动
黑神话是黑神话，西游记是西游记，不要混为一谈
崩巴二将军
永生有时候也是一种痛苦
bgm可以 赞
金甲太像了
跳伞:01:32
也有可能是六耳猕猴
原来是拔~戒~
山魈“辛巴？？？你还没死？？？”
她可能是孙悟空的长辈猴子
菩提老祖
去tm的天命
弼马天官
通臂猿是混世四猴，跳出三界不在五行，阎王账上应该本来就没有吧
黑屏tips里可以知道，天命人是灵明石猴
算得上悟空的养母了吧
瞬间泪目
bu不认真听，说的是黑神话里的设定
孙悟空转世不还是孙悟空？佛教本来就有转世的说法
硅基生物诞生，模型开始训练，模仿周围生物
这是通背猿猴，大圣的将军
狮子王里那个就是山魈
感觉他的反映是大王回不来了 无奈的接受了
（黑神话剧情）
“借”
泪目
直接把猴属给去掉不就行了吗
通臂猿猴也是几大神猴之一  本来就不简单
原来如此啊
养母
泪目
山魈:大王，后来有人似你三分，我便慌了神。
吉吉国王
应该就是因为天命人现在穿的跟大圣一模一样，才反复确认，觉得是大圣复活了，所以长啸而去
哈哈感觉就像最好的同学突然来自己家了一样，妈妈看着奇怪，但一通解释又释怀了
“能拿日月、缩千山、辨休咎、乾坤摩弄”，与大圣的灵明石猴齐名，你告诉我她能力弱小？
我来翻译翻译：她：大王回来了，我亲眼目睹降生于世的大王又回来了！
他就是通臂猿猴
那是混世四猴之一的通臂猿猴，什么山魈
“”黑”神话，不黑能玩？（不是）
没母猴子？
没名字的猴怎么办
我超 别这么说啊 你这样一说我一想到当时想都没想直接捡了怪内疚的
那一天，我们就是大圣爷，人人都是大圣爷
欲学仙猴意蒙蒙，离山远走创西东。寻得五蕴实无获，舍得才是真道通
他头上的菠萝，吉吉国王
要知道猴子的道场是峨眉山啊，多么讽刺
妈妈疑惑，妈妈震惊，妈妈痛快，妈妈难过
常务副猴王
这黑神话又不是原著
是黄眉骗他吧
天命和大圣一毛一样
天命人算不算大圣转世呀？
不枉她一番好意！
混世四猴 通臂猿猴可一点都不弱 西游记里还是太保守了
对于孙悟空来说可能没坐几年，但别忘了天上一天地下一年呀，他得等得多苦
推荐猴子去学法术。告诉猴子金箍棒在哪 原著里都是通臂猿猴说的。
还要看今何在的悟空传
猴欢喜
应该是得有名字的猴才会不死吧
孙悟空改完难道阎王就不能改回去吗
是母爱吗？
石猴似你不是你
“孩儿们，我回来了”
他大概想的是孙悟空是大圣，又怎么会缺少人去救他呢
泪目
初见时衣裳还是好的，最后见面衣衫褴褛
这相似程度已经到九分了
泪目
看哭了
有刀，别看
不是因为这个才决定辞去佛位的啊喂
通背猿猴
这山魈可是母的
黑猴不是完全照着原著写的，原著里孙悟空不是看到猴子死了才想学长生，是他自己突然就想学了
通臂猿猴把他抬上美猴王的
雷姆了
他最后跳下山去不知是死是活
I
Wow 一个超猴
生死簿只是不会让你自然老死，还是可以被杀死的，而且意外你也会死
爱你老妈，明天见
猪八戒是真的师弟（同在一个师门下学成但是没有猴子强）
大圣不愧是大圣！不忘本心
把符纸揭了啊！
通臂猿猴:哈哈哈哈，大圣回来啦！吾儿回来啦！呜呜呜呜
0元购
老猴子是酒喝多了猝死的
神秘点子人
牛魔王看见悟空也很欢喜，叫牛欢喜
天命人也配
最后一蕴 也是到手的唯一一个蕴
你别笑啊
猴哥在生死簿给猴子们寿命都改了，所以能活很久
？？？？？。
后来，有人似你三分，我便慌了神
眼睛袅袅了
五蕴皆空，度一切苦厄
3
哈哈，几个版本+游戏交错在一起成了一个新的故事了，可真有你的
以肉身之躯逝去，换意念永存
通臂猿猴发现这个猴子跟齐天大圣一模一样才对吧
昔
bro就不能去送点儿吃的吗 小孩儿哥不都送过吗
我开始以为这是只老鼠。。。
哭死了
bgm：美丽的神话
天下父母不都是这般吗！只要孩子能平安回家就好！
这不是拔戒吗？
霍元甲，你嘛时候是津门第一啊
混世四猴
是不是菩提高速的
相似的花
山魈：他可是齐天大圣啊，怎么会需要我的帮助呢
还是这个老猴子提醒孙悟空说东海龙王有兵器吧
她似乎说了句：好怀念啊！
大圣，大圣，您终于回来了
打赌赢的
哭了
能力弱小（指活了至少一千五百年还能跑能跳）
这挥手的一下，很像离家时老人送行的那一下
她是孙悟空自己的玛莎
五味杂陈
她找到了5蕴，而齐天大圣真的归来了
紫霞仙子那纯纯是后来加的
菩提祖师说，徒儿，我只能帮你到这儿了
我的孩子回不来了，但是我家大王回来了！！
大石敢当上面的肉头也不过是寄生的
记住了
??那是通臂猿猴。
造梦无双第一个BOSS就是它
这只通臂猿猴。也算是了，结了自己的心愿了，可惜。结局不够完美。
通背猿猴也是让孙悟空走出花果山拜师寻找长生不老的第一人。
虽然我早就猜到了。
泪目了
“石猴似你不似你”
回娘家
我觉得他长得好像狮子王里那个
放下了
傲来国：你从哪带回来的兵器？
后西游记也是通臂仙照看花果山，指点孙小圣
《借》
媽！！
从西游记里学到了一个词语就叫招安
那咋不搬家呀？
一心想复活大圣结果大圣一直就在自己身边
孙悟空在出海拜师学艺的时候，漂泊在人间13年，又在菩提老祖那修行修了整整十年，前前后后23年，哪来的百万年？
那我想问一下你在原著里看过紫霞仙子吗？大话西游中的那个紫霞仙子，但凡是游戏和电影，电视剧都会跟原著有一定的出入，所以请不要较真
众所周知猴哥的金箍棒也是《借》来的
生死簿被划了
已经寻得了五蕴
做了10年啊
哈哈哈哈
泪目了
他是通背猿猴
估计就是菩提祖师了
1:00:00
好像只有最后一次遇见会强制不现实头盔
雷姆了
背景音乐：美丽的传说（不得不说，这音乐和这故事，啧）
眼睛袅袅了
一位母亲的伟大
你这是哪里的西游记？
这个四大灵猴中有通背猿，其不在五行之中
啊？好家伙，真就摘菠萝了。
《借》
菩提祖师告诉她的？
好家伙，年龄比孙悟空还难
真好使啊，刚拿到一个就复活了
这笑声和啸声，苍凉中带着喜悦，释怀中藏着哀痛
02：00
通臂猿猴是种族名
啊？那里有这玩意儿？
这时候的我甚至穿的还是大圣套装，手上握着如意金箍棒
阿库那马塔塔
菩提祖师还在输出
通臂猿猴本身也是灵性很高的花果山又是块宝地活过几百岁并不奇怪
《借》
我家大王回来咯
我爱你
天命人是大圣轮回，但在她眼里她的孩子再也回不来了
后来有人似你三分，我便慌了神
我家大王回来咯
上门借是吧？⊙▽⊙只过了几千年都不还
五蕴皆空
这就是母爱啊
她也是天命之人
我就喜欢你们这些云的我见一个拉黑一个
