设计创意秒杀解体匠系列
牛逼
[ohh]
什么伍德沃特
牛逼(破音)
太帅了！！！！！
量产吧
我寻寻思我也妹眨眼啊
给大佬跪了
卧槽
塞伯坦压缩技术
？？？？？
自他不二，你就是我，我就是你，没有谁不是谁，自他是一！
暴打万代
如是我闻，阿弥陀佛，阿弥陀闻，如是我佛。
十方三世一切众生一切万法皆为一人一念之所变现
还有？？？
十方三世一切众生一切万法皆为一人一念之所变现
量产！
如是我闻，阿弥陀佛，阿弥陀闻，如是我佛。
自他不二，你就是我，我就是你，没有谁不是谁，自他是一！
拿走我的  卧槽
自他不二，你就是我，我就是你，没有谁不是谁，自他是一！
[ohh]
终于到了我会的环节了！！！
onnnnnnnnnnnnnnnnnn
[ohh]
真正的川口名ray！
别说那么多，链接呢
[ohh]
niubi
[ohh]
啊？？？？
我把能拿到的手机都三连了，起码8个
上链接
牛逼
给我
不是 你玩真的啊
还有可动？？？？？？
胶佬的究极形态就是自己做胶
321  上链接！！！
我也可以做到
我是Gay（）
[ohhhh]
[ohh]
？？？？？？
[ohhhh]
[ohhh]
[ohhhh]
牛逼
牛逼！！！！！
至少三分之二的人投了币
光束军刀位置太好了吧
见证历史
万代：你不会真的觉得我在玩梗吧
太阳炉：你们究竟保护了什么啊
？？？？？？？？？？
666
[OHHHH]
oh
[ohhhh]
?????????
嘴巴张大大
万代：明天来入股
[ohh]
[ohhhh]
hoooooooooo
新玩具都歧视
不仅歧视旧玩具
不像万代
你瞧瞧人家那内构
万代，你给我学学吧
音乐对了
完美
[ohh]
大魔套燃焰预定
[OHHHH]
大魔套燃焰啊老师！！！！！！
[ohhh]
万代过来好好学学
[OHHHH]
下次还敢
神中神
牛逼
万代hg那边好像就只能塞个躯干和头，四肢都要拆开（好像正义还要另购）
我现在就要玩到！
飞起来了
wc，牛逼
666666
啊！！！！！
马上量产！！！！
都制作了这种东西了 怎么还都想看高达 我需要看MG千禧年号
卧槽
[OHHHH]
太牛逼了
[OHHHH]
这不发个卧槽有点说不过去
真量产 这腰不用合金件根本受不了吧
[ohh]
万代：完了冲我来的
[ohh]
万代：我也认真了！
[ohh]
[ohhhh]
[ohh]
[ohh]
[ohhhhh]
"MK44,哈哈哈"
什么时候把非凡哥整上？
这我做不到！
万代！我想要这个！
[ohh]
万代：你显得我很呆
解体匠蟹
啊？
万代没这脑子
三连
nb
这也太强了
[ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh][ohh]
比万代牛逼66666666
万代:抄了
《下次还敢》
[ohhh]
[ohh]
无敌
"这要上架,我砸锅卖铁都得拿下"
为情怀点赞
[OHHHHHHHHHHHH OHHHHHHHHHHHHH]
后面要自己做机器人品牌了吗？
这能出模型我必买爆
解压
万代模型比赛不能用3D打印
[ohh]
万代：完了，我成替身了
变形机经典收角（
扎夫特工程师集体骂街现场
为什么是神品，因为不能量产
这个我会
[ohh]
RAY老师绝对是神，毋庸置疑
神之手团队
匠解魔蝎
欢迎观看“万代是歌姬”系列
万代:我要Ko 这个
币比赞多
[ohh]
这要是万代的，得卖5000
你 也可以做到
优雅，实在是太优雅了
解体匠蟹
出mb吧，求求了
圣盾既视感
啊？
牛壁
压力给到万代
啊？
万代:你小子明天就来这边上班
把我的模型还我
跪求做个定格动画吧
跪求做个定稿动画吧
这也太炸裂了，多少钱都行，我要了
一直在挠头的我……
[ohh]
[ohh]
[OHHHH]
正义：我终将以魔蟹的姿态出发
换飒爽BGM
这不比财团这做得好
牛逼
话不多说先3连！！！
火钳刘明
我全程张开口看的
还有灯光联动？！！
徒手刻线？还是盲刻不先画稿？
跪着看完系列
牛壁
[ohh]
牛逼啊
[ohh]
空瓶是我的啦！
空瓶是我的啦！
支持ray老师的高达改造，不对是创造。
空瓶是我的啦！
[ohh]
还要可动？
逆天
麻了
工作室里充满了快活的空气
量产
“一只好笔可以用很久”
卧槽，牛啊
你 也可以做到
这个能去送展了！
这徒手刻线手也太稳了
腿有点短
←这怎么可能是life goes on
三連!
？？？？？？
你怎么保养皮肤的，真羡慕你的皮肤，保养得真厚
顶起来啊
牛
卧槽，万代看了都流泪
牛牛牛
前面的，RAY的公司就是AE社（doge）
真神降临
不是完全体，完全体底下挂的强自
牛逼
nb
万代我也想认真，可是
简直逆天
背包有点小了
求量产
[OHHHhHj]
万代出了个HG的，只有上半身塞里面
ray大佬什么时候出原创机甲模型，我要买爆啊
那么盾牌呢？
离谱
[ohh]
[ohhhhhhh]
大牛逼
众所周知 伊织诚是RAY小号
上链接
不弄个隔离箱喷漆么
反万代装甲
不是，上来就在麻瓜面前用魔法的嘛？
太强了
万代：赶紧挖几个ko厂的翻模技师，急用
太劲了！！！！！
这个装着正义的魔蟹得多大
集资吧。。。
牛逼
匠！给我匠！
反复观看
今年冠军还得是你
这内容 投币比点赞多
动漫有诚哥，现实有RAY哥
卧草，全程金齿。乐辉你个小可爱看看啊！
等等等等等？刚刚发生了什么！
哈哈399开卖
66666
属于男人的浪漫——搞机
牛逼
剩下的壳不要浪费，可以拿去熬蟹油（狗头）
没有不会的选项吗？
拓竹！
扎夫特研发部？
万代：你这是要逼死我
万代给钱！
鱼的水贴收纳册
[ohh]
甚至还能下蹲
万代拼装部明天来ray这儿上班
不会是鱼多拿了一份吧？
万代：现在生意不好做啊
[OHHHH]
卧槽！！！！！！
膜拜大神
DAISUKE
他本可以不做这个联动。毕竟套上外甲后也看不到
给我量产！！！
不管过去多少年，我还是喜欢扎古
绝了呀
原来是用这种方式解决的吗
我操，这我得坐起来看
万代学学人家
拿去参展！！！
6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666
啊？
牛逼
量产如何
nbnbnbnnbnbnbnb
下次还敢，期待下次
不儿哥们？
00：还有我的事？
@万代
啊？？？
为什么硬币只能投两个？！
卧槽！
大部分比赛不让用打印件
[ohh]
卧槽，真的强阿
万代：马上抄 马上抄
把万代撞死了！
你们是神仙 真的 打基因里佩服
看完全部才发现只有这个是我会的（哭笑不得
666，这入是桂
这荧光效果真好
试模件抽奖送观众其实也是可以的[doge]
卧槽
奈何没文化啊。。
太强了 万代HG只能放半个身子进去
万代没落了
很喜欢B友的一句话，啊？
万代来学学
大佬牛逼
Ray:收徒?收坐骑！
卧槽卧槽卧槽卧槽卧槽太酷了吧
话说喷涂环境下的毛毛怎么避免。。。我经常有毛毛混到漆面上
[OHHH]
唯一真神！
明年见
确实牛
艹，离谱敲门了!
[ohh]
你也可以做到
啊？？？
万代：明天来上班
班爷不找你们去开发模具，可惜了
万代：明天来上班
[ohhhh]
牛批！！！！！！！！！！！！！！
酱蟹
隐者战士
牛逼
[ohhhh]
？？？
压力给到万代
[ohh]
见证历史！！！
好一个义体金刚
果然钢普拉是自由的
你那是魔蟹，那我这是什么。
严丝合缝！！
官方已经把正义上半身塞魔蟹里面了
不敢想象当他小孩能有多爽
把正义塞进魔蟹，你，也可以做到
还life goes on的变奏都来了，这是第一季的ED1
能做出这样，真的是热爱
[ohhhhhhhhh]
[OHHHH]
坏了，好像在看燃漫
前面的，ray在评论区求三连了哈哈哈
不是  哥们
见证历史
[ohhhhhh]
这个我会
不是，哥们
[ohh]
[ohh]
[ohhhh]
牛壁
NB
[ohhhhhhhhhhhhhhhhh]
[OHHHHHHHHHHHHH]
这可是无正和ZGOK啊！！！
牛逼
学习了，再刷一遍有弹幕的
牛逼
建议万代直接交给RAY老师代理
这可能就是用心赚钱的产品设计吧
强无敌套件
牛逼！
终于等到了
啊？
啊？？？
ray要是出原创拼装模型必卖爆
牛逼
nb！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
啊？？？
反观万代即将要出的hg正义魔蝎，里面只是放了个正义的半身像为了透个脸（半身像甚至没有肩和手）
牛逼
我还是喜欢上一集的大鸡腿！！！
多来点 爱看
RAY:我goat，你们争第二！
艺术品
还行
这我学集贸啊
万代做不到？做到了你买吗？解体买了几个了？
牛逼
作者是不是忘了手臂上的尖刺
1999也买！！！
牛逼
看了大佬的手搓，我这哪里还买的动万代的
万代：？？？
[OHHHH]
啊？
牛逼！！！！！！！
热乎的
还行
出个gk吧
这地台展示太帅了
万代那厮到底在干甚
做动画的表示保守了 不够抽象
就是水帖太小了
这不是万代该干的事儿么
？？？
求模型化求量产 我买爆
多少量产，出个价吧
牛逼哇
下次还敢！
这不投币对不起自己
辛苦了，模型还给我吧
解体匠蟹？
+3
卧槽
必须量产
太牛啦！！！
"离谱"""
NB！！！
上连接！
三连走起
牛逼
太肝了
[ohh]
？？？
[ohhhh]
为什么没声音？
[ohh]
我操！牛逼！
牛逼
[ohh]
可以做旧以后摆个场景
[ohhhh]
强
这打印质量也太敷衍了吧
这就是你也可以做到？
这联动，太牛逼了。
不愧是模型之神。
我记得不是前掠翼的吗？
[ohh]
万代成成替身了。
无敌
啊？
[ohhhhhhh]
掉头发就能解决问题吗？
o h h h h
我做个屁做得到
牛逼
wtf
！！！！！
牛逼啊
牛逼
牛逼
干掉万代，自己开厂
你才是穆叔啊！
正义直接从科技端变成黑科技的第一步哈哈哈
牛逼
我一个姐姐婚礼上就是放的这个交响乐版本
NB
万代：开发部抓紧抄啊
6
高达就是这样的，官方只要随便画，ray要考虑的就很多了
你们是曙光社的
合体变形金刚
快把链接推上来
《魔兽世界》
啊？
变身！
和着做正义的时候已经设计好怎么做魔蟹了
能者先赏
我嘞个豆
牛逼
你，也可以做到
[ohhhhhh]
曙光社社长
[ohhhhhh]
牛逼
无敌了
[OHHHHHHHHHH]
凭这个去参加任何国际大赛都可以拿奖了吧
我想看千禧号！！！！！！
好多水产啊
还有整备模式我靠！！！！！！！！！！！！！！！！
到了
RAY：阿代你也有今天
[ohhhhhhhhhhhh]
妈妈问我为什么跪着看
[ohh]
[OHHHHHHHHHHHHH]
真就万代画饼，我们来实现呗
卧槽牛逼！收下我的膝盖，这绝对是艺术品！
红之彗星
[ohh]
NB
牛逼！！！！！
Ray吃的蛋糕造型好别致
nb
阿珍，你玩真的啊
[OHHH]
我先来，提前吃东西
NB
阿？
蟹八件
《论下一个高达世界杯的冠军》
《论下一个高达世界杯的冠军》
[ohh]
[ohhh]
[OHH]
牛逼呀，哥们儿
帅
盖 ----------- 亚 --------------
[OHHHH]
这里开始我一直woc！！！
太精致了
正义:我以巨蟹形态出战!
妈呀，肝成精了
万代可以找你合作了
？？？
这腰不断么？
[ohhhh]
我要去ray上班
大魔里塞创燃
牛逼，大发了
量产！
此刻不管任何言语都无法表达我的震撼
这哪是魔蟹，明明是蟹帝
啊？
卡布达巨人！！！！！
nb
牛逼合影
大制作
伊织诚点了个赞
起鸡皮疙瘩了
卧槽
瞪大眼睛
就这个魔蟹壳B团能卖5000
前排提醒，请输入屏蔽关键词“万代”，食用更佳
开模直接回血，上架吧
啊
太帅了
究极胶牢
牛BBBBBBBBBBBBB
[ohh]
求量产
我愿称之为：古华夏掌管模型的神
这，确定不是特效吗？
老师，我想看Rg扎古2.0
？
你不赚钱谁赚钱gan
在哪看的啊？
[ohh]
[ohhhhhhhhh]
解体降蟹
Ray自己做个品牌卖模型吧，销量爆炸
[ohh]
我要是有你这脑子，我比你还能折腾
这种事情最有意思了
万代好好看好好学
我勒个大去
我的天啊甚至还带了地台
？？？
[ohh][ohh]
[OHHHH]
NB！NB！NB！！！
你这一句靠自己想要震惊多少人啊？
我艹
握草整备台太帅了
狗代好好看着学代！
[ohhhh]
Wc！Nb！
哇
[ohhhh]
[ohh]
牛壁
这个我会
高达歌姬！
？
最后拿细节
牛逼
解体酱蟹
啊
啊
bgm是那个我们曾经如此亲密
大佬牛逼
忒NB了
这就是世界冠军的实力吗？！ 恐怖如斯！！！
化不可能为可能的男人—RAY老师
wc牛B
这里都是打印件了，大小都和mg魔蟹不一样，自然可以放得下
下次把大魔里面塞创燃也做了
牛B牛B
见证奇迹见证历史
我去那个鱼缸00越来越好看了
鬼故事，进度条
我草我草
NB
你也可以做得到？？？
万代：没看见，没看见
NB
6666
MS缩小化
卧槽！！！！！！！！！！！！！！！！！！！
牛逼！
WG无限正义二世魔蝎
内购，联动
最后应该放战损版 舰长，哎，
细节太强了
完全胜利
量产吧，再不行给数据给白模也可以
牛牛牛牛牛
谁抽的烟
魔蟹高达阿斯兰开的
肯德基：爱会消失吗
五万卖模型吗？
[ohh]
万代:员工们都给我学着点，这玩意咱们要卖的比酱沙还贵
啊？
带自家货就是不一样。
离谱
c，预言25年的hg了
这个角？
见证历史
压力给到万代
把一个梗带到了想象不到的高度
太厉害了
完美
啊？！
牛B
这是把HG正义塞MG魔蟹？
万代：下次我把魔蟹塞自由里
有一说一，申请专利
量产吧，求求ray哥了
我妈问我为什么跪着看电脑
整台手搓啊。。。
前排前排前排
[ohh]
BGM好评
[ohhhhhhhhhh]
美国负责吹牛，我们负责做出来
这是SEED的里面的变奏
买了你们家的金属色笔，不错，挺好用
牛逼
原来上一集竟然是连续剧
今天所有人都不能阻止我跪下！！！
Ray：反正你也做不到
猛
的确不可能
鱼头发又长了
超合金
牛壁
？？？！
加油啊！秃头大哥哥
《来都来了》
神了
这个我会！
FM魔蟹！
量产
我再次看到币比咱多系列
赛博针灸
骁龙680怎么可能塞进1999里呢（不要攻击我啊！！ ：）     ）
再看一遍
牛逼!
暴击万代了
[ohh]
nb
nb
nb
不是哥们
牛逼
啊
[ohh]
进度条不简单
出必买
你去干掉阿代
跪着看完 太厉害了
牛逼
没有开始的万代，哪来的这么多的胶老，和好的作品。
换壳期
鸡皮疙瘩掉一地
创战他还吧主角机塞进大魔里面呢
[ohh]
这也太帅了我超
牛逼！
[OHHHH]
我操牛逼，我操
万代:那我走??
[ohhhhh]
我操，还有格纳库
这才是中国力量
太牛了
[ohh]
注：没有商用就不算侵权
wc
别开模，开模了立马被一群商家非法盈利
老师，你要不出GK改件吧
万代表示：好小子，我负责想象，你负责制作
牛逼！！！！！！
我操，真牛逼啊
万代、打钱
全体起立！！！！！！！！！！！！！！！！！！！！！！！！！
明年见
快申请专利
[ohhhh]
我也可以做不到
都可以去参加模型展了
万代这辈子也不可能做系列
牛逼！！！
见证历史 太强了 碉堡了
怎么能这么性感
应该搞个龟霸字由
up的肝可能已经爆炸了
刷屏
福田：不是，哥们。。
咏春·正义
怎么感觉已经超越万代了？？？
牛逼！！！
太牛了
财力不足做不到
这个联动要是放在万代里，会被直接吹上天吧
这就是爱吗？太强了。
WC驾驶舱还可以展开！
三连
我想给您当面磕一个
牛逼
你都可以当手办商店了
我还以为最后一份是给我的（哭）
最羡慕还是有一个团队都有一个共同爱好
城哥：想知道我的传说？
[ohhhhhhhhhhh]
我去
越来越逆天了
SEED经典BGM响起！
上链接
对不起RAY老师我来晚了
啊？？？？？？？
上链接！
终于来了，好烫好烫
这驾驶舱结构........和隔壁战术无畏有点像唉
全体起立
[OHHHH]
nb！
啊？？？？？？？？？？？？？？
啊
别说求点赞，三连我都给了
量产
啊？
这我学集贸啊？
[OHHHH]
真红色有角三倍速。
真的做到了我去。
币比赞多系列
飞机好像小了一点
[ohhhh]
啊？
牛逼！！！！！！！！！！
11个小时！
PG巴巴托斯+1
[ohhhh]
好喜欢这样的氛围
啊？
真正的热爱
[OHHHH]
大佬下一次塞不塞大魔
高潮了
万代？不如自己来！
鱼死了换新的鱼就好了)
不多说了，直接投币
这一句话包含了多少汗水啊！
太牛了
上链接！我PGU不买了我也要整一套这个！
万代都没你强
币比赞多系列
你为什么如此牛逼
啊
是伪装，就为了吓对方一跳。战略性高达
我朝 变形金刚
看到这里我先去投个币
？？？？？？？
[ohh]
必须一键三连
见证历史
牛逼牛逼牛逼牛逼
太牛逼了
巴巴托斯
啊？
太厉害了！！
牛逼！
夏亚要知道了骡子还用活？
有生之年
Ray果然是设计师
又可以拿去参展了
「赤色的恶魔，再现！」
我超，等会，它之前啥样来着
又再一次超越万代
官方说不是我就玩玩，你来真的呀
[ohh]
牛逼
牛逼
看得我头皮发麻！！太强了
啊？？？？？？？？？？？？
[ohh]
我以为一人一碗碎流道和打磨灰渣呢
震惊外网！
逼死万代
步枪跟盾牌呢？
[ohhhh]
[ohhh]
[ohhhh]
不是日升，是跟模型设计部门
官方估计直接就是替换了
不是哥们？
5000块钱我要了！不能再贵了！
牛壁
有我喜欢的驾驶舱门可动，好评阿
正义变成了托尼斯塔克（钢铁侠男主）了
艺术品！
啊啊啊啊啊啊啊啊！
爆甲方便
啊？
RAY出品，必属精品
阿代做得到吗？
这个组装架真的很有感觉
钢普拉是无限可能的梦香
基兰
初号机暴走形态
磁吸的！？
手好稳！
卧槽我刚才起鸡皮疙瘩了
牛逼牛逼
不得了不得了，今天的币保不住了。
笑死我了
变形金刚，启动！
[ohh]
肩甲落在肯德基，全剧终
冠军牛逼
万代：明天来上班！
太酷了！！！！！！！
卧槽！！！！！！
联动！
艺术！
给跪了
量产！
[ohhhhhhh]
可以拿去参加比赛了，名次不会低
卧槽
变形
太强了
呸呸呸呸呸死死死死死死死死活活活活
《弹  簧  锁》
正义BOY和红卡斯
NB
糕朝了
太强了
万代：行行行，明天我去你那里上班
万代，你多学习学习
666，这个入盐都不带盐的
万代出来挨打
握草…赶紧量产吧…
都是不用上班闲的
啥时候出个破面战损
牛逼
5
万代：啊？
不投币都对不起自己
见证历史
万代：爸爸
[OHHH]
[ohh]
《下次还敢》
好大一只
离谱这次我们真的可以做到了
牛
见证历史
啊？
牛逼！
卧槽
我超
你谁来着？
好，下一个就是大魔加燃焰了，先来个1/100燃焰吧
啊？
牛壁
高达仙人
啊
牛逼
woc，整备状态
惊了！
SD元素 见证封神
woc
B社都望尘莫及的设计和制作能力，还有那效率，牛牪犇啊！
我嘞个tr6
见证历史
大魔包try燃!!!!
牛逼
该“免费大魔”了
完结撒花，明年见
黄色天线已经跟“独角兽”一样折起来了。
@高达铁血的孤儿 巴巴托斯（误）
[OHHHHHHHHh]
[ohhhhhhhh]
重生高达！
@假面骑士甲斗 假面形态机动战士版（滑稽）
在哪购买
玉置成实！还是那熟悉的味道！
这个想法很聪明，万万没想到
把突出来的地方 折叠 / 顺时针逆时针收纳 也行吧？
[ohhhhhhhhhhhhhhhh]
他不是万代，他是万能
[OHHHH]
没看过动画，为什么这个人要吐舌头
666
投币了！！
锦上添花易 无中生有难
这是又做了只无正2？
苏霍伊精神（泪目）
顺带宣传自家产品，搞一手无缝广
DQ是吧！
牛逼啊
啊，这都能联动
这就是坚持和匠心
好家伙，还有内构
万代直接买图纸啊
换万代造就是固定腰了
万代拼装部:我真的谢谢你给我们增加这么大难度
草
其实短腰也还行，更突出厚重感
很好的视频让我看着自己刚买的魔蟹陷入了沉思
万代头疼了
真好玩！
ZZ。
快来看大佬啦
啊？
seed剧场版：我就画个画，你来真的啊？
Cast off.
大魔变身创制强袭
卧槽，讲究
[ohhhhhhhhhhh]
nb
'____'
我去，rhino
万代设计师，你看看别人！
燃起来了！
再来一遍
帅爆了，好像要
啊？？这也太强了吧
[ohh] [ohh] [ohh] [ohh] [ohh]
wc！
[ohh]
牛逼！
牛逼！
[ohh]
你们是想让万代疯啊。
万代！你学学人家！
我说个数，3万
看得我鸡皮疙瘩都起来了
终于到自己会的环节了
万代，出来见神
见证历史
见证历史
牛皮的哈
nb
@万代 快来学学！
[ohh]
还有蟹壳展示！
我嘞哥啊，无敌！！！！
万代：原来我才是盗版
卧槽 变形金刚（狗头）
这不就是弹簧锁吗
严丝合缝
太毒了。。。。。。。。。
牛逼
啊？
[ohh]
做好防水熬
[OHHHHHHHH]
额 磁吸很稀奇吗
[ohhhhhhhhhhhhhh]
牛！逼！
为所欲为的技术力
太牛逼了
投影下这哥儿几个又何尝不是在自己的舰桥里欢庆
你是元始天尊小号？
WTF?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!
问题万代做肯定是只有10%还原
好委屈的样子
这个参加比赛是不是又冠军了
牛逼WC
万代：明天我来你这上班
太夸张了吧！！
人家加深一下一下线槽，被你们吹捧成徒手刻线
见证历史！
[OHHHHHHHHHHH]
好的，2024的视频投稿任务已完成，我们明年见！
？？？？？
牛逼牛逼
nb!!!
[ohh]
HOHOHOHOHOHOHO
胶板仙人
魔蟹铠甲！合体！
nb！！！！！！
牛逼！
wc
牛逼
万代做不了这么匠，要省
66666666
你有点太酷了
牛批
拦腰
反诈老陈
万代:压力太大了
cast off
wc
工作室吃了不少螃蟹啊（doge））
nb
天才
[ohh]
太强了吧！
？？？？？
川口名Ray
全体起立
抱胸红莲裸岩套娃既视感，意外带感！
万代直接扔了两个手
无敌
[ohhhh]
你，也可以做到
无敌
给我统统三连
老b过来学习
翅膀当时直接用凤装，方向是反了的和原设定
太无敌了！！！
琉ob过来说是
[ohhhh]
卧槽！
卧槽
先三连在观看
我槽啊啊啊
这么大
nbnbnbnbnbnb！！！！！！！！
[ohhh]
享受
Ray老师，许愿您做雷霆宙域里的特装魔蟹小队！！！
全体胶佬。起立，敬礼……☞
太棒啦
至此已成艺术！
牛逼
中国人就是牛逼！
三连不贪!给你辣!
魔蟹塞个正义还好，大魔塞个高达就比较离谱
官方设定稿里确实头部就是在魔蟹胸口位置的。
o h h h h
陆地神仙境！！！！
牛逼
NB
太劲了吧
《下次还敢》
万代：？？？
天线用的是蟹的壳
我的天
[ohh]
鬼斧神工
神啊啊啊啊！！！
Ray倒壁万代
[ohh]
国模需要你们
离谱
啊？？
脚妹还原 设定有漏出正义的腿
你，这次也不可以
[ohh]
[ohh]
哈？
牛逼
哈
磁吸的
万代，你学着点！！！
[ohhhh]
[ohh]
没道理的
牛逼
这才是解体匠
终于到我会的环节了
啊？
万代： 不是，哥们？
啊？
这是艺术品啊
[ohhhh]
[OHHHHH]
[ohhhh]
雕像怎么你了！
我靠你真在造机甲啊？！
[ohh]
[ohh]
解体匠蟹
[ohhhhhh]
你也是独角兽？
求量产
太牛逼了
钢铁侠加变形金刚，牛啊
终于等到了
nb
跪了？跪了！跪了！
压力来到万代
拓竹打印机！
见证历史
拓竹！
何等才能！精彩！大才！彩！
光固化MVP
[ohh]
前面问怎么进去，答案来了！！
Respect respect！！
见证历史的时刻！！！
万代:我，我吗？
不行了。这下白嫖不了了，币交了
下一步你们是不是要做运输机?
帅气
太牛逼了、
请接受我膝盖的膜拜。
甚至于里面还有散热风扇的细节!
你以为人家世界冠军干什么吃的
万代发布的HG正义魔蟹宣传图上，表明了正义的手是藏在魔蟹的手里的，虽然万代没说怎么藏（大概他自己都没想明白）
犀牛我靠
666
牛壁
万代：很好我也该翻翻模了
吊打万代了
牛逼
你是真的造高达
众筹！量产！
HOOO
用的什么建模软件
[ohh]
[ohh]
胶匠
[OHHHH]
[ohhhhhhh]
万代已无可行方案
[OHH]
卧槽……这地台也量产吧，买买买
万代最佳设计师—RAY
卧槽
他做出这些关节，甚至都没有影响到无正二式本身的可动，他真的我哭死。
要不开个价，让我死心
[ohh]
见证历史！
这不投币不行，就为这堆重来的设计
牛逼！！
必须投币，狠狠地投
这就相当于重新做了一个无正二式
tr6式
卧槽
这万代的不发邀请函真是不识货
66666
见证历史
万代很多东西其实不是不会设计，而是做不了，这么做成本太高，这可很不万代
卧槽
nb！！
不是，哥们儿
啊？？？？？？？？
牛逼！！！！！
3D打印这外挂是真好用
奈何从小没文化，一句卧草走天下
不是为了魔蟹状态下的可动的话，应该可以不用这么拉伸
万代不发你就一直收着不发
牛逼啊啊啊啊啊啊啊
匠蟹！
试模件？打印件！
快量产吧！这次我一定会做到！
神中神
三连!
WC，这结构，太性感了！！！
[ohhhhhhh]
本人没文化，只会说我艹
太棒了
真能出拼裝可以塞一個無正進去立馬買
逆天啊
超牛逼。
[ohhhhhhh]
大货啥时候出
牛逼
万代：说出来你可能不信，我的拼装部被一个打爆了
[OHH]
这甜点看着好好吃啊
万代:坏了，卷不过了
见证历史
[ohh]
[ohh]
这不得投个比赛啊（
牛b
万代在跪着看
卧槽
代哥我要这个
这个肩甲收纳我直接膜拜
唯一真神
RAY就是神！！！！！！！
万代：这样显得我很呆
爹！
[ohhhhhhhhhh]
牛逼
卧槽
卧槽？
好的学会变形了，这就去取
《正合我意》
[OHH]
这个去我扎参赛，必是冠军
正义独角兽
无敌
独角兽
只能说没有你做不到的
这还只是1/100呀。
牛壁！！！
别这么谦虚，硬币都是你的～
万代：我限你三天之内来跟我，别壁我求你
伟大，无需多言
[ohhhh]
牛逼！
牛逼。
[ohhhh]
[ohhhhhhh]
[OHHHH]
牛逼
领先了一个时代
mg宙斯魅影求求了
你们不会觉得这是特效吧 dogedoge
牛逼
好了可以还给我了
我嘞个币比赞多啊
这么快，背包好像小了啊
[ohhhhh]
万代：这我学个集贸啊
到力
dq
压力给到官方
万代好好学学吧！
牛逼
哇牛啊
[ohh]
nb
正义二型原来只是个前菜，这才是正餐
说量产的，生产线你出钱吗？张口就来
？？？？？？？？
[Ohhhhh]
解体匠蟹
大外壳配小飞机
为什么不吃肯德基呢？
nb
再不出官方就要出了
下一个万代就诞生了
不是？这还是地球的模型吗？
我的发
[ohh]
欢迎来到投币比点赞多系列
怎么能把一台创燃塞进一台大魔里呢？完全不合理啊doge
[ohh]
这就过分了唉
无敌了
牛壁呀ray叔叔
o hhhhhhh
甚至还有辅助固定机构
牛逼
疯狂@万代
[ohhhh]
上链接
[ohhhhhh]
6666
[]
emp攻击型正义
神！
抽了
我靠靠，这万代要是能做成这样3000我也入啊啊啊啊
要不做个mg的宙斯魅影出来吧
万代到底邀请ray没有啊
万代：会了
终于再也没有一个妹子
一角驴
量产！
