剩下的可以包起来寄给我
鲤鱼培面，延津做法
哪个甜点不都适合搭配茶喝咖啡吗...
香菜巧克力
让我想起了小时候吃的辣条
干脆面
想次了
好巧
懒羊羊最爱的青草蛋糕
唔～我的世界
那么古尔丹，代价是什么呢？
挺催眠的
关注了
巧克力吃不惯，太油腻
bgm是周杰伦的大笨钟
看着好好吃呀
好看啊
我的链接呢?
为什么不戴手套。。。
放上 草皮
这不是切肠粉的东西吗
大理石好吃啊
我的天，快炫我嘴里
封面以为盆栽
想吃，啊～（张嘴）
这样直接冻就是草方块啦
美食博主家里真是什么都有呢~
可以做青草蛋糕了诶
为什么要在巧克力里加人造草皮
方便面巧克力
中国也有这种龙须酥
韭花酱
已经像整点调料开吃了
放我嘴里
别人给看是免费的！
美国及设斯
哪里可以买！！！
草坪
我一直只看到他的眉毛。。。。
库拉法的那个须须？
《草》
''‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘3
好方正 好喜欢！！！
好帅啊！！！
哦！！！！
丝丝糖
给我吃一口，就一口
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
那个说手套的，我不理解真卫生假卫生。橡胶接触食品不嫌恶心。。。
看着就有一股青草的味道
像绿松石一样诶
给了 ，快递啥时候能到到？
没开心果酱的可以用芥末酱代替
哇，还不错！
这拌完了不返潮么？
哇
馋死了！！！！！！！！！！！！！！！！！！！
简直就是厦门面线
哇
懂了，这就去吃操场草皮（悟）
焙面
草方块
看起来就很好吃
青苔
好像足球场上的草
芹菜巧克力
感觉好丝滑~
酸的
什么玩意，我吃吃吃
又好看又……吃不到
不是龙须酥，龙须酥是硬的糖丝
声音好像马壮实
蛋黄酥
草坪
关谷应该很喜欢捏
草坪？
涂的太多了啦
面干
感觉平替就是士力架
菲克力
已经可以吃了
感觉像吃带草皮的地板砖
减肥呢，别闹
正好什么都有
gay真的都特别心淋手巧
这个里面太干了，果酱少了
好了，该我吃了
懂了，这就去吃脆香米
防静电喷雾没用哒~~
好看
这个好吃
漩涡嘴里
受不了了下楼买包脆香米
看着好开心！
奇异果配色
龙须酥【哈哈哈】
巧克力（★） | 伽玛多普勒
矢
驶
发现都是正好 哈哈
矢
使
雪
配世涛啤酒应该也很不错
巧克力包着威化饼干嘛
吃不到引爆赣县四中
线面
香菜馅
可以用抹茶代替吗
刮板给我吃！
好像龙须酥啊
买点馓子代替吧 哈哈哈
吃！不！到！！！！
荤香
正好！
草皮夹心好吃到爆土方快
隔着屏幕闻到香味了
还挺好看的啊
没有流芯
像苔藓夹心
干脆面
果然有点难以言表
好好看
光看封面就脑子一抽
对于不喜欢吃巧克力的表示阵亡！！！
到付
吃饱了
这不是融化是什么啊
999999999999999999999999999999999999999999999999999999999999999999
好 已经可以开始吃了（嚼嚼嚼）
报告！是干脆面！
金色传说
茴香馅儿的哈哈哈
猫草！
听说齁甜
拉菲草
青草蛋糕
巧克力威化平替是吧
哈哈哈哈笑死了 福建
手好漂亮
货呢
好吃不
颜色好像抹茶
好了可以做鲤鱼焙面了
太厉害了
这得多好吃啊啊啊啊啊啊啊
牛油果加抹茶的结合
阿拉伯甜食都甜得齁人
脆丁壳方方面
好想吃
。说白了，这就是面包糠的原理
感觉可以用绿色内陷做青草蛋糕诶
不如换成干脆面
哈哈一盆青草
好了，该我吃了
草方块
草坪
巧克力厚了一些
3 2 1 上链接！
没有开心果酱可以用韭菜花酱替代
我也要吃上
这声音也许像脆脆鲨？
还不错，有种大理石花岗岩的感觉
MC   DNA动了
（嗦手）（嗦手）
织梦岛
巧克力薄一点就好了
很漂亮
感觉可以直接放油撒子
像龙须糖
还以为是草，原来是面吗
猫草
有点像龙须酥？
能不能随机抽一个粉丝把东西送了呀，感觉我们会更有三连的动力的
纯黑巧苦的很呢，馅料还是要甜一点，要不然可能很多人接受不了
注意是食用色素
发霉版
两天一次
如果在开玉的感觉……感觉好看
用巧克力做巧克力
bgm周董的《大笨钟》
植草砖
不过龙须糖更细一点像头发一样
微缩绿植造景
我的世界地下横切
不丑，超级好看的啊
多余的炫我嘴里
用方便面代替了
龙须酥比这个细多了
这不就是我们的须酥一样吗
像楼下的草坪
每次看这种视频都给我一种太监上青楼的无力感。
鲤鱼焙面？
龙须酥
饿了.
好美啊
一开始一是草，苔藓
草坪
抹茶可以嘛？
我还开心果味的韭菜盒子呢
我也妹吃到啊
脆脆鲨
过分，因为我吃不到
人家都是做了之后再加上拉斯。
"感觉那个""草皮""可以拿来放在蛋糕上用（装饰）"
点两个赞
想吃米粉了
不是龙须酥
馋了
看着像台阶上长青苔了
面包丝
试试其他便宜的酱（doge）
很难有巧克力我都不想吃啊orz
这不草方块吗
面包糠可以替代吗
真服了，给我看饿了
《美食博主家里真是什么都有呢》
韭菜（不是）za
挺好看的
挺好看的
线面
香菜！
还没呢
巧克力裹巴克拉瓦
寄给我？
方便面
我不要茴香！
米粉?这不是龙须酥吗？
我的世界草方块
现在弹幕真是唇笔好多啊
比原版好看，大理石纹路
花纹很漂亮，但是颜色不太好，我感觉有点像发霉
看封面还以为是砖块加草…
想吃
《龙须酥》
其实龙须酥的来源是土耳其……
迪拜巧克力根本就不是这样的
挺好看的
发什么神经，有理说不清，只是脑袋还不清醒
巧克力夹草坪
已经投币了，记得包邮到新疆doge
像是那个啥金丝芋泥的皮，就是那个有芋泥夹心的甜点
顺德煎面！
热量炸弹
好好看！！！！
墙角的砖缝缝长草了
感觉做多层的薄脆应该会很好吃
真的是八眉！
很好看!而且还挺潮？
干脆面
假草皮嘛不就是
炒茶！
我喜欢迪克巧克力
初音色
像原石里藏着绿松石
好了，可以吃了
上面的花纹应该是脱模后再加的
很像操场的草
不包邮也可以我好想吃
好想吃....
开心果放少了
可以直接吃吗？我想直接吃
太漂亮了！！！！
up主的声音好好听~
擦，对着线切啊啊啊啊啊啊啊
肯定是齁甜的
看着手边的模型草粉，陷入沉默
在土耳其吃过类似的，很好吃！就是不能久放，会潮
111
哇好像巧克力里有冰川
大笨钟
哇
mc玩家下意识想挖矿
加入盐水
好像干脆面
正好我五天没洗头了
这样一定更便宜吧 毕竟用料变少了
绿化带哈哈哈哈哈
感觉放一会儿就要烊了
银丝饼！（bushi）
果然这类烘焙还得看专业博主
之前还以为里面是开心果酱
感觉可以换成抹茶
挺好看的，像石中翡翠
土耳其甜品就是超级甜的
能卖吗 好想吃啊
？我以为是吃的那个桃酥
巧克力是油脂，都吃油脂了，糖也不怕了吧
可以寄给我
边角很整齐
好完整
容易融化是因为巧克力没调温
好治愈
你自己做给你自己吃，凭啥问我要硬币【doge
吃过这种的皮做成的甜馅饼，土耳其菜式
粉丝
龙须酥！
青草
沙沙的，打碎，冻一下就好了
就是类似阿拉伯的经典甜点knafeh
肯定好吃
来，喂我，啊
合成草方块
感觉就是土耳其巴卡拉瓦巧克力版
龙须酥是用糖做的！！！！！
鼻子一起辣辣的，直冲天灵盖
鼻都不冲
芥末辣辣的，肯定好吃呀
我可以确定甜甜美美鲜鲜，好吃，脆脆的，口感很好，不粘口
多么偷懒呀
鸡蛋汉堡就是这么做的
白巧克力忌讳放黑巧，更加腻歪，但是普通巧克力可放，因为不腻
甜甜脆脆，好好吃
你为啥不带一次性手套？？？？？？？？？？
洋芋丝粑粑！！！
脆脆的，油油的，面包糠
黄油味道进不去
它应该和开心果酱一起打碎
吃绿化带是吧
馓子巧克力
帝王绿
我来搞定变色油墨
织梦岛的bgm！
猫猫！
龙须酥
菲克力？
蛙趣，拉菲草
这你能忍住不吃？
投了币，没收到货，已投诉虚假售卖！
威化？
我觉得绿色巧克力凉凉之后再铺第一层会不会好一点
煎面
这个颜色真的太好看了
用飘柔啊
可能就是音效
我勒个4k啊
迷彩花纹，军迷限定168￥
太巧辣！
包邮不
还真不丑
还以为是龙须糖，都惊呆了
好好听
我一开始以为是韭菜呢
其实放的是薄荷糖浆（手动狗头
给我上链接，我馋死了
明明很好看
干脆面
居然是大家都爱的颜色
“领导我没捞着饭呐！”
金丝饼
最高画质的mc草地
可以换成抹茶
迪拜巧克力里面是开心果
声音好像小姚老师
胡一菲同款
牙膏！
这个底部怎么没有蓝绿色花纹？
已下单期待发货
什么塑胶跑道
怎样才能成为八眉的朋友，在线等，挺急的
发什么神经，有理说不清
我从未爱过你，怎么会想念你
寄过来！！！
我还以为是带着一层土的草皮，好家伙
《韭菜鸭血饼》
这吃起来和麦丽素有什么区别？我看不懂买它的意义
好爽好想吃！
怎么打不开视频啊
色素怎么你们了，问号哥
可以吃了
巧克焙面，迪拜做法
吃草？
你们不要草巧克力啊（dog）
好了可以开吃了
龙须面
韭菜盒子
过分呀 我们也吃不到
特别像猫撒尿进猫砂的感觉。。。
草方块
干脆面？
吃草坪了？？
芥末一定好吃
加入手皮（
他宝贝的，好想吃
好看啊
就是龙须面
哇！！！！
哇，沙盘里的绿化带原来是这么做的
哇
旺旺雪饼同款酥脆】
蓝绿色是完美的
不舔勺挑战
开吃
真的好像草皮
吃播的声音本来就会放大的
要！！！
好神奇哦
大笨钟！
草克力
强迫症好舒服啊
这个点还有这么多人看
好像裙带菜
八眉还缺朋友吗？我知道你一个人吃不完！
挺好看的。
绝了
拉菲草
←好的，请问你怎么知道的？（bushi
确实挺丑
拿去卖！
看着好舒服呀
高级！迅间提升了两个度
过分 我没吃到
迪克巧克力
好看的！
一品蛋酥就做好了
寄过来啊
吃脆香米不一样吗
我现在就是想要尝一口
天呐，这得多好吃，开心果口味儿的酥脆巧克力
俄罗斯的75%黑巧比其他国家牌子的甜
是的，买个俄罗斯巧克力就知道了，超级无敌甜
艹
我梦醒了（双厨狂喜）
新疆也有！
啥时候发货？
啊？可是我觉得超好看耶！！
真的不是挂面吗
那能吃到吗？
你为何不尝，你不尝我可以尝
没吃到 点踩了
好家伙，一模一样
好家伙，让我想起了我们的那个酥饼夹心的那个
不想带行不行
好像海岸线的礁石与浪花碰撞，太美了
吃太多对身体不好 寄给我吧～
嘴歪了？
龙须酥
像绿毛玻璃渣
感觉用线面也可以
上个世纪内墙围的颜色
加色素……
淘宝赶紧上架啊啊啊
再次注入手汗
注入手汗
别刷菲克力了，烘焙用巧克力本来就有，你做巧克力是从种可可树开始吗
你这不叫搅拌叫切碎
西藏包邮吗？
菲克力
巧克力威化饼？
这么脆！
这个东西自助餐有一种甜点，用的就是这个。但是他那个里面有流心
甜口粉丝，吃过
足球场上的草
我中东的同事给我吃过！
猪鲨色
鲤鱼焙面，延津做法
你币有了
草皮（确信
炸米粉doge
我要吃我要吃我要吃
普宁干面
好的抹茶也贵哦
炸面条
"UP主太厉害了,我感觉我要爱上你了"
可以用玉米须代替吗
有点像鲤鱼焙面
八妹的不会太甜对我们南方人来说已经很甜了555
我都没吃上，你收一块币你都有罪。
没吃到很过分
我也妹吃着啊
羡慕UP巧克力自由
我也想吃，但是看着你吃，我为什么觉得隐隐牙疼？
巧克力配草夹心的赶脚
茴香馅巧克力
这好像仿古人说的绣花枕头一包草。。。
小熊干脆面
好治愈
第一眼把黄色的馅料看成牛粑粑了
青草
好丑
酥糖
币投了，我巧克力呢？
正好区博主
这个声音真是酥
像大理石
这是菲克力
2000+人！！！
草
没有广子？
感觉龙须酥没龙须糖好吃
很过分因为付了钱没收到货
有种嘻哈风格涂鸦的感觉
龙须糖
铜锈
好像是懒羊羊喜欢吃的
青草巧克力
发霉的橘子皮
是臭的我吃过
好好听！
福建面线（幻视
菲克力hhhhhhhhhh
足球草坪（幻视
巧克力里面有草
上链接！！！
原来是这样做的
我超爱吃米粉干的
新概念锅巴
我吃我吃！
作为一个资深吃货，于我毫无吸引力。
米粉
炒面
好看啊我觉得好看
到这也可以吃了
色素？
手套手套
啊手套手套
像茴香
用不加糖的不就不甜了嘛
线面
薄荷巧克力的感觉！
kunafa
感觉可以用干脆面代替
我又没吃到
外国巧克力的甜，和咱们认知的甜不是一个维度
一点都不像，这个比喻好影响食欲
花岗岩巧克力
巧克力威化
搞点蛋清进去不是更爽吗？
龙须酥
就这样撒上些盐，感觉就会很好吃
现在刷到了
春日青！
龙须酥？！
额，龙须酥比这个细
土豆松
干脆面的感觉
网上可以买到制作材料的
草
可以开店了
十分解压
茴香啊，，
龙须酥
还以为是避风塘巧克力
麦丽素
观看2000+
草方块!!!!!!!
这一块不给2块钱
你再骂！（明天就洗
我还以为是龙须酥
大灾之年过分了
我咬一口巧克力咬一口干脆面是不是也有这个效果
太《正好》了呢
要放馅啊
买不到米粉干的可以用面点丝代替
菲克力
草
干脆面！
我可以自提！
想吃抹茶了
黄油我有，都是成管的
徐福记芝麻酥是吧
土上面长点草，没毛病
其实人家还夹了开心果碎。。
我也次不枣啊
哇哦
币投了你怎么没发巧克力啊
那么古尔丹，代价是什么
蓝色翡翠？
主角登场
巧克力包巴克拉瓦？
德芙，纵享丝滑
干脆面的声音
让我吃一口
我没吃到
好想吃！！
草坪
这个巧克力要薄一点更好吃 这个太厚了
买龙须酥代替
米粉
ok准备开吃
酥皮蛋挞（）
黑心的海绵宝宝
巧克力方便面？
包邮吗
反向草方块
有雪山内味了
草地诶
土豆饼
上链接吧
不建议这么做，因为。。。
倒我嘴里！
发霉了
学校操场的地皮
感觉好干净………
？
说到头发时我还以为要触发连招
报吃
月光如来，月灯如来，月白如来，满月如来，净月如来
是泥土和青草的芬芳
美食博主家里真是什么都有啊
龙须酥
绿色的在稀疏点就好看了
真不错
吃绿化带？
看到绿色的这种小东西就条件反射的发毛
刚才从云视听小电视上面看到。
我又没吃着 为什么要收我硬币？
哇！
龙须酥啊，只是没国产的细
莫名想到了炒面面包
我吃了吗？
美军绿（不是）
没这发量
平阳炒粉干
不知道原料还以为是大麻巧克力
那用馓子是不是也...（思考
投币了，巧克力在哪里领？
还蛮不错的，别有风味
青草
如果是白巧就更像了doge
洋抖流行很久了
迪克巧克力
青青草原限定）不是
光合作用
大成功
吃不到嗷嗷哦
我也妹吃到啊
那就放上糯米
不要开心果酱就好了
只能点个赞，毕竟没吃到
很过分
迪拜很喜欢开心果
不要酥皮就好了
开吃
这不线面码
我们吃不到啊！
自己都被逗笑了hhh
硬币已交，望尽快发货
tree tree的
倒不如巧克力包龙须糖
方便面+巧克力有没有搞头？
S4
果然，皮太厚了
放太多了，细细的来几下就好
就像是翡翠包着一层巧克力！
好高级！
小猫，你可以吃烤面点线
阿弥陀佛 阿弥陀佛 阿弥陀佛 ··
绍兴人再次，确实很像
关键是外层巧克力很薄啊
好解压
好看也
巧克力夹假草啊这是
没，你第一个
甜品丝
懂了，家里没有中东面点丝的，可以用猫毛代替
龙须酥？
迪拜巧克力不是包的黄金吗？
没有米粉干的可以用打结的头发（
这一勺下去不得20块钱
福建人路过真的感觉好像面线啊红红火火恍恍惚惚
鲤鱼焙面上面那个面
我以为龙须酥呢
威化饼也这个音效吧
木头
卤面
龙须酥比这个要细很多，想棉丝一样，有点和藕丝差不多细
"感觉那个""草皮""可以拿来放在蛋糕上用（装饰）"
钻石矿方块沾巧克力上了hhh
卧槽，这叫丑？
up的声音好好听
好看
可以，但是送货上门吗
這樣是不是可以用抹茶代替
我也做了，不过我用真草
玻璃碗真的不会炸吗
好漂亮啊
菲克力
做的好平整啊，是能拿出来卖的程度
这个颜色看着挺诡异的
已经开始累了 放弃
这绿的难道是开心果
尝尝
或者叫龙须酥…
我去cywl
这个就是把菲洛面皮切碎塞进去吧，类似库纳法
好像草地
松针
感觉这么搞会不会就干了啊？发出疑问哈哈哈哈
此处bgm:大笨钟
青草巧克力
和草皮一模一样
尝不到啊
真不算漂亮
内里是油炸外面裹着巧克力 热量超级爆炸
喜欢个寂寞  我一个没吃到
卖不卖？
好看啊啊啊
supise
我滴妈 上车
茴香苗
不添加点东西必然会返潮回软
我以为那个绿的是茴香苗
很像龙须酥（麦芽糖）
玉石
你自己去买点干脆面就着巧克力一起吃就知道是什么口感了，搞这些都是浪费钱，没意义
看着好像塑料
到这一步我就开始偷吃了
面包糠
是薄荷巧克力吧
真的好好看
里面夹得是葫芦丝辣条吗
本土化是不是该放龙须酥
吃草……
好看！
我也没吃到啊
好喜欢这个拌完的绿色
龙须糖比头发丝还要细，这个最接近龙口粉丝
感觉可以用龙须酥代替
这也太巧了吧
干煸土豆丝
像我的世界的风格！
我要半块一个币
塑料草坪
小馋猫舔手指
好看
鲤鱼焙面
丑的
我说怎么这么熟悉，原来是草方块的配色！
好治愈的过程呀
这是调温，又不是融化再塑形
tree tree 的
茴香苗（确信）
简称迪克（）
黄油炒米粉
我还以为是香菜巧克力呢
这里我已经炫完了
最近？
馓子
撒点调料直接吃吧！咸口甜口都行。
如果是我的话到这里已经没了
不戴手套是因为他自己吃，不是给馋了的狗吃
这声音，受不了，来一份
好喜欢博主
吃草还是吃巧克力
那就换成抹茶（doge
硬币我出20个 给发顺丰
看着真好吃
可以吃的草地
mc草方块！
这也太费劲了
上链接
好漂亮
喔
原来是面条版的脆香米啊
织梦岛
戴手套戴手套啊啊啊啊啊
脆香米
催香米
也就是说用爆米花可以代替咯
救命，我是真的想吃
包邮吗
“奇怪”
BYD小时候都没吃过徐福记糖是吧
你几年前做巧克力金砖的模具吧
开炫！
就是面呗
用这么多器具真的是得刷碗刷到吐
你收没事，可能问题是我吃不着啊
两元？
猫砂盆….
哦，龙须糖
我又吃不到！
看封面还以为是苔藓（dog）
挺好看的哎
牛瘪
好好看！！
刷不到，满世界猴子……
哇
我也吃不着啊？
好脆
好看啊
走去迪拜卖巧克力去
你真的完全正好！
像在做微缩玩具耶好可爱～
可以吃了
亲亲猫猫头
织梦岛bgm！
用龙须酥试试说不定能行
那打结松开是为了什么
好看！像大理石花纹！
我们这叫甜丝
海娜：这个，这个，这个和那个，我家都妹有
用油喷壶试试
龙须糖好像细得多吧
《水浴法加热》
好漂亮，像海浪一样
没刷到过
我都吃巧克力了我还担心什么热量
第一眼以为猪血里面塞了香菜
烟丝
热量核弹
一次成，厉害啊
白蘭地
感觉酱不够多
面包丝也一样的
面包丝也一样的
我以为桃酥是吃的桃酥，没想到是小猫呀
热量爆炸
草皮
up音色好好听
他生气的时候，眉毛还是这样吗
这声音真好听
给一个都多，又吃不到，哼
看起来已经可以吃了
理解懒羊羊
有点像龙须酥
好吃成八字眉了
我们也吃不到啊
青草巧克力
草
龙须酥
