天命人集合！
这一刀伤害是1400，不变石头的话，能打你三条血
沙子太多了
山西高平铁佛寺
哈哈哈哈，怪可爱的
我们国人玩海外游戏也不理解欧美神话希腊神话什么的呀
《还不错》
先起飞再调整翅膀
我也是，我很喜欢玩游戏，但是玩的很菜
"20年前是有的，但是被盗版和""电子鸦片""毁了"
所以因为不能吊威亚，就没有孙悟空飞起来的动作，就只能给boss做美甲啊
腾讯算了
骑士厨
情商太高了
护林员？
第二章开头的陕北民谣！
美术大佬！
说得好！
擦，陕西人汗毛乍起
改编不是乱编，戏说不是胡说
又清醒，又踏实
这段回答 听得出来是真懂西游记的
这就是你的尊重原著吗？孙悟空和白骨精谈恋爱？？？？
本身就是欧美大厂在崛起时，为了自我营销所创造的概念
哈哈哈哈哈
BKB咯
国外家长当然对孩子玩游戏管得少啦，毕竟人国外还快乐教育呢，怎么你们那么羡慕吗？你们也想小时候啥也不学、上学时学校啥也不教、家长放养，然后长大了一无所长只能去流浪要饭吗？
不懂中文的人是不懂中文的浪漫的
问题好诶，每次的问题都能让主创自己主动输出很多有意思的东西
就像华为mate60
能不能别老让别人拍电影啊！
黑神话只是个引子，以后会有更多中国元素的游戏冒头
哈哈哈，冯总这属于避开核心问题了，也算是避免同行内部互掐了
好吧哈哈哈哈哈
悟空传
广志救我！！
加油~！！
加油~！！
大拿发型！
没有文化“输出”，只有文化“溢出”。
所以乌尔善拍了封神三部曲
这一笑要把我迷倒了
路在脚下！
剪辑太拉了
确实
喵喵：你这瓜子脸的小可爱，有何贵干啊？
老祖宗：吃啊！为什么不吃！
感谢坚持！我等福音！
老婆
这个游戏的方案和美术是真赞
黑社会：宋江
尤卡说的这些话确实是发自肺腑的，因为他经历了这些才有现在的思想觉悟
民族的就是世界的
金瓶梅，快点做
理性
手段还是目的，上来就讲康德是吧？道义论还是功利主义？
波里个波
火焰山土地可不是一般土地啊！！！
说话太有条理了听着很舒服
是的，文化输出其实应该是溢出，就是文化足够丰富了，溢到外面去了
wocao
广智，救老子！！
怎么一直乱切！！
敢问路在何方？路在脚下！
sj
怎么老切机位
这话说的太有水平了！
老婆
老婆
开创性的工作就是需要理想主义者
说得真好！他们团队立意真高，好优秀！
vscode
啊这
n95好评
情商很高啊
说得中肯又谦虚的
卡总说话真的有水平，牛的
《华为》
哈哈哈 这要怎么回答 扯一些空话吧
艺术啊
是的 从电视剧到电影到游戏，一步步地在崛起
看，官方都用大头，这就是指定轮椅！
出设定集吧，我买！
红红火火恍恍惚惚
中肯！
TGA2024！
这镜头切的 你是faker吗？
感谢游戏科学
恭喜游科
女妖精
三刷
上线3天，200w人同时在线！
老祖宗追着喂饭吃
好好的采访被剪辑毁了
剪辑在搞什么啊，看着不难受吗
城管大队
说得很好
镜头切个没完没了
当年盗版横行也是一种原因吧
多年不玩游戏，今天买了手柄。。。。缺游戏主机
很简单，并不是说他们能担更多风险，而是这东西赚钱有受众，他们发展到一定程度的时候我们才刚刚开始。
这个肯定是理想主义 是理想支撑着他们去客服那么多的困难啊！！！
去看温柔的新视频，现在所谓戒网瘾学校还在抓人
比如三体，够好，全世界会看到
路在脚下
@天涯明月刀
主持人太好看， 很稳定，提问和回答很有文化
好美的场景
说镜头特写老给记者的，因为这是主持人张扬的节目，不给她特写给你特写？
这个 主持人 很好，很喜欢
红楼梦 也很牛的，伟大的牛
因为建国之后不许成精
？
这老板看着身体还不错的样子！
看不下去了 头晕
没错！e厂听听
喜欢形象有依托！
椅子应该是永艺x3，坐感蛮舒服的
土地司魂
吊桥效应吗哈哈哈哈
舍得“割爱”是勇气也是智慧
timekeeper
说的好
很中肯
我要 速出！！！！
这不配女妖怪我不是很认可
山西晋城 府前玉皇庙28星宿亢金龙
高平名人朱帅辰
8年前 差不多就是大圣归来那时候
排面
已经玩过了，就是有90分质量的作品
冯有深度思考
仓禀实而知荣辱，富裕了自然会自发为自己的热爱买单。
明显这里停顿了一下 哈哈
这个思考非常好
chalice！
传奇
666
人间清醒，就冲这个，游戏科学的下一部作品也不会逊色于黑神话
居委会大妈
西方人理解不了，他们汉堡包披萨吃惯了，喝不明白小米粥。
高下立判，国内648
小羊！
说得好！
好好夸一下剪辑
很谦逊
大圣归来不就是这样
张艺mo：是在说我吗？我拍奥运拍的挺好的啊……
第九艺术！
很神话 三国
哈哈哈地下演员
是不是很大胆？
访谈类节目不都这样吗？长时间一个人的镜头不一会人就不看了
下一部:红脸关老爷
加1
黑神话广智
空军龙
这玩意逼难
绝对支持，就是拉坨大的也要尝尝味
泪目了
杨永信:？
可以看他十六年前写的文章《什么谋杀了我们的游戏》
哈哈哈哈哈
黑神话·广智
哈哈哈哈
谁剪的视频，一直切镜头干嘛
没问题，目前中国确实是steam第二大市场
杨奇可是黑猴的魂啊
哈哈哈哈哈这个剪辑真的绝了 我都要晕了
要成事，最终还是得脚踏实地，天天喊理想确实没啥用
坚如磐石！
优化大佬
这记者的眼睛真是滴溜溜的乱转啊
麻辣烫
英雄联盟
不用老是近远的切吧
掌聲
游戏它最重要的就是好玩
山海经，求求了
学霸的发言就是不一样
广智不愧为黑神话真正主角
黑神话-广智
上面不允许的
是的
一个黑神话就15亿了
和虚构推理里女主问的那些妖怪一样
高技术 高难度 高投入
认知很清醒
等等！全是冯大佬自己写的？
来了，这个太顶了！
赞了！！！
这。。。。究极大佬
广智
被采访人有话说的话，记者少说点也无妨
广智！！救我！！！
@边境
？？？？？
泪目了
妙不可言
这镜头切的 6
广智救我
没有任何一个ip的影响力能够超越西游记
快哭了
汗流浃背了
尤卡说的就是从腾讯出来成立游戏科学的时候第一款游戏，百将行，这让尤卡认清了现实
踏上取经路，比抵达灵山更重要
我如果能加入他们就好了 唉
郭帆也说过类似的话
四渎龙王
每一个怪物包括小怪都有传记
真史青背龙
老祖宗严选
BGM 搞事情
拉了。。。
？？？？我家！！！
险些翻车，哈哈哈
有重庆大足时刻
努力让大家听懂了。。
画面切换得太频繁了
要整体的风气起来才行，单一个体可以带动，但是其他人愿不愿意跟只能看那些人有没有理想抱负还是只想圈快钱了
也有很多圈钱的流水钱
确实能进入，这不就是玩家第二难：着色编译器吗
果然不是一般人
蓝白猫
淡水鱼游向大海
硬控我2个小时的BOSS，到最后发现不是我手残是因为帧数太低……
太谦虚了回答的
太有水平了吧
就在这儿吗？
“在我自己电脑上都好好的”
真棒
我觉得他都是
杨奇英高
能不能出个电影啊啊啊啊
被冯骥的人格魅力和才华征服
akg k240s?
这哥们眼里有光啊
啥时候出光盘收藏起来
麻烦好好优化一下ps5上的画质
考古式创新
孙悟空历程
说得好
现在技术更成熟
消费
对于华科这个级别的本科生而言，去中科院做毕设其实非常平平无奇
神来之笔
公费旅游
升华了
没毛病
虚拟与现实结合
牛逼啊！！看哭了
是我了
说的太好太对了！首先游戏足够
这样要求更高质量
格局
画面只是其中之一
确实有道理
杨奇英高
太清醒了
对  不理解就去翻书 我们玩他们的游戏不也一样么
一个标点符号切一次镜头，人物访谈不应该是1段话左右才切一次镜头吗？
明天见
送命题，说真话就得罪更多的人了，难绷
是我了
之所以单一和民众思想“单一”也有很大关系
剪辑切什么呢
超级英雄啊
灵魂发问
应该会超过美国
真相只有一个
剪辑师太逆天了
大佬啊
眼光确实很远，中国单机市场消费力正在飞速发展
我在这睡觉
山海经没有故事，故事是核心
广智
广智蝶
卧槽！鼓掌！真的天命人！！
冯骥！才~
黑神话 广智
追着打啊
真的棒
一秒18镜，玩游戏晕3D我认了，我看个视频也晕3D了？？
太对了
真好
泪目了！谢谢你
不理解自己学去
这里镜头切的太多了吧，看的好累
好优秀，好谦虚啊
这个应该也是个大佬，里面的文本真的很厉害
black beer guai
这才叫做采访！
牛逼
蚂蝗
就看山西能不能接住这次风口了
祖宗严选
没毛病
原神：？
地上文物看山西
这镜头什么鬼
下一部：黑浒传
好清醒好理智
锁定都知道，你说你没玩过游戏？？？
翻译：全是腾讯等同行的衬托
什么第九，艺术就是艺术！
独钓寒江雪
黄风大圣啊，游戏里几百年前还是一个为民除害的英雄
GUOFAN!
这是ai做的剪辑吧，看的头晕
is  Monkey brother！！！
85分！
围场也有铁佛寺（doge
广智救我
tx
椅子什么牌子哈哈哈
配音一起来，鸡皮疙瘩出来了
说的太好了，“踏上取经路，比抵达灵山更重要”
出手办
哈哈
村口大爷
路在脚下！
？小的游戏公司不是腾讯吧？
张扬在B站还是没啥名气啊
这时候如果剪辑一个电视剧中孙悟空说的：只要一片赤诚，灵山就在脚下
采访团队的摄影还是剪辑是有多动症吗？
流浪地球！
越来越多支持正版的steam玩家同时在推动游戏的发展
这镜头切来切去的，怪难受的
太有理解了
摄像咋不拍主创的脸
真的，正反馈真的很重要
买【掏卡】
村贤
有人和我一样19年看到这个游戏吗
斗战神元老玩家
玩中世纪游戏没少研究中世纪历史，这就是游戏带来的文化破圈
路在脚下
各位天命人，咱们游戏里再见
为什么呢，到底是为什么呢
懂哥是真多啊 明明说的很对
不愧是大佬谈吐太有水平了
自己人先过上好日子再考虑走出去，点赞
升华
感谢天命人！
看吧，龙钓鱼都得空军
天哪，那个记者姐姐说的好好
是的，巫师三部就是这样。
牛马
虎先锋！
喵喵的小白鞋
3A游戏真的是好复杂的工程
哇！
做得好 我们玩家会买单
卧槽平成全骑士啊？！！
哈哈！就倔呗！
亢金星君！！！
封神！
斗战神啊
华为watch gt4
好清晰的认知！
经典的文化并不是束缚，有发展的眼光才能看到这一点。真好
资金给够啥都干
华中科技大学！
排面
啊！这跨度！
这镜头切的什么鬼
说得好好，我居然看完了
点我呢？
四字太子？
是的，只要迈开第一步就好了
真正的man
她真的好温柔
我是来看记者小羊的 我不同意你要求一直对着冯导
什么叫3a这个问题很好，因为没人能确定，什么叫3a
最终版、最终版1、最终版2……
游戏禁令捏
好腼腆啊
这不就是带入不懂游戏行业的普通大多数人提出的问题吗  记者怎么不专业了 还提前了解 提前做功课 也以为是莫名傲慢的游戏董哥
猴的传人
哈哈哈一刀秒
说的太对了
加油啊，你们在做一件，改变世界的事
不是，这个问题…上头知道你要这么问嘛？
为啥叫3A不叫5A？没解释清楚。
现在你们有条件了
这话就很有游戏味，哈哈
巫师三冰湖
为什么主持人一直在镜头中间
大佬
卡总啊！斗战神一直是我的遗憾
这人会成为雷军一样的人物！
广智
还有三国呢
太子
《黑神话：广智》
广智！
设计的真好
完啦
四门塔 集合
2077
确实
直接拼音
被访者说话时没必要频繁切记者，太乱了
我1650S是不是没戏了
再来黑神话系列
排面，祝黑神话越来越好，期待后续有更多佳作
说得好
幽默
6
肯了肯了
6
6
辛苦了！！
6
多想想LOOG
应该直接翻译为TUDIGONG
表达的真好
地中海有头发了
已老实
热辣滚烫横向等于页游，换个皮圈氪佬钱就完事儿了
他们在做战神的时候考虑中国玩家理解度了么
除了头儿 人均社恐吗哈哈哈哈
汗流浃背了，这不能说那也不能说，那就只能抽象表达甚至宏大叙事模糊重点了
没法说，电影和游戏，属于经济不好的表现。都沉在虚幻的快乐里。
我不仅被打动了，还被打死打败了。好难啊。。。
不愧是学霸，发言好棒
这不是淘宝的李佳琦？
撩妹
理想主义者
里面的文案真的很棒
嘛的，一句一切镜头
人民群众对好游戏的向往与落后的现实之间的矛盾
牛壁
这是哪款手柄？
情报员
一刀秒
隐藏
第九艺术！
一听到还要改，任谁心理都咯噔一下，尤其是PD们
众所周知，当年班上的学霸大多玩游戏也贼6
很棒！！！
正是在下
网格员你可真绝了
哈哈好尬，没训练过配不来
路虽远，行则将至
开拓开拓开拓开拓开拓 我们星铁人 听了这句话，就是满满的开拓
40！？你说她20我都信！？
策划：我谢谢你
明知故问
8月22日回来看，你成功了，你也值得
因为英文单词的信息密度比中文还低
技术宅的反应
指环王取材于尼伯龙根的指环歌剧吧？
务实就是打基础，理想就是望远镜，而开辟者要兼而有之
需要生态
中华5000年还得看山西啊，作为一个山西人，《黑神话:悟空》能在山西取景很骄傲啊！
那确实
爆了
说的太好了
该他们的大儒来辨经了
我超 央视说出来这话 稳了
假面骑士W
假面骑士W
但将行好事，莫要问前程
确实
最美女王，女儿国国王，谁赞成谁反对？
确确实
熊还算比较简单的。
公知们，张大苟眼看好了，这些都是中国的年轻人！
作为一个音乐专业的学生，听这一段真的鸡皮疙瘩起来了
这个制作人是健身的
是的直接跳了一个阶段，就是禁的那几年
毕业了
确实很有意思，
下次还是找个懂游戏的来吧。
印度运镜
我也在中科院，莫名给了我动力
好会问问题
太可惜了正式版没有这段了
腾讯:你报我名字吧
我终于知道游科是怎么拒绝腾讯介入，还能让腾讯只是默默地当一份小股东了
你猜
谦虚
第二章开头这个陕北说书确实惊艳到我了
黑广志，悟空
啊？？
这样侧坐好伤脖子哈哈
刻画主角，就去刻画他的对手。
西游记不单单是一部作品，深挖细想有很多蔓生的人物原著作品可以去看，没有深层理解，黑悟空的内容你会参不透
单机游戏是一个闭环，也就是整个游戏蓝图故事是完整的。网络游戏是一边上线一边开发的氪金游戏，有故事类性么？
期待越大，压力越大。赞美声越大，压力越大。
然后就公费旅游了是吧（doge
镜头好晕啊，一直在切换
灵山是灵鹫山，也就是印度鹫峰山。释迦摩尼修行的地方
简称 大佬
你好坏我好喜欢
《黑神话：广智》     玩家：广智救我！
斗战神啊，真的可惜
包户干部
山西欢迎各位天命人！
口袋妖怪
牛逼
虎先锋
我，从刀狼教头开始卡关……
来了来了
来了来了
出事！
能不能别老切记者镜头啊又没说话
高情商
以前被污名化 本来单机游戏国内起步还不错的
gta也是，没有la的各种帮派就没有洛圣都
《谁杀死了我们的游戏》
先送100抽
前边十年是盗版横行，最近十年是因为腾讯，盗版和腾讯耽误中国游戏二十年
哇 这黑眼圈 真的好辛苦啊
防御比较强——指一刀被秒
不内耗的两大诀窍，关我屁事，关你屁事
梅琳娜
我觉得这段采访都可以达到招人的目的了，领导者太有领导魅力了
腾讯的几款mmo
感觉团队领导者非常谦虚，不好大喜功
第十次改回了第一版
流浪地球
空我
是这样的，看得太透了
冯骥太厉害了，西游记题材是他一直的夙愿吧，当年斗战神太可惜了
感动
谢谢
很犀利的问题
哪个是刹车哪个是刹车！！
是一种结果
感谢，有些令我感触
别再切镜头了，谁说话你就对着谁，头都晕了
魔童
防御比较强，指瞬间空血
曲高未必人不识，自有知音和清词
流浪地球1  流浪地球2
是因为一直都在做
马化腾
说得好！
SIC和竹谷老师的各种作品，看得出来是美术的风格偏向的
应该还原一下，拈诀
广智救我
前面说年轻记者的，这个记者姐姐已经40岁了
真心建议慢点玩 看妖怪小故事 写的太用心了 真的 别浪费啊
太强了
[ohhhhhhhhhhhhhhhhhhhh]
爱了爱了，太帅了
关卡策划出来挨打！
镜头切的太频繁了
vv式难绷表情
排面
艺术是人民的艺术
《禁令》
哈哈哈哈哈
清醒的武汉伢
封身假算了吧，封神其实算西游同人
小羊啊  B站有号的
冯骥的汉普很真实
冯骥是武汉人，同感
哪吒
这个剪辑没事干
什么时候能搞个水浒题材游戏
这个剪辑有点头晕
群众史观：英雄往往是顺应历史发展方向的领导者
就像三体
“迅速” 蚕食
能收服的就变土地公，不能的就是妖怪
我的同事今天问我 黑神话可以联机吗 得到答复说了一句那有个毛意思 我笑死
牛啊
冯汗流浃背了
克劳德
这段味道太对啦
哈哈哈哈哈
没看够
剪辑是新手吧，搞毛线啊，采访这种题材你特么疯狂切画面是嫌观众不够晕
这个记者情商颜商都比较高唉！能力也强！
洪荒时代
真香定律还在延续他的神话
杨奇我的神
华中科技大学
华中科技大学
这段真的绝了
送命题
我以为最后会是和六耳猕猴打
我觉得这个比s什么七会热得更久，肯定，而且让我认识到做游戏的不容易
对杨总而已 悟空是不是还带有遗憾？
为什么我觉着冯骥像吴启华
高材生，说话太有水平了
齐天大圣
敢问路在何方，路在脚下
樱井政博对于游戏从业者的说法一样，擅长比喜爱合适
牛啊！
我可喜欢陕北说书那段了
下一部黑神话：张天师来龙虎山取景
开饭
燕云十六声
我们的眼睛是雪亮的，什么是好什么是坏我们能看清，不会一昧的捧，也不会一昧的踩
电影就算了吧
Steam平台08/.21晚间，同时在线人数再创新高，人数达220W!!!
@罗小黑
BKB
我只玩RTS游戏，摸到黑神话后上手很快
国产+15分完全不是问题 应该的
团伙招人
又帅伤害又高
地缚灵
牛逼
懂了，在山西战斗
难怪叫黑神话广智
这几个字，无声胜有声
塑造的不错 我在虎先锋这里受苦
这个采访画面切的很游戏
街道办主任
说的真好，厉害啊
泪目了
赛博朋克2077
哇！这里竟然有完整版！
玩过了 真的很好
电子鸦片不是
太清醒了 真的是这样 其实
非常专业认真的团队
发际线一看就是大佬
你们可以给电影做特效了
文学也是首屈一指的牛
（）（），（）（）（），（）（）（）（）！
yaoguao
哈哈哈哈哈 毫无感情
太对了
官方口径是不算游戏的，这问题就很巧妙
这场采访问答都很有水平
5g最大受益者闪过
keeper of the grove
不变直接一刀走是吧
果然第一个总是最好的（最难忘的
说得太好了，忍不住鼓掌
就应该中文直译，而不是迎合外国文化
土地比山神地位低，是地仙
厉害了
这记者的笑容让人很舒服
的确是这样
实践论，认识过程的由浅及深。
说的太对了
国外做游戏几时考虑过我们了？看不懂？看不懂查资料去！
斗战神
主持人：啥是boss啊，我老板啊？
艺术家
可爱呀
大市场
担心受怕
应该是扫描环境不利于文物保护
不需要理解，有冲击就够了，就像第一次看雷神的锤子一样
骑士
升华了升华了
什么牌子的椅子
笑
还没
担心
黑神话哪吒
影响
黑神话杨戬
央妈我们来了……
好东西
这个记者有水平
技术发展
主持人太漂亮了，我都没听冯骥在讲啥
难
ddl战士
七二般变化
这样的人做事一定会成功的
这下真的是十年前最好的时机种下的树
原著确实每一难都是有特点的，经典就是这么来的，把我内核，填充现代的东西
帅啊，飞翔
不理解要让他们理解理解
明白
凌虚子
土地员
听君一席话胜读十年书
中国的神话故事真的是值得挖掘的，封神不就是明清时候再加工写的，后面出电视剧又进行加工，西方游戏天天北欧希腊神话打底我们也可以干
亢金龙怎么打啊
老头
可以
稳啦！
因为精神阿根廷人太多了
配音
主持人采访风格好舒服
吼
剪辑是刚来实习的
吐舌
好
先锋
辛苦了
辛
好看
古董
虎先锋来了
实力至上
你有个b脸接受采访啊
务实
别问啦 别问啦
很务实的一个人
影响力
山海经这个IP不是被无数捞快钱的公司搞臭了吗？想想那些铺天盖地的恶心广告。
今天闪退报错了一次
美术的神
这群人四年专心做一件事太厉害了
哈哈哈哈
广智救我
困难
挺喜欢里面妖怪的国粹语言的。尤其是虎先锋
我打到虎先锋门口还是遇到了一次崩溃   但是频率真的很低了
故事是最重要的
适应
主持人很漂亮
牛逼
手搓
+++
赚钱
50万？5亿
女生恐怕不会懂真正的大型单机游戏是什么东西
切镜头 切的我头疼
文化输出！！
黑熊
虎先锋受苦中
帅哥
程序猿深感认同，怎么修复了bug就不行了
也是
期待山海经
黑神话：广智救我
新手
可爱
快哭了
随便
kuaikule
这个采访也很专业啊
黑武将传奇：天命三国志
先只做一个好游戏
@马化腾
壮哉我大山西！！！！！！！
老板很谦逊，很有深度啊
排面
卧槽
匠心独运！！
很有思想的
优化不错了
齐天大圣是土地们的好朋友
丸哪
李佳琦？？？
G
外行才有意思
周边哪有卖
以前是好的，这句话，他专业了
老板再做个封神系列
天才
还可以改
说得好，鼓掌
泪目
好会讲
不理解可以自己去研究，研究不了就别玩，问就是我们就是这么过来的
上古卷轴5辐射4巫师3
鹅厂
人间清醒
帅！！！就该这样，这是中国独有的游戏
有这样的意识太好了
桃子和小龙，2333
富甲天下3二十年前就出现了，至今仍是三国第一大富翁游戏，为啥呢
救救孩子管管游戏
算是个石Q
创意外包
危
全靠同行衬托
戏说不是胡说
哇，说得好！
做技术的都能腼腆
弼马温
这是攻，这是防，这是艾尔登之王。
声音也超棒
流浪地球还是可以的
21号了，只能说游科办到了，开茅台~
居委会
音译异化策略
太美了！
游戏公司的归宿是CG电影公司
13年禁令解除了，但是有什么用呢？培养市场的黄金时代已经过去了
怎么老是切来切去
哪有做游戏不跳票的
踏上取经路，比抵达灵山更重要
这比魂好多了
猴子泡温泉
一句话泪目！
深圳玉塘网格员
别云了，卡总发文章是在加入腾讯的时间节点前后，很明显没在说腾讯
离火九运
不停切说明剪掉了大量的认为不流畅或者不需要的内容
ZHENGBANG
@腾讯
水到渠成
镜头切来切去头晕
杨奇看起来还挺文静的，祝管好自己的嘴吧
镜头切的我眼疼
可以
好一个跨越
街道办笑死我吧
这记者连黑风怪都不知道么？
不可以
跟大圣归来一样的
张尕怂吧？
太晚了
对对对，正反馈，我至今不知道自己擅长什么
测试常遇到的。。以前是好的
经济好了什么都能发展
切的我头晕
干的漂亮
卡带游戏机
这画面切的我想吐
下次可以做搜神记吗
这也叫谦虚吗？这很正常啊，不如说他说出这番话反而有点傲慢
高体量高成本高质量
好奇，搞笑，就是来搞破坏的
你猜猜电子海洛因谁说的，游戏机禁令是谁颁发的
真大佬
主持人啥也不懂 就知道嗯 找个专业的不好吗
主持人丑丑
高情商啊
不是哥们，这什么鬼剪辑啊
真帅
现在已经上线了，Steam历史上同时在线人数第二高的游戏
火焰山？？？
〈还可以改〉
褒姒啦
专有名词
大地精灵
他这个眼神有点喜中有悲
原神是中国第一个3A
这点说的棒
说的好
一句话切三个镜头还是没必要吧。。
太赞了
先学会是第一步
鼻头一酸
踏上取经路比抵达灵山更重要！
低配不配玩
牛逼
老祖宗的饭，真好吃
这个keeper这的很妙啊
woc最终幻想
这段太惊艳了
镜头切的太频繁了，眼花
那个摇滚版的往生咒实在是太棒了
广志！！！
6
GTA
我老祖宗入关的时候就已经把我所有的美术素材都做好了（叉腰）
说一句话就切了三个镜头，意义不明
这二个人貌似互相欣赏
monkey brother～
黑神话 李逵
流星蝴蝶剑
很务实
你去把唐僧师徒干掉
哭了T﹏T
别切了已经要晕了
其实中国传统文化这个标签作为手段的话压力也是非常大的，因为这个标签太大了，并不是随随便便就可以拿捏的
他带着欣赏看张扬
老祖综赏饭吃，哈哈哈哈
解构
这话好！真心好哇！
给游卡问麻了
homelander
巫师3
后面再 OTA
Akg
单机YYDS
民族自豪感，文化自豪感，情感认同感
瞧不上
切镜头是因为很多话其实也有停顿吧，之类的
踏上取经路，比抵达灵山更重要
你玩的是游戏，腾讯玩的是你。
偷看的帘子
我的
《小时代》
关我屁事啊哈哈哈，不理解？不理解就对了，学去
幽默
zookeeper
咕噜
一刀秒了
帅啊
？？？？
这女的长得好像鲁豫~~
太会说了
并不是意外
有没有可能是说话卡克了，不剪切掉节奏太慢
这是结果，好东西大家都喜欢
其他游戏市场其实也各不相同
剪的碎也是考虑到访谈类的节目怕大家无聊
说得太好了
哈哈哈
《长城》：我怎么感觉这是在点我
同款手表watch gt4
UE
这个出发点的回答太出彩了，不是商业因素而是内部驱动，很棒
你已经不用担心了
去打卡过
带妹是吧
上线2天了
黑神话：广智
导播在干嘛？
妙
到底是拍记者还是拍游戏公司啊
牛逼 这发言。。。。。。真好
多的人用来请领导吃饭
没事，都死几次就会了！
大胆假设
真大佬
截图警告
大哥！受我一拜，就是你让我的破机子也能运行的吗
牛
说得好啊
冯总牛逼
国内氪金换皮游戏泛滥15不太乐观
@腾子@磊子@xxx
呜呜呜啊啊
？
好！
是的
广智唯一真神
公费了
1
这段帅爆
强者
祖宗：不要用你的审美挑战我的九族
不要搞脸谱化
九族严选
因为电子海螺因哇，
西游是前人提炼数百年的神话精品，不会过时的
现在懂学动画的难了嘛
排面
广智救我
作为一个单机玩家，都憋了十几二十年了
减肥日记么？
哈哈哈哈
这画面切的太频繁了，眼睛晕
守护灵？
+++++3
+
一代人有一代人的西游记
...320+4+
333.
网格员
踏上取经路是不是用规则打败规则
老祖宗东西太多了！！！！
她好像食频道的小花
镜头切这么频繁干嘛
乐子电影
牛逼！
都是什么电影就能上榜啊
说得很对呀，悟空可是我童年记忆，情怀加成分很大的
统战价值高
什么时候制作历史类战略游戏
相互治愈了
不用研发引擎了，所以低层技术还是在人家手里
我丝之歌呢
因为网游来钱更快
“路在脚下”
赶上UE5
牢洛（不是
改编不是乱编
正在解压
白话：小时候很中二 只喜欢孙悟空 长大了就开始关注剧情背景故事
好棒的采访
我就是好奇故事情节把它当西游记大电影来看的
做游戏的程序员大佬肯定都很腼腆
山海经说不定可以做开放世界游戏
街道办
能不能做灞波儿奔奔波儿灞
冯骥出门被无数的空气墙挡住了去路
排面！
希望冯骥可可以遇到自己的弓箭手和大蝙蝠[打call]
点名那些手游圈钱厂商
l
哈哈哈对不起我不知道3A 是喜欢孙悟空被吸引来的
看前须知：不是所有黑神话的用户都了解动作游戏，记者要站在更多第一次接触人的角度问问题
看前须知：不是所有黑神话的用户都了解动作游戏，记者要站在更多第一次接触人的角度问问题
惊人。。。用词还真是每一秒都在夸自己
求求官媒放过游戏，不要来凑热闹
排面
听说和现实场景有重和，希望别暴露我国地理水文资料
幽幽又默默
3.201
强过GTA提名
？
孙扬？
排面
这里不如换个有点基础的  类魂上手难度肯定高 看的好尬
出息了
人民万岁
八人八贺
排面
真的破圈，而不是王思聪那种9969
支持！
爆了
我靠，官方也来捧场啦！
镜头切的好快啊！眼镜都跟不上了
杨奇不是女的吗？
我们充钱无限买 648
问问他，凭什么就说重走西游路了，西游是孙悟空一个人的西游吗？
啊？
牛逼
连着发了4个视频！
敢不敢做成开放世界？
啊？什么媒体发的？
排面
、、 、
褒姒
genshin
前奏是什么的bgm，好耳熟
居然发了
来咯
啊？
如果背葫芦的老头是沉香就绝了
有排面啊
啊？？！
1.3万 妈呀
排面
