左轱辘不转右轱辘转思密达
怎么的？卖同学8000，直接给你干报废
中间商赚差价
哈哈哈哈
大户爱好评
4590
啊？
怎么滴
还挺高
不如大人带着在网吧开个优惠卡
全低32渲染我去
哈哈哈哈哈
470
买游戏不要钱吗
这还抽五分之一
哈哈哈，小老弟还有点小帅
这玩意大表哥都开不开黑猴还是算了吧
赛博老中医
玩2d游戏可以
《下次光临》
独头蒜更辣
270
哈哈不锈钢盆比机箱贵吧
p106
单发失效
5帧电竞啊
跟我i5 2320一个年代的，现在我还在用
这还敢开1080p 牛逼
400块钱去网吧玩玩得了
偷偷买的啊
年少有为
这都超越18% 那18%是什么神仙电脑啊
这能玩？
没下驱动
还以为说基佬
这位更是n朝元老
去网吧玩吧
同款的u和主板
400块钱买游戏都剩不了几个米啊
《5帧》
《无中生学》
黑神经吉吉
民用c4
wok牛批
九九成，稀罕物
1！5！
只能是上网站去黑悟空
我嘞个豆380都来了
能上660都算你良心了（doge）
抽成百分之二十
比我笔记本高
触摸屏啊
up人真好，从不坑别人，只坑兄弟
哥，我最低80帧，你最低5帧（花5000）
8g玩3a？再咋样也组个双通道吧
哥，我最低还80帧呢
贵了
去网吧玩
配破烂来了?
单通道卡死你
我去年还在用r9 370 4g
孩子你无敌了，抽20%，电脑城跟你一比都算心地善良的带好人了
8什么
14岁老弟喜提12年老机
玩会会不会炸
e5还能再战
记得再配个4K曲面高刷显示器
小老弟就坐在一旁听着
《御三家》
又不是不能玩
gtx690
电脑就比游戏贵了百十来块
c4
机箱用鞋盒
黑悟空16+
去掉游戏价格实际还剩一百多
i9级
左右护法
小心爆炸了
20%纯利
6
还差个显示器啊
炸弹已安装在d（小老弟）点
主板老演员。。
半死不活的显卡
一棒子给主机打爆炸
优化无敌
老弟还年轻给上个金核田
含泪赚300
还白送个不锈钢盆~哈哈哈哈哈哈
4399用是吧
幼年展亚鹏
黑悟空这么低配置吗
400块玩300的游戏
懂了2010年的g41集显加酷睿双核
哈哈解压正好满
七步之内必有解药！
R！G！B！性能加成100%，相当于800快的主机，小老弟赚麻了
IED
哈哈哈哈
去网吧
砷泣的牢咔
我现在就在用这颗U
42针还行啊
哼卧槽，内存都十块钱了，真特么跳水了
还没我家办公用笔记本跑分高
10年的都14了
？？？比我的好多了
老弟专门来整活的吧
本以为配了个炸弹，结果居然真能开
8000
610
你小子
必须给你钻坏咯
炸弹已经安放
这真能玩呢
960安排上
牛逼
战损版
可恶的二道贩子啊
这辈子有了
黑猴130g，这还能解压了吗
《 醛 锌 》
我嘞个e5啊
能看个西游记就算玩过了
nb
省流:赚了十块
云电脑安排
进网吧
bro以为自己来相亲
去图吧可以开网吧了
那就拿个鞋盒吧，方便带走hhh
动不动蓝屏数据全丢
老弟还年轻，别给他炸死了
400块我估计玩扫雷都掉帧
14代酷睿也14了
被780m薄纱
X99都不舍得给是吧
580
英灵殿
要什么风扇，买个萝卜就行
400你逗我？
先天从商圣体
要不锁30吧
《慈禧小汉堡》
来二楼
200G居然收70？太黑了，90块钱可以买250G固态了
完了，屏幕键盘鼠标没钱配了
无头骑士
太假了
黑神话悟空最低显卡要求580
年纪小更可爱
采样拉低了 高点帧数估计还能更高
怎么的？卖你同学？
跟我的主板一模一样
JJD
至强E5搭配X79
10块的内存条？给我来一百根！
我都还在用E5-2669
这tm14？
580
矿区
哇，大户爱
军费还省？！
义体药房医生？
极致阉割
14年的电脑是吧，行
750ti吧
？
有出息
啊？
那卡矿都挖不了
????
能玩CS
击败了百分之18用户
黑神金.马喽
这孩子长得挺好看的
《没问题丫》
这孩子很有平田一郎的感觉
《似寄》
好喜庆的孩子
弹幕
卧槽，我的老卡怎么在这呢
都是传家宝啊
买点唐僧肉吃是吧
父母：我不道呀
英灵殿
666
这不给小孩崩死了
我全低平均帧2帧战神
1000转手买同学
去网吧就行
整套就电源一个正常人
这硬盘闲鱼70拿不下来
14年前的电脑
2010年14？？啊？？？
的确没代沟
gtx460是吧
8G 黑神话都启动不了吧
我嘞个，五针
14年前的配置
别玩的时候给显卡干爆了
在晃的。
这打个boss真就炸了呀
装都装不上，
卡住了
八g玩黑神话悟空，这不得卡炸掉？
已经比塞尔达流畅辣
380都来了
这还缺个显示器啊
比我家手机跑分还高
回家玩去吧
跑小霸王都费劲还悟空
？？？不厚道了
你还赚了几十
游戏快比电脑贵
不是哥们400块钱玩黑神话悟空
鞋盒就够用
最亲最近的
买了 孩子很喜欢 仨孩子炸死俩
别装完，玩俩小时炸了
包能玩黑社会的，下个侠盗自己整个mod装上去不就行了吗
老矿工
必须580纯纯大矿卡呀
690
好家伙，一抽抽了五分之一
快乐的少年
盆比机箱贵了啊
p106
不会想卖同学吧！（严肃脸
跟我SD一样的帧数
就那个第一张的那个光头都够他打两个小时以上。
触摸屏！
稀罕物
比那个什么纸鱼的装备好多了呀。
硬盘70？
是为人民服务的料
开机先吃5个g，剩下3个g启动黑棉花吗喽
5针
5帧高刷
纸箱
《兄弟》
分辨率还可以再降一降
三步之内必有解药
这tm能跑？？？
rtx3080
文物区up主
240G下个游戏都够呛
硬盘贵了
比集显好
学校对面开网吧啊
小佬第
能玩《黑曼巴•牢大》（悲）
抽20%？？
用着没有代沟
1
怎么滴？
我赚点利润……
得双通道啊
绝了
同学：怎么滴！
玩扫雷都卡
多少？
又来了
6
OPPO A5
这是要谋害他同学啊
中间商赚差价
脸应该打马赛克
萝卜散热器
电子抓烟
没有磨合期
嚎起来了
耗能高手
40？
《够点儿呛》
你系统装哪
这测试正常玩能掉一半多，玩也就10多帧
GTX 690怎么样？
听见没，他还得谢谢咱呢
……这样符合年龄
好家伙掏出来就是同款
棘锛醛锌
小孩哥拿回家拆包
400块买个游戏
显示器用什么
吃回扣是吧
屏幕不要钱吗
神卡
怎么滴
"说话小点声,担心吐口水上去"
这老板可以啊
去网吧
神奇老卡哈哈哈哈哈哈哈
他都不敢去开游戏，怕崩到自己
fc黑悟空
同学父亲：给你3000，配个点脑
我是那18%
给他上460（doge
不要机箱散热好啊
卧槽，我当年就是390，已经到380就是垃圾货的年代了吗！
烫坏了
爆炸
笑死
抽100块预算
真能玩啊
460
哈哈哈哈哈
99成稀罕物
小学生也骗？
是我的至友亲朋  得加钱
《国产剧情》
手机8g都汗流浃背
怎么的？
年纪轻轻的，别给炸死了
炸弹人
偷盗，不告而取，会受到贫穷、处众不安、被人欺负、等各种果报。
同学开心到爆炸
要啥自行车
破面带土
《又不是不能玩》
抽到哪里了？
《R9 380 做旧限量版》
大户爱！
《go go滴》
《凉心商家》
甚至还有固态
1080p可以了
跑分不如手机系列
生意鬼才
你还想赚呢
8g能跑黑曼巴:牢大
放上
又不是不能玩
未来可期
久久芯
6
俯仰皆拾
盆20
牛逼啊
下个云游戏
别买d3了。上奔腾d4内存不比这老古董好？而且志强的主板容易炸。
国产剧情
啊？
显卡114514分()
至少能玩个迷你世界
回头率百分百
利润
神仙下凡辛苦了！
手捧雷
我超你妈
杀你没商量
手捧雷
盲猜卖八千
多抽点成
玩悟空，你这机器不怕灰飞烟灭啊
矿卡，很简单，我出手不就是了
正在配置c4的军火商
崭新出土
猿神，启动
14级小萌新喜提12级小兄弟
黑社会:悟空
黑悟空就两百多g这根本装不下
啊？
我去，神机
电话都5g 了，你电脑8g合适吗（
爵柏
炸弹进入倒计时了
《同学》
爱！！！
哈哈哈哈
这不炸我真不信
自己买个风扇对着吹
比我电脑跑分都高
8g没手g多
byd别给小同学炸死
上古时代的宝贝，开卖了
卧槽我还在用E3-1231呢
记得把盆还我
哈哈哈哈哈哈哈哈哈
啊？
激奔圈薪
居然还特么有机箱
588
跑个der
就一个内存条8g真的能打开游戏么
gt610
省流：端着走的
哈哈哈哈哈
机箱是送的，都没算进去啊，本想着省钱呢
大户爱！
游戏本体要求高一点
好家伙
打个4399顶天了
逆天
对于主机玩家来说30帧流畅 40来说已经起飞了
太坑了
4060
是不是给了600预算
年纪大会照顾人
R9 380可是好东西，以前玩的1060的时候同级产物
能玩黑神经
游戏比电脑贵
兄弟
霉问题
我怀疑这个玩4399的卡。
基本全旧
玩黑闪退空
啊？
极致散热
Byd跑分比我前一部手机都低
我以为是400块买游戏，结果是400块配电脑
久久新
《盆30》
含泪挣个150
同款
哈哈哈哈哈哈哈
笑抽了。哈哈哈哈
不送个鞋盒？
另外8000当预算了
36w？？？！！
游戏快比电脑贵了
8G4399都费劲吧
O_.
这都比我办公电脑跑分高！！！
黑神话悟空安排上
真老弟
啊？
黑神话，马赛克
8GBX2条
懂了 1440
光这游戏要328元费用？
美女一手芯
哈哈哈哈哈
超预算了。
至强ღ(✞╹◡╹✞)ற
？
666 游戏本身将近三百
可以可以，打小就有经商头脑
能跑黑曼巴
哈哈哈哈哈哈哈
机箱得用鞋盒
机箱贵了
一万多小时280的70？
神奇的老卡，简称神卡，又名为神威卡卡西
眨眼补帧
装好了卖我同学
老板你这对焦我头晕
显示器呢？
手机都比这个多
这个跟我同岁
给我撅半个月就给你买
开局直接被二郎神打黑屏
电竞
byd这DDR3不如我开发板上的
鞋盒子
服务器级！
抓药了
甚至还是固态硬盘，不是机械
可以的，比我们学校电脑好
我去大户爱，这下知道为什么我会刷到了
黑神话130G，能用
比我4050高？，，，
人才
行走C4
400块的电脑还能让你挣100
370我还有。。
你同学看到视频笑死
？？我3050跑五十，他就能四十了？？
哟，爆炸还送血滴子
hd6850
弹幕司马了
没关就是开了?
8核的  现在也不过时
怎么滴
看片都难。
同学：我明明给了一千的啊
玩黑悟能吧
nb
棺材板不好压啊
卧槽能跑40帧啊
太良心了
这比六千的华为本还好
真朋友！
1
怎么滴？！
老哥再送个屏吧
啊？
R9那得是高端的啊
兄弟
大盆鸡
疯狂伊文
卖你同学
这大铁盆也不便宜吧
网吧，租个号
十年老电脑
九九新，用了99年
x250.m5a78
买游戏就花了300
端走？
啊？
大户爱还冷门啊？
32nm
基本全新
这怎么玩黑猴
比我几千的笔记本跑的还高
18%的办公机
隔这里倒卖文物吗
谢合子机箱
。
666刚出生
能进去就能玩开800*600分辨率
你说的对，可以玩黑曼巴：out
32nm。。。
八千
此显卡在山海经中亦有记载
玩4399小游戏那种
GT360
经典型号
我有一个同学
黑悟空是a黑啊，怎么可能跑得好
？？？
前面那个人吧唧不能玩元神，现在元神都有十几20g
神医
装机还赚同学一笔
然后up也抽点，实际花300
差点化身电钻侠
去云游戏平台买个会员吧
怎么滴？！
我用它上网课都悬
5箜
买板送u，太良心了（doge）
我有一个朋友让我帮问问
这辈子有了
同学：谢谢你
同学是你最亲最近的银
《111545》
网吧
哈哈哈哈哈哈哈哈
玩个造梦西游应该可以，也是悟空
500配几台
11545（警觉
还赚一不锈钢脸盆，回头换旧手机去
240在这还真的挺新的
显示器，鼠标键盘呢，
赚个盆
可以了，已经比电竞机还要高了
不是哥们
上个gtx690战术核显卡（）
C4安装完毕
我还要赚啊，这不得就300的预算了？
兄弟，同学有可能是这一辈最能棒你的那个人
四百拿去网吧玩多爽
单片机
比我电脑高
玩造梦西游是吧
但是这玩意儿主板贵啊
怎么滴?
多边形战士
上mx 150
哈哈哈哈哈哈哈哈哈哈哈哈
MVP结算画面
不锈钢敞篷机箱
顺丰
盆比机箱贵
容易把弟弟送走
说同学的肯定是自己要的而不敢说
显示器不要钱吗
gta6玩家
虫洞警告
一开直接冒烟
跟送垃圾什么区别
所以显示器也不要了。
老板含泪赚100，老弟也含泪赚100
赛博麻辣烫
3A大作变2B大作
能看悟空动画片
580太高端了，这个价位上不了
这还能上580大矿卡吗
丸辣！
P106啊
不会是hdd吧？
不是？我3070都跑不了这么高？
还是固态啊
服务器内存条
看来真是给同学配了
刚巧最近我也在配E5神教这个配置
手机屏:你知道主板下面都是针么 往我身上盖
高级电竞散热器
我超大户爱
寄本全新
同学是你最亲近的人（doge
PS4级别帧率
军工级主板
已经开始笑了
I9级CPU
之强
拿是那不走了，你可以端走
基本全新
我同学，不用机箱，你懂我啥意思
核弹
“1w小时，基本全新”
一点
我等着看显卡
？
无处不在的沃特币玩家。
《不挣钱》
直接x79
这么流弊
小厨生
再送一个也含泪挣300
小两岁，听话，疼人～
268买游戏，400买电脑？
去网吧
不像演的
乔布斯再世
功率战神
大两岁会照顾人
同学：6
我叫磁力棒
？
能玩什么？当然能玩绝大多数3A 啊 被惯坏了是吧
左右护法
四十帧?
啊？
X E O N
神
有前途，会赚钱
弟弟啊3
电纸书？
上个500w小核弹
最贵的是这个盆
盆不得20？
坏了，我成那18%的用户了
回收ID
啊？这能跑动？
好卡（双关）
4090
500小伙子抽100你抽200啊
怎么滴？！
别给孩子炸坏了。
黑神金，吗喽
580也就一百来块
单风扇
充成网费坐网吧玩
llbanld 麻烦方法v分f
《宝贝》
14不准玩游戏
艾艾艾艾艾艾艾艾艾艾
开几家？
《也就是贴喵的公元2010年》
合着 CPU 还没我手机好使啊
别跑了，再跑炸了
盆都贵了，上鞋盒啊
这能玩???
8g带不动
再来跟8g啊
GT610
这比我850M跑的还流畅？！
氙卡
去网吧，还剩200
15代CPU是吧
滴滴！C4已安装
牛逼
回头卖8000
冷知识：一年是8760个小时
军工级主板
玩黑索金是吧
来个14块钱的
用了14年的电脑，配件都要2010年的不能多也不能少
还赔个盆
牛了
哈哈哈哈
gt610
华南吗
找的真准，开门就有
卧槽
可以看吉吉国王（
0.99新
1！5！
盆不便宜啊！可能比机箱贵
这套净赚200
14块的电脑（
P106
点否直接进
挺好的，不是2g
啊？最起码要E5-5200
抱你是抱不走了，你可以端走
他抽100，老板抽100，还剩300配个炸弹够了
14岁是10后了，
都是狠人
直接抽20%啊
“小两岁”
华南至强！！
《醛锌》
5帧哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
独眼龙
必须580和e5
修好卖同学
怕是没打开就直接内存溢出了
可以了，0帧无敌，一帧能玩，两帧流畅，三帧电竞
e5加588
哈哈哈哈哈哈哈
萝卜散热，常备灭火
啊？
小韭菜
《要紧物事》
哈哈哈哈这你还抽点
这卡不会是魔改卡吧
用了14年的电脑是吧
俗称，爆内存
安抚机魂
磊哥一帧的王者都能玩
游戏都比电脑贵。
仓库一收拾干净多了
比xss强
我擦2660？比2090还多570，得多强啊
（问题好像不大）
（问题好像不大
军火库
去网吧
抓药
C4已安放
这么好的配置想玩黑神话啊？
这盆不比机箱贵啊 卖了还能再赚点
民用 c4
我网吧玩一个星期
《至弱》
至强
资本家的好苗子
给同学安装个c4
直接炸成黑马楼
哪里写的型号，没看到
爆能器已部署
那必须是100块的p106啊
懂了，配14年前的电脑
可以拿这个打云电脑，但就怕网络接收不好
这价格可以的
哈哈哈
锁个三十帧流畅玩
鸡汤来咯啊哈哈哈哈
卖铜值12
TNT2安排上
打斗的时候不卡死你算我输
贵了，这套现在80不到
细说同学
怎么滴！
8000捏
amd？还是张a卡
E5老将
70太坑了吧？240g
清库存了
盘记得还回来
炸弹人
火炉国家电网vip客户
纯纯给兄弟安C4
P106-80
流畅
啊？啊？啊？真能跑啊？
黑神话起码16G运行运行内存
no problem，一个引擎照样飞～
网吧
手捧雷蚌埠住了！
还能挣？！
居然是固态的
矿卡安排上！
挺良心的了
破烂大甩卖
游戏里面只会更低
《狂人日记》
啊？
？
卧槽，无敌了
400块能不让吗
不是这显卡风扇还能转啊
我去3080
《无中生友》
啊？我的天，四百买回去一个炸弹
？40帧？
这配置20分钟闪退
对喽，我买这个卡时2200多了
我就是这个，这卡不简单的，第一代支持vr的卡
军工级
260买游戏，还剩140
580现在300多了，应该不是580吧
网吧400直接玩通关
问题不大就是有点贵了
哈哈哈哈灯光
记得把游戏也一并装好！
我的e5 处理器买成7块钱
怎么滴？
4090
文体不搭
炸不至于，就是帧率感人
这个问题不大，就是显卡驱动不行，不用管他照样跑，ue自带的提示框
四通道没了
