此时一个人自信满满的翻出了纱巾
发型也很重要！！要花心思的
每款都得过去个两三人
不是，你真会啊
《烟雨唱扬州》
好像以前电视剧的古装扮相
那些做古装剧造型的还不如找你做设计呢
啊？
难怪现在古偶都是丝巾
说实话，汉服真的好看，最近在景区看了很多汉服小姐姐，都是别人女朋友
啊？
？
啊？
唔啊
美
好牛
孙尚香
強又巧
啊？
真的要命，我一个男的看了都点赞收藏，希望下辈子用得上
小时候玩过家家有你在就好了
？
？？？？？？？？？
口水巾幻视芥川
优秀啊
这就是我小时候自己在家披床单时候的想象的自己（*/∇＼*）
女儿国国王?
小时候看到这个还用披床单？
这里好像薛宝钗
好厉害
小时候只有被子
女儿国国王
啊？
啊？
对不起了外婆，你的丝巾保不住了
开局衣服就很好看了
好厉害
王熙凤！
啊？
对对对，我小时候披毛巾的时候想象的就是这样子的
比某些古装剧的服的服装好
可以去古装剧服装组了
智慧结晶
啊？
666666666
这个我自己弄过
喜欢！！
6666
不敢想象我要是小学三年级看到这种视频会是一个多么快乐的小女孩
66666
突然好想明白为啥有个词叫天衣无缝？
我小时候用被单
收藏转发给小时候的自己
？
要是我小时候看了这个视频也不至于拿床单当古装
好像唐朝服饰啊
太牛啦！！！！！
好厉害啊
？？
啊？
好看啊！！
哇噢
这个好像刁蛮公主里的服装
谁发的咪酱！！！↑
天才！
啊？
有点儿东西
喜欢
穆桂英！
不错，这样很省钱，小朋友可以从小穿到大，三条丝巾就够了
天，我也想到了太子妃升职记
好看的
为什么一到刚开始换衣服的尴尬时刻就有人啊哈哈哈哈哈哈哈哈哈哈哈哈哈
这个妹妹我好像见过
刘涛
这个厉害啊
哇这个披风好有杜十娘的感觉
啊？
啊？啊？啊？
我小时候要有这创造力就好了
女侠！
寻妹眨
太厉害了我的天呐
主播胖了好多
啊？
蛙趣
跟我小时候玩的一样！！！
牛逼
感觉发型也很重要
哇哦
啊？
天才！！
比我小时候的技术好多了
西游记的服化道VS现在古装剧的服化道
？本来以为是整活，没想到来真的啊
啊？
居然还有！！！
牛逼
其实阿姨们 一直是这么穿的，只是脸不一样
原来不止我一个人小时候拿姥姥或者奶奶的丝巾做各种衣服
是唐吗
啊
她绝对会魔法
铁扇公主
我小时候要是会这技术，我都不敢想我家床单会变成什么样
我眼睛一下子就瞪大了
哇
牛牛牛
他们母子
？
我手残怎么办
手太巧了
小时候要有这技术家里所有的布都要被我撕烂！
难道她真是天才
我小时候要是知道，也不至于披着个被子跑
小时候的梦想
啊？
太子妃升职记：不早说
西游记即视感
哇好有才
啊？
好看！
我小时候怎么没看见
啊？
铁扇公主！！！
养oc的开心了
佟湘玉
啊？
啊？
好厉害
啊？
上错花轿嫁对郎BGM
简直太厉害了
小时候的你没有滑走，现在的你依旧没有滑走
牛哇
我准备出去旅游，带三条丝巾就好了
啊？
稍等
这个我小时候也发现了
魔法！一定是魔法！
错过哪一步了？？
啊？
牛批
好牛逼呀
哇！！！！！
我寻思我妹眨眼啊
郡主！
真的牛！
啊？
卖布的
飘飘
省钱了
好看
感觉在古早古装剧里似曾相识
啊？！
啊?
这么厉害
小时候披钢琴布，结果细菌性感冒进医院了
这个像千金小姐
这个像酒楼老板
初见倪端
啊？
大赞
哇
好厉害
还有？！！
我靠
我小时候要是有这种技术……
我的被子怎么变不成这样
天才
有才！
铁扇公主！
王熙凤~
？？
好漂亮
好漂亮呀！
啊
小时候的梦想
啊~？
哇塞
我靠！！！太强了
有那么大的丝巾？
襦裙啊
太牛了！！！！
真的天才
上错花轿嫁对郎的主题曲
啊？
真真爱爱连连
啊
这套好好看！
啊？
太牛了！！！
哇哇，好厉害
卧槽？？？
啊？？？
小时候的我自己拿床单be  like：
小时候就喜欢披挂一堆丝巾扮公主
想起了小的时候的床单仙子。
御剑的飘飘单层版！（ky致歉）
小时候看过这个up的视频。。。
真好看啊
这里已经好看了！！！
坏了 小时候玩芭比还真整出过
刚开始：我才不信；看完后：姐姐！小弟膜拜你
啊？
啊？
不是可以呀。
太牛了
链接在哪里～
牛逼
有西游记的感觉！
魔法……
我也没眨眼啊。。。发生了什么
好美啊啊啊啊啊啊啊啊！！！
哈哈哈大家小时候应该认识她啊
说真的，这样子真的比电视剧里面的一身白好看多了
这套仙
我艹！
太牛了！！
王熙凤，林姑娘
这个是真的喜欢哈
我靠侠女啊！！
收藏感人
太厉害了
林姑娘
我服了
就和小时候看电视一块弹力布N种变形穿法一样……
啊？
小时候还真这么玩过
啊？
下单丝巾，我现在强得可怕
孙尚香
太厉害了
小时候天天这么玩
蛙趣
还有？
像西游记里的
好好看呀
别让大妈看到
强呀
难怪感觉好熟悉，上错花轿嫁对郎的bgm
佟湘玉哈哈哈哈
寻妺眨
御剑怜侍的我服了，怎么哪都有小病区
有种宝玉的感觉
？？？？？
唐氏襦裙
孙尚香
小时候玩游戏把床单挂身上，假如自己是皇上，然后妹妹当妃子，现在感觉挺尴尬的
小时候想象中自己披上棉被的样子belike:
这是真的厉害！！！
真的很有气质
第二套是魏晋朝好吗，第三套诃子裙哪里一样了
啊？
啊？
天才
牛逼
啊？？？？
哇哇哇
卧槽
天才
?我...?靠
还挺好看
啊？
小时候是薄毯加丝巾枕巾
？？？
嫦娥
好看
好看
好像王熙凤啊好米
啊？
厉害厉害
等等我没眨眼啊
啊？
啊啊啊？？？
热不
啊？
？？
你别说，还真好看
不是 你等等 怎么变成上衣的?
女儿国国王
啊？
像是那种08年的古装剧穿的都是很明艳的颜色
卧槽，以假乱真
让我想起了西游记
不是姐们，魔法啊
我的天，我小时候要有这技术……
小时候的游戏项目，床单裹出大小姐
我小时候的梦想
好厉害
白绫有了，梁呢？
究竟是怎么研究出来的？害得搞得我像是没长脑子
太哇塞了
御剑怜侍
啊？
怪我小时候没有互联网和你连上
好漂亮好厉害！
啊？？！！
我小时候不会，只会披蚊帐
说御剑的站住别跑！你也玩逆转！
小时候的你没有划走，现在的你依然没有划走
哇！
妙啊
类似唐装
小时候就是跟这个学玩，我妈丝巾的
有种西游记的感觉
王熙凤？！
感觉像以前的电视剧里的，类似西游记内样的
好美
啊！
魔术？
